Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.3,27.2,18.0,200.0, 25.0, 2.14, 16.43,0.290,0.0,0.0,35.00,0.1, 0.00, 240.0,  60.0,28.980000,2.709630,0.160839,2.980800,0.239954,0.017289,8.280000,0.931500,0.039744,0.414000,0.056925,0.001263
100.0, 0.3,27.2,18.0,200.0, 25.0, 2.14, 16.43,0.290,0.0,0.0,35.00,0.1, 0.00, 240.0,  60.0,28.980000,2.709630,0.160839,2.980800,0.239954,0.017289,8.280000,0.931500,0.039744,0.414000,0.056925,0.001263
