Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,10/03/1980 00:00:00,14/03/2017 00:00:00,842.000
WQ_OXY_SAT,20/06/1983 00:00:00,14/03/2017 00:00:00,698.000
TEMP,10/03/1980 00:00:00,14/03/2017 00:00:00,859.000
WQ_CAR_PH,10/03/1980 00:00:00,14/03/2017 00:00:00,859.000
COND,20/06/1983 00:00:00,14/03/2017 00:00:00,845.000
WQ_DIAG_TOT_TSS,10/03/1980 00:00:00,18/10/2001 00:00:00,521.000
WQ_DIAG_TOT_TURBIDITY,20/06/1983 00:00:00,14/03/2017 00:00:00,859.000
WQ_PHS_FRP,10/03/1980 00:00:00,14/03/2017 00:00:00,1097.000
WQ_DIAG_TOT_TP,10/03/1980 00:00:00,14/03/2017 00:00:00,1237.000
WQ_NIT_NIT,10/03/1980 00:00:00,14/03/2017 00:00:00,1236.000
WQ_NIT_AMM,10/03/1980 00:00:00,14/03/2017 00:00:00,1237.000
WQ_DIAG_TOT_TKN,01/09/1980 00:00:00,11/10/1994 00:00:00,542.000
WQ_DIAG_TOT_TN,01/09/1980 00:00:00,14/03/2017 00:00:00,1234.000
WQ_DIAG_TOT_TOC,26/07/2001 00:00:00,16/04/2012 00:00:00,12.000
WQ_DIAG_PHY_TCHA,26/07/2001 00:00:00,16/04/2012 00:00:00,12.000
WQ_RSI_SIL,10/03/1980 00:00:00,14/03/2017 00:00:00,1235.000
ENT,10/03/1980 00:00:00,18/10/2001 00:00:00,792.000
FC,14/01/1997 00:00:00,15/08/2013 00:00:00,429.000
