Variable,Unit,ReferenceTime,TimeLength,LatLength,LongLength,StartLat,StartLong,EndLat,EndLong
av_mslp,Pa,hours since 2005-01-01 00:30:00,8760,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
av_mslp,Pa,hours since 2006-01-01 00:30:00,8760,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
av_mslp,Pa,hours since 2013-01-01 00:30:00,8754,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
av_mslp,Pa,hours since 2014-01-01 00:30:00,8442,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
av_mslp,Pa,hours since 2015-01-01 00:30:00,8760,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
av_mslp,Pa,hours since 2017-01-01 00:30:00,8760,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
