Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0,32.6,23.9,13.0,250.0, 26.1, 1.43,  0.18,0.030,0.0,0.0, 2.30,0.1, 0.00, 240.0,  60.0,0.348600,0.032594,0.001935,0.099600,0.008018,0.000578,0.024900,0.002801,0.000120,1.992000,0.273900,0.006076
100.0,32.6,23.9,13.0,250.0, 26.1, 1.43,  0.18,0.030,0.0,0.0, 2.30,0.1, 0.00, 240.0,  60.0,0.348600,0.032594,0.001935,0.099600,0.008018,0.000578,0.024900,0.002801,0.000120,1.992000,0.273900,0.006076
