Variable,Unit,ReferenceTime,TimeLength,LatLength,LongLength,StartLat,StartLong,EndLat,EndLong
av_vwnd10m,m s-1,hours since 2005-01-01 00:30:00,8760,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2006-01-01 00:30:00,8760,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2013-01-01 00:30:00,8754,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2014-01-01 00:30:00,8442,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2015-01-01 00:30:00,8760,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2017-01-01 00:30:00,8760,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
av_vwnd10m,m s-1,hours since 2018-01-01 00:30:00,8760,15,15,6168967.40659266,227577.552262031,6342815.83453278,366478.229407536
