Variable,Unit,ReferenceTime,TimeLength,LatLength,LongLength,StartLat,StartLong,EndLat,EndLong
av_rh_scrn,fraction from 0-1,hours since 2012-01-01 00:30:00,8772,15,15,6169114.62793756,232623.312272096,6342884.39253677,371613.435310915
