Wallacia Weir Structure Function - post upgrade (from SMEC report),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2,y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,24,24.2,24.4,24.6,24.8,25,25.2,25.4,25.6,25.8,26,26.2,26.4,26.6,26.73,26.8,27,27.2,27.4,27.6,27.8,28,28.2,28.4,28.6,28.8,29,29.2,29.4,29.6,29.8,30,30.2,35,200
0,0,0,0.280092593,0.405092593,0.430555556,0.454861111,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
24,0,0,0.280092593,0.405092593,0.430555556,0.454861111,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
24.2,-0.280092593,-0.280092593,0,0.405092593,0.430555556,0.454861111,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
24.4,-0.405092593,-0.405092593,-0.405092593,0,0.430555556,0.454861111,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
24.6,-0.430555556,-0.430555556,-0.430555556,-0.430555556,0,0.454861111,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
24.8,-0.454861111,-0.454861111,-0.454861111,-0.454861111,-0.454861111,0,0.478009259,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
25,-0.478009259,-0.478009259,-0.478009259,-0.478009259,-0.478009259,-0.478009259,0,0.5,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
25.2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0.521990741,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
25.4,-0.521990741,-0.521990741,-0.521990741,-0.521990741,-0.521990741,-0.521990741,-0.521990741,-0.521990741,0,0.541666667,0.561342593,0.606481481,0.66087963,0.716435185,0.769675926,0.795138889,0.949074074,7.153935185,18.64583333,37.20023148,59.34259259,84.18981481,109.0972222,129.7685185,148.9814815,168.4375,188.125,208.0324074,228.125,249.5023148,271.1458333,293.2986111,315.9722222,338.912037,10000,10000
