Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mmolperm3,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL,TN_mmolperm3,TP_mmolperm3
15/01/2012 00:00:00,0.202754,0.488569,22.709013,1.378616,202.444617,0.000000,5.821762,395.015013,0.394205,0.039420,4010.423571,156.243095,73.451833,5.068440,0.008045,0.192380,0.000000,0.000000,0.000000,0.000000,0.000000,717.886433,55.642777,41.802181,479.357048,0.594630
16/01/2012 00:00:00,0.321714,0.533991,22.739925,1.506428,201.923104,0.000000,5.749878,648.767276,1.067679,0.106768,3995.938199,170.728467,63.931600,5.538337,0.021789,0.521050,0.000000,0.000000,0.000000,0.000000,0.000000,1535.605439,118.541578,88.343331,723.987090,1.610518
17/01/2012 00:00:00,0.202757,0.488218,22.769138,1.358914,201.420448,0.000000,18.809642,163.223049,0.856233,0.085623,4012.656417,154.010250,73.575314,4.996007,0.017474,0.417860,0.000000,0.000000,0.000000,0.000000,0.000000,3.695034,0.707302,1.153390,260.604012,1.291566
18/01/2012 00:00:00,0.157757,0.650000,22.796643,1.000000,200.936798,0.000000,16.614418,473.241834,0.171082,0.017108,4053.333333,113.333333,72.814846,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,566.347569,0.258065
19/01/2012 00:00:00,0.142566,0.474000,22.822433,1.000000,200.472297,0.000000,10.586438,186.579654,0.855408,0.085541,4053.333333,113.333333,70.675141,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,12.000000,1.000000,271.517703,1.290323
20/01/2012 00:00:00,0.138745,0.497073,22.846498,1.000000,200.027082,0.000000,64.285714,212.890072,0.238240,0.023824,4053.333333,113.333333,66.133281,3.676471,0.004862,0.116266,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,56.043010,1.000000,346.985537,0.359368
21/01/2012 00:00:00,0.287917,0.584640,22.868834,5.168600,199.601286,0.000000,5.714286,572.650973,4.305975,0.430598,3580.892018,585.774648,53.108672,19.002205,0.087877,2.101408,0.000000,0.000000,0.000000,0.000000,0.000000,11278.277788,891.058293,642.855540,650.476136,6.495260
22/01/2012 00:00:00,0.195897,0.524351,22.889431,1.709137,199.195035,0.000000,5.714286,307.535096,0.855408,0.085541,3972.964436,193.702231,61.137844,6.283593,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,380.670819,1.290323
23/01/2012 00:00:00,0.168896,0.473941,22.908286,1.010281,198.808448,0.000000,36.959270,55.993222,0.734070,0.073407,4052.168133,114.498534,74.856027,3.714269,0.014981,0.358242,0.000000,0.000000,0.000000,0.000000,0.000000,17.176676,1.744307,1.920709,171.522788,1.107293
24/01/2012 00:00:00,0.166267,0.560845,22.925391,1.007428,198.441640,0.000000,5.716698,383.308556,0.174662,0.017466,4052.491535,114.175132,74.867017,3.703778,0.003565,0.085239,0.000000,0.000000,0.000000,0.000000,0.000000,12.502737,40.233824,1.654688,467.596048,0.263465
25/01/2012 00:00:00,0.800219,0.206773,22.940743,11.810521,198.094720,0.000000,5.714286,793.085160,26.285083,2.628508,2828.140970,1338.525697,20.079862,43.421033,0.536430,12.827680,0.000000,0.000000,0.000000,0.000000,0.000000,83111.247094,6393.325451,4731.288066,862.300339,39.649193
26/01/2012 00:00:00,0.548481,0.503589,22.954335,5.998366,197.767790,0.000000,35.875130,272.959876,8.072667,0.807267,3486.851851,679.814815,31.480216,22.052816,0.164748,3.939633,0.000000,0.000000,0.000000,0.000000,0.000000,25388.491465,1963.242418,1445.949956,362.368038,12.177048
27/01/2012 00:00:00,0.304235,0.509966,22.966166,1.053971,197.460948,0.000000,5.757601,297.465853,0.902670,0.090267,4047.216611,119.450056,69.708507,3.874894,0.018422,0.440522,0.000000,0.000000,0.000000,0.000000,0.000000,155.464572,88.985233,9.791478,376.806855,1.361614
28/01/2012 00:00:00,0.244471,0.473520,22.976230,1.057591,197.174283,0.000000,5.866017,541.677224,0.364874,0.036487,4046.806397,119.860270,69.978136,3.888201,0.007446,0.178066,0.000000,0.000000,0.000000,0.000000,0.000000,132.875431,46.864504,8.505799,621.409577,0.550387
29/01/2012 00:00:00,0.198894,0.505904,22.984525,1.735634,196.907882,0.000000,47.636687,222.517956,0.171082,0.017108,3969.961475,196.705191,72.190421,6.381008,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,348.726072,0.258065
30/01/2012 00:00:00,0.186599,0.474000,22.991048,1.000000,196.661822,0.000000,5.714286,105.716118,0.855408,0.085541,4053.333333,113.333333,56.321698,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,88.090858,1.000000,171.428571,1.290323
31/01/2012 00:00:00,0.158810,0.474000,22.995798,1.000000,196.436176,0.000000,5.714286,393.085504,0.171082,0.017108,4053.333333,113.333333,46.610518,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,1.000000,449.086778,0.258065
01/02/2012 00:00:00,0.246211,0.562762,22.998773,1.134714,196.231012,0.000000,42.529674,297.785886,0.950478,0.095048,4038.065760,128.600907,60.233946,4.171742,0.019398,0.463854,0.000000,0.000000,0.000000,0.000000,0.000000,311.713024,74.862942,18.684487,404.721248,1.433730
02/02/2012 00:00:00,0.381772,0.400770,22.999973,6.563896,196.046390,0.000000,10.529054,498.294048,7.003955,0.700395,3422.758463,743.908204,35.486473,24.131970,0.142938,3.418079,0.000000,0.000000,0.000000,0.000000,0.000000,20095.918365,1553.780801,1144.718805,568.441546,10.564972
03/02/2012 00:00:00,0.878282,0.337295,22.999396,8.256310,195.882365,0.000000,19.440428,575.763766,19.788362,1.978836,3230.951555,935.715112,33.252514,30.354080,0.403844,9.657142,0.000000,0.000000,0.000000,0.000000,0.000000,62552.128935,4849.629750,3561.148947,658.810788,29.849349
04/02/2012 00:00:00,0.848480,0.311954,22.997043,9.138182,195.738985,0.000000,5.714286,671.554918,21.217234,2.121723,3131.006017,1035.660650,42.832961,33.596258,0.433005,10.354462,0.000000,0.000000,0.000000,0.000000,0.000000,67621.487832,5217.915823,3849.675678,753.698423,32.004702
05/02/2012 00:00:00,0.339058,0.450077,22.992915,3.053076,195.616293,0.000000,6.604986,138.776048,2.864129,0.286413,3820.651385,346.015282,53.058882,11.224544,0.058452,1.397756,0.000000,0.000000,0.000000,0.000000,0.000000,6565.979315,603.103795,374.651197,209.664459,4.320336
06/02/2012 00:00:00,0.219831,0.497169,22.987013,1.225686,195.514325,0.000000,5.724365,104.134923,0.739653,0.073965,4027.755563,138.911104,57.193379,4.506199,0.015095,0.360967,0.000000,0.000000,0.000000,0.000000,0.000000,23.371406,18.720941,2.273287,171.558867,1.115715
07/02/2012 00:00:00,0.206262,0.477629,22.979339,1.000000,195.433111,0.000000,5.714286,361.862126,0.855408,0.085541,4053.333333,113.333333,53.628055,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,424.880938,1.290323
08/02/2012 00:00:00,0.185672,0.491131,22.969895,1.000000,195.372676,0.000000,5.714286,539.546136,0.171082,0.017108,4053.333333,113.333333,64.607649,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,59.707452,1.000000,613.544541,0.258065
09/02/2012 00:00:00,0.195180,0.607916,22.958683,1.296425,195.333037,0.000000,5.714286,588.384491,0.171082,0.017108,4019.738464,146.928203,40.791459,4.766270,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,48.522338,1.000000,639.656505,0.258065
10/02/2012 00:00:00,0.186624,0.570853,22.945708,1.154975,195.314205,0.000000,17.550164,179.365955,0.855408,0.085541,4035.769501,130.897165,62.981227,4.246232,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,264.143578,1.290323
11/02/2012 00:00:00,0.186872,0.593948,22.930972,1.000000,195.316187,0.000000,58.821156,346.371498,0.171082,0.017108,4053.333333,113.333333,55.244495,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,86.189031,1.000000,464.113619,0.258065
12/02/2012 00:00:00,0.372168,0.356598,22.914481,10.156696,195.338982,0.000000,40.942939,477.991873,10.481758,1.048176,3015.574468,1151.092199,29.519599,37.340794,0.213913,5.115321,0.000000,0.000000,0.000000,0.000000,0.000000,32217.377434,2478.578033,1834.621617,585.795205,15.810992
13/02/2012 00:00:00,0.322740,0.472328,22.896239,1.691242,195.382583,0.000000,10.341172,139.650358,0.313889,0.031389,3974.992593,191.674073,49.033567,6.217801,0.006406,0.153184,0.000000,0.000000,0.000000,0.000000,0.000000,459.833943,35.793425,27.114911,205.242898,0.473479
14/02/2012 00:00:00,0.229936,0.622280,22.876252,1.100687,195.446978,0.000000,64.285714,117.908203,0.791860,0.079186,4041.922183,124.744484,74.524787,4.046642,0.016160,0.386444,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,37.579208,1.000000,260.765346,1.194465
15/02/2012 00:00:00,0.199865,0.560957,22.854525,1.000000,195.532146,0.000000,60.814670,255.105170,0.307867,0.030787,4053.333333,113.333333,53.193395,3.676471,0.006283,0.150245,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.687010,1.000000,372.789706,0.464395
16/02/2012 00:00:00,0.175172,0.518424,22.831065,1.167315,195.638064,0.000000,5.714286,506.358015,0.855408,0.085541,4034.370913,132.295753,60.681317,4.291601,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,50.883131,1.000000,577.045219,1.290323
17/02/2012 00:00:00,0.159937,0.610000,22.805879,1.000000,195.764699,0.000000,64.285714,517.938879,0.523475,0.052348,4053.333333,113.333333,45.332762,3.676471,0.010683,0.255467,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.536820,1.000000,631.233826,0.789625
18/02/2012 00:00:00,0.165191,0.616513,22.778974,1.000000,195.912014,0.000000,5.714286,176.155849,0.641758,0.064176,4053.333333,113.333333,74.894958,3.676471,0.013097,0.313192,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,1.000000,260.441563,0.968046
19/02/2012 00:00:00,0.282799,0.305130,22.750359,20.147618,196.079966,0.000000,56.420668,556.975010,16.000822,1.600082,1883.269919,2283.396748,0.000000,74.072126,0.326547,7.808742,0.000000,0.000000,0.000000,0.000000,0.000000,50861.352829,3933.328764,2895.758810,680.729991,24.136111
20/02/2012 00:00:00,0.527531,0.372440,22.720041,6.524201,196.268505,0.000000,15.668841,409.134866,9.230321,0.923032,3427.257218,739.409448,35.569363,23.986033,0.188374,4.504593,0.000000,0.000000,0.000000,0.000000,0.000000,27865.512372,2213.026345,1586.931638,484.359103,13.923289
21/02/2012 00:00:00,0.334556,0.573920,22.688030,1.254773,196.477574,0.000000,41.709224,110.518326,1.101287,0.110129,4024.459012,142.207655,39.444135,4.613138,0.022475,0.537452,0.000000,0.000000,0.000000,0.000000,0.000000,804.592170,62.312167,46.737109,196.284823,1.661214
22/02/2012 00:00:00,0.222630,0.474000,22.654335,1.000000,196.707113,0.000000,38.916557,378.911275,0.855408,0.085541,4053.333333,113.333333,46.105983,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,467.610286,1.290323
23/02/2012 00:00:00,0.183146,0.474000,22.618967,1.000000,196.957053,0.000000,30.161806,497.705516,0.171082,0.017108,4053.333333,113.333333,68.840369,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.507164,1.000000,600.384161,0.258065
24/02/2012 00:00:00,0.164420,0.557166,22.581935,1.000000,197.227320,0.000000,20.651500,75.121630,0.171082,0.017108,4053.333333,113.333333,71.978971,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.000000,1.000000,171.428571,0.258065
25/02/2012 00:00:00,0.164245,0.561914,22.543251,1.232393,197.517834,0.000000,64.285714,200.825203,0.855408,0.085541,4026.995426,139.671241,62.883559,4.530858,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,28.213941,1.000000,332.525334,1.290323
26/02/2012 00:00:00,0.150561,0.591404,22.502926,1.616144,197.828509,0.000000,5.714286,404.906582,0.171082,0.017108,3983.503625,183.163041,67.739231,5.941708,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,484.301806,0.258065
27/02/2012 00:00:00,0.154689,0.505230,22.460972,1.000000,198.159254,0.000000,37.242744,126.893047,0.312346,0.031235,4053.333333,113.333333,48.411252,3.676471,0.006374,0.152432,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,55.925843,1.000000,216.223515,0.471152
28/02/2012 00:00:00,0.134861,0.501845,22.417401,1.000000,198.509970,0.000000,40.367495,545.060315,0.171082,0.017108,4053.333333,113.333333,58.135131,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,35.190993,1.000000,647.239411,0.258065
29/02/2012 00:00:00,0.211998,0.501740,22.372227,1.600452,198.880553,0.000000,5.736314,436.617175,1.219378,0.121938,3985.282064,181.384603,49.573278,5.884016,0.024885,0.595083,0.000000,0.000000,0.000000,0.000000,0.000000,1190.541757,91.999341,68.703747,497.810783,1.839346
01/03/2012 00:00:00,0.306496,0.496837,22.325462,1.369959,199.270894,0.000000,52.566562,333.356065,0.883229,0.088323,4011.404662,155.262005,36.198700,5.036613,0.018025,0.431034,0.000000,0.000000,0.000000,0.000000,0.000000,91.925223,62.443194,6.175084,427.157940,1.332288
02/03/2012 00:00:00,0.697114,0.284538,22.277121,8.977634,199.680877,0.000000,5.714286,501.550082,16.348350,1.634835,3149.201531,1017.465135,21.578470,33.006006,0.333640,7.978343,0.000000,0.000000,0.000000,0.000000,0.000000,51977.946628,4040.928704,2959.310665,561.848843,24.660332
03/03/2012 00:00:00,0.460972,0.477952,22.227218,3.508921,200.110382,0.000000,9.750052,302.646010,3.530140,0.353014,3768.988960,397.677707,64.419726,12.900445,0.072044,1.722783,0.000000,0.000000,0.000000,0.000000,0.000000,10678.468997,903.925657,608.716929,389.716232,5.324967
04/03/2012 00:00:00,0.335087,0.466952,22.175767,1.612178,200.559279,0.000000,5.714286,536.045531,0.773031,0.077303,3983.953184,182.713483,52.447846,5.927124,0.015776,0.377256,0.000000,0.000000,0.000000,0.000000,0.000000,1935.040580,163.174557,111.077510,600.134788,1.166063
05/03/2012 00:00:00,0.357424,0.467395,22.122785,2.200757,201.027438,0.000000,14.259395,272.342062,1.409961,0.140996,3917.247528,249.419139,38.458067,8.091019,0.028775,0.688091,0.000000,0.000000,0.000000,0.000000,0.000000,1813.410719,255.499759,104.154847,333.150543,2.126826
06/03/2012 00:00:00,0.217281,0.501992,22.068285,1.000000,201.514719,0.000000,8.657120,515.190066,0.171082,0.017108,4053.333333,113.333333,53.564892,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,157.543198,1.000000,581.088548,0.258065
07/03/2012 00:00:00,0.260568,0.457447,22.012286,2.859377,202.020978,0.000000,6.453526,316.854382,1.585153,0.158515,3842.603972,324.062695,67.208627,10.512414,0.032350,0.773589,0.000000,0.000000,0.000000,0.000000,0.000000,4544.359147,349.974379,259.589022,401.028949,2.391092
08/03/2012 00:00:00,1.261192,0.108158,21.954803,9.018000,202.546065,0.000000,35.654810,716.620227,31.500362,3.150036,3144.626680,1022.039987,30.729689,33.154411,0.642865,15.372847,0.000000,0.000000,0.000000,0.000000,0.000000,100352.895350,7730.994131,5712.610656,816.159137,47.516074
09/03/2012 00:00:00,0.442499,0.431920,21.895853,3.746000,203.089825,0.000000,6.410394,565.970714,4.222264,0.422226,3742.119978,424.546688,41.855356,13.772060,0.086169,2.060555,0.000000,0.000000,0.000000,0.000000,0.000000,11547.191295,972.778492,658.160973,628.008523,6.368988
10/03/2012 00:00:00,0.274782,0.531634,21.835453,1.206231,203.652097,0.000000,5.840086,636.198064,0.336647,0.033665,4029.960520,136.706147,74.079208,4.434672,0.006870,0.164291,0.000000,0.000000,0.000000,0.000000,0.000000,532.955554,41.417927,31.276688,720.552030,0.507808
11/03/2012 00:00:00,0.211983,0.513445,21.773623,1.000000,204.232714,0.000000,5.714286,479.275583,0.571152,0.057115,4053.333333,113.333333,57.094660,3.676471,0.011656,0.278734,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,37.720095,1.000000,545.761000,0.861542
12/03/2012 00:00:00,0.179323,0.474000,21.710379,1.000000,204.831504,0.000000,30.714054,279.140294,0.630348,0.063035,4053.333333,113.333333,74.403470,3.676471,0.012864,0.307623,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,387.934288,0.950835
13/03/2012 00:00:00,0.164327,0.511385,21.645741,1.757938,205.448290,0.000000,5.714286,645.468767,0.855408,0.085541,3967.433731,199.232936,64.881930,6.463006,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.000000,1.000000,722.527989,1.290323
14/03/2012 00:00:00,0.156223,0.474000,21.579728,1.000000,206.082890,0.000000,36.731330,336.089163,0.171082,0.017108,4053.333333,113.333333,74.894958,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,451.391922,0.258065
15/03/2012 00:00:00,0.153497,0.582501,21.512359,1.620039,206.735116,0.000000,5.714286,310.008679,0.855408,0.085541,3983.062249,183.604418,67.688950,5.956026,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,389.367941,1.290323
16/03/2012 00:00:00,0.148844,0.474000,21.443654,1.000000,207.404774,0.000000,5.714286,803.906944,0.171082,0.017108,4053.333333,113.333333,43.845157,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,118.269673,1.000000,857.142857,0.258065
17/03/2012 00:00:00,0.572577,0.330770,21.373634,8.770215,208.091667,0.000000,28.239483,522.010974,13.198209,1.319821,3172.708934,993.957732,41.602342,32.243439,0.269351,6.441007,0.000000,0.000000,0.000000,0.000000,0.000000,40340.218980,3141.777463,2296.939824,624.096237,19.908567
18/03/2012 00:00:00,0.309537,0.474000,21.302319,5.000000,208.795591,0.000000,5.714286,219.494145,0.405255,0.040526,3600.000000,566.666667,49.571466,18.382353,0.008271,0.197773,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,293.162250,0.611299
19/03/2012 00:00:00,0.330432,0.470541,21.229730,1.304792,209.516338,0.000000,63.858039,41.515576,0.466517,0.046652,4018.790287,147.876379,66.786417,4.797028,0.009521,0.227670,0.000000,0.000000,0.000000,0.000000,0.000000,950.223722,73.514120,55.025849,176.957060,0.703708
20/03/2012 00:00:00,0.268407,0.474000,21.155890,2.000000,210.253694,0.000000,5.714286,532.186278,0.171082,0.017108,3940.000000,226.666667,50.838480,7.352941,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,54.707401,1.000000,596.091984,0.258065
21/03/2012 00:00:00,0.209751,0.517033,21.080819,1.000000,211.007441,0.000000,42.775964,92.178237,0.171082,0.017108,4053.333333,113.333333,74.894958,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,97.571401,1.000000,213.525629,0.258065
22/03/2012 00:00:00,0.188213,0.474000,21.004540,1.000000,211.777356,0.000000,5.714286,629.364753,0.171082,0.017108,4053.333333,113.333333,45.119072,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,34.241582,1.000000,683.874581,0.258065
23/03/2012 00:00:00,0.185172,0.474000,20.927076,1.260648,212.563211,0.000000,17.192976,377.098803,0.436120,0.043612,4023.793277,142.873389,61.267044,4.634734,0.008900,0.212836,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,33.094951,1.000000,460.193557,0.657857
24/03/2012 00:00:00,0.174482,0.474000,20.848449,1.000000,213.364773,0.000000,5.714286,442.708925,0.171082,0.017108,4053.333333,113.333333,58.247774,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,47.452200,1.000000,510.347455,0.258065
25/03/2012 00:00:00,0.156217,0.650000,20.768683,1.000000,214.181806,0.000000,5.714286,115.658000,0.855408,0.085541,4053.333333,113.333333,46.379815,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,1.000000,171.428571,1.290323
26/03/2012 00:00:00,0.146072,0.501684,20.687802,1.145145,215.014067,0.000000,5.714286,288.835296,0.171082,0.017108,4036.883609,129.783058,71.701554,4.210091,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,25.048649,1.000000,370.461226,0.258065
27/03/2012 00:00:00,0.140343,0.488152,20.605829,1.000000,215.861310,0.000000,31.039754,378.646630,0.855408,0.085541,4053.333333,113.333333,47.490248,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,19.226917,1.000000,460.853103,1.290323
28/03/2012 00:00:00,0.137665,0.560225,20.522788,2.007236,216.723284,0.000000,22.549175,200.522530,0.171082,0.017108,3939.179926,227.486741,40.993327,7.379544,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,55.973877,1.000000,271.444576,0.258065
29/03/2012 00:00:00,0.138937,0.604450,20.438704,1.000000,217.599734,0.000000,30.875951,430.866367,0.171082,0.017108,4053.333333,113.333333,74.001356,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,20.524519,1.000000,539.420144,0.258065
30/03/2012 00:00:00,0.137314,0.474000,20.353603,1.000000,218.490400,0.000000,11.122603,596.654927,0.855408,0.085541,4053.333333,113.333333,68.762227,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,33.328593,1.000000,680.216228,1.290323
31/03/2012 00:00:00,0.142215,0.474000,20.267509,1.500486,219.395019,0.000000,5.714286,284.228962,0.171082,0.017108,3996.611581,170.055085,65.943649,5.516493,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,1.000000,361.403389,0.258065
01/04/2012 00:00:00,0.140645,0.474000,20.180448,1.000000,220.313323,0.000000,59.898389,111.585855,0.855408,0.085541,4053.333333,113.333333,63.416601,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,56.429368,1.000000,238.577315,1.290323
