Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
15/02/2012 00:00:00,0.374186,0.480774,22.854525,1.039328,195.532146,0.000000,31.008131,108.118091,1.006040,1.006040,4048.876190,117.790477,65.187896,3.821058,0.020531,0.490969,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
16/02/2012 00:00:00,0.418733,0.485784,22.831065,1.012567,195.638064,0.000000,5.714286,193.749663,1.328832,1.328832,4051.909034,114.757633,45.241482,3.722674,0.027119,0.648498,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
17/02/2012 00:00:00,0.410098,0.802427,22.805879,1.000000,195.764699,0.000000,5.714286,156.743020,1.261727,1.261727,4053.333333,113.333333,64.759063,3.676471,0.025750,0.615750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
18/02/2012 00:00:00,0.431136,0.732392,22.778974,1.121154,195.912014,0.000000,5.714286,101.929210,1.380891,1.380891,4039.602491,127.064175,69.936413,4.121892,0.028181,0.673904,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
19/02/2012 00:00:00,0.604456,0.605198,22.750359,1.000000,196.079966,0.000000,5.714286,201.767233,0.885972,0.885972,4053.333333,113.333333,59.043811,3.676471,0.018081,0.432373,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
20/02/2012 00:00:00,1.451830,0.558976,22.720041,1.000000,196.268505,0.000000,64.285714,79.777304,1.170367,1.170367,4053.333333,113.333333,61.815613,3.676471,0.023885,0.571164,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
21/02/2012 00:00:00,1.464820,0.397000,22.688030,1.000000,196.477574,0.000000,5.714286,123.910402,1.047010,1.047010,4053.333333,113.333333,60.225833,3.676471,0.021368,0.510963,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
22/02/2012 00:00:00,0.702944,0.397000,22.654335,1.000000,196.707113,0.000000,5.714286,143.416551,1.070010,1.070010,4053.333333,113.333333,64.467003,3.676471,0.021837,0.522188,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
23/02/2012 00:00:00,0.552448,0.652291,22.618967,1.222316,196.957053,0.000000,9.229284,292.753961,2.737306,2.737306,4028.137481,138.529186,39.325975,4.493810,0.055863,1.335863,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
24/02/2012 00:00:00,0.425045,0.683864,22.581935,1.000000,197.227320,0.000000,64.285714,60.307117,1.077975,1.077975,4053.333333,113.333333,74.894958,3.676471,0.021999,0.526075,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
25/02/2012 00:00:00,0.461421,0.564859,22.543251,1.000000,197.517834,0.000000,5.714286,137.184429,1.636897,1.636897,4053.333333,113.333333,74.894958,3.676471,0.033406,0.798841,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
26/02/2012 00:00:00,0.423308,0.733844,22.502926,1.059160,197.828509,0.000000,30.044394,131.231726,1.018013,1.018013,4046.628522,120.038145,60.220591,3.893971,0.020776,0.496812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
27/02/2012 00:00:00,0.313738,0.464718,22.460972,1.200376,198.159254,0.000000,42.646116,199.795134,1.128693,1.128693,4030.624035,136.042632,55.515286,4.413148,0.023035,0.550826,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
28/02/2012 00:00:00,0.351386,0.517627,22.417401,1.000000,198.509970,0.000000,5.714286,147.410842,0.774965,0.774965,4053.333333,113.333333,70.926577,3.676471,0.015816,0.378200,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
29/02/2012 00:00:00,0.645921,0.564240,22.372227,1.000000,198.880553,0.000000,6.479231,158.419102,1.668046,1.668046,4053.333333,113.333333,74.894958,3.676471,0.034042,0.814042,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
01/03/2012 00:00:00,1.121359,0.409282,22.325462,1.333611,199.270894,0.000000,42.769682,50.972219,1.260437,1.260437,4015.524118,151.142549,64.349938,4.902981,0.025723,0.615120,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
02/03/2012 00:00:00,1.906866,0.441429,22.277121,1.227032,199.680877,0.000000,5.714286,178.113493,0.924303,0.924303,4027.603031,139.063635,55.772643,4.511147,0.018863,0.451080,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
03/03/2012 00:00:00,1.373597,0.654942,22.227218,1.338127,200.110382,0.000000,12.918911,207.314940,1.041887,1.041887,4015.012291,151.654376,53.686884,4.919584,0.021263,0.508463,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
04/03/2012 00:00:00,1.034858,0.550500,22.175767,1.024025,200.559279,0.000000,64.285714,25.496775,1.031581,1.031581,4050.610521,116.056146,56.037568,3.764797,0.021053,0.503433,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
05/03/2012 00:00:00,1.172976,0.397000,22.122785,1.056246,201.027438,0.000000,5.714286,236.327745,0.983167,0.983167,4046.958808,119.707859,58.406820,3.883257,0.020065,0.479806,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
06/03/2012 00:00:00,0.610132,0.585747,22.068285,1.000000,201.514719,0.000000,5.714286,101.390923,2.566224,2.566224,4053.333333,113.333333,60.749463,3.676471,0.052372,1.252372,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
07/03/2012 00:00:00,0.547066,0.491118,22.012286,1.172141,202.020978,0.000000,35.124105,72.617052,0.927271,0.927271,4033.824004,132.842662,61.339575,4.309342,0.018924,0.452528,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
08/03/2012 00:00:00,3.428954,0.468409,21.954803,1.063703,202.546065,0.000000,5.714286,173.456757,0.989069,0.989069,4046.113639,120.553028,59.423343,3.910673,0.020185,0.482687,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
09/03/2012 00:00:00,1.218697,0.564589,21.895853,1.299248,203.089825,0.000000,5.714286,119.755311,1.023825,1.023825,4019.418511,147.248156,63.968688,4.776649,0.020894,0.499648,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
10/03/2012 00:00:00,0.748054,0.570251,21.835453,1.000000,203.652097,0.000000,28.673807,36.142347,0.744049,0.744049,4053.333333,113.333333,62.216253,3.676471,0.015185,0.363112,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
11/03/2012 00:00:00,0.585326,0.397000,21.773623,1.456417,204.232714,0.000000,33.746785,182.999939,0.809010,0.809010,4001.606129,165.060538,59.540471,5.354472,0.016510,0.394814,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
12/03/2012 00:00:00,0.506922,0.529325,21.710379,1.292292,204.831504,0.000000,64.285714,60.367201,2.437913,2.437913,4020.206952,146.459715,73.820357,4.751072,0.049753,1.189753,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
13/03/2012 00:00:00,0.473114,0.445564,21.645741,1.000000,205.448290,0.000000,64.285714,126.186899,1.074126,1.074126,4053.333333,113.333333,56.587487,3.676471,0.021921,0.524196,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
14/03/2012 00:00:00,0.398209,0.539420,21.579728,1.000000,206.082890,0.000000,29.274888,130.179372,1.182311,1.182311,4053.333333,113.333333,62.980689,3.676471,0.024129,0.576993,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
15/03/2012 00:00:00,0.448602,0.599254,21.512359,1.000000,206.735116,0.000000,5.714286,99.843343,0.969754,0.969754,4053.333333,113.333333,66.320394,3.676471,0.019791,0.473260,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
16/03/2012 00:00:00,0.402465,0.626609,21.443654,1.000000,207.404774,0.000000,20.077301,106.770495,1.012468,1.012468,4053.333333,113.333333,51.131797,3.676471,0.020663,0.494106,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
17/03/2012 00:00:00,1.681782,0.620697,21.373634,1.000000,208.091667,0.000000,5.714286,175.641584,0.954997,0.954997,4053.333333,113.333333,54.017717,3.676471,0.019490,0.466059,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
18/03/2012 00:00:00,0.838640,0.420776,21.302319,1.066958,208.795591,0.000000,5.714286,162.283264,1.582505,1.582505,4045.744770,120.921896,47.738773,3.922639,0.032296,0.772296,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
19/03/2012 00:00:00,0.820049,0.414697,21.229730,1.000000,209.516338,0.000000,28.016992,62.620915,1.129194,1.129194,4053.333333,113.333333,74.894958,3.676471,0.023045,0.551071,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
20/03/2012 00:00:00,0.630240,0.587637,21.155890,1.030702,210.253694,0.000000,37.080717,104.551909,0.936202,0.936202,4049.853760,116.812906,57.160965,3.789346,0.019106,0.456886,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
21/03/2012 00:00:00,0.545036,0.551337,21.080819,1.007652,211.007441,0.000000,5.714286,285.647351,0.994304,0.994304,4052.466152,114.200515,52.454692,3.704601,0.020292,0.485241,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
22/03/2012 00:00:00,0.549806,0.528177,21.004540,1.000000,211.777356,0.000000,5.714286,182.326803,0.873288,0.873288,4053.333333,113.333333,58.623484,3.676471,0.017822,0.426183,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
23/03/2012 00:00:00,0.517319,0.431204,20.927076,1.110908,212.563211,0.000000,15.243067,194.525155,1.430667,1.430667,4040.763738,125.902928,66.328092,4.084221,0.029197,0.698196,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
24/03/2012 00:00:00,0.517759,0.397584,20.848449,1.074505,213.364773,0.000000,5.714286,103.624221,2.993928,2.993928,4044.889441,121.777226,74.621043,3.950386,0.061101,1.461101,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
25/03/2012 00:00:00,0.473237,0.555604,20.768683,1.100833,214.181806,0.000000,62.225978,85.698064,1.116575,1.116575,4041.905561,124.761106,74.524247,4.047181,0.022787,0.544912,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
26/03/2012 00:00:00,0.415822,0.557428,20.687802,1.000000,215.014067,0.000000,64.285714,118.611886,1.065835,1.065835,4053.333333,113.333333,47.422548,3.676471,0.021752,0.520150,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
27/03/2012 00:00:00,0.405768,0.397000,20.605829,1.000000,215.861310,0.000000,12.582270,25.829351,0.979271,0.979271,4053.333333,113.333333,65.559098,3.676471,0.019985,0.477905,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
28/03/2012 00:00:00,0.390209,0.704160,20.522788,1.000000,216.723284,0.000000,31.028754,158.728016,0.963731,0.963731,4053.333333,113.333333,70.294801,3.676471,0.019668,0.470321,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
29/03/2012 00:00:00,0.449630,0.419232,20.438704,1.119465,217.599734,0.000000,64.285714,85.610569,1.117088,1.117088,4039.793911,126.872756,64.488254,4.115682,0.022798,0.545163,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
30/03/2012 00:00:00,0.389500,0.677452,20.353603,1.000000,218.490400,0.000000,5.714286,181.700478,1.774972,1.774972,4053.333333,113.333333,60.946266,3.676471,0.036224,0.866224,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
31/03/2012 00:00:00,0.428763,0.671325,20.267509,1.058852,219.395019,0.000000,18.525928,179.778720,1.450764,1.450764,4046.663402,120.003265,52.520909,3.892839,0.029607,0.708004,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
01/04/2012 00:00:00,0.390772,0.576141,20.180448,1.094901,220.313323,0.000000,5.714286,131.588933,1.051568,1.051568,4042.577881,124.088785,65.760308,4.025371,0.021461,0.513188,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
02/04/2012 00:00:00,0.381941,0.567486,20.092445,1.048541,221.245041,0.000000,16.338414,212.301220,0.833677,0.833677,4047.832068,118.834599,43.132094,3.854929,0.017014,0.406852,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
03/04/2012 00:00:00,0.378173,0.493433,20.003527,1.000000,222.189896,0.000000,5.714286,191.251162,1.095294,1.095294,4053.333333,113.333333,33.914140,3.676471,0.022353,0.534527,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
04/04/2012 00:00:00,0.334531,0.596995,19.913719,1.000000,223.147608,0.000000,64.285714,14.949271,1.276396,1.276396,4053.333333,113.333333,70.759667,3.676471,0.026049,0.622909,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
05/04/2012 00:00:00,0.398869,0.528077,19.823049,1.000000,224.117895,0.000000,56.083062,143.658042,1.881898,1.881898,4053.333333,113.333333,49.835353,3.676471,0.038406,0.918406,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
06/04/2012 00:00:00,0.358163,0.425903,19.731544,1.000000,225.100469,0.000000,7.505266,26.001773,0.928853,0.928853,4053.333333,113.333333,56.937856,3.676471,0.018956,0.453300,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
07/04/2012 00:00:00,0.390209,0.727376,19.639229,1.060772,226.095039,0.000000,5.714286,244.001026,1.235616,1.235616,4046.445822,120.220845,68.580955,3.899898,0.025217,0.603007,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
08/04/2012 00:00:00,0.593056,0.580451,19.546134,1.000000,227.101311,0.000000,5.714286,110.228391,0.695183,0.695183,4053.333333,113.333333,53.580722,3.676471,0.014187,0.339264,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
09/04/2012 00:00:00,0.828023,0.426556,19.452285,1.000000,228.118986,0.000000,5.714286,119.611983,0.772688,0.772688,4053.333333,113.333333,64.137437,3.676471,0.015769,0.377088,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
