Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
01/01/2012 00:00:00,0.353197,0.824619,22.103853,1.000000,211.629488,0.000000,5.714286,186.882227,0.916410,0.916410,4053.333333,113.333333,74.894958,3.676471,0.018702,0.447227,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
02/01/2012 00:00:00,0.314472,0.590271,22.157369,1.000000,210.862634,0.000000,5.714286,86.643412,1.216033,1.216033,4053.333333,113.333333,62.625045,3.676471,0.024817,0.593450,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
03/01/2012 00:00:00,0.332012,0.595212,22.209358,1.080970,210.111992,0.000000,37.820627,63.307493,1.113848,1.113848,4044.156716,122.509950,62.177584,3.974155,0.022732,0.543582,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
04/01/2012 00:00:00,0.312735,0.545978,22.259806,1.249898,209.377783,0.000000,5.714286,52.633389,1.181565,1.181565,4025.011518,141.655149,73.240011,4.595215,0.024114,0.576629,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
05/01/2012 00:00:00,0.314765,0.636830,22.308696,1.000000,208.660224,0.000000,5.714286,118.069944,1.036564,1.036564,4053.333333,113.333333,59.226145,3.676471,0.021154,0.505865,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
06/01/2012 00:00:00,0.298987,0.548424,22.356015,1.000000,207.959527,0.000000,5.714286,136.764841,0.598786,0.598786,4053.333333,113.333333,68.045308,3.676471,0.012220,0.292220,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
07/01/2012 00:00:00,0.365379,0.588940,22.401748,1.000000,207.275901,0.000000,64.285714,47.832838,0.996812,0.996812,4053.333333,113.333333,74.894958,3.676471,0.020343,0.486466,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
08/01/2012 00:00:00,0.615269,0.472900,22.445882,1.000000,206.609548,0.000000,5.714286,97.702648,1.551338,1.551338,4053.333333,113.333333,66.390307,3.676471,0.031660,0.757086,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
09/01/2012 00:00:00,0.978887,0.645335,22.488405,1.000000,205.960664,0.000000,5.714286,90.374523,1.235839,1.235839,4053.333333,113.333333,68.327645,3.676471,0.025221,0.603116,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
10/01/2012 00:00:00,0.436322,0.460250,22.529302,1.000000,205.329443,0.000000,6.135950,127.923724,1.070899,1.070899,4053.333333,113.333333,61.087624,3.676471,0.021855,0.522622,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
11/01/2012 00:00:00,0.334385,0.397000,22.568563,1.000000,204.716070,0.000000,47.703403,172.081279,1.039448,1.039448,4053.333333,113.333333,50.345929,3.676471,0.021213,0.507273,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
12/01/2012 00:00:00,0.328122,0.515972,22.606175,1.201486,204.120727,0.000000,21.160071,113.631962,1.325882,1.325882,4030.498275,136.168392,50.063761,4.417227,0.027059,0.647059,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
13/01/2012 00:00:00,0.335167,0.675995,22.642128,1.009714,203.543591,0.000000,5.714286,74.939040,0.891272,0.891272,4052.232447,114.434220,36.641225,3.712183,0.018189,0.434960,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
14/01/2012 00:00:00,0.339693,0.538709,22.676410,1.000000,202.984832,0.000000,5.714286,85.008343,1.163636,1.163636,4053.333333,113.333333,71.271613,3.676471,0.023748,0.567879,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
15/01/2012 00:00:00,0.403688,0.397000,22.709013,1.053376,202.444617,0.000000,25.873274,111.152634,1.172750,1.172750,4047.284071,119.382595,65.127517,3.872705,0.023934,0.572327,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
16/01/2012 00:00:00,0.670335,0.577268,22.739925,1.000000,201.923104,0.000000,20.380525,84.907510,1.418987,1.418987,4053.333333,113.333333,63.704787,3.676471,0.028959,0.692496,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
17/01/2012 00:00:00,0.491144,0.703766,22.769138,1.359301,201.420448,0.000000,58.082837,102.852466,1.249534,1.249534,4012.612509,154.054157,63.732600,4.997432,0.025501,0.609799,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
18/01/2012 00:00:00,0.400582,0.588929,22.796643,1.081019,200.936798,0.000000,11.206607,191.546166,1.112030,1.112030,4044.151154,122.515513,51.719196,3.974335,0.022694,0.542694,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
19/01/2012 00:00:00,0.431870,0.397000,22.822433,1.313537,200.472297,0.000000,5.714286,166.624917,1.506221,1.506221,4017.799186,148.867481,55.204444,4.829179,0.030739,0.735068,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
20/01/2012 00:00:00,0.360413,0.543616,22.846498,1.000000,200.027082,0.000000,6.490661,219.169280,0.947397,0.947397,4053.333333,113.333333,52.805209,3.676471,0.019335,0.462350,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
21/01/2012 00:00:00,0.396472,0.412526,22.868834,1.000000,199.601286,0.000000,64.285714,40.024091,0.770809,0.770809,4053.333333,113.333333,63.368707,3.676471,0.015731,0.376171,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
22/01/2012 00:00:00,0.357771,0.581909,22.889431,1.223228,199.195035,0.000000,24.873927,64.761873,1.033560,1.033560,4028.034133,138.632534,73.318422,4.497163,0.021093,0.504399,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
23/01/2012 00:00:00,0.337222,0.534891,22.908286,1.000000,198.808448,0.000000,48.229260,101.735788,0.951805,0.951805,4053.333333,113.333333,74.894958,3.676471,0.019425,0.464501,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
24/01/2012 00:00:00,0.373795,0.628747,22.925391,1.000000,198.441640,0.000000,29.911248,164.364391,0.855408,0.855408,4053.333333,113.333333,68.391156,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
25/01/2012 00:00:00,1.255563,0.674830,22.940743,1.641496,198.094720,0.000000,22.052591,139.063501,1.172784,1.172784,3980.630488,186.036178,44.776704,6.034911,0.023934,0.572344,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
26/01/2012 00:00:00,1.507679,0.584470,22.954335,1.000000,197.767790,0.000000,5.714286,48.924588,0.704100,0.704100,4053.333333,113.333333,60.286674,3.676471,0.014369,0.343616,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
27/01/2012 00:00:00,0.693208,0.685833,22.966166,1.397343,197.460948,0.000000,64.285714,76.432043,1.293044,1.293044,4008.301095,158.365571,70.044511,5.137291,0.026389,0.631033,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
28/01/2012 00:00:00,0.617079,0.416752,22.976230,1.000000,197.174283,0.000000,5.714286,146.419817,1.046159,1.046159,4053.333333,113.333333,39.375207,3.676471,0.021350,0.510548,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
29/01/2012 00:00:00,0.516879,0.518791,22.984525,1.057563,196.907882,0.000000,29.464206,121.500263,1.253716,1.253716,4046.809523,119.857144,44.743159,3.888099,0.025586,0.611840,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
30/01/2012 00:00:00,0.475463,0.568422,22.991048,1.000000,196.661822,0.000000,5.714286,149.952336,2.074364,2.074364,4053.333333,113.333333,57.502889,3.676471,0.042334,1.012334,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
31/01/2012 00:00:00,0.422060,0.540100,22.995798,1.095107,196.436176,0.000000,64.285714,97.574955,1.002384,1.002384,4042.554517,124.112150,54.184846,4.026129,0.020457,0.489185,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
01/02/2012 00:00:00,0.593546,0.547343,22.998773,1.068649,196.231012,0.000000,5.714286,117.165210,1.026997,1.026997,4045.553144,121.113523,50.800869,3.928856,0.020959,0.501196,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
02/02/2012 00:00:00,1.157760,0.397000,22.999973,1.000000,196.046390,0.000000,26.140277,113.258466,1.176083,1.176083,4053.333333,113.333333,74.292831,3.676471,0.024002,0.573954,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
03/02/2012 00:00:00,2.100197,0.601494,22.999396,1.000000,195.882365,0.000000,33.339575,135.314566,0.841053,0.841053,4053.333333,113.333333,74.894958,3.676471,0.017164,0.410452,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
04/02/2012 00:00:00,2.058170,0.564699,22.997043,1.000000,195.738985,0.000000,5.714286,157.657648,1.158195,1.158195,4053.333333,113.333333,61.104608,3.676471,0.023637,0.565224,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
05/02/2012 00:00:00,0.784846,0.655532,22.992915,1.025981,195.616293,0.000000,64.285714,37.032488,2.993928,2.993928,4050.388791,116.277876,62.507267,3.771990,0.061101,1.461101,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
06/02/2012 00:00:00,0.526003,0.570454,22.987013,1.067231,195.514325,0.000000,64.285714,201.267478,0.839747,0.839747,4045.713808,120.952859,74.175616,3.923644,0.017138,0.409815,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
07/02/2012 00:00:00,0.477175,0.397000,22.979339,1.224259,195.433111,0.000000,23.816952,78.626019,0.374011,0.374011,4027.917279,138.749388,66.515925,4.500953,0.007633,0.182525,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
08/02/2012 00:00:00,0.444933,0.414186,22.969895,1.005007,195.372676,0.000000,61.644694,123.191682,1.265954,1.265954,4052.765820,113.900847,51.425948,3.694880,0.025836,0.617813,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
09/02/2012 00:00:00,0.535275,0.466484,22.958683,1.541538,195.333037,0.000000,5.714286,193.041462,1.059185,1.059185,3991.959013,174.707654,68.309244,5.667420,0.021616,0.516905,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
10/02/2012 00:00:00,0.479670,0.572585,22.945708,1.000000,195.314205,0.000000,5.714286,114.123276,1.641951,1.641951,4053.333333,113.333333,63.497025,3.676471,0.033509,0.801307,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
11/02/2012 00:00:00,0.579749,0.599256,22.930972,1.213645,195.316187,0.000000,5.714286,130.955837,1.881898,1.881898,4029.120248,137.546419,54.011897,4.461930,0.038406,0.918406,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
12/02/2012 00:00:00,0.520866,0.536425,22.914481,1.010376,195.338982,0.000000,9.838624,158.259786,0.859971,0.859971,4052.157351,114.509316,57.264245,3.714619,0.017550,0.419684,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
13/02/2012 00:00:00,0.427173,0.681772,22.896239,1.246467,195.382583,0.000000,5.714286,177.251077,0.844073,0.844073,4025.400388,141.266278,57.332360,4.582600,0.017226,0.411926,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
14/02/2012 00:00:00,0.398673,0.491149,22.876252,1.202513,195.446978,0.000000,5.714286,164.898426,1.093378,1.093378,4030.381914,136.284753,69.970258,4.421002,0.022314,0.533592,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,   NaN,1.000000
