Date,Q_m3s,TN_mgperL,TP_mgperL,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_orgs/100mL,FC_cfuper100mL,Enterococci_cfuper100mL
11/01/2012 00:00:00,0.194375,303.464883,1.137567,0.416058,22.568563,1.018188,204.716070,0.000000,44.557451,191.623460,0.754140,0.075414,4051.272028,115.394639,63.540634,3.743338,0.015391,0.368037,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.296955,1.000000
12/01/2012 00:00:00,0.201803,358.066887,0.354839,0.626000,22.606175,1.000000,204.120727,0.000000,8.885622,289.902457,0.235237,0.023524,4053.333333,113.333333,55.602338,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.998484,1.000000
13/01/2012 00:00:00,0.214923,356.500839,0.332797,0.453091,22.642128,2.207688,203.543591,0.000000,5.714286,283.692175,0.220625,0.022062,3916.462047,250.204620,58.977879,8.116499,0.004503,0.107670,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.271216,1.000000
14/01/2012 00:00:00,0.204783,445.778690,0.505716,0.458008,22.676410,1.000000,202.984832,0.000000,5.714286,371.301087,0.335260,0.033526,4053.333333,113.333333,65.086847,3.676471,0.006842,0.163614,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
15/01/2012 00:00:00,0.202839,477.184734,1.290323,0.490952,22.709013,1.770448,202.444617,0.000000,12.899308,405.155197,0.855408,0.085541,3966.015903,200.650764,52.621228,6.509000,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.189396,1.000000
16/01/2012 00:00:00,0.348366,442.937663,0.384936,0.404063,22.739925,4.098933,201.923104,0.000000,5.714286,376.582906,0.255190,0.025519,3702.120977,464.545690,45.570867,15.069605,0.005208,0.124538,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.555943,1.000000
17/01/2012 00:00:00,0.240786,446.001424,1.043681,0.480854,22.769138,1.000000,201.420448,0.000000,5.714286,381.225273,0.691899,0.069190,4053.333333,113.333333,55.385394,3.676471,0.014120,0.337662,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.682352,1.000000
18/01/2012 00:00:00,0.222040,370.262379,0.387097,0.666000,22.796643,1.000000,200.936798,0.000000,5.743046,285.947905,0.256622,0.025662,4053.333333,113.333333,74.894958,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
19/01/2012 00:00:00,0.183775,419.260820,0.258065,0.457155,22.822433,1.000000,200.472297,0.000000,5.714286,340.580895,0.171082,0.017108,4053.333333,113.333333,69.289169,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
20/01/2012 00:00:00,0.190660,404.863702,0.775755,0.451931,22.846498,1.000000,200.027082,0.000000,34.871507,298.819206,0.514280,0.051428,4053.333333,113.333333,67.496518,3.676471,0.010496,0.250980,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.822379,1.000000
21/01/2012 00:00:00,0.216547,185.391616,1.290323,0.454047,22.868834,1.018029,199.601286,0.000000,5.714286,131.846174,0.855408,0.085541,4051.290008,115.376659,44.088402,3.742755,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
22/01/2012 00:00:00,0.211108,334.651263,0.258065,0.464061,22.889431,3.611727,199.195035,0.000000,42.849156,224.733141,0.171082,0.017108,3757.337605,409.329062,53.790558,13.278408,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.193423,1.000000
23/01/2012 00:00:00,0.197727,444.752368,0.258065,0.389275,22.908286,1.000000,198.808448,0.000000,64.285714,301.895225,0.171082,0.017108,4053.333333,113.333333,74.894958,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.170448,1.000000
24/01/2012 00:00:00,0.201122,335.652620,0.483871,0.524000,22.925391,1.000000,198.441640,0.000000,64.285714,192.795477,0.320778,0.032078,4053.333333,113.333333,74.894958,3.676471,0.006546,0.156546,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.125793,1.000000
25/01/2012 00:00:00,0.563730,445.318092,2.102816,0.495938,22.940743,2.748142,198.094720,0.000000,37.113200,344.392817,1.394043,0.139404,3855.210622,311.456045,53.708614,10.103462,0.028450,0.680323,0.000000,0.000000,0.000000,0.000000,0.000000,2369.384901,185.609535,135.798574
26/01/2012 00:00:00,0.960493,369.439586,2.470413,0.469884,22.954335,3.437323,197.767790,0.000000,23.715116,283.987602,1.637738,0.163774,3777.103423,389.563244,49.099652,12.637216,0.033423,0.799251,0.000000,0.000000,0.000000,0.000000,0.000000,4713.312270,364.579596,269.205128
27/01/2012 00:00:00,0.574083,366.705898,1.290323,0.414050,22.966166,1.773558,197.460948,0.000000,64.285714,237.515220,0.855408,0.085541,3965.663446,201.003221,58.384531,6.520433,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
28/01/2012 00:00:00,0.331344,329.007422,0.661336,0.505384,22.976230,1.000000,197.174283,0.000000,5.714286,260.144320,0.438427,0.043843,4053.333333,113.333333,59.472346,3.676471,0.008947,0.213962,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
29/01/2012 00:00:00,0.247067,496.820728,0.738973,0.442523,22.984525,1.000000,196.907882,0.000000,5.714286,434.513543,0.489895,0.048990,4053.333333,113.333333,52.916429,3.676471,0.009998,0.239079,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.150299,1.000000
30/01/2012 00:00:00,0.278062,434.295540,0.354839,0.576000,22.991048,1.000000,196.661822,0.000000,46.814063,317.677656,0.235237,0.023524,4053.333333,113.333333,66.127351,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
31/01/2012 00:00:00,0.267028,336.993615,0.949026,0.499833,22.995798,2.018520,196.436176,0.000000,5.714286,261.592356,0.629148,0.062915,3937.901089,228.765578,62.265944,7.421029,0.012840,0.307038,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.214184,1.000000
01/02/2012 00:00:00,0.346375,489.500157,1.131716,0.483884,22.998773,2.005842,196.231012,0.000000,42.747982,385.666395,0.750261,0.075026,3939.337953,227.328714,53.711363,7.374418,0.015311,0.366143,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.548210,1.000000
02/02/2012 00:00:00,0.465621,386.819520,0.258065,0.474290,22.999973,1.735516,196.046390,0.000000,5.714286,322.344035,0.171082,0.017108,3969.974870,196.691797,52.380626,6.380573,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.930339,1.000000
03/02/2012 00:00:00,1.031032,342.021409,1.308684,0.477226,22.999396,1.437285,195.882365,0.000000,6.026484,268.124402,0.867581,0.086758,4003.774391,162.892276,62.586387,5.284135,0.017706,0.423398,0.000000,0.000000,0.000000,0.000000,0.000000,1093.972519,86.487897,63.207430
04/02/2012 00:00:00,1.285511,457.130996,7.139764,0.452082,22.997043,5.047517,195.738985,0.000000,58.575546,345.745290,4.733243,0.473324,3594.614713,572.051953,34.253111,18.557049,0.096597,2.309924,0.000000,0.000000,0.000000,0.000000,0.000000,12674.691654,975.358112,722.333584
05/02/2012 00:00:00,0.630626,425.209203,1.290323,0.494000,22.992915,1.000000,195.616293,0.000000,39.261652,339.312781,0.855408,0.085541,4053.333333,113.333333,42.958299,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.258301,1.000000
06/02/2012 00:00:00,0.348267,513.681148,0.377072,0.490690,22.987013,2.281372,195.514325,0.000000,64.285714,398.002809,0.249976,0.024998,3908.111174,258.555493,43.005228,8.387397,0.005102,0.121994,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.123456,1.000000
07/02/2012 00:00:00,0.330691,344.333140,0.915134,0.433981,22.979339,1.000000,195.433111,0.000000,62.200315,217.771309,0.606680,0.060668,4053.333333,113.333333,60.685045,3.676471,0.012381,0.296073,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
08/02/2012 00:00:00,0.279000,396.649515,0.258065,0.459240,22.969895,1.000000,195.372676,0.000000,5.714286,347.349328,0.171082,0.017108,4053.333333,113.333333,39.909431,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.123197,1.000000
09/02/2012 00:00:00,0.371593,471.714103,0.513829,0.505381,22.958683,1.000000,195.333037,0.000000,42.653445,373.824937,0.340638,0.034064,4053.333333,113.333333,51.559251,3.676471,0.006952,0.166239,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.392428,1.000000
10/02/2012 00:00:00,0.333722,317.917401,0.397955,0.481870,22.945708,1.000000,195.314205,0.000000,5.714286,252.307248,0.263820,0.026382,4053.333333,113.333333,56.219397,3.676471,0.005384,0.128750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.337513,1.000000
11/02/2012 00:00:00,0.371634,358.184888,0.387097,0.586000,22.930972,1.000000,195.316187,0.000000,43.117791,261.923033,0.256622,0.025662,4053.333333,113.333333,49.467595,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
12/02/2012 00:00:00,0.518434,334.298665,0.585165,0.478692,22.914481,1.000000,195.338982,0.000000,20.804175,251.018430,0.387930,0.038793,4053.333333,113.333333,58.799589,3.676471,0.007917,0.189318,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
13/02/2012 00:00:00,0.721369,365.165617,0.258065,0.447578,22.896239,1.000000,195.382583,0.000000,38.802714,273.787100,0.171082,0.017108,4053.333333,113.333333,48.899332,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.228791,1.000000
14/02/2012 00:00:00,0.445906,292.266284,0.715737,0.397118,22.876252,2.294425,195.446978,0.000000,5.714286,226.309506,0.474492,0.047449,3906.631876,260.034791,51.807107,8.435385,0.009684,0.231562,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
15/02/2012 00:00:00,0.366172,420.267803,0.422198,0.461183,22.854525,1.000000,195.532146,0.000000,5.714286,369.217160,0.279892,0.027989,4053.333333,113.333333,41.659887,3.676471,0.005712,0.136593,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.777698,1.000000
16/02/2012 00:00:00,0.303730,410.470880,0.820491,0.441714,22.831065,1.218370,195.638064,0.000000,62.043814,280.205062,0.543937,0.054394,4028.584728,138.081939,63.742702,4.479302,0.011101,0.265453,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.228254,1.000000
17/02/2012 00:00:00,0.283972,440.502283,0.354839,0.536000,22.805879,1.000000,195.764699,0.000000,5.714286,375.094534,0.235237,0.023524,4053.333333,113.333333,56.016993,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.956399,1.000000
18/02/2012 00:00:00,0.287256,520.742765,0.966929,0.428349,22.778974,1.000000,195.912014,0.000000,5.714286,451.191678,0.641017,0.064102,4053.333333,113.333333,60.160331,3.676471,0.013082,0.312830,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.350718,1.000000
19/02/2012 00:00:00,0.265253,387.552454,1.018684,0.470907,22.750359,1.000000,196.079966,0.000000,46.407781,287.429687,0.675327,0.067533,4053.333333,113.333333,50.038516,3.676471,0.013782,0.329574,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
20/02/2012 00:00:00,0.924532,358.422296,0.544366,0.428861,22.720041,3.152264,196.268505,0.000000,5.714286,282.127984,0.360883,0.036088,3809.410057,357.256609,58.990820,11.589207,0.007365,0.176118,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.304737,1.000000
21/02/2012 00:00:00,0.460251,403.722556,0.258065,0.505551,22.688030,1.000000,196.477574,0.000000,30.201791,326.656555,0.171082,0.017108,4053.333333,113.333333,43.187739,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
22/02/2012 00:00:00,0.394850,383.393451,0.454368,0.502323,22.654335,1.098712,196.707113,0.000000,48.760986,287.859630,0.301219,0.030122,4042.145919,124.520748,42.733452,4.039384,0.006147,0.147001,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
23/02/2012 00:00:00,0.292298,501.665237,0.419355,0.602000,22.618967,1.000000,196.957053,0.000000,60.848518,382.676393,0.278008,0.027801,4053.333333,113.333333,54.463856,3.676471,0.005674,0.135674,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
24/02/2012 00:00:00,0.243870,287.575156,0.946879,0.425248,22.581935,1.610746,197.227320,0.000000,5.714286,203.289442,0.627725,0.062772,3984.115418,182.551249,72.649567,5.921861,0.012811,0.306343,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.781889,1.000000
25/02/2012 00:00:00,0.270045,257.425515,0.258065,0.410434,22.543251,1.591245,197.517834,0.000000,43.060443,150.261741,0.171082,0.017108,3986.325590,180.341076,58.253166,5.850165,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.747323,1.000000
26/02/2012 00:00:00,0.222154,375.313178,1.290323,0.447652,22.502926,1.000000,197.828509,0.000000,19.204078,301.564096,0.855408,0.085541,4053.333333,113.333333,50.868534,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.415619,1.000000
27/02/2012 00:00:00,0.319331,220.069810,0.555342,0.403674,22.460972,1.958882,198.159254,0.000000,22.808868,120.388709,0.368159,0.036816,3944.660091,222.006576,69.670463,7.201770,0.007513,0.179669,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.632245,1.000000
28/02/2012 00:00:00,0.172972,410.285208,0.460932,0.456123,22.417401,1.324687,198.509970,0.000000,50.418490,284.987084,0.305571,0.030557,4016.535475,150.131191,70.009460,4.870173,0.006236,0.149125,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.118339,1.000000
29/02/2012 00:00:00,0.319230,234.839980,0.387097,0.542000,22.372227,1.000000,198.880553,0.000000,55.395797,121.111206,0.256622,0.025662,4053.333333,113.333333,54.656507,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.638251,1.000000
01/03/2012 00:00:00,0.438870,292.853583,1.290323,0.419078,22.325462,1.000000,199.270894,0.000000,5.714286,212.776235,0.855408,0.085541,4053.333333,113.333333,70.686592,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.672812,1.000000
02/03/2012 00:00:00,0.822876,356.724663,1.000501,0.464385,22.277121,2.874633,199.680877,0.000000,64.285714,223.311337,0.663273,0.066327,3840.874975,325.791691,58.559110,10.568502,0.013536,0.323691,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.737743,1.000000
03/03/2012 00:00:00,0.665186,413.380467,0.630792,0.476579,22.227218,1.000000,200.110382,0.000000,5.714286,337.900393,0.418178,0.041818,4053.333333,113.333333,66.089317,3.676471,0.008534,0.204080,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
04/03/2012 00:00:00,0.398844,287.387548,0.439966,0.419043,22.175767,2.241791,200.559279,0.000000,32.615625,181.898087,0.291671,0.029167,3912.596987,254.069680,64.631956,8.241880,0.005952,0.142342,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.355070,1.000000
05/03/2012 00:00:00,0.589904,284.826937,0.580642,0.481512,22.122785,1.819018,201.027438,0.000000,5.714286,222.290398,0.384932,0.038493,3960.511320,206.155346,50.134687,6.687565,0.007856,0.187855,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
06/03/2012 00:00:00,0.369148,159.307019,0.387097,0.574000,22.068285,1.000000,201.514719,0.000000,16.318072,74.530234,0.256622,0.025662,4053.333333,113.333333,64.782242,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.187516,1.000000
07/03/2012 00:00:00,0.391168,379.451183,0.515959,0.458053,22.012286,1.650503,202.020978,0.000000,15.192682,320.847009,0.342051,0.034205,3979.609643,187.057024,37.343465,6.068026,0.006981,0.166928,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.081076,1.000000
08/03/2012 00:00:00,1.217870,471.923038,10.950357,0.425530,21.954803,8.687090,202.546065,0.000000,23.754668,382.562766,7.259443,0.725944,3182.129775,984.536891,33.667772,31.937832,0.148152,3.542763,0.000000,0.000000,0.000000,0.000000,0.000000,22775.634832,1752.320868,1297.237072
09/03/2012 00:00:00,0.864527,409.212243,3.944982,0.468923,21.895853,4.191058,203.089825,0.000000,31.520481,311.509270,2.615291,0.261529,3691.680130,474.986537,50.774192,15.408300,0.053373,1.276318,0.000000,0.000000,0.000000,0.000000,0.000000,6668.143408,514.787492,380.465950
10/03/2012 00:00:00,0.411278,418.713661,1.279455,0.482010,21.835453,1.000000,203.652097,0.000000,5.714286,338.499605,0.848203,0.084820,4053.333333,113.333333,70.823299,3.676471,0.017310,0.413941,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.345447,1.000000
11/03/2012 00:00:00,0.295959,472.502709,0.258065,0.488642,21.773623,1.000000,204.232714,0.000000,5.714286,413.384265,0.171082,0.017108,4053.333333,113.333333,49.727688,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.752355,1.000000
12/03/2012 00:00:00,0.282607,381.258196,0.419355,0.582000,21.710379,1.000000,204.831504,0.000000,5.714286,316.792102,0.278008,0.027801,4053.333333,113.333333,55.075337,3.676471,0.005674,0.135674,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
13/03/2012 00:00:00,0.275995,347.330428,0.653918,0.481715,21.645741,1.000000,205.448290,0.000000,51.464896,240.933350,0.433509,0.043351,4053.333333,113.333333,51.255711,3.676471,0.008847,0.211562,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.879999,1.000000
14/03/2012 00:00:00,0.250843,358.768850,1.031818,0.435257,21.579728,2.006143,206.082890,0.000000,5.714286,299.518519,0.684035,0.068403,3939.303739,227.362927,46.160518,7.375527,0.013960,0.333824,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.069507,1.000000
15/03/2012 00:00:00,0.242199,374.139023,0.299513,0.384843,21.512359,3.598832,206.735116,0.000000,64.285714,250.409901,0.198560,0.019856,3758.799088,407.867578,46.212409,13.230998,0.004052,0.096901,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.188004,1.000000
16/03/2012 00:00:00,0.247878,350.060294,0.783366,0.486779,21.443654,1.736191,207.404774,0.000000,64.285714,232.522180,0.519326,0.051933,3969.898346,196.768320,46.869344,6.383055,0.010598,0.253442,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
17/03/2012 00:00:00,0.743489,272.246579,0.477134,0.404117,21.373634,3.440985,208.091667,0.000000,42.778043,176.048699,0.316312,0.031631,3776.688365,389.978302,40.769157,12.650680,0.006455,0.154367,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.416025,1.000000
18/03/2012 00:00:00,0.434399,412.790634,0.548387,0.552000,21.302319,1.000000,208.795591,0.000000,63.127188,283.634211,0.363548,0.036355,4053.333333,113.333333,62.352765,3.676471,0.007419,0.177419,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.973526,1.000000
19/03/2012 00:00:00,0.473116,442.231048,0.315054,0.434613,21.229730,1.000000,209.516338,0.000000,5.714286,378.797967,0.208862,0.020886,4053.333333,113.333333,54.042325,3.676471,0.004262,0.101929,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.492452,1.000000
20/03/2012 00:00:00,0.363051,343.582734,0.258065,0.463490,21.155890,1.000000,210.253694,0.000000,61.039555,220.523994,0.171082,0.017108,4053.333333,113.333333,58.342714,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.848205,1.000000
21/03/2012 00:00:00,0.328232,386.166902,0.446311,0.377091,21.080819,1.000000,211.007441,0.000000,5.714286,318.542490,0.295878,0.029588,4053.333333,113.333333,58.233656,3.676471,0.006038,0.144395,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.002295,1.000000
22/03/2012 00:00:00,0.282576,426.280099,0.786644,0.448797,21.004540,1.000000,211.777356,0.000000,55.365206,305.868990,0.521499,0.052150,4053.333333,113.333333,61.369432,3.676471,0.010643,0.254503,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.878231,1.000000
23/03/2012 00:00:00,0.289667,460.295624,0.430019,0.447527,20.927076,2.159745,212.563211,0.000000,41.811068,354.218084,0.285077,0.028508,3921.895576,244.771090,56.326233,7.940239,0.005818,0.139124,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.499965,1.000000
24/03/2012 00:00:00,0.290569,348.588601,0.451613,0.620000,20.848449,1.000000,213.364773,0.000000,16.044162,269.690237,0.299393,0.029939,4053.333333,113.333333,59.177731,3.676471,0.006110,0.146110,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.066346,1.000000
25/03/2012 00:00:00,0.242637,378.751972,0.258065,0.464153,20.768683,1.000000,214.181806,0.000000,5.714286,321.957420,0.171082,0.017108,4053.333333,113.333333,47.403795,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.926513,1.000000
26/03/2012 00:00:00,0.242154,367.198920,0.474817,0.451021,20.687802,1.000000,215.014067,0.000000,64.285714,246.559820,0.314776,0.031478,4053.333333,113.333333,52.676915,3.676471,0.006424,0.153617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
27/03/2012 00:00:00,0.228508,279.869483,1.120632,0.431051,20.605829,1.000000,215.861310,0.000000,5.714286,208.604533,0.742913,0.074291,4053.333333,113.333333,61.874195,3.676471,0.015161,0.362558,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
28/03/2012 00:00:00,0.204604,407.265951,1.121993,0.540040,20.522788,1.501024,216.723284,0.000000,60.255059,285.970073,0.743815,0.074382,3996.550654,170.116012,55.522350,5.518469,0.015180,0.362998,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.191079,1.000000
29/03/2012 00:00:00,0.253855,323.508376,0.258065,0.490964,20.438704,1.000000,217.599734,0.000000,5.714286,274.834421,0.171082,0.017108,4053.333333,113.333333,39.283198,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000
30/03/2012 00:00:00,0.222784,303.386177,0.612903,0.614000,20.353603,1.000000,218.490400,0.000000,5.714286,232.538024,0.406319,0.040632,4053.333333,113.333333,61.457396,3.676471,0.008292,0.198292,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.537770,1.000000
31/03/2012 00:00:00,0.234991,391.457881,1.290323,0.460370,20.267509,1.000000,219.395019,0.000000,16.306552,301.536260,0.855408,0.085541,4053.333333,113.333333,69.938599,3.676471,0.017457,0.417457,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.792461,1.000000
01/04/2012 00:00:00,0.241820,473.010592,0.258065,0.495498,20.180448,2.203319,220.313323,0.000000,39.067865,365.794978,0.171082,0.017108,3916.957192,249.709475,60.047311,8.100437,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.396319,1.000000
02/04/2012 00:00:00,0.258714,335.681326,0.258065,0.521702,20.092445,1.000000,221.245041,0.000000,8.163972,248.945925,0.171082,0.017108,4053.333333,113.333333,74.894958,3.676471,0.003491,0.083491,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.569449,1.000000
