id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.2851254E+06,  0.6208242E+07,  9999.000,  9999.003
           2,  0.2850619E+06,  0.6208308E+07,  1151.375,  9430.905
           3,  0.2851113E+06,  0.6208328E+07,  1304.863,  9629.069
           4,  0.2850479E+06,  0.6208394E+07,    46.942,  5860.694
           5,  0.2850337E+06,  0.6208482E+07,  1392.985,  9427.371
           6,  0.2849792E+06,  0.6208457E+07,  1635.464,  9554.277
           7,  0.2849651E+06,  0.6208544E+07,    31.884,  2803.397
           8,  0.2849463E+06,  0.6208628E+07,   517.995,  8044.637
           9,  0.2849064E+06,  0.6208610E+07,   534.311,  8830.649
          10,  0.2848876E+06,  0.6208694E+07,    31.868,  3294.291
          11,  0.2848665E+06,  0.6208779E+07,   722.710,  9446.381
          12,  0.2848385E+06,  0.6208765E+07,   878.224,  9758.905
          13,  0.2848174E+06,  0.6208850E+07,    22.480,  3493.108
          14,  0.2847977E+06,  0.6208937E+07,  1038.466,  9153.394
          15,  0.2847661E+06,  0.6208919E+07,  1171.974,  9868.298
          16,  0.2847464E+06,  0.6209005E+07,    22.130,  4179.874
          17,  0.2847196E+06,  0.6209089E+07,   995.990,  9875.452
          18,  0.2846845E+06,  0.6209067E+07,   725.139,  9750.458
          19,  0.2846576E+06,  0.6209151E+07,    15.718,  3885.731
          20,  0.2846492E+06,  0.6209204E+07,   528.765,  8701.500
          21,  0.2846112E+06,  0.6209172E+07,   326.229,  9074.239
          22,  0.2846028E+06,  0.6209225E+07,    14.697,  2959.208
          23,  0.2845879E+06,  0.6209280E+07,   496.566,  8832.113
          24,  0.2845544E+06,  0.6209238E+07,   571.173,  8032.070
          25,  0.2845395E+06,  0.6209292E+07,    20.523,  3150.833
          26,  0.2845090E+06,  0.6209336E+07,   565.093,  9269.732
          27,  0.2844872E+06,  0.6209290E+07,   742.487,  9356.214
          28,  0.2844567E+06,  0.6209333E+07,    24.670,  3598.027
          29,  0.2844199E+06,  0.6209371E+07,   776.246,  8334.765
          30,  0.2844072E+06,  0.6209320E+07,   678.330,  8273.149
          31,  0.2843704E+06,  0.6209358E+07,    22.494,  3974.069
          32,  0.2843282E+06,  0.6209386E+07,   636.327,  6450.192
          33,  0.2843235E+06,  0.6209333E+07,   958.456,  5685.929
          34,  0.2842813E+06,  0.6209361E+07,    28.141,  2573.639
          35,  0.2842363E+06,  0.6209371E+07,   453.049,  8732.520
          36,  0.2842405E+06,  0.6209323E+07,   506.176,  8772.306
          37,  0.2841955E+06,  0.6209333E+07,    46.019,  4578.643
          38,  0.2841450E+06,  0.6209346E+07,  1269.153,  9717.973
          39,  0.2841639E+06,  0.6209290E+07,   873.119,  9546.067
          40,  0.2841135E+06,  0.6209303E+07,    41.265,  4209.571
          41,  0.2840583E+06,  0.6209315E+07,   707.238,  9219.597
          42,  0.2840799E+06,  0.6209261E+07,   891.366,  9390.278
          43,  0.2840247E+06,  0.6209273E+07,    34.971,  2878.688
          44,  0.2839710E+06,  0.6209296E+07,  1314.578,  9816.023
          45,  0.2839827E+06,  0.6209256E+07,  1082.459,  9635.036
          46,  0.2839289E+06,  0.6209279E+07,    30.132,  2735.305
          47,  0.2838782E+06,  0.6209307E+07,  2355.472,  9700.952
          48,  0.2838851E+06,  0.6209267E+07,  3319.081,  9989.556
          49,  0.2838343E+06,  0.6209295E+07,    28.197,  2200.118
          50,  0.2837858E+06,  0.6209323E+07,  1061.812,  8912.275
          51,  0.2837878E+06,  0.6209279E+07,  1327.493,  8988.043
          52,  0.2837392E+06,  0.6209306E+07,    23.129,  1529.901
          53,  0.2836947E+06,  0.6209342E+07,   889.620,  2771.700
          54,  0.2836905E+06,  0.6209291E+07,  1562.467,  4721.592
          55,  0.2836460E+06,  0.6209327E+07,    18.549,  1087.014
          56,  0.2836125E+06,  0.6209351E+07,   716.724,  8902.841
          57,  0.2836058E+06,  0.6209307E+07,   860.148,  8844.892
          58,  0.2835723E+06,  0.6209331E+07,    23.473,  2817.889
          59,  0.2835362E+06,  0.6209355E+07,   669.263,  8873.488
          60,  0.2835330E+06,  0.6209321E+07,   710.806,  9021.796
          61,  0.2834969E+06,  0.6209345E+07,    17.866,  1466.192
          62,  0.2834677E+06,  0.6209371E+07,   436.859,  8877.864
          63,  0.2834601E+06,  0.6209333E+07,   795.034,  9319.322
          64,  0.2834308E+06,  0.6209359E+07,     8.634,   679.993
          65,  0.2834265E+06,  0.6209387E+07,   361.780,  7918.409
          66,  0.2834020E+06,  0.6209357E+07,   226.324,  8059.540
          67,  0.2833976E+06,  0.6209385E+07,    11.229,  1261.153
          68,  0.2833985E+06,  0.6209414E+07,   604.946,  8946.550
          69,  0.2833640E+06,  0.6209397E+07,   418.310,  9047.413
          70,  0.2833649E+06,  0.6209426E+07,    15.464,  2309.468
          71,  0.2833741E+06,  0.6209454E+07,   424.412,  9368.471
          72,  0.2833335E+06,  0.6209444E+07,   542.984,  9402.083
          73,  0.2833427E+06,  0.6209472E+07,    13.673,  1903.764
          74,  0.2833577E+06,  0.6209530E+07,   764.439,  8431.589
          75,  0.2833113E+06,  0.6209524E+07,   837.194,  8719.276
          76,  0.2833263E+06,  0.6209582E+07,    24.335,  3677.201
          77,  0.2833565E+06,  0.6209639E+07,   641.993,  7049.142
          78,  0.2833089E+06,  0.6209635E+07,   819.278,  7528.093
