id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.2851254E+06,  0.6208242E+07,  9999.000,  9999.003
           2,  0.2850619E+06,  0.6208308E+07,  1153.979,  9339.836
           3,  0.2851113E+06,  0.6208328E+07,  1307.927,  9535.780
           4,  0.2850479E+06,  0.6208394E+07,    46.990,  5877.462
           5,  0.2850337E+06,  0.6208482E+07,  1396.575,  9405.398
           6,  0.2849792E+06,  0.6208457E+07,  1635.464,  9535.894
           7,  0.2849651E+06,  0.6208544E+07,    31.928,  2843.594
           8,  0.2849463E+06,  0.6208628E+07,   518.910,  8031.321
           9,  0.2849064E+06,  0.6208610E+07,   535.369,  8807.683
          10,  0.2848876E+06,  0.6208694E+07,    31.918,  3327.819
          11,  0.2848665E+06,  0.6208779E+07,   723.674,  9423.932
          12,  0.2848385E+06,  0.6208765E+07,   878.592,  9747.120
          13,  0.2848174E+06,  0.6208850E+07,    22.518,  3530.434
          14,  0.2847977E+06,  0.6208937E+07,  1038.466,  9132.203
          15,  0.2847661E+06,  0.6208919E+07,  1171.974,  9861.267
          16,  0.2847464E+06,  0.6209005E+07,    22.166,  4211.886
          17,  0.2847196E+06,  0.6209089E+07,   995.990,  9870.120
          18,  0.2846845E+06,  0.6209067E+07,   725.138,  9739.127
          19,  0.2846576E+06,  0.6209151E+07,    15.734,  3989.623
          20,  0.2846492E+06,  0.6209204E+07,   528.214,  8681.248
          21,  0.2846112E+06,  0.6209172E+07,   326.518,  9047.003
          22,  0.2846028E+06,  0.6209225E+07,    14.712,  3017.231
          23,  0.2845879E+06,  0.6209280E+07,   497.111,  8810.438
          24,  0.2845544E+06,  0.6209238E+07,   571.092,  8050.974
          25,  0.2845395E+06,  0.6209292E+07,    20.551,  3058.728
          26,  0.2845090E+06,  0.6209336E+07,   567.546,  9241.929
          27,  0.2844872E+06,  0.6209290E+07,   745.329,  9330.163
          28,  0.2844567E+06,  0.6209333E+07,    24.703,  3715.042
          29,  0.2844199E+06,  0.6209371E+07,   776.246,  8325.047
          30,  0.2844072E+06,  0.6209320E+07,   678.330,  8260.374
          31,  0.2843704E+06,  0.6209358E+07,    22.494,  4467.845
          32,  0.2843282E+06,  0.6209386E+07,   636.328,  6341.503
          33,  0.2843235E+06,  0.6209333E+07,   958.456,  5614.081
          34,  0.2842813E+06,  0.6209361E+07,    28.141,  2295.010
          35,  0.2842363E+06,  0.6209371E+07,   453.049,  8705.895
          36,  0.2842405E+06,  0.6209323E+07,   506.177,  8745.825
          37,  0.2841955E+06,  0.6209333E+07,    46.050,  4599.033
          38,  0.2841450E+06,  0.6209346E+07,  1269.588,  9701.743
          39,  0.2841639E+06,  0.6209290E+07,   874.426,  9524.268
          40,  0.2841135E+06,  0.6209303E+07,    41.280,  4230.354
          41,  0.2840583E+06,  0.6209315E+07,   707.493,  9191.519
          42,  0.2840799E+06,  0.6209261E+07,   891.660,  9364.998
