Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
12/03/1980 00:00,,,,,,,,,,,,,,,,,,,
25/06/1980 00:00,,,,,,,,,,,,,,,,,,,
03/09/1980 00:00,8,,15.9,7.2,,21,,0.32,0.46,2.46,1.3,2.6,5.06,4.2,,104.77,0.21,,8
04/03/1981 00:00,3,,26.4,7.2,,21,,0.094,0.19,0.4,0.3,0.9,1.3,7,,31.03,10.91,,148
15/07/1981 00:00,,,,,,,,,,,,,,,,,,,
09/11/1981 00:00,6,,21.3,6.2,,12,,0.084,0.18,,,,,7,,,9.63,,132
11/05/1982 00:00,8,,16.6,6.8,,20,,,0.29,1.29,0.91,2.6,3.89,7,,,,,8
13/05/1982 00:00,7,81.5,16.6,7.3,25,,,,0.29,1.29,0.91,2.6,3.89,5,,,0.26,,
27/09/1982 00:00,6,,16.7,6.6,,20,,,0.26,0.8,0.6,,0.8,4,,,,,2500
28/09/1982 00:00,,,,,,,,,,,,,,,,,,,
01/02/1983 00:00,7,96.6,25.2,7.3,230,,15,0.16,0.26,0.5,0.2,1.25,1.75,,,82.55,2.57,,
01/02/1983 00:00,8,,25.2,7.3,,,,0.13,0.27,0.5,0.2,1.25,1.75,,,,,,16
28/03/1983 00:00,5,,22.5,6.5,,,,0.06,0.1,0.79,0.46,1.31,2.1,,,,,,260
29/03/1983 00:00,5,61.9,22.5,6.7,210,,35,,,0.79,0.46,1.31,2.1,,,5.08,9.84,,
20/06/1983 00:00,8,,12.5,6.6,,,,0.13,0.25,2.42,0.8,1.54,3.96,,,,,,2500
21/06/1983 00:00,8,81,12.4,6.9,378,,105,0.13,0.25,2.42,0.8,1.54,3.96,,,8.3,8.13,,
19/09/1983 00:00,8,,17,6.8,,,,0.26,0.47,2.34,0.72,5.4,7.74,,,,,,
21/09/1983 00:00,,,,,,,,,,,,,,,,,,,
14/11/1983 00:00,7,,24.5,6.8,,,,0.14,0.26,0.8,0.34,2.5,3.3,,,,,,10
16/11/1983 00:00,,,,,,,,,,,,,,,,,,,
25/11/1983 00:00,,,,,,,,,,,,,,,,,,,
30/11/1983 00:00,6,76,24.1,7.2,76,,39,1.5,1.7,3.8,3,9,12.8,,,45.71,4.71,,
08/12/1983 00:00,,,,,,,,,,,,,,,,,,,
15/12/1983 00:00,6,86,25.1,7.1,33.3,,36,,,,,,,,,44.26,,,
22/12/1983 00:00,,,,,,,,,,,,,,,,,,,
05/01/1984 00:00,5,62,25,6.8,30.8,,81,0.19,0.32,0.33,0.02,1.25,1.58,,,26.34,5.99,,
12/01/1984 00:00,,,,,,,,,,,,,,,,,,,
19/01/1984 00:00,5,69,22.7,6.6,19.4,,44,0.11,0.19,0.59,0.172,0.8,1.39,,,11.26,8.98,,
07/03/1984 00:00,6,78,24.5,6.8,17,9,31,0.075,0.18,0.41,0.12,0.95,1.36,4.5,,24.1,9.2,,48
04/07/1984 00:00,9,89,10.3,7.2,24.2,12,27,0.04,0.11,0.42,0.21,0.55,0.97,,,9.98,8.56,,30
03/10/1984 00:00,,,,,,,,,,,,,,,,,,,
03/04/1985 00:00,,,,,,,,,,,,,,,,,,,
04/06/1985 00:00,,,,,,,,,,,,,,,,,,,
08/07/1985 00:00,9,,11.8,6.9,,21,,0.18,0.27,1.8,0.78,1,2.8,5,,,,,20
10/07/1985 00:00,,,,,,,,,,,,,,,,,,,
18/09/1985 00:00,5,57,17.5,6.9,49,,111,0.32,0.52,2,0.7,2.35,4.35,7,,15.74,4.49,,
13/11/1985 00:00,9,101,17.5,6.9,20.3,39,143,0.05,0.135,0.3,0.12,0.95,1.25,4,,4.53,8.13,,3000
29/01/1986 00:00,,,,,,,,,,,,,,,,,,,
30/04/1986 00:00,,,,,,,,,,,,,,,,,,,
23/10/1986 00:00,,,,,,,,,,,,,,,,,,,
11/02/1987 00:00,,,,,,,,,,,,,,,,,,,
04/03/1987 00:00,8,,18,7,,52,,,0.29,0.42,0.3,1.1,1.52,,,,,,1800
29/04/1987 00:00,,,,,,,,,,,,,,,,,,,
26/05/1987 00:00,,,,,,,,,,,,,,,,,,,
23/06/1987 00:00,,,,,,,,,,,,,,,,,,,
15/07/1987 00:00,10,,12.5,7.4,,18,,,0.35,2,0.39,1.5,3.5,,,,,,34
18/08/1987 00:00,7,78,14.7,6.7,21.8,,59,0.171,0.446,1.6,0.43,1.1,2.7,,,16.19,9.63,,
29/09/1987 00:00,,,,,,,,,,,,,,,,,,,
08/12/1987 00:00,7,,25,7.2,,11,,,0.11,0.72,0.1,1.1,1.82,,,,,,40
18/01/1988 00:00,3,48,25.4,6.9,31,,142,,0.216,1.03,0.13,0.9,1.93,,,24.16,,,800
01/03/1988 00:00,5,65,26.3,6.9,29,,58,,0.15,1.09,0.01,0.49,1.58,,,15.08,,,
08/06/1988 00:00,8,83,14.6,6.9,28.2,,60,,0.15,0.67,,0.7,1.37,,,5.67,,,3400
27/07/1988 00:00,,,12.9,6.9,25,,,,0.046,0.98,0.16,,1.36,,,11.5,,,71
27/07/1988 00:00,8,87,12.9,6.9,25,,15,,0.046,0.98,0.16,0.38,1.36,,,11.54,,,70
11/10/1988 00:00,,,,,,,,,,,,,,,,,,,
07/02/1989 00:00,,,23.5,7,21,,,,0.056,0.22,,,0.69,,,23.3,,,31
07/02/1989 00:00,6,81,23.5,7,21,16,20,,0.056,0.22,0,0.47,0.69,,,23.3,,,30
11/04/1989 00:00,,,19.2,7,15,,,,0.043,0.07,0.01,,0.2,,,1.1,,,430
11/04/1989 00:00,8,99,19.2,7,15,10,14,,0.043,0.07,0.01,0.13,0.2,,,1.1,,,430
09/05/1989 00:00,,,16.9,6.9,14,,,,0.033,0.24,,,0.64,,,1.4,,,71
09/05/1989 00:00,8,88,16.9,6.9,14,10,12,,0.033,0.24,0,0.4,0.64,,,1.4,,,70
28/06/1989 00:00,,,13.2,7.2,15,,,,0.042,0.28,0.01,,0.7,,,0.9,,,420
28/06/1989 00:00,9,97,13.2,7.2,15,12,26,,0.042,0.28,0.01,0.42,0.7,,,0.92,,,420
19/07/1989 00:00,,,11.1,7,23,,,,0.057,0.89,0.18,,1.48,,,4.1,,,31
19/07/1989 00:00,9,87,11.1,7,23,10,11,,0.057,0.89,0.18,0.59,1.48,,,4.1,,,30
28/09/1989 00:00,,,17.2,7.1,35,,,,0.064,0.8,0.17,,1.12,,,17.6,,,11
28/09/1989 00:00,6,71,17.2,7.1,35,6,25,,0.064,0.8,0.17,0.32,1.12,,,17.61,,,10
13/11/1989 00:00,,,21.5,7.2,56,,,,0.35,1.16,2.98,,4.96,,,45,,,120
13/11/1989 00:00,6,71,21.5,7.2,56,16,21,,0.35,1.16,2.98,3.8,4.96,,,45,,,120
30/01/1990 00:00,,,25.3,6.6,26,,,,0.067,0.28,0.15,,1.28,,,40.6,,,
30/01/1990 00:00,5,71,25.3,6.6,26,32,60,,0.067,0.28,0.15,1,1.28,,,40.6,,,
27/02/1990 00:00,,,20,6.8,21,,,,0.071,0.22,0.02,,0.67,,,4.5,,,330
27/02/1990 00:00,7,85,20,6.8,21,29,64,,0.071,0.22,0.02,0.45,0.67,,,4.5,,,330
04/04/1990 00:00,,,21.7,6.7,25,,,,0.126,0.78,0.07,,1.15,,,19,,,
04/04/1990 00:00,6,79,21.7,6.7,25,56,50,,0.126,0.78,0.07,0.37,1.15,,,19,,,
02/05/1990 00:00,,,16.2,6.8,17,,,,0.032,0.46,0.05,,0.75,,,2.2,,,140
02/05/1990 00:00,8,87,16.2,6.8,17,13,13,,0.032,0.46,0.05,0.29,0.75,,,2.2,,,140
06/06/1990 00:00,,,15.1,6.9,14,,,,0.024,0.25,0.04,,0.49,,,1,,,100
06/06/1990 00:00,9,97,15.1,6.9,14,7,18,,0.024,0.25,0.04,0.24,0.49,,,1,,,100
04/07/1990 00:00,,,10.3,7,24,,,,0.095,0.88,0.08,,1.4,,,3.5,,,
04/07/1990 00:00,9,88,10.3,7,24,6,6,,0.095,0.88,0.08,0.52,1.4,,,3.5,,,
23/08/1990 00:00,,,11.6,6.7,14,,,,0.049,0.42,0.07,,0.89,,,0.8,,,
23/08/1990 00:00,9,91,11.6,6.7,14,19,76,,0.049,0.42,0.07,0.47,0.89,,,0.79,,,
28/09/1990 00:00,,,14.9,6.9,12,,,,0.048,0.35,0.01,,0.63,,,4.8,,,100
28/09/1990 00:00,9,94,14.9,6.9,12,6,47,,0.048,0.35,0.01,0.28,0.63,,,4.76,,,100
23/10/1990 00:00,,,17.7,6.9,28,,,,0.053,0.93,0.23,,1.53,,,11.9,,,
23/10/1990 00:00,8,87,17.7,6.9,28,13,40,,0.053,0.93,0.23,0.6,1.53,,,11.9,,,
15/11/1990 00:00,,,22.5,7,36,,,,0.086,1.08,0.32,,2.03,,,8.3,,,
15/11/1990 00:00,6,82,22.5,7,36,13,36,,0.086,1.08,0.32,0.95,2.03,,,8.3,,,
10/12/1990 00:00,,,27,7.1,39,,,,0.029,1.3,0.05,,1.7,,,18.7,,,
10/12/1990 00:00,8,112,27,7.1,39,14,22,,0.029,1.3,0.05,0.4,1.7,,,18.7,,,
09/01/1991 00:00,,,27.5,7.3,45,,,,0.025,1.14,0.04,,1.58,,,28.3,,,300
09/01/1991 00:00,7,92,27.5,7.3,45,20,25,,0.025,1.14,0.04,0.44,1.58,,,28.3,,,300
07/03/1991 00:00,,,25.7,7.8,29,,,,0.055,0.58,0.04,,1.16,,,48.2,,,
07/03/1991 00:00,9,113,25.7,7.8,29,6,18,,0.055,0.58,0.04,0.58,1.16,,,48.2,,,
04/04/1991 00:00,,,22.5,7.4,48,,,,0.043,1.64,0.06,,2.09,,,30,,,
