Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
14/02/2005 00:00,7.2,88.7,25.8,7.2,,,,,,,,,,,,,,,
14/02/2005 00:00,7.2,89.3,25.7,7.2,,,,0.012,0.031,0.08,0.005,,0.47,,,23.3,,2,4
14/02/2005 00:00,7.2,88.2,25.6,7.2,,,,,,,,,,,,,,,
14/02/2005 00:00,,,,,,,,,,,,,,,,24.9,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,,,
10/03/2005 00:00,7.1,86.3,26,7.4,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,0.016,0.042,0.14,0.005,,0.57,,,23.9,,6,18
10/03/2005 00:00,6.9,86.2,25.8,7.4,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,24.1,,,
21/04/2005 00:00,7.5,89,22.7,7.63,,,,,,,,,,,,,,,
21/04/2005 00:00,7.5,88.6,22.6,7.63,,,,0.006,0.018,0.06,0.01,,0.33,,,6.6,,3,5
21/04/2005 00:00,,,,,,,,0.006,0.017,0.06,0.01,,0.32,,,7.2,,,4
21/04/2005 00:00,7.5,88.7,22.7,7.63,,,,,,,,,,,,,,,
27/05/2005 00:00,8.3,90.7,17.8,6.34,,,,,,,,,,,,,,,
27/05/2005 00:00,8.3,90.7,17.7,6.34,,,,0.007,0.019,0.08,0.005,,0.3,,,6.6,,2,3
27/05/2005 00:00,,,,,,,,0.008,0.02,0.1,0.005,,0.34,,,5.6,,,
27/05/2005 00:00,8.2,89.7,17.7,6.34,,,,,,,,,,,,,,,
20/06/2005 00:00,10.1,106,15.2,6.99,,,,,,,,,,,,,,,
20/06/2005 00:00,10,103,15.2,6.99,,,,0.006,0.012,0.09,0.005,,0.32,,,5.3,,,1
20/06/2005 00:00,,,,,,,,0.006,0.014,0.09,0.005,,0.32,,,6.3,,2,3
20/06/2005 00:00,9.8,103,15.2,6.99,,,,,,,,,,,,,,,
02/07/2005 00:00,9.5,92.1,13.4,6.92,,,,,,,,,,,,,,,
02/07/2005 00:00,9.4,91.9,13.4,6.92,,,,0.006,0.044,0.11,0.04,,0.68,,,,,300,230
02/07/2005 00:00,,,,,,,,0.006,0.044,0.11,0.04,,0.68,,,,,300,260
02/07/2005 00:00,9.3,90.7,13.4,6.92,,,,,,,,,,,,,,,
20/07/2005 00:00,9.2,85.5,12.4,6.28,,,,,,,,,,,,,,,
20/07/2005 00:00,8.9,84.6,12.4,6.28,,,,0.008,0.029,0.54,0.05,,0.81,,,3.1,,4,4
20/07/2005 00:00,,,,,,,,0.01,0.025,0.55,0.05,,0.83,,,5.6,,2,3
20/07/2005 00:00,9,84.4,12.3,6.28,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
19/08/2005 00:00,,,,,,,,,,,,,,,,,,,
24/09/2005 00:00,,,,,,,,,,,,,,,,,,,
24/09/2005 00:00,,,,,,,,,,,,,,,,,,,
24/09/2005 00:00,,,,,,,,,,,,,,,,,,,
24/09/2005 00:00,,,,,,,,,,,,,,,,,,,
30/10/2005 00:00,7.3,88.2,22.3,7.4,,,,,,,,,,,,,,,
30/10/2005 00:00,7.2,87,22.3,7.4,,,,0.004,0.011,0.07,0.01,,0.34,,,7.6,,6,4
30/10/2005 00:00,,,,,,,,0.003,0.01,0.07,0.01,,0.35,,,7.5,,5,15
30/10/2005 00:00,7.1,86.6,22.3,7.4,,,,,,,,,,,,,,,
29/11/2005 00:00,7.1,85.8,23.8,7.42,,,,,,,,,,,,,,,
29/11/2005 00:00,,,,,,,,0.007,0.023,0.03,0.02,,0.3,,,11.4,,15,6
29/11/2005 00:00,7.2,85.7,22.8,7.42,,,,,,,,,,,,,,,
29/11/2005 00:00,,,,,,,,,,,,,,,,11.7,,,
17/12/2005 00:00,6.5,80.8,25.9,7.86,56.5,,,,,,,,,,,,,,
17/12/2005 00:00,,,,,,,,0.009,0.048,0.01,0.01,,0.47,,,28.9,,4,2
17/12/2005 00:00,6.5,79.8,25.8,7.86,57.1,,,,,,,,,,,,,,
17/12/2005 00:00,,,,,,,,,,,,,,,,28.9,,,
16/01/2006 00:00,5.2,67,27.5,7.39,4.8,,,,,,,,,,,,,,
16/01/2006 00:00,5.2,66.8,27.5,7.39,4.8,,,0.017,0.029,0.17,0.005,,0.44,,,7.4,,3,5
16/01/2006 00:00,,,,,,,,0.015,0.033,0.17,0.005,,0.44,,,8.2,,5,6
16/01/2006 00:00,5.1,66.4,27.5,7.39,4.7,,,,,,,,,,,,,,
15/02/2006 00:00,5.7,73.5,26.9,7.92,4.5,,,,,,,,,,,,,,
15/02/2006 00:00,5.8,73.9,26.9,7.92,4.6,,,0.01,0.026,0.08,0.01,,0.42,,,9.7,,4,2
15/02/2006 00:00,,,,,,,,0.009,0.029,0.08,0.01,,0.42,,,9.5,,5,3
15/02/2006 00:00,5.8,73.9,26.9,7.92,4.5,,,,,,,,,,,,,,
23/03/2006 00:00,6.5,81.1,25.5,7.78,3.6,,,,,,,,,,,,,,
23/03/2006 00:00,,,,,,,,0.007,0.024,0.06,0.005,,0.37,,,14.1,,9,1
23/03/2006 00:00,6.5,80.8,25.5,7.78,3.6,,,,,,,,,,,,,,
23/03/2006 00:00,,,,,,,,,,,,,,,,14.3,,,
10/04/2006 00:00,,,,,,,,,,,,,,,,,,,
10/04/2006 00:00,,,,,,,,,,,,,,,,,,,
10/04/2006 00:00,,,,,,,,,,,,,,,,,,,
10/04/2006 00:00,,,,,,,,,,,,,,,,,,,
10/04/2006 00:00,7.1,89.5,22.5,7.44,14.5,,,,,,,,,,,,,,
10/04/2006 00:00,7.1,89,22.5,7.44,14.5,,,0.007,0.015,0.1,0.005,,0.38,,,6.5,,2,1
10/04/2006 00:00,,,,,,,,0.008,0.014,0.1,0.005,,0.42,,,7.2,,5,1
10/04/2006 00:00,7.2,88.9,22.4,7.44,14.5,,,,,,,,,,,,,,
10/05/2006 00:00,8.5,96.7,18.4,7.57,16.7,,,,,,,,,,,,,,
10/05/2006 00:00,8.5,96.4,18.4,7.57,16.7,,,0.005,0.014,0.11,0.01,,0.33,,,5.1,,,
10/05/2006 00:00,,,,,,,,0.005,0.015,0.11,0.01,,0.38,,,5.8,,,1
10/05/2006 00:00,8.5,96.1,18.4,7.57,16.8,,,,,,,,,,,,,,
15/06/2006 00:00,9.2,95,14.3,6.82,14,,,,,,,,,,,,,,
15/06/2006 00:00,9.2,94.8,14.3,6.82,18.7,,,0.003,0.015,0.06,0.01,,0.29,,,9.7,,,2
15/06/2006 00:00,,,,,,,,0.003,0.015,0.06,0.01,,0.3,,,9.8,,2,2
15/06/2006 00:00,9.2,94.8,14.3,6.82,23.6,,,,,,,,,,,,,,
10/07/2006 00:00,9.2,95.1,13,7.72,15.6,,,,,,,,,,,,,,
10/07/2006 00:00,9.4,97.1,13,7.72,15.7,,,0.005,0.011,0.09,0.02,,0.34,,,2.4,,3,
10/07/2006 00:00,,,,,,,,0.007,0.012,0.09,0.02,,0.34,,,4,,2,2
10/07/2006 00:00,9.4,96,13,7.72,15.7,,,,,,,,,,,,,,
09/08/2006 00:00,9.9,100,13.2,7.46,15,,,,,,,,,,,,,,
09/08/2006 00:00,9.9,99.7,13.2,7.46,14.9,,,0.005,0.011,0.09,0.01,,0.28,,,4.9,,1,1
09/08/2006 00:00,,,,,,,,0.006,0.012,0.09,0.01,,0.32,,,6.5,,1,
09/08/2006 00:00,9.8,99.5,13.2,7.46,14.3,,,,,,,,,,,,,,
08/09/2006 00:00,8.9,95.1,16,7.65,12.3,,,,,,,,,,,,,,
08/09/2006 00:00,8.9,95.1,16,7.65,12.3,,,0.01,0.028,0.07,0.02,,0.33,,,,,9,3
08/09/2006 00:00,,,,,,,,0.01,0.028,0.07,0.01,,0.31,,,,,6,4
08/09/2006 00:00,,,,,,,,,,,,,,,,,,,
14/09/2006 00:00,10.1,105,17.1,8.03,871,,,,,,,,,,,,,,
14/09/2006 00:00,10.2,106,16.7,8.03,841,,,0.003,0.02,0.29,0.005,,0.64,,,31.3,,2,
14/09/2006 00:00,,,,,,,,0.003,0.022,0.29,0.005,,0.66,,,33.1,,4,4
14/09/2006 00:00,10.2,105,16.5,8.03,842,,,,,,,,,,,,,,
08/10/2006 00:00,8.2,98.2,20.8,7.34,10.5,,,,,,,,,,,,,,
08/10/2006 00:00,8.1,96.7,20.8,7.34,10.5,,,0.007,0.033,0.14,0.01,,0.43,,,11.9,,4,2
08/10/2006 00:00,,,,,,,,0.007,0.034,0.14,0.01,,0.44,,,9.5,,6,1
08/10/2006 00:00,8,96.3,20.8,7.34,10.5,,,,,,,,,,,,,,
07/11/2006 00:00,6.3,75,21.2,7.31,13.8,,,,,,,,,,,,,,
07/11/2006 00:00,6.4,76.1,21.2,7.31,13.9,,,0.008,0.021,0.16,0.03,,0.46,,,5.8,,5,6
07/11/2006 00:00,,,,,,,,0.009,0.025,0.16,0.03,,0.48,,,6.6,,9,8
07/11/2006 00:00,6.4,76,21.2,7.31,13.9,,,,,,,,,,,,,,
07/12/2006 00:00,6.8,85.8,23.9,7.42,15.5,,,,,,,,,,,,,,
07/12/2006 00:00,6.8,86.2,23.9,7.42,15.5,,,0.007,0.024,0.09,0.04,,0.45,,,7.1,,5,1
07/12/2006 00:00,,,,,,,,0.008,0.022,0.09,0.03,,0.44,,,7.3,,2,5
07/12/2006 00:00,6.8,85.8,23.9,7.42,15.5,,,,,,,,,,,,,,
12/01/2007 00:00,6.5,84.9,26.3,7.14,14.1,,,,,,,,,,,,,,
12/01/2007 00:00,6.1,85.1,26.3,7.14,14.1,,,0.002,0.008,0.05,0.02,,0.33,,,5.5,,1,1
12/01/2007 00:00,,,,,,,,0.002,0.009,0.05,0.02,,0.33,,,5.4,,5,4
12/01/2007 00:00,6.2,85.3,26.3,7.14,14.2,,,,,,,,,,,,,,
05/02/2007 00:00,5.3,71.7,27.3,7.16,16.7,,,,,,,,,,,,,,
05/02/2007 00:00,5.4,72.3,27.3,7.16,16.8,,,0.014,0.021,0.22,0.005,,0.52,,,3.8,,7,3
05/02/2007 00:00,,,,,,,,0.015,0.022,0.23,0.005,,0.53,,,3.8,,14,5
05/02/2007 00:00,5.4,72.6,27.3,7.16,16.8,,,,,,,,,,,,,,
13/02/2007 00:00,,,,,,,,,,,,,,,,,,,
13/02/2007 00:00,6.2,80.5,26.8,7.33,11.8,,,0.008,0.019,0.19,0.02,,0.48,,,,,120,270
13/02/2007 00:00,,,,,,,,0.008,0.02,0.19,0.02,,0.47,,,,,130,200
13/02/2007 00:00,,,,,,,,,,,,,,,,,,,
07/03/2007 00:00,6.5,81.6,26.1,7.51,,,,,,,,,,,,,,,
07/03/2007 00:00,6.6,82.3,26.1,7.51,,,,0.01,0.062,0.3,0.02,,0.7,,,23,,18,20
07/03/2007 00:00,,,,,,,,0.01,0.061,0.3,0.02,,0.71,,,19.8,,9,10
07/03/2007 00:00,6.6,82.3,26,7.51,,,,,,,,,,,,,,,
12/04/2007 00:00,8.8,103,23,7.9,,,,,,,,,,,,,,,
12/04/2007 00:00,8.8,103,22.9,7.9,,,,0.004,0.031,0.02,0.005,,0.34,,,24.2,,5,5
12/04/2007 00:00,,,,,,,,0.005,0.029,0.02,0.005,,0.33,,,24.2,,5,3
12/04/2007 00:00,8.8,103,22.9,7.9,,,,,,,,,,,,,,,
18/05/2007 00:00,7.1,80.8,20.2,7.43,6.6,,,,,,,,,,,,,,
18/05/2007 00:00,7.2,90.1,20.1,7.43,6.4,,,0.013,0.03,0.12,0.01,,0.41,,,8.4,,11,4
18/05/2007 00:00,,,,,,,,0.01,0.033,0.12,0.01,,0.4,,,7.9,,6,5
18/05/2007 00:00,7.2,89.1,20.1,7.43,6.5,,,,,,,,,,,,,,
05/06/2007 00:00,8.9,93.1,16.9,7.72,3.9,,,,,,,,,,,,,,
05/06/2007 00:00,8.9,93.7,16.9,7.72,4,,,0.006,0.024,0.03,0.005,,0.35,,,12.1,,3,0.5
05/06/2007 00:00,,,,,,,,0.005,0.026,0.03,0.005,,0.36,,,13.9,,4,3
05/06/2007 00:00,8.9,93.9,16.9,7.72,4.1,,,,,,,,,,,,,,
25/07/2007 00:00,9.3,85,11.1,7.26,,,,,,,,,,,,,,,
25/07/2007 00:00,9.3,84.6,11,7.26,,,,0.023,0.04,0.6,0.09,,0.96,,,1.6,,0.5,1
25/07/2007 00:00,,,,,,,,0.022,0.04,0.6,0.09,,0.97,,,1.6,,0.5,1
25/07/2007 00:00,9.3,84.3,11,7.26,,,,,,,,,,,,,,,
16/08/2007 00:00,9.2,86.7,12.7,7.46,,,,,,,,,,,,,,,
16/08/2007 00:00,9.1,86.5,12.7,7.46,,,,0.014,0.048,0.53,0.04,,0.85,,,4.2,,5,0.5
16/08/2007 00:00,,,,,,,,0.014,0.056,0.53,0.05,,0.87,,,4.7,,3,2
16/08/2007 00:00,9.1,86.5,12.7,7.46,,,,,,,,,,,,,,,
03/09/2007 00:00,8.2,83.6,15.9,7.37,,,,,,,,,,,,,,,
03/09/2007 00:00,8.3,83.7,15.8,7.37,,,,0.023,0.056,0.52,0.06,,0.94,,,8.4,,3,2
03/09/2007 00:00,,,,,,,,0.023,0.057,0.52,0.06,,0.94,,,8.6,,4,6
03/09/2007 00:00,8.3,83.9,15.8,7.37,,,,,,,,,,,,,,,
03/10/2007 00:00,9.7,107,19.6,7.58,7.9,,,,,,,,,,,,,,
03/10/2007 00:00,9.5,104,19,7.58,1240,,,0.005,0.038,0.4,0.01,,0.73,,,15.2,,0.5,0.5
03/10/2007 00:00,,,,,,,,0.005,0.038,0.4,0.01,,0.74,,,14.9,,0.5,1
03/10/2007 00:00,9.5,103,19,7.58,1260,,,,,,,,,,,,,,
02/11/2007 00:00,,,,,,,,,,,,,,,,,,,
02/11/2007 00:00,,,,,,,,,,,,,,,,,,,
02/11/2007 00:00,,,,,,,,,,,,,,,,,,,
02/11/2007 00:00,,,,,,,,,,,,,,,,,,,
08/12/2007 00:00,7.4,89.4,24.4,7.18,0.3,,,,,,,,,,,,,,
08/12/2007 00:00,7.4,88.8,24.4,7.18,0.3,,,0.007,0.028,0.09,0.005,,0.46,,,25.3,,24,17
08/12/2007 00:00,,,,,,,,0.007,0.028,0.09,0.005,,0.46,,,19.5,,31,12
08/12/2007 00:00,7.3,88.5,24.4,7.18,0.3,,,,,,,,,,,,,,
07/01/2008 00:00,6.8,84.8,26.4,7,1.8,,,,,,,,,,,,,,
07/01/2008 00:00,6.7,84.3,26.4,7,1.8,,,0.007,0.04,0.12,0.01,,0.49,,,18.8,,23,15
07/01/2008 00:00,,,,,,,,0.008,0.04,0.12,0.01,,0.49,,,16.4,,17,15
07/01/2008 00:00,6.7,84.1,26.4,7,1.8,,,,,,,,,,,,,,
06/02/2008 00:00,,,,,,,,,,,,,,,,,,,
06/02/2008 00:00,5.2,63.2,24.6,7,0.3,,,0.048,0.102,0.57,0.09,,1.2,,,,,340,440
06/02/2008 00:00,,,,,,,,0.048,0.105,0.57,0.09,,1.21,,,,,320,400
06/02/2008 00:00,,,,,,,,,,,,,,,,,,,
24/02/2008 00:00,4.7,55.9,23.2,6.82,0.2,,,,,,,,,,,,,,
24/02/2008 00:00,4.8,55.6,23.2,6.82,0.2,,,0.044,0.085,0.22,0.06,,0.8,,,2.7,,15,7
24/02/2008 00:00,,,,,,,,0.044,0.085,0.22,0.06,,0.81,,,2,,14,11
24/02/2008 00:00,4.6,55.1,23.3,6.82,0.2,,,,,,,,,,,,,,
07/03/2008 00:00,5.2,61.9,24,6.78,,,,,,,,,,,,,,,
07/03/2008 00:00,5.1,61.3,24,6.78,,,,0.027,0.062,0.22,0.01,,0.61,,,5.2,,18,15
07/03/2008 00:00,,,,,,,,0.022,0.063,0.23,0.01,,0.61,,,5.3,,20,17
07/03/2008 00:00,5.1,61,24,6.78,,,,,,,,,,,,,,,
31/03/2008 00:00,7.4,88.7,23.8,7.41,,,,,,,,,,,,,,,
31/03/2008 00:00,7.4,88.5,23.8,7.41,,,,0.012,0.041,0.13,0.005,,0.63,,,19.3,,8,5
31/03/2008 00:00,,,,,,,,0.013,0.045,0.13,0.005,,0.64,,,10.8,,15,3
31/03/2008 00:00,7.4,88.9,23.8,7.41,,,,,,,,,,,,,,,
30/04/2008 00:00,7.4,105,18.7,7.45,308,,,,,,,,,,,,,,
30/04/2008 00:00,7.4,103,18.6,7.45,307,,,0.006,0.028,0.04,0.005,,0.52,,,22.5,,5,0.5
30/04/2008 00:00,,,,,,,,0.007,0.028,0.04,0.005,,0.51,,,23.3,,3,3
30/04/2008 00:00,7.4,104,18.6,7.45,310,,,,,,,,,,,,,,
30/05/2008 00:00,10.7,110,16.5,7.51,,,,,,,,,,,,,,,
30/05/2008 00:00,10.7,110,16.5,7.51,,,,0.004,0.02,0.01,0.005,,0.39,,,22.6,,1,0.5
30/05/2008 00:00,,,,,,,,0.004,0.021,0.01,0.005,,0.38,,,21,,1,0.5
30/05/2008 00:00,10.7,110,16.5,7.51,,,,,,,,,,,,,,,
06/06/2008 00:00,9.5,96.4,16.1,7.87,0.3,,,,,,,,,,,,,,
06/06/2008 00:00,9.5,97,16.1,7.87,0.3,,,0.009,0.021,0.16,0.01,,0.5,,,,,25,28
06/06/2008 00:00,,,,,,,,0.005,0.022,0.17,0.01,,0.5,,,,,32,20
06/06/2008 00:00,9.5,96.6,16,7.87,0.3,,,,,,,,,,,,,,
23/06/2008 00:00,8.7,85.7,14.7,7.49,,,,,,,,,,,,,,,
23/06/2008 00:00,8.5,84.7,14.7,7.49,,,,0.012,0.034,0.54,0.03,,0.86,,,11,,5,4
23/06/2008 00:00,,,,,,,,0.012,0.03,0.54,0.03,,0.86,,,11,,5,3
23/06/2008 00:00,8.5,84.3,14.7,7.49,,,,,,,,,,,,,,,
10/07/2008 00:00,10.2,96.3,12.7,7.65,,,8.15,0.007,0.028,0.38,0.005,,0.63,,,17,,,
10/07/2008 00:00,,,,,,,,0.006,0.028,0.37,0.005,,0.64,,,17.1,,,
29/07/2008 00:00,11,103.9,12.2,7.8,,,11.9,0.006,0.034,0.25,0.01,,0.6,,,26,,,
29/07/2008 00:00,,,,,,,,0.005,0.03,0.25,0.01,,0.58,,,25.9,,,
12/08/2008 00:00,11.8,110.7,12.1,7.92,,,5.12,0.004,0.017,0.16,0.005,,0.48,,,17.1,,,
12/08/2008 00:00,,,,,,,,0.004,0.018,0.16,0.005,,0.48,,,17.9,,,
03/09/2008 00:00,10.7,105.9,13.8,7.67,4.5,,6.3,0.006,0.026,0.08,0.005,,0.37,,,12.4,,,
03/09/2008 00:00,,,,,,,,0.005,0.025,0.08,0.005,,0.37,,,11.7,,,
23/09/2008 00:00,9.1,95,17.9,7.7,,,7.44,0.006,0.021,0.3,0.01,,0.59,,,17.3,,,
23/09/2008 00:00,,,,,,,,0.006,0.022,0.3,0.01,,0.6,,,16.1,,,
14/10/2008 00:00,8.2,94.4,20.1,7.45,,,6.12,0.006,0.026,0.14,0.04,,0.47,,,26.6,,,
14/10/2008 00:00,,,,,,,,0.005,0.023,0.15,0.04,,0.45,,,23.8,,,
05/11/2008 00:00,9.2,106.4,22.4,8.17,,,4.06,0.004,0.02,0.005,0.005,,0.32,,,20.4,,,
05/11/2008 00:00,,,,,,,,0.004,0.021,0.005,0.005,,0.32,,,19.6,,,
25/11/2008 00:00,7.1,85,23,7.53,8.2,,5.5,0.004,0.017,0.04,0.005,,0.29,,,13.4,,,
25/11/2008 00:00,,,,,,,,0.004,0.017,0.03,0.005,,0.28,,,13.2,,,
16/12/2008 00:00,8,96.5,24.5,7.76,,,8.48,0.005,0.034,0.005,0.005,,0.44,,,29.2,,,
16/12/2008 00:00,,,,,,,,0.006,0.035,0.005,0.005,,0.46,,,29.3,,,
16/12/2008 00:00,,,,,,,,,,,,,,,,,,,
16/12/2008 00:00,,,,,,,,,,,,,,,,,,,
06/01/2009 00:00,7,87.5,26.3,7.4,,,9.66,0.005,0.036,0.005,0.005,,0.36,,,16.8,,,
06/01/2009 00:00,,,,,,,,0.004,0.039,0.005,0.005,,0.38,,,19.8,,,
27/01/2009 00:00,6.2,81.5,27.1,7.41,12.1,,11.2,0.004,0.024,0.03,0.005,,0.33,,,13.6,,,
27/01/2009 00:00,,,,,,,,0.004,0.02,0.03,0.005,,0.33,,,14,,,
17/02/2009 00:00,7,84.7,24.3,7.55,,,5.36,0.005,0.036,0.04,0.03,,0.53,,,43.3,,,
17/02/2009 00:00,,,,,,,,0.005,0.037,0.04,0.03,,0.54,,,47.2,,,
10/03/2009 00:00,6.7,81.7,24.7,7.3,,,15.4,0.011,0.046,0.08,0.01,,0.53,,,21.7,,,
10/03/2009 00:00,,,,,,,,0.01,0.037,0.08,0.01,,0.48,,,19.4,,,
01/04/2009 00:00,6.7,80.7,24.6,7.42,,,7.48,0.009,0.032,0.01,0.01,,0.4,,,17.9,,,
01/04/2009 00:00,,,,,,,,0.009,0.031,0.01,0.01,,0.4,,,17.9,,,
21/04/2009 00:00,6.7,75,20.5,7.63,,,10.7,0.015,0.046,0.19,0.03,,0.55,,,12.5,,,
21/04/2009 00:00,,,,,,,,0.015,0.038,0.19,0.02,,0.56,,,14,,,
12/05/2009 00:00,9,96.6,18.2,7.44,,,14.4,0.009,0.053,0.06,0.005,,0.47,,,26.6,,,
12/05/2009 00:00,,,,,,,,0.009,0.046,0.06,0.005,,0.46,,,19.4,,,
01/06/2009 00:00,8.3,83,15.1,7.57,,,15.7,0.012,0.031,0.16,0.03,,0.42,,,5,,,
01/06/2009 00:00,,,,,,,,0.012,0.032,0.17,0.03,,0.45,,,4.5,,,
24/06/2009 00:00,9.4,91.5,14.1,7.17,,,12.5,0.011,0.034,0.18,0.005,,0.43,,,11.3,,,
24/06/2009 00:00,,,,,,,,0.012,0.032,0.18,0.005,,0.41,,,13,,,
13/07/2009 00:00,11.4,108.5,12.8,7.82,,,9.69,0.007,0.024,0.14,0.01,,0.41,,,19.8,,,
13/07/2009 00:00,,,,,,,,0.007,0.026,0.14,0.01,,0.4,,,19.9,,,
07/08/2009 00:00,10.9,105.8,12.9,7.61,,,6.97,0.004,0.02,0.1,0.005,,0.36,,,14.3,,,
07/08/2009 00:00,,,,,,,,0.004,0.02,0.1,0.005,,0.35,,,13.5,,,
27/08/2009 00:00,10.7,108.1,15.4,7.71,,,5.62,0.004,0.016,0.06,0.005,,0.36,,,14.2,,,
27/08/2009 00:00,,,,,,,,0.003,0.018,0.06,0.005,,0.34,,,11.7,,,
14/09/2009 00:00,,,,,,,,,,,,,,,,,,,
14/09/2009 00:00,,,,,,,,,,,,,,,,,,,
17/09/2009 00:00,10.1,111,17.9,7.64,,,6.43,0.008,0.02,0.005,0.005,,0.25,,,10.9,,,
17/09/2009 00:00,,,,,,,,0.008,0.018,0.005,0.005,,0.28,,,11.5,,,
07/10/2009 00:00,7.9,87.9,18.8,7.66,,,6.25,0.005,0.019,0.03,0.03,,0.33,,,9.4,,,
07/10/2009 00:00,,,,,,,,0.004,0.019,0.03,0.03,,0.3,,,9.3,,,
07/10/2009 00:00,,,,,,,,,,,,,,,,,,,
07/10/2009 00:00,,,,,,,,,,,,,,,,,,,
29/10/2009 00:00,5.7,90.6,20.9,7.26,,,5.91,0.008,0.019,0.01,0.02,,0.29,,,12.3,,,
29/10/2009 00:00,,,,,,,,0.01,0.018,0.01,0.02,,0.3,,,11.1,,,
19/11/2009 00:00,7.5,94.4,24.8,7.38,,,20.4,0.004,0.033,0.01,0.01,,0.25,,,15.9,,,
19/11/2009 00:00,,,,,,,,0.005,0.033,0.01,0.01,,0.28,,,17.6,,,
08/12/2009 00:00,7,89.7,26.5,7.27,,,4.69,0.003,0.013,0.04,0.01,,0.29,,,6.6,,,
08/12/2009 00:00,,,,,,,,0.004,0.015,0.04,0.01,,0.28,,,9.6,,,
22/12/2009 00:00,7.1,92,26.8,7.36,,,4.68,0.005,0.014,0.03,0.03,,0.29,,,9,,,
22/12/2009 00:00,,,,,,,,0.006,0.017,0.03,0.04,,0.3,,,11.1,,,
18/01/2010 00:00,6.3,82,27.4,7.07,,,13.8,0.007,0.024,0.05,0.01,,0.33,,,11.3,,,
18/01/2010 00:00,,,,,,,,0.008,0.029,0.05,0.01,,0.35,,,10.1,,,
18/01/2010 00:00,,,,,,,,,,,,,,,,,,,
18/01/2010 00:00,,,,,,,,,,,,,,,,,,,
13/02/2010 00:00,5.6,66.5,24.1,6.33,,,19.7,0.018,0.038,0.17,0.05,,0.54,,,0.2,,,
13/02/2010 00:00,,,,,,,,0.018,0.032,0.17,0.05,,0.56,,,1,,,
02/03/2010 00:00,4.9,58.8,24.5,6.56,,,20.1,0.03,0.056,0.23,0.07,,0.66,,,3.2,,,
02/03/2010 00:00,,,,,,,,0.031,0.055,0.23,0.07,,0.67,,,2.5,,,
25/03/2010 00:00,7.1,87.1,25.6,7.06,,,13.5,0.01,0.058,0.23,0.01,,0.67,,,26.8,,,
25/03/2010 00:00,,,,,,,,0.01,0.057,0.22,0.005,,0.68,,,28.1,,,
13/04/2010 00:00,6.8,82.3,23.5,7.16,,,5.89,0.007,0.022,0.15,0.01,,0.46,,,9,,,
13/04/2010 00:00,,,,,,,,0.007,0.022,0.15,0.01,,0.46,,,9.5,,,
06/05/2010 00:00,7.8,87.3,20.6,7.24,,,5.2,0.007,0.022,0.04,0.01,,0.39,,,11.6,,,
06/05/2010 00:00,,,,,,,,0.007,0.021,0.04,0.01,,0.37,,,10.5,,,
27/05/2010 00:00,7.9,85.3,17.3,7.23,,,8.21,0.007,0.02,0.07,0.03,,0.41,,,7.7,,,
27/05/2010 00:00,,,,,,,,0.006,0.02,0.07,0.03,,0.4,,,7.4,,,
18/06/2010 00:00,10.2,99.3,13.9,7.75,,,6.94,0.005,0.025,0.37,0.01,,0.68,,,22.9,,,
18/06/2010 00:00,,,,,,,,0.005,0.024,0.37,0.01,,0.68,,,20.3,,,
08/07/2010 00:00,11.1,105.4,12.7,7.77,,,10.7,0.007,0.031,0.4,0.01,,0.74,,,21.6,,,
08/07/2010 00:00,,,,,,,,0.007,0.031,0.4,0.01,,0.73,,,18.8,,,
29/07/2010 00:00,10.2,98,13.2,7.66,,,15.7,0.006,0.035,0.35,0.02,,0.7,,,13.5,,,
29/07/2010 00:00,,,,,,,,0.006,0.039,0.35,0.02,,0.69,,,16.4,,,
29/07/2010 00:00,,,,,,,,,,,,,,,,,,,
29/07/2010 00:00,,,,,,,,,,,,,,,,,,,
16/08/2010 00:00,10.8,103,13,7.9,,,6.65,0.005,0.022,0.23,0.005,,0.53,,,21.2,,,
16/08/2010 00:00,,,,,,,,0.006,0.023,0.23,0.005,,0.54,,,22.1,,,
06/09/2010 00:00,10.4,103.6,14.9,7.72,,,11.8,0.004,0.03,0.16,0.02,,0.47,,,22.2,,,
06/09/2010 00:00,,,,,,,,0.004,0.03,0.16,0.02,,0.46,,,21.3,,,
