Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,Total Kjedahl Nitrogen,TN_mg/L,TOC_mg/L,DOC,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
21/09/1987 00:00,,115,19.4,7.8,17.8,,4.4,0.005,0.011,0.13,0.01,0.3,0.43,, ,8.08,9.197860963,,
06/10/1987 00:00,,119,20.2,7.6,19.6,,4.9,0.006,0.015,0.02,0.01,0.35,0.37,, ,10.42,5.347593583,,
08/10/1987 00:00,,,,,,,,0.013,0.05,0.01,0.01,0.7,0.71,, ,,5.13368984,,
14/10/1987 00:00,,,,,,,,0.004,0.01,0.01,0.01,0.4,0.41,, ,,4.064171123,,
19/10/1987 00:00,,100,19.2,7.5,19.7,,6.2,0.005,0.015,0.01,0.01,0.3,0.31,, ,7,3.636363636,,
26/10/1987 00:00,,,,,,,,,,,, ,,, ,,,,
29/10/1987 00:00,,,,,,,,,,,, ,,, ,,,,
02/11/1987 00:00,,88,20.4,6.9,15,,13.4,0.011,0.019,0.27,0.01,0.3,0.57,, ,4.92,8.770053476,,
11/11/1987 00:00,,,,,,,,0.015,0.017,0.26,0.02,0.35,0.61,, ,,6.417112299,,
16/11/1987 00:00,,85,18.6,6.8,14.1,,11.5,0.018,0.019,0.18,0.01,0.25,0.43,, ,1.77,8.342245989,,
25/11/1987 00:00,,,,,,,,0.017,0.019,0.45,0.01,0.3,0.75,, ,,9.411764706,,
30/11/1987 00:00,,,,,,,,,,,, ,,, ,,,,
08/12/1987 00:00,,,25,7.4,,11,,,,,, ,,, ,,,,
09/12/1987 00:00,,,,,,,,0.005,0.017,0.01,0.01,0.4,0.41,, ,,5.13368984,,
14/12/1987 00:00,,111,25.9,7.6,18.2,,9.3,0.002,0.013,0.01,0.01,0.45,0.46,, ,7.34,4.49197861,,
29/12/1987 00:00,,,,,,,,,,,, ,,, ,,,,
11/01/1988 00:00,,115,28.9,7.7,17.2,,4.2,0.018,0.02,0.01,0.01,0.3,0.31,, ,8.73,5.13368984,,
25/01/1988 00:00,,84,25.4,7.2,18.4,,5.6,0.008,0.017,0.01,0.02,0.63,0.64,, ,7.2,4.49197861,,
08/02/1988 00:00,,89,24.1,7.1,18,,7,0.018,0.018,,0.01,0.24,0.24,, ,8.59,4.919786096,,
22/02/1988 00:00,,83,24.4,7.4,20.6,,9.3,0.006,0.015,0.01,0.01,0.57,0.58,, ,10.15,4.064171123,,
07/03/1988 00:00,,88,23.4,7.2,22.3,,6,0.007,0.01,0.4,0.01,0.75,1.15,, ,6.52,3.636363636,,
21/03/1988 00:00,,109,23.3,7.3,23,,4.5,0.007,0.011,,,0.38,0.38,, ,4.01,0.64171123,,
05/04/1988 00:00,,84,22,7,22.3,,37,0.01,0.023,0.06,0.01,0.58,0.64,, ,6.53,2.780748663,,
11/04/1988 00:00,,,,,,,,,,,, ,,, ,,,,
19/04/1988 00:00,,104,18.4,7.3,17.6,,14.7,0.011,0.034,0.06,0.02,0.92,0.98,, ,3.94,6.844919786,,
30/04/1988 00:00,,110,16.9,6.8,11.3,,280,,0.146,0.15,0.01,0.18,0.33,, ,,,,
30/04/1988 00:00,,106,16.8,6.7,11,245,298,,0.162,0.14,0.01,0.22,0.36,, ,,,,
30/04/1988 00:00,,105,14.4,6.8,10.8,210,212,,0.131,0.14,0.01,0.19,0.33,, ,,,,
30/04/1988 00:00,,116,14.2,6.6,11.2,165,234,,0.159,0.12,0.01,0.22,0.34,, ,,,,
30/04/1988 00:00,,106,15.7,6.7,11.2,190,280,,0.146,0.14,0.01,0.22,0.36,, ,,,,
30/04/1988 00:00,,112,14.4,,11.4,245,344,,0.174,0.1,0.01,0.34,0.44,, ,,,,
01/05/1988 00:00,,120,14.7,6.7,11.8,245,336,,0.168,0.14,0.02,0.2,0.34,, ,,,,
01/05/1988 00:00,,104,15.5,6.7,11.9,235,248,,0.146,0.14,0.01,0.19,0.33,, ,,,,
01/05/1988 00:00,,118,13.8,6.7,11.8,190,216,,0.149,0.12,0.01,0.54,0.66,, ,,,,
01/05/1988 00:00,,118,14.2,6.7,11.6,165,200,,0.128,0.12,0.02,0.23,0.35,, ,,,,
01/05/1988 00:00,,105,16,6.8,11.5,140,198,,0.131,0.11,0.01,0.27,0.38,, ,,,,
01/05/1988 00:00,,127,15.6,6.8,11.6,150,202,,0.116,0.1,0.01,0.23,0.33,, ,,,,
01/05/1988 00:00,,116,15.3,6.7,11.7,160,640,,0.11,0.11,0.01,0.16,0.27,, ,,,,
01/05/1988 00:00,,116,15.7,6.6,11.9,195,200,,0.094,0.07,0.01,0.16,0.23,, ,,,,
01/05/1988 00:00,,113,15,6.7,11.4,144,200,,0.131,0.08,0.01,0.33,0.41,, ,,,,
01/05/1988 00:00,,,17,,,260,,,0.131,0.12,0.03,0.3,0.42,, ,,,,
02/05/1988 00:00,,,17,6.8,10.3,58,161,,0.112,0.1,0.01,0.48,0.58,, ,,,,
02/05/1988 00:00,,105,17.9,7,10.6,,183,,0.122,0.1,0.01,0.68,0.78,, ,,,,
03/05/1988 00:00,,110,18.5,6.8,13,120,168,,0.107,0.08,0.01,0.24,0.32,, ,,,,
04/05/1988 00:00,,117,19.1,6.8,13.8,26,36,0.005,0.015,0.12,0.06,0.28,0.4,, ,,7.914438503,,
05/05/1988 00:00,,103,15.9,6.6,15,18,44,,0.013,0.14,0.01,0.37,0.51,, ,1.53,7.272727273,,
06/05/1988 00:00,,109,18,6.8,14,9,20,,0.01,0.05,0.01,0.29,0.34,, ,1.61,7.272727273,,
11/05/1988 00:00,,,,,,,,,,,, ,,, ,,,,
16/05/1988 00:00,,106,18,7,16,,6.5,0.002,0.006,0.07,0.01,0.34,0.41,, ,3.3,8.770053476,,
30/05/1988 00:00,,90,14.3,6.6,25.7,,60,0.036,0.062,0.44,0.25,0.99,1.43,, ,1.56,7.700534759,,
06/06/1988 00:00,,,14.9,,,,,,,,, ,,, ,,,,
15/06/1988 00:00,,92,13.7,7.3,33,,14.7,,0.051,0.34,0.01,0.39,0.73,, ,3.13,,,
27/06/1988 00:00,,92,12.1,6.9,24,,11.5,,0.015,0.49,0.01,0.62,1.11,, ,0.95,,,
06/07/1988 00:00,,,14.7,6.8,15,,,0.016,,,, ,0.85,, ,2.9,,,
06/07/1988 00:00,,110,14.7,6.8,15,120,146,0.016,0.089,0.17,0.01,0.68,0.85,, ,2.76,8.342245989,,
11/07/1988 00:00,,,13.8,6.9,13.7,,,0.005,,,, ,0.53,, ,0.9,,,
11/07/1988 00:00,,112,13.8,6.9,13.7,,15,0.005,0.012,0.22,0.01,0.31,0.53,, ,0.88,9.197860963,,
25/07/1988 00:00,,,13,7.1,15,,,0.004,,,, ,0.62,, ,4,,,
25/07/1988 00:00,,101,13,7.1,15,,9,0.004,0.012,0.24,0.01,0.38,0.62,, ,4.04,9.839572193,,
02/08/1988 00:00,,,,,,,,,,,, ,,, ,,,,
08/08/1988 00:00,,,11.2,7,21,,,0.012,,,, ,0.8,, ,3.2,,,
08/08/1988 00:00,,95,11.2,7,21,,9,0.012,0.023,0.49,0.01,0.31,0.8,, ,3.22,8.983957219,,
22/08/1988 00:00,,,,,,,,,,,, ,,, ,,,,
05/09/1988 00:00,,,15.8,7.4,15,,,,,,, ,0.48,, ,23.4,,,
05/09/1988 00:00,,116,15.8,7.4,15,,7,,0.017,0.1,0.01,0.38,0.48,, ,23.4,,,
20/09/1988 00:00,,,15.2,7.2,20,,,,,,, ,0.74,, ,8.2,,,
20/09/1988 00:00,,100,15.2,7.2,20,,16,,0.012,0.16,0.01,0.58,0.74,, ,8.15,9.839572193,,
04/10/1988 00:00,,,19.8,7.4,16,,,0.002,,,, ,0.48,, ,11,,,
04/10/1988 00:00,,111,19.8,7.4,16,,3,0.001,0.006,0.08,0.01,0.4,0.48,, ,10.99,11.76470588,,
18/10/1988 00:00,,,20.6,7.3,17,,,0.002,,,, ,0.42,, ,3.2,,,
18/10/1988 00:00,,104,20.6,7.3,17,,3,0.001,0.008,0.04,0.01,0.38,0.42,, ,3.19,11.12299465,,
31/10/1988 00:00,,,24.4,7.7,18,,,0.002,,,, ,0.45,, ,6.1,,,
31/10/1988 00:00,,101,24.4,7.7,18,,3,0.002,0.005,0.04,0.01,0.41,0.45,, ,6.12,8.770053476,,
14/11/1988 00:00,,,23.9,7.5,20,,,,,,, ,0.5,, ,6.1,,,
14/11/1988 00:00,,104,23.9,7.5,20,,2,,0.009,0.03,0.02,0.47,0.5,, ,6.08,7.914438503,,
29/11/1988 00:00,,,22.7,7.2,16,,,,,,, ,0.39,, ,3.4,,,
29/11/1988 00:00,,98,22.7,7.2,16,,8,,0.013,0.15,0.01,0.24,0.39,, ,3.43,,,
12/12/1988 00:00,,,23.4,7.4,36,,,,,,, ,0.77,, ,18,,,
12/12/1988 00:00,,88,23.4,7.4,36,,8,,0.02,0.18,0.02,0.59,0.77,, ,18,,,
29/12/1988 00:00,,,23,6.9,19,,,0.005,,,, ,0.42,, ,3.7,,,
29/12/1988 00:00,,74,23,6.9,19,,7,0.005,0.012,0.06,0.06,0.36,0.42,, ,3.7,,,
09/01/1989 00:00,,,20.6,7,14,,,0.008,,,, ,0.43,, ,4.7,,,
09/01/1989 00:00,,95,20.6,7,14,,8,0.008,0.014,0.16,0.01,0.27,0.43,, ,4.7,,,
24/01/1989 00:00,,,23.8,7.1,15,,,,,,, ,0.34,, ,7.8,,,
24/01/1989 00:00,,87,23.8,7.1,15,,5,,0.005,0.05,0.04,0.29,0.34,, ,7.77,,,
06/02/1989 00:00,,,22.8,7.2,16,,,,,,, ,0.45,, ,10.6,,,
06/02/1989 00:00,,96,22.8,7.2,16,,7,,0.009,0.02,0.01,0.43,0.45,, ,10.6,,,
21/02/1989 00:00,,,22.5,6.7,18,,,,,,, ,0.2,, ,7.6,,,
21/02/1989 00:00,,82,22.5,6.7,18,,5,,0.009,0.07,0.01,0.13,0.2,, ,7.57,,,
07/03/1989 00:00,,,24.4,7.3,19,,,,,,, ,0.32,, ,10.2,,,
07/03/1989 00:00,,96,24.4,7.3,19,,1,,0.006,0.03,,0.29,0.32,, ,10.19,,,
13/03/1989 00:00,,,,,,,,,,,, ,,, ,,,,
15/03/1989 00:00,,,,,,,,,,,, ,,, ,,,,
21/03/1989 00:00,,,18,7,14.9,,,,,,, ,0.41,, ,2.3,,,
21/03/1989 00:00,,93,18,7,14.9,,1,,0.009,0.2,,0.21,0.41,, ,2.27,,,
24/03/1989 00:00,,,,,,,,,,,, ,,, ,,,,
02/04/1989 00:00,,,18.425,6.9375,15.638,,,,,,, ,0.53,, ,,,,
02/04/1989 00:00,,105,18.7,7,18.5,81,97,,0.075,0.23,0.03,0.37,0.6,, ,,,,
02/04/1989 00:00,,111,19.1,7,15.9,155,95,,0.116,0.18,0.01,0.28,0.46,, ,,,,
02/04/1989 00:00,,115,18.6,6.9,15.3,71,70,,0.065,0.17,0.01,0.35,0.52,, ,,,,
02/04/1989 00:00,,114,18.3,6.9,16,88,80,,0.092,0.2,0.01,0.4,0.6,, ,,,,
02/04/1989 00:00,,114,18.3,7,16,96,91,,0.113,0.22,0.01,0.2,0.42,, ,,,,
02/04/1989 00:00,,112,18.1,6.9,15,79,86,,0.092,0.23,0.01,0.28,0.51,, ,,,,
02/04/1989 00:00,,116,18.2,6.9,14.4,44,87,,0.068,0.19,0.02,0.36,0.55,, ,,,,
02/04/1989 00:00,,118,18.1,6.9,14,62,83,,0.079,0.19,0.03,0.39,0.58,, ,,,,
03/04/1989 00:00,,,18.1,6.8333,13.167,,,,,,, ,0.483,, ,,,,
03/04/1989 00:00,,117,18.1,6.7,13.5,50,63,,0.074,0.16,0.01,0.33,0.49,, ,,,,
03/04/1989 00:00,,117,18.2,6.9,13,58,59,,0.065,0.17,0.01,0.33,0.5,, ,,,,
03/04/1989 00:00,,117,18,6.9,13,49,48,,0.055,0.13,,0.33,0.46,, ,,,,
04/04/1989 00:00,,,18.1,6.8,14,,,,,,, ,0.395,, ,,,,
04/04/1989 00:00,,111,17.9,6.7,14,36,34,,0.036,0.24,,0.3,0.54,, ,,,,
04/04/1989 00:00,,,18.3,6.9,14,31,33,,0.033,0.16,0.01,0.09,0.25,, ,,,,
05/04/1989 00:00,,,19.8,6.95,13,,,,,,, ,0.5,, ,,,,
05/04/1989 00:00,,120,19.4,6.9,13,17,20,,0.019,0.14,,0.28,0.42,, ,,,,
05/04/1989 00:00,,119,20.2,7,13,23,19,,0.024,0.15,0.01,0.43,0.58,, ,,,,
10/04/1989 00:00,,,19.3,7.2,15,,,,,,, ,,, ,,,,
10/04/1989 00:00,,113,19.3,7.2,15,,9,,,,, ,,, ,,,,
17/04/1989 00:00,,,18.7,7.1,15,,,,,,, ,0.53,, ,1.8,,,
17/04/1989 00:00,,111,18.7,7.1,15,,8,,0.012,0.16,0.01,0.37,0.53,, ,1.77,,,
01/05/1989 00:00,,,18,7.1,14,,,,,,, ,0.55,, ,0.5,,,
01/05/1989 00:00,,109,18,7.1,14,,9,,0.012,0.15,0.01,0.4,0.55,, ,0.5,,,
17/05/1989 00:00,,,16.4,6.9,21,,,,,,, ,0.74,, ,1.2,,,
17/05/1989 00:00,,76,16.4,6.9,21,,27,,0.027,0.21,0.27,0.53,0.74,, ,1.2,,,
29/05/1989 00:00,,,15.2,6.9,14,,,,,,, ,0.78,, ,1.4,,,
29/05/1989 00:00,,67,15.2,6.9,14,,2,,0.015,0.27,0.03,0.51,0.78,, ,1.4,,,
13/06/1989 00:00,,,15.1,7.2,14,,,,,,, ,0.68,, ,0.7,,,
13/06/1989 00:00,,86,15.1,7.2,14,,5,,0.021,0.22,0.11,0.46,0.68,, ,0.68,,,
20/06/1989 00:00,,,13,7,16,,,,,,, ,0.8,, ,0.7,,,
20/06/1989 00:00,,92,13,7,16,,8,,0.02,0.35,0.02,0.45,0.8,, ,0.71,,,
03/07/1989 00:00,,,13.8,7,16,,,,,,, ,0.48,, ,0.2,,,
03/07/1989 00:00,,76,13.8,7,16,,3,,0.024,0.17,,0.31,0.48,, ,0.2,,,
17/07/1989 00:00,,,13.4,7.2,17,,,,,,, ,0.69,, ,1.2,,,
17/07/1989 00:00,,91,13.4,7.2,17,,6,,0.017,0.31,,0.38,0.69,, ,1.19,,,
01/08/1989 00:00,,,12.4,7.3,15,,,,,,, ,0.92,, ,1.3,,,
01/08/1989 00:00,,91,12.4,7.3,15,,10,,0.026,0.35,0.01,0.57,0.92,, ,1.33,,,
14/08/1989 00:00,,,11.6,7.3,17,,,,,,, ,0.86,, ,2.1,,,
14/08/1989 00:00,,89,11.6,7.3,17,,6,,0.024,0.48,0.01,0.38,0.86,, ,2.07,,,
29/08/1989 00:00,,,,,,,,,,,, ,,, ,,,,
11/09/1989 00:00,,,15.8,7.9,20,,,,,,, ,0.54,, ,8.8,,,
11/09/1989 00:00,,118,15.8,7.9,20,,3,,0.016,0.34,0.05,0.2,0.54,, ,8.83,,,
25/09/1989 00:00,,,,,,,,,,,, ,,, ,,,,
09/10/1989 00:00,,,19,7.5,27,,,,,,, ,0.45,, ,,,,
09/10/1989 00:00,,112,19,7.5,27,,5,,0.018,0.32,0.02,0.13,0.45,, ,,,,
24/10/1989 00:00,,,22.6,7.5,30,,,,,,, ,0.8,, ,3.7,,,
24/10/1989 00:00,,101,22.6,7.5,30,,3,,0.01,0.21,0.09,0.59,0.8,, ,3.66,,,
08/11/1989 00:00,,,21,7.1,30,,,,,,, ,0.58,, ,2.4,,,
08/11/1989 00:00,,92,21,7.1,30,,2,,0.01,0.21,0.24,0.37,0.58,, ,2.4,,,
21/11/1989 00:00,,,21.9,7.3,27,,,,,,, ,0.74,, ,3.2,,,
21/11/1989 00:00,,94,21.9,7.3,27,,2,,0.009,0.21,0.07,0.53,0.74,, ,3.2,,,
04/12/1989 00:00,,,24.4,7.2,26,,,,,,, ,0.32,, ,3.2,,,
04/12/1989 00:00,,96,24.4,7.2,26,,2,,0.011,0.13,0.07,0.19,0.32,, ,3.2,,,
11/12/1989 00:00,,,23.6,6.9,21,,,,,,, ,0.77,, ,6.5,,,
11/12/1989 00:00,,,23.6,6.9,21,16,35,,0.019,0.25,0.02,0.52,0.77,, ,6.48,,,
18/12/1989 00:00,,,24,7,22,,,,,,, ,0.16,, ,4.4,,,
18/12/1989 00:00,,84,24,7,22,,23,,0.013,0.08,0.05,0.08,0.16,, ,4.38,,,
03/01/1990 00:00,,,26,7.5,22,,,0.005,,,, ,0.49,, ,3.6,,,
03/01/1990 00:00,,96,26,7.5,22,,7,0.005,0.011,0.16,0.02,0.33,0.49,, ,3.6,4.278074866,,
15/01/1990 00:00,,,24.4,6.9,23,,,,,,, ,0.89,, ,3.4,,,
15/01/1990 00:00,,86,23.8,6.6,21,7,6,,0.02,0.21,0.06,0.58,0.79,, ,5.9,,,
15/01/1990 00:00,,85,24.4,6.9,23,,5,,0.015,0.24,0.11,0.65,0.89,, ,3.4,,,
29/01/1990 00:00,,,25.7,6.7,21,,,,,,, ,0.33,, ,4.7,,,
29/01/1990 00:00,,94,25.7,6.7,21,,3,,0.007,0.16,0.05,0.17,0.33,, ,4.7,,,
12/02/1990 00:00,,,20.3,7,14,,,,,,, ,0.23,, ,2,,,
12/02/1990 00:00,,120,,,16,16,30,,0.036,0.01,0.14,0.28,0.29,, ,1.6,,,
12/02/1990 00:00,,110,20.3,7,14,,50,,0.029,0.02,0.12,0.21,0.23,, ,2,,,
19/02/1990 00:00,,,19.5,7,16,,,,,,, ,0.84,, ,2.5,,,
19/02/1990 00:00,,,,,,13,,,0.043,0.14,0.08,0.19,0.33,, ,,,,
19/02/1990 00:00,,91,19.5,7,16,,48,,0.022,0.14,0.09,0.7,0.84,, ,2.49,,,
07/03/1990 00:00,,,16.1,6.8,21,,,,,,, ,0.76,, ,2.7,,,
07/03/1990 00:00,,79,16.1,6.8,21,,25,,0.027,0.21,0.09,0.55,0.76,, ,2.7,,,
19/03/1990 00:00,,,,,,,,,,,, ,,, ,4.96,,,
20/03/1990 00:00,,,20,7.1,22,,,,,,, ,0.9,, ,5.3,,,
20/03/1990 00:00,,83,20,7.1,22,,13,,0.028,0.28,0.03,0.62,0.9,, ,5.3,,,
02/04/1990 00:00,,,24.7,7,22,,,,,,, ,1.03,, ,6.6,,,
02/04/1990 00:00,,103,24.7,7,22,,7,,0.017,0.3,0.11,0.73,1.03,, ,6.6,,,
18/04/1990 00:00,,,17.4,6.9,15,,,,,,, ,0.42,, ,1.2,,,
18/04/1990 00:00,,84,17.4,6.9,15,,12,,0.027,0.25,0.01,0.17,0.42,, ,1.2,,,
23/04/1990 00:00,,,,,,46,,,,,, ,,, ,,,,
30/04/1990 00:00,,,17,6.4,15,,,,,,, ,0.55,, ,1.1,,,
30/04/1990 00:00,,,,,,,,,,,, ,,, ,1.5,,,
30/04/1990 00:00,,93,17,6.4,15,,9,,0.017,0.26,0.14,0.29,0.55,, ,1.1,,,
14/05/1990 00:00,,,16.4,6.9,18,,,,,,, ,0.86,, ,3.4,,,
14/05/1990 00:00,,80,16.4,6.9,18,,4,,0.01,0.65,0.01,0.21,0.86,, ,3.4,,,
28/05/1990 00:00,,,16.2,7.1,14,,,,,,, ,1.38,, ,1.1,,,
28/05/1990 00:00,,103,16.2,7.1,14,,15,,0.027,0.08,0.07,1.3,1.38,, ,1.1,,,
14/06/1990 00:00,,,14,7,16,,,,,,, ,0.37,, ,0.7,,,
14/06/1990 00:00,,72,14,7,16,,14,,0.016,0.19,0.02,0.18,0.37,, ,0.7,,,
25/06/1990 00:00,,,13.6,7.3,17,,,,,,, ,0.27,, ,0.9,,,
25/06/1990 00:00,,80,13.6,7.3,17,,5,,0.013,0.26,0.01,0.01,0.27,, ,0.9,,,
10/07/1990 00:00,,,13.5,7.2,16,,,,,,, ,0.41,, ,3.4,,,
10/07/1990 00:00,,83,13.5,7.2,16,,4,,0.008,0.16,0.02,0.25,0.41,, ,3.4,,,
23/07/1990 00:00,,,,,,,,,,,, ,,, ,1.14,,,
24/07/1990 00:00,,,14,7.1,16,,,,,,, ,0.37,, ,1,,,
24/07/1990 00:00,,87,14,7.1,16,,5,,0.009,0.1,0.1,0.27,0.37,, ,1,,,
01/08/1990 00:00,,,12.2,7.3,18,,,,,,, ,0.755,, ,,,,
01/08/1990 00:00,,,,7.3,18,13,33,,0.005,0.46,0.13,0.48,0.94,, ,,,,
01/08/1990 00:00,,96,12.2,7.3,18,2,8,,0.006,0.26,0.01,0.31,0.57,, ,,,,
02/08/1990 00:00,,,12.617,7.1167,13.417,,,,,,, ,0.734,, ,,,,
02/08/1990 00:00,,116,12.4,7,13,152,174,,0.016,0.17,0.01,0.67,0.84,, ,,,,
02/08/1990 00:00,,115,12.4,7,13,136,194,,0.017,0.17,0.01,0.63,0.8,, ,,,,
02/08/1990 00:00,,115,12.7,7.1,13,132,170,,0.008,0.17,0.01,0.56,0.73,, ,,,,
02/08/1990 00:00,,114,12.7,7.1,14,183,152,,0.083,0.16,0.01,0.74,0.9,, ,,,,
02/08/1990 00:00,,112,12.7,7,13,134,162,,0.074,0.16,0.01,0.59,0.75,, ,,,,
02/08/1990 00:00,,111,12.5,7.2,14,111,150,,0.016,0.09,0.01,0.5,0.59,, ,,,,
02/08/1990 00:00,,112,13,7.2,13,122,152,,0.02,0.08,0.01,0.58,0.66,, ,,,,
02/08/1990 00:00,,113,12.8,7.1,14,99,139,,0.015,0.07,0.01,0.58,0.65,, ,,,,
02/08/1990 00:00,,112,12.6,7.2,14,118,170,,0.029,0.16,0.01,0.61,0.77,, ,,,,
02/08/1990 00:00,,111,12.5,7.2,14,120,121,,0.049,0.17,0.01,0.51,0.68,, ,,,,
02/08/1990 00:00,,112,12.5,7.1,13,115,126,,0.006,0.18,0.01,0.56,0.74,, ,,,,
02/08/1990 00:00,,111,12.6,7.2,13,239,148,,0.011,0.17,0.01,0.53,0.7,, ,,,,
03/08/1990 00:00,,,12.733,7.0667,13.667,,,,,,, ,0.637,, ,,,,
03/08/1990 00:00,,109,12.8,7.2,14,118,122,,0.019,0.12,0.01,,0.12,, ,,,,
03/08/1990 00:00,,109,12.8,6.8,14,113,120,,0.02,0.13,0.02,1.12,1.25,, ,,,,
03/08/1990 00:00,,111,12.6,7.2,13,239,180,,0.028,0.15,0.01,0.39,0.54,, ,,,,
04/08/1990 00:00,,,12.8,7.2,14,,,,,,, ,1.15,, ,,,,
04/08/1990 00:00,,110,12.8,7.2,14,58,70,,0.015,0.13,0.01,1.02,1.15,, ,,,,
06/08/1990 00:00,,,12.3,7.2,13,,,,,,, ,0.74,, ,,,,
06/08/1990 00:00,,109,12.3,7.2,13,58,63,,0.017,0.17,0.01,0.57,0.74,, ,,,,
08/08/1990 00:00,,,11.8,7,13,,,,,,, ,0.6,, ,1.4,,,
08/08/1990 00:00,,110,11.8,7,13,22,76,,0.024,0.22,0.02,0.38,0.6,, ,1.4,,,
21/08/1990 00:00,,,10.8,6.7,11,,,,,,, ,0.81,, ,0.8,,,
21/08/1990 00:00,,83,10.8,6.7,11,,122,,0.043,0.25,0.04,0.56,0.81,, ,0.8,,,
27/08/1990 00:00,,,,,,,,,,0.22,0.06,0.48,0.7,, ,1.17,,,
03/09/1990 00:00,,,12.9,6.7,11,,,,,,, ,0.44,, ,0.8,,,
03/09/1990 00:00,,86,12.9,6.7,11,,107,,0.053,0.26,0.02,0.18,0.44,, ,0.8,,,
19/09/1990 00:00,,,12,6.9,14,,,,,,, ,0.79,, ,2.5,,,
19/09/1990 00:00,,86,12,6.9,14,,57,,0.027,0.33,0.01,0.46,0.79,, ,2.5,,,
24/09/1990 00:00,,,,,,,,,,,, ,,, ,2.1,,,
02/10/1990 00:00,,,13.5,6.9,11,,,,,,, ,0.69,, ,0.9,,,
02/10/1990 00:00,,100,13.5,6.9,11,,43,,0.028,0.26,0.01,0.43,0.69,, ,0.9,,,
15/10/1990 00:00,,,18.9,7.2,12,,,,,,, ,0.45,, ,2.7,,,
15/10/1990 00:00,,106,18.9,7.2,12,,29,,0.028,0.25,0.01,0.2,0.45,, ,2.7,,,
30/10/1990 00:00,,,24.7,7.5,19,,,,,,, ,0.62,, ,11.8,,,
30/10/1990 00:00,,129,24.7,7.5,19,,8,,0.012,0.22,0.01,0.4,0.62,, ,11.8,,,
05/11/1990 00:00,,,18,6.7,10,,,,,,, ,,, ,,,,
05/11/1990 00:00,,93,18,6.7,10,,27,,,,, ,,, ,,,,
13/11/1990 00:00,,,18.4,7.1,12,,,,,,, ,0.25,, ,6.4,,,
13/11/1990 00:00,,96,18.4,7.1,12,,25,,0.03,0.15,0.02,0.1,0.25,, ,6.35,,,
28/11/1990 00:00,,,25.1,7.3,16,,,,,,, ,0.36,, ,7.2,,,
28/11/1990 00:00,,106,25.1,7.3,16,,6,,0.017,0.16,0.04,0.2,0.36,, ,7.2,,,
13/12/1990 00:00,,,24.9,6.8,20,,,0.006,,,, ,0.8,, ,2.4,,,
13/12/1990 00:00,,98,24.9,6.8,20,,9,0.006,0.013,0.1,0.02,0.7,0.8,, ,2.4,11.12299465,,
28/12/1990 00:00,,,28.8,7.2,22,,,,,,, ,0.51,, ,1.3,,,
28/12/1990 00:00,,98,28.8,7.2,22,,2,,0.009,0.11,0.05,0.4,0.51,, ,1.3,,,
07/01/1991 00:00,,,28.3,7.5,24,,,,,,, ,0.23,, ,1.6,,,
07/01/1991 00:00,,106,28.3,7.5,24,,3,,0.01,0.06,0.02,0.17,0.23,, ,1.6,,,
24/01/1991 00:00,,,25.9,7.5,24,,,,,,, ,0.64,, ,5.4,,,
24/01/1991 00:00,,98,25.9,7.5,24,,5,,0.011,0.06,0.02,0.58,0.64,, ,5.4,,,
06/02/1991 00:00,,,27.2,7.8,25,,,,,,, ,0.52,, ,12.4,,,
06/02/1991 00:00,,108,27.2,7.8,25,,7,,0.04,0.01,0.08,0.51,0.52,, ,12.4,,,
19/02/1991 00:00,,,26.5,7.2,24,,,,,,, ,0.36,, ,13.2,,,
19/02/1991 00:00,,92,26.5,7.2,24,,6,,0.01,0.01,0.03,0.35,0.36,, ,13.2,,,
06/03/1991 00:00,,,24.7,7.1,30,,,,,,, ,0.19,, ,2,,,
06/03/1991 00:00,,92,24.7,7.1,30,,3,,0.009,0.02,0.04,0.17,0.19,, ,2,,,
19/03/1991 00:00,,,25.2,7.2,39,,,,,,, ,0.32,, ,1.3,,,
19/03/1991 00:00,,95,25.2,7.2,39,,3,,0.006,0.07,0.02,0.25,0.32,, ,1.32,,,
02/04/1991 00:00,,,23,7.4,44,,,,,,, ,0.3,, ,1.6,,,
02/04/1991 00:00,,97,23,7.4,44,,3,,0.011,0.12,0.02,0.18,0.3,, ,1.63,,,
15/04/1991 00:00,,,20.8,7.5,46,,,,,,, ,0.34,, ,0.7,,,
15/04/1991 00:00,,99,20.8,7.5,46,,1,,,0.12,0.05,0.22,0.34,, ,0.7,,,
01/05/1991 00:00,,,17.2,7.3,39,,,,,,, ,,, ,1.4,,,
01/05/1991 00:00,,92,17.2,7.3,39,,3,,,,, ,,, ,1.4,,,
23/05/1991 00:00,,,15.7,7.5,30,,,,,,, ,0.79,, ,3.4,,,
23/05/1991 00:00,,93,15.7,7.5,30,,3,,0.008,0.58,0.01,0.21,0.79,, ,3.4,,,
29/05/1991 00:00,,,15.8,6.6,29,,,,,,, ,0.63,, ,1.8,,,
29/05/1991 00:00,,91,15.8,6.6,29,,3,,0.008,0.39,0.03,0.24,0.63,, ,1.8,,,
05/06/1991 00:00,,,15.1,7.4,30,,,,,,, ,0.85,, ,1.5,,,
05/06/1991 00:00,,94,15.1,7.4,30,,2,,0.006,0.5,0.01,0.35,0.85,, ,1.5,,,
