ID,H,SAL,TEMP,
1,-0.2449,34.1194,21.2640
2,-0.2494,34.4910,21.5441
3,-0.2502,35.1034,21.7596
4,-0.2513,35.5429,21.7320
5,-0.2517,35.7758,21.7239
6,-0.2525,35.9128,21.1056
7,-0.2536,35.9754,18.9479
8,-0.2614,35.9914,16.9664
9,-0.2461,35.9971,16.2299
10,-0.2488,33.7828,21.1808
11,-0.2462,34.4767,21.6195
12,-0.2464,35.2871,21.7133
13,-0.2494,35.8276,21.1181
14,-0.2505,35.9362,20.2127
15,-0.2509,35.9676,19.2442
16,-0.2518,35.9861,17.8752
17,-0.2532,35.9936,16.5017
18,-0.2608,35.9935,16.3447
19,-0.2612,33.3235,21.1362
20,-0.2466,34.4370,21.6154
21,-0.2484,35.3111,21.7409
22,-0.2468,35.8488,20.7626
23,-0.2485,35.9700,18.9835
24,-0.2466,35.9885,17.6503
25,-0.2465,35.9931,16.7989
26,-0.2471,35.9948,16.1742
27,-0.2500,35.9953,16.1619
28,-0.2504,33.1573,20.9979
29,-0.2510,34.7427,21.4229
30,-0.2517,35.6062,21.4233
31,-0.2590,35.9228,20.1406
32,-0.2592,35.9812,18.1900
33,-0.2610,35.9917,16.7751
34,-0.2476,35.9929,16.2378
35,-0.2487,35.9956,16.0447
36,-0.2482,35.9972,16.0562
37,-0.2497,33.0489,20.8409
38,-0.2487,34.8128,21.1936
39,-0.2489,35.6683,21.0653
40,-0.2470,35.9390,19.6533
41,-0.2473,35.9814,17.7369
42,-0.2483,35.9932,16.5443
43,-0.2495,35.9931,16.0907
44,-0.2500,35.9966,16.0863
45,-0.2507,35.9969,16.1192
46,-0.2578,35.9968,16.1480
47,-0.2585,32.9782,20.5133
48,-0.2592,34.8189,20.6038
49,-0.2599,35.7041,20.0653
50,-0.2602,35.9638,18.3376
51,-0.2592,35.9936,16.3455
52,-0.2486,35.9974,15.9750
53,-0.2506,35.9984,15.9559
54,-0.2495,35.9976,15.9988
55,-0.2496,35.9946,16.2240
56,-0.2495,32.9919,20.1838
57,-0.2489,34.7393,19.6537
58,-0.2476,35.8504,17.7131
59,-0.2491,35.9951,16.1310
60,-0.2491,35.9997,15.9587
61,-0.2479,35.9995,15.9561
62,-0.2486,35.9992,15.9615
63,-0.2478,35.9990,15.9651
64,-0.2495,32.7286,20.2371
65,-0.2504,34.8738,19.3074
66,-0.2575,35.8389,17.8410
67,-0.2582,35.9904,16.3274
68,-0.2582,33.6966,21.3871
69,-0.2600,34.3889,21.7623
70,-0.2600,35.2858,21.8336
71,-0.2601,35.8105,21.5429
72,-0.2595,35.9111,21.0918
73,-0.2483,35.9645,19.5945
74,-0.2486,35.9900,17.3539
75,-0.2494,35.9935,16.6940
76,-0.2474,35.9939,16.6561
77,-0.2498,33.2374,21.3711
78,-0.2481,34.1303,21.7837
79,-0.2490,35.1595,21.8431
80,-0.2476,35.8325,21.0173
81,-0.2489,35.9582,19.6273
82,-0.2488,35.9839,18.2615
83,-0.2477,35.9909,17.0063
84,-0.2497,35.9924,16.6100
85,-0.2487,35.9940,16.7220
86,-0.2502,34.5103,21.3596
87,-0.2474,34.7449,21.5739
88,-0.2482,35.2215,21.8172
89,-0.2493,35.6317,21.9508
90,-0.2568,35.8585,21.7503
91,-0.2573,35.9481,20.1482
92,-0.2577,35.9876,17.5765
93,-0.2581,35.9950,16.3698
94,-0.2612,34.1370,21.4223
95,-0.2605,34.6332,21.7412
96,-0.2614,35.3496,21.8882
97,-0.2610,35.7724,21.8427
98,-0.2502,35.8977,21.5013
99,-0.2528,35.9602,19.6168
100,-0.2501,35.9890,17.2865
101,-0.2502,35.9957,16.6043
102,-0.2501,32.8661,21.3115
103,-0.2499,34.1340,21.7387
104,-0.2499,35.1628,21.8626
105,-0.2491,35.8204,20.7950
106,-0.2494,35.9691,18.7695
107,-0.2489,35.9908,17.2497
108,-0.2492,35.9934,16.6638
109,-0.2481,35.9936,16.4786
110,-0.2476,35.9933,16.4720
111,-0.2476,32.7748,21.2065
112,-0.2504,34.5641,21.5843
113,-0.2502,35.5252,21.6146
114,-0.2485,35.9008,20.3947
115,0.0050,35.9772,18.3606
116,-0.2474,35.9929,16.7704
117,-0.2474,35.9928,16.3313
118,-0.2465,35.9927,16.2519
119,-0.2623,35.9933,16.3491
120,-0.2617,32.7124,21.0791
121,-0.2623,34.6588,21.3653
122,-0.2612,35.6143,21.3243
123,-0.2613,35.9256,19.9813
124,-0.2494,35.9770,18.0893
125,-0.2481,35.9917,16.7659
126,-0.2495,35.9921,16.2025
127,-0.2482,35.9931,16.0848
128,-0.2483,35.9911,16.3256
129,-0.2499,32.7213,20.8145
130,-0.2470,34.7674,20.8948
131,-0.2472,35.6878,20.3927
