ID,H,SAL,TEMP,
1,-0.1426,35.7008,22.0358
2,-0.1483,35.6987,22.0392
3,-0.1480,35.6964,22.0394
4,-0.1491,35.6908,22.0324
5,-0.1496,35.6527,22.0012
6,-0.1498,35.6745,21.9558
7,-0.1486,35.7170,21.9356
8,-0.1394,35.8125,21.7603
9,-0.1394,35.9290,21.3579
10,-0.1441,35.4078,21.6123
11,-0.1411,35.4051,21.6202
12,-0.1383,35.4636,21.6377
13,-0.1456,35.5686,21.6151
14,-0.1467,35.6580,21.5541
15,-0.1474,35.7297,21.4624
16,-0.1475,35.7861,21.3528
17,-0.1463,35.8643,21.2058
18,-0.1371,35.9731,20.7092
19,-0.1364,34.6242,22.0966
20,-0.1397,34.6927,22.1335
21,-0.1432,35.0962,22.1419
22,-0.1387,35.4368,21.9388
23,-0.1453,35.6627,21.5864
24,-0.1409,35.7540,21.4469
25,-0.1389,35.7894,21.4275
26,-0.1382,35.8903,21.1078
27,-0.1454,35.9849,20.6258
28,-0.1459,34.2069,22.0852
29,-0.1461,34.6707,22.1959
30,-0.1458,35.3154,22.0155
31,-0.1402,35.7519,21.3634
32,-0.1408,35.9224,20.8418
33,-0.1349,35.9578,20.7169
34,-0.1403,35.9659,20.6817
35,-0.1446,35.9728,20.6417
36,-0.1380,35.9923,20.5552
37,-0.1461,34.0307,22.0524
38,-0.1364,34.8730,22.1878
39,-0.1453,35.5107,21.8235
40,-0.1408,35.9055,20.8710
41,-0.1379,35.9766,20.5746
42,-0.1347,35.9841,20.5573
43,-0.1457,35.9845,20.5848
44,-0.1458,35.9870,20.6010
45,-0.1456,35.9914,20.6017
46,-0.1409,35.9910,20.6120
47,-0.1414,33.7719,21.9204
48,-0.1485,34.9107,21.9434
49,-0.1510,35.7313,21.1330
50,-0.1496,35.9884,20.4657
51,-0.1491,35.9977,20.4283
52,-0.1399,35.9979,20.4297
53,-0.1465,35.9959,20.4515
54,-0.1381,35.9925,20.4937
55,-0.1464,35.9889,20.5434
56,-0.1366,33.2212,21.7407
57,-0.1451,34.2424,21.4981
58,-0.1342,35.7964,20.6426
59,-0.1342,35.9964,20.4217
60,-0.1449,35.9997,20.4171
61,-0.1273,35.9996,20.4174
62,-0.1259,35.9986,20.4236
63,-0.1272,35.9967,20.4345
64,-0.1444,33.0882,21.7063
65,-0.1442,33.1976,21.6753
66,-0.1395,34.5900,21.1288
67,-0.1406,35.6404,20.6603
68,-0.1494,35.4719,22.2286
69,-0.1519,35.4733,22.2367
70,-0.1565,35.4776,22.2444
71,-0.1512,35.5330,22.2704
72,-0.1505,35.5853,22.2303
73,-0.1387,35.6411,22.1366
74,-0.1429,35.7209,21.9769
75,-0.1383,35.8686,21.5352
76,-0.1409,35.9709,21.2437
77,-0.1370,35.0676,22.1664
78,-0.1402,35.0684,22.1786
79,-0.1346,35.2384,22.2315
