Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.3,21.3, 9.0,240.6,147.9, 0.71,  9.30,0.530,0.0,0.6,30.80,0.1, 0.86, 250.0, 250.0,4.452000,0.416262,0.024709,0.457920,0.036863,0.002656,1.272000,0.143100,0.006106,0.063600,0.008745,0.000194
100.0, 0.3,21.3, 9.0,240.6,147.9, 0.71,  9.30,0.530,0.0,0.6,30.80,0.1, 0.86, 250.0, 250.0,4.452000,0.416262,0.024709,0.457920,0.036863,0.002656,1.272000,0.143100,0.006106,0.063600,0.008745,0.000194
