Site,Nodestring ID
Berowra.csv,13
CalabashBay.csv,14
CareelBay.csv,8
CoalAndCandle.csv,19
Coba.csv,12
Colo.csv,2
Cowan.csv,17
EasternCreek_SthCk.csv,25
ElvinaBay.csv,9
Grose.csv,3
MacDonald.csv,1
Mangrove.csv,23
Marramarra.csv,21
McCarrs.csv,10
MooneyMooney.csv,20
MudPoint.csv,15
Mullet.csv,16
Pittwater.csv,11
Popran.csv,22
Smiths.csv,18
SouthCreek_SthCk.csv,26
TheBasin.csv,7
