Site,X,Y
Filled_AWTP_Final.csv,  285537.1, 6264438.0
Filled_NorthRichmond_Final.csv,  289995.0, 6282518.0
Filled_Winmalee_Final.csv, 283132.0, 6272050.0
Filled_Penrith_Final.csv,  285585.3, 6264388.5
Filled_Picton_Final.csv,  281816.8, 6212886.4
Filled_Brooklyn_Final.csv,  333061.0, 6286817.0
Filled_McGrathHill_Final.csv,  298145.2, 6278560.1
Filled_SouthWindsor_Final.csv,  298184.9, 6275487.2
