FVC file = HN_Cal_warmup.fvc, Simulation Execution: 16/02/2020 16:51:50
Points file .\HN_Cal_OutputPoints.csv writing results to ..\..\output\HN_Cal_v3\HN_Cal_warmup_POINTS.csv,X,Y,ID,CellID,CellX,CellY
, 0.32792484700000E+06, 0.62962747350000E+07,           0,        2670, 0.32792848094597E+06, 0.62962488605223E+07
, 0.31944260200000E+06, 0.62981497340000E+07,           0,        3583, 0.31944584351660E+06, 0.62981530354167E+07
, 0.31303916600000E+06, 0.63044860470000E+07,           0,        3944, 0.31304387569703E+06, 0.63044847700808E+07
