TIME,ID_WLGauge_212431_Spencer_H [m],ID_WLGauge_212431_Spencer_D [m],ID_WLGauge_212429_GundermanCar_H [m],ID_WLGauge_212429_GundermanCar_D [m],ID_WLGauge_212460_WisemansFerr_H [m],ID_WLGauge_212460_WisemansFerr_D [m]
25/11/2005 00:00:00,  0.1000000E+03,  0.1016373E+03,  0.1000000E+03,  0.1047316E+03,  0.1000000E+03,  0.1060000E+03
25/11/2005 01:00:14,  0.9996420E+02,  0.1016015E+03,  0.9998257E+02,  0.1047141E+03,  0.9998515E+02,  0.1059852E+03
