Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.3,22.1,22.0,234.4,109.3, 2.21, 37.40,0.080,0.0,0.1,19.00,0.0, 1.84, 250.0, 250.0,2.730000,0.255255,0.015151,0.280800,0.022604,0.001629,0.780000,0.087750,0.003744,0.039000,0.005363,0.000119
100.0, 0.3,22.1,22.0,234.4,109.3, 2.21, 37.40,0.080,0.0,0.1,19.00,0.0, 1.84, 250.0, 250.0,2.730000,0.255255,0.015151,0.280800,0.022604,0.001629,0.780000,0.087750,0.003744,0.039000,0.005363,0.000119
