Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.3,22.1,25.9,234.4,  3.6, 0.71,  4.29,0.060,0.0,0.7,20.00,0.0, 0.19, 250.0, 250.0,0.273000,0.025525,0.001515,0.028080,0.002260,0.000163,0.078000,0.008775,0.000374,0.003900,0.000536,0.000012
100.0, 0.3,22.1,25.9,234.4,  3.6, 0.71,  4.29,0.060,0.0,0.7,20.00,0.0, 0.19, 250.0, 250.0,0.273000,0.025525,0.001515,0.028080,0.002260,0.000163,0.078000,0.008775,0.000374,0.003900,0.000536,0.000012
