Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,02/06/1999 00:00:00,12/03/2017 00:00:00,259.000
WQ_OXY_SAT,19/06/1984 00:00:00,12/03/2017 00:00:00,292.000
TEMP,19/06/1984 00:00:00,12/03/2017 00:00:00,306.000
WQ_CAR_PH,19/06/1984 00:00:00,12/03/2017 00:00:00,298.000
COND,19/06/1984 00:00:00,12/03/2017 00:00:00,295.000
WQ_DIAG_TOT_TSS,02/07/1996 00:00:00,12/03/2017 00:00:00,131.000
WQ_DIAG_TOT_TURBIDITY,19/06/1984 00:00:00,12/03/2017 00:00:00,279.000
WQ_PHS_FRP,19/06/1984 00:00:00,12/03/2017 00:00:00,611.000
WQ_DIAG_TOT_TP,19/06/1984 00:00:00,12/03/2017 00:00:00,616.000
WQ_NIT_NIT,29/08/1995 00:00:00,12/03/2017 00:00:00,610.000
WQ_NIT_AMM,29/08/1995 00:00:00,12/03/2017 00:00:00,611.000
WQ_DIAG_TOT_TN,29/08/1995 00:00:00,12/03/2017 00:00:00,611.000
WQ_DIAG_TOT_TOC,13/03/1997 00:00:00,20/04/2012 00:00:00,19.000
WQ_DIAG_PHY_TCHA,02/11/2011 00:00:00,20/04/2012 00:00:00,9.000
WQ_RSI_SIL,19/06/1984 00:00:00,12/03/2017 00:00:00,596.000
ENT,02/07/1996 00:00:00,19/06/2001 00:00:00,121.000
FC,07/05/1996 00:00:00,12/03/2017 00:00:00,287.000
