ID,X,Y,Z
1583,333010,6294010.333,0.24037905
1584,333111.6825,6293798.166,-2.5
1585,333156.1224,6293694.919,-1.00001359
1586,330351.4096,6277566.502,-9.988901138
1587,330471.6011,6277569.17,-8.875041008
1588,330750.9478,6290427.276,-4.899984837
1589,330715.8651,6290350.375,-2.900009155
1590,330670.7268,6290259.836,-7.641475201
1591,330246.3636,6291555.261,-8.000031471
1592,330310.2257,6291459.064,-10
1593,330374.0617,6291362.905,-10
1594,330437.8584,6291266.8,-11.99999905
1595,330501.5925,6291170.794,-11
1596,330565.2046,6291074.968,-12
1597,330628.5463,6290979.552,-8
1598,333188.259,6294079.063,-2.5
1599,333176.1044,6294223.11,-0.453879267
1600,333015.4389,6294204.756,0.292414874
1601,333228.9215,6293979.519,-2.5
1602,333269.6181,6293879.887,-1.537064672
1603,330343.3307,6277370.694,-15.50716877
1604,330444.9152,6277328.181,-19.44479752
1605,330522.6667,6277271.333,-17.68217659
1606,330655.3103,6290569.922,-6.055243015
1607,330634.0384,6290450.085,-5.900000095
1608,330602.6437,6290312.313,-8.079569817
1609,330003.0977,6291337.042,-6.000002384
1610,330097.7976,6291262.537,-8
1611,330192.4722,6291188.057,-8
1612,330287.1076,6291113.605,-11.99999905
1613,330381.6807,6291039.204,-11
1614,330476.1465,6290964.888,-12
1615,330570.403,6290890.733,-8
1616,333351.5437,6294182.951,-2.5
1617,333343.3841,6294305.535,-0.338655502
1618,333379.3941,6294104.404,-2.5
1619,333407.2449,6294025.855,-2.47110343
1620,330198.312,6277168.953,-12.08836651
1621,330298.6405,6277073.128,-22.93252945
1622,330530.587,6290643.681,-6.00001049
1623,330522.0923,6290495.36,-6.000000954
1624,330541.4973,6290777.861,-7
1625,330505.0198,6290327.567,-5.900001049
1626,330474.2869,6290085.345,-6.099103451
1627,329853.7021,6291087.494,-5.900006771
1628,329959.9526,6291038.963,-6.397888184
1629,330066.2117,6290990.426,-7
1630,330172.4833,6290941.886,-12
1631,330241.4747,6290876.44,-12
1632,330329.5764,6290874.657,-12
1633,330435.5781,6290826.241,-12
1634,333540.902,6294314.833,-2.500082254
1635,333498.5719,6294419.84,0.292383611
1636,333574.0513,6294244.37,-8
1637,333607.2034,6294173.901,-2.72174263
1638,333682.3247,6293991.712,0.233471006
1639,330055.7794,6276927.101,-14.68129063
1640,330167.6757,6276850.842,-21.74221039
1641,330422.4483,6290670.073,-10
1642,330409.1549,6290508.765,-10
1643,330391.0091,6290333.862,-10
1644,330362.7312,6290107.237,-10
1645,330432.0761,6289780.945,-5.000089645
1646,330324.8858,6289838.036,-8.514140129
1647,329773.3278,6290828.49,-6.000006676
1648,329881.5342,6290802.081,-7.119013786
1649,329989.7343,6290775.677,-7
1650,330097.9289,6290749.273,-7
1651,330206.1139,6290722.869,-10
1652,330314.2878,6290696.468,-12
1653,333787.3116,6294505.807,-2.500018358
1654,333876,6294756.667,0.221700996
1655,333813.1376,6294432.326,-8
1656,333838.9625,6294358.851,-8
1657,333825.088,6294085.077,0.232795
1658,333863.23,6294267.113,-0.407804489
1659,333772.0276,6293733.726,0.197784051
1660,329902.1217,6276699.431,-9.594257355
1661,330021.6984,6276639.643,-16.82014465
1662,329758,6276739,0.5
1663,330156.3333,6276547.667,0.499992818
1664,330296.214,6290522.169,-12
1665,330276.9984,6290340.157,-12
1666,330251.2173,6290129.119,-11
1667,330217.7353,6289895.103,-11
1668,330368.7378,6289480.6,-5.136412144
1669,330267.9232,6289572.835,-4.016094208
1670,330167.1455,6289665.035,-11
1671,329731.4642,6290589.199,-8.365394592
1672,329844.4182,6290575.791,-7.465274811
1673,329957.3709,6290562.385,-7
1674,330070.3206,6290548.981,-7
1675,330183.2684,6290535.574,-10
1676,334072.5448,6294647.18,-2.5
1677,334068.6667,6294860.667,0.185231
1678,334027.5,6294562.167,-2.500009298
1679,334071.1748,6294498.011,-3.242405176
1680,329693.7964,6276447.982,-14.48419094
1681,329821.3868,6276437.257,-17.30093384
1682,330162.9875,6290346.452,-10
1683,330139.7687,6290150.988,-10
1684,330110.6456,6289952.138,-9.31098938
1685,330066.4235,6289757.184,-9.883755684
1686,330258.3143,6289198.884,-4.675434589
1687,330168.4219,6289325.072,-3.024589062
1688,330078.5599,6289451.217,-2.720304966
1689,329988.744,6289577.298,-11
1690,329706.9426,6290371.631,-5.900000095
1691,329820.954,6290365.336,-6
1692,329934.9653,6290359.041,-7
1693,330048.9764,6290352.747,-7.000058174
1694,334284.4932,6294653.907,-3.742545843
1695,334262.4674,6294503.594,-1.554208994
1696,329612.4761,6276177.561,-12.37113667
1697,329739.0621,6276202.24,-19.01582909
1698,329448.2803,6276146.287,0.499985784
1699,330028.4257,6290172.838,-8
1700,330003.6554,6290009.123,-10
1701,329965.7941,6289849.248,-10
1702,329899.0033,6289703.271,-9
1703,330067.8449,6288974.229,-3.280216217
1704,329998.3788,6289128.289,-2.228311062
1705,329928.9396,6289282.295,-5.900000095
1706,329859.5403,6289436.212,-11
1707,329790.2058,6289589.981,-10
1708,329696.9617,6290237.887,-5.900000095
1709,329806.539,6290216.383,-7.642570019
1710,329917.2762,6290194.651,-8
1711,334472.6872,6294571.683,-1.35735774
1712,334551.3333,6294729,0.213017955
1713,334440.571,6294426.003,-1.188780427
1714,329626.8479,6276009.318,-16.77804565
1715,329746.1219,6275986.935,-17.96654892
1716,329896.8473,6290066.008,-10
1717,329865.3316,6289941.158,-10
1718,329809.396,6289829.055,-10
1719,329720.9913,6289743.487,-10
1720,329799.2184,6288853.473,-3.271759033
1721,329760.262,6289023.418,-2.073200941
1722,329721.3195,6289193.3,-2.580904961
1723,329682.4006,6289363.079,-11
1724,329643.5204,6289532.689,-10
1725,329604.7115,6289701.988,-10
1726,329685.0666,6290178.805,-5.900000095
1727,329790.4245,6290122.69,-7.521406174
1728,334650.4933,6294464.772,-2.5
1729,334608.7165,6294308.298,-2
1730,329643.3765,6275852.398,-14.39404202
1731,329764.9995,6275777.665,-17.94319344
1732,329765.2204,6290032.749,-7.8298769
1733,329720.0639,6289954.457,-8.379659653
1734,329652.0303,6289896.432,-8.39477253
1735,329566.058,6289870.608,-9
1736,329501.1645,6288854.33,-2.475522995
1737,329422.9037,6288691.029,-2.736557961
1738,329496.5914,6289025.316,-2.380678892
1739,329492.0174,6289196.238,-2.904369116
1740,329487.4484,6289367.059,-11
1741,329482.8819,6289537.717,-10
1742,329478.3249,6289708.075,-9.000001907
1743,329473.7836,6289877.795,-8.000001907
1744,329666.0794,6290123.452,-5.900000095
1745,334808.7038,6294449.461,-2
1746,334780.4793,6294280.153,-1.999991298
1747,334799.5787,6294151.873,0.238703564
1748,329650.0322,6275685.459,-10.41646194
1749,329760.535,6275566.062,-17.3793087
1750,329541.5993,6275731.487,0.499958426
1751,329631.4549,6290078.843,-5.900000095
1752,329583.784,6290047.791,-5.900000095
1753,329527.8594,6290037.244,-5.900054932
1754,329469.292,6290045.709,-5.999999523
1755,329252.4655,6288960.883,-2.574954033
1756,329161.7655,6288814.888,-2.772808075
1757,329274.7032,6289121.836,-2.902287006
1758,329279.36,6288546.22,-2.659647942
1759,329389.1794,6288370.128,-3.747325897
1760,329038.1583,6288693.903,-3.121661901
1761,329294.4896,6289282.955,-3.775707006
1762,329313.3568,6289444.049,-11
1763,329328.751,6289608.594,-11
1764,329344.1063,6289769.976,-9
1765,329364.2187,6289930.287,-8
1766,329384.324,6290090.557,-6
1767,334982.8052,6294472.662,-2
1768,334984.3765,6294325.086,-1.999984026
1769,334968.449,6294224.117,0.246239141
1770,329602.5864,6275480.65,-0.349101782
1771,329694.5371,6275364.368,-4.791139603
1772,329818.3333,6275244,0.499999881
1773,329062.5252,6289122.116,-2.784725904
1774,328960.2907,6288989.867,-2.734791994
1775,329103.0802,6289268.963,-2.885946989
1776,328845.7655,6288882.76,-2.810436726
1777,329136.315,6289416.282,-5.356956959
1778,329148.6378,6288415.707,-2.527803898
1779,329273.309,6288290.467,-2.898811102
1780,328931.817,6288588.252,-3.348159075
1781,329374.592,6288194.01,-1.706772566
1782,329149.7164,6288174.932,-2.47193408
1783,329244.6681,6288069.209,-1.648190022
1784,328752.7433,6288792.488,-3.252721071
1785,329166.978,6289563.737,-11
1786,329187.999,6289718.99,-11
1787,329210.3532,6289871.25,-8
1788,329243.8675,6290016.7,-8
1789,329277.393,6290162.116,-6
1790,335188.5165,6294540.918,-2
1791,335211.522,6294398.634,-2
1792,335363.3333,6294277.333,0.236318007
1793,329479.192,6275258.546,-7.427844048
1794,329556.6758,6275195.03,-3.837979794
1795,328890.8655,6289302.393,-2.281867504
1796,328774.4279,6289182,-1.92079401
1797,328949.42,6289434.468,-2.876226902
1798,328666.1002,6289084.871,-2.092782974
1799,328995.2149,6289567.231,-6.676315784
1800,328584.1891,6289008.267,-2.232924938
1801,329036.5864,6289700.327,-10.99999619
1802,329000.2898,6288309.763,-2.52431798
1803,328804.9068,6288507.534,-3.696439981
1804,328637.2355,6288727.175,-6.484546661
1805,329412.3333,6287916,-0.935591996
1806,328980.8983,6288118.07,-2.557546377
1807,328872.095,6288038.995,-3.226303816
1808,329070.7883,6287999.313,-1.581126571
1809,328827.2734,6288241.582,-2.532632113
1810,328477.7496,6288955.755,-0.991176307
1811,329064.3582,6289849.398,-11
1812,329094.7545,6289993.092,-10
1813,329139.7115,6290121.852,-8
1814,329184.7052,6290250.582,-6
1815,335366.0083,6294625.897,-1.999999881
1816,335362,6294755.557,-0.194862857
1817,335405.6788,6294494.739,-2
1818,335499.6667,6294346.667,0.238308996
1819,329365.4509,6275021.752,-12.94119263
1820,329433.1583,6275011.959,-8.775658607
1821,329196.6667,6275005,0.499999791
1822,328737.913,6289539.889,-7.899997711
1823,328663.8347,6289399.12,-2.304805756
1824,328815.1051,6289650.038,-6.000000477
1825,328873.0416,6289761.928,-7.732236862
1826,328924.3297,6289874.931,-8.137623787
1827,328350.2631,6289158.042,-0.729632437
1828,328961.3496,6290012.372,-10
1829,328652.0512,6288464.573,-4.592420101
1830,328493.6058,6288699.961,-1.02543056
1831,328340.5101,6288941.446,-1.036841989
1832,328652.3069,6288170.843,-2.722575903
1833,328498.7255,6288103.208,-3.176789284
1834,328490.9895,6288420.62,-5.345913887
1835,328239.4424,6289140.688,-0.810638845
1836,329001.2552,6290144.196,-10
1837,329056.1426,6290250.642,-8
1838,329111.0849,6290357.07,-6.000000477
1839,335500.3734,6294693.377,-2
1840,335438.6667,6294796,-0.109578997
1841,335571.7166,6294573.644,-2
1842,335515.3333,6294836.443,0.02132424
1843,329385.5812,6274766.261,-8.819029808
1844,329467.3931,6274799.223,-6.774906158
1845,328624.1864,6289820.666,-7.028215408
1846,328717.087,6289904.371,-6.262084961
1847,328784.3123,6289991.233,-7.599020004
1848,328842.9067,6290079.975,-7.499763966
1849,328890.2058,6290200.457,-10
1850,328244.0784,6289295.017,-0.360562652
1851,328188.9723,6289268.257,-0.27596128
1852,328940.0301,6290314.858,-9.999999046
1853,328335.9599,6288673.142,-1.462964058
1854,328182.6044,6288927.973,-0.61717099
1855,328107.8363,6289127.336,-1.04957068
1856,328343.708,6288360.281,-4.602766037
1857,328369.21,6288043.144,-3.377743006
1858,328211.2119,6288286.955,-4.352775097
1859,328188.6888,6288617.357,-1.009094
1860,328110.9189,6289274.656,-0.33940798
1861,329001.5281,6290396.673,-8
1862,329063.1494,6290478.567,-6.000000477
1863,335627.3222,6294756.609,-2
1864,335727.1752,6294641.944,-2
1865,335728.3443,6294826.462,-2
1866,329510.5737,6274561.966,-8.581005096
1867,329598.2747,6274623.568,0.499831587
1868,328561.7421,6290090.372,-6.000001907
1869,328665.5293,6290150.066,-7.443298817
1870,328738.1389,6290214.551,-6.691597939
1871,328800.4232,6290281.625,-7.999991417
1872,328857.1861,6290387.779,-10
1873,328916.4159,6290486.45,-10
1874,328980.3854,6290546.416,-7.404757023
1875,328033.6682,6288874.433,-0.935500979
1876,327831.6839,6289111.529,-0.679679453
1877,327816.0359,6288988.928,-1.009405494
1878,328053.2044,6288530.78,-1.422582984
1879,328255.9274,6287983.631,-3.6612854
1880,328096.7939,6288207.947,-4.170712948
1881,327937.6512,6288432.277,-1.973165035
1882,327895.1886,6288774.621,-1.427199006
1883,329044.5476,6290606.664,-7.5
1884,335848.5302,6294755.033,-1.621567011
1885,335984.3333,6294691.667,0.146015286
1886,335783.9865,6294973.638,-1.046551943
1887,335920.1941,6294947.646,-2.088494062
1888,328535.4025,6290340.842,-6.000014782
1889,328646.4858,6290379.631,-6.967164993
1890,328721.9444,6290424.886,-7.999999523
1891,328785.6745,6290473.355,-7.259302139
1892,328839.4597,6290514.51,-10.89994812
1893,328910.1502,6290650.826,-11
1894,328844.0063,6290649.034,-11
1895,328975.4591,6290692.827,-11
1896,329040.9745,6290735.282,-11
1897,327687.84,6288883.367,-1.413756728
1898,327652.6007,6289072.33,-0.799919248
1899,327572.4503,6288962.283,-0.984579027
1900,327539.5164,6289086.799,-1.018029928
1901,327455.1159,6288863.052,-2.796843767
1902,327778.5012,6288656.619,-1.330243945
1903,328158.577,6287922.348,-4.03714323
1904,328002.6221,6288120.383,-4.122417927
1905,327846.6545,6288318.434,-1.65899229
1906,327690.675,6288516.5,-1.872293711
1907,327579.4275,6288758.86,-1.718443036
1908,335779.6508,6295156.185,-0.938690007
1909,335902.2003,6295165.879,-0.908958972
1910,328513.8887,6290562.447,-5.781527996
1911,328632.1183,6290584.997,-8
1912,328710.6686,6290615.246,-8.000005722
1913,328776.1015,6290649.08,-10
1914,328904.2266,6290805.028,-12
1915,328836.5272,6290806.023,-12
1916,328971.2556,6290833.096,-12
1917,328767.6482,6290811.261,-10.00002384
1918,329038.4582,6290861.664,-12
1919,327352.4226,6288749.695,-1.219445586
1920,327401.9035,6288945.899,-3.114299059
1921,327289.0607,6288873.693,-1.960616827
1922,327305.8573,6289007.427,-4.079900265
1923,327187.7545,6288791.603,-1.148599029
1924,327497.97,6288612.082,-2.743219852
1925,328070.3625,6287853.297,-4.752128124
1926,327915.6011,6288001.4,-4.264259815
1927,327760.1163,6288150.196,-2.132534027
1928,327604.3287,6288299.281,-0.915475011
1929,327270.5651,6288619.492,-0.931590378
1930,335668.9256,6295388.253,-1.000016332
1931,335777.3497,6295441.715,-2.339277983
1932,335904,6295445.333,-1.028197885
1933,328493.486,6290760.721,-6.000039101
1934,328618.5629,6290770.721,-8.999997139
1935,328700.2836,6290789.099,-8.000009537
1936,328925.0441,6290958.801,-13
1937,328849.3193,6290960.024,-13
1938,328976.8627,6290947.43,-13
1939,328772.4343,6290966.878,-10
1940,329035.441,6290987.812,-13
1941,328695.4059,6290953.502,-8
1942,327101.768,6288697.426,-0.864887655
1943,327197.7391,6289002.625,-1.305472732
1944,327068.514,6288931.26,-1.202072859
1945,327160.6629,6289193.26,-1.217138529
1946,327010.1383,6288836.973,-1.012457967
1947,328011.8427,6287761.855,-5.039794922
1948,327851.9844,6287853.717,-4.507020473
1949,327691.3474,6287946.023,-2.368220091
1950,327530.3689,6288038.526,-1.47359848
1951,335547.0626,6295634.898,-1.5
1952,335431.7191,6295602.536,0.499999404
1953,335664.2347,6295669.878,-1.5
1954,328518.4897,6290946.376,-6.000010967
1955,328627.734,6290914.923,-8.999991417
1956,328956.8723,6291095.888,-14
1957,328875.3129,6291098.567,-14
1958,329041.6572,6291107.44,-12.00000858
1959,328793.5263,6291104.263,-14
1960,328710.1269,6291097.439,-11.00010204
1961,328566.7046,6291100.609,-11
1962,327010.3517,6289117.772,-1.843700886
1963,327072.0904,6289426.441,-1.076346993
1964,326935.9593,6289322.655,-1.681951284
1965,327994.1565,6287665.178,-4.687166691
1966,327843.4968,6287706.781,-4.828573227
1967,327624.2799,6287758.898,-2.481673717
1968,327730.9953,6287698.833,-4.150875568
1969,327471.3198,6287801.133,-1.681637883
1970,335572.6302,6295918.691,-0.500000656
1971,335696.5842,6295926.988,-1.551943064
1972,328977.2496,6291230.939,-16
1973,328896.6456,6291239.059,-16
1974,329059.9834,6291231.729,-12.000103
1975,328815.2355,6291247.943,-15
1976,328732.9731,6291250.066,-14.00003338
1977,328589.3153,6291260.686,-11.00000191
1978,326791.6751,6289177.333,-0.638889909
1979,326912.0777,6289597.949,-1.521986365
1980,326796.5076,6289470.064,-0.963187575
1981,326677.9093,6289293.044,-0.54095602
1982,327992.1496,6287570.865,-3.440736532
1983,327851.4455,6287567.917,-4.943312168
1984,327710.1101,6287564.956,-3.99496603
1985,327568.4932,6287561.986,-2.0984869
1986,327426.7225,6287559.016,-1.593014956
1987,335631.2209,6296336.539,-1.499999881
1988,335751.4282,6296346.306,-1.195911288
1989,328999.5677,6291365.71,-18
1990,328917.2933,6291379.535,-18
1991,329082.6412,6291354.672,-11.00006199
1992,328834.0083,6291394.289,-15
1993,328750.847,6291406.499,-14.00000381
1994,328604.7794,6291425.581,-11
1995,326623.4974,6288988.659,-0.578394115
1996,326573,6289076,-0.687356651
1997,326682.0196,6289726.108,-1.053313971
1998,326636.664,6289607.925,-1.270651221
1999,326700.1517,6289865.756,-1.291291952
2000,326564.2921,6289408.604,-0.478593022
2001,326487.4743,6289093.314,-0.533104122
2002,327988.8362,6287497.143,-3.517569542
2003,327853.5968,6287469.41,-5.024970055
2004,327718.1091,6287441.62,-3.907552958
2005,327582.4903,6287413.804,-2.028144598
2006,327446.7936,6287385.977,-1.558887005
2007,327324.0092,6287309.237,-1.288382173
2008,335643.4365,6296611.157,-1.5
2009,335500.5188,6296694.217,0.5
2010,335790.2648,6296608.904,-1
2011,329010.5402,6291514.578,-20
2012,328930.2915,6291527.122,-18
2013,329090.6852,6291501.933,-11.00000381
2014,328849.9386,6291539.565,-16
2015,329174.4695,6291524.956,-6.000006676
2016,328769.483,6291551.904,-14.00006294
2017,328631.2216,6291570.085,-11
2018,326353.9815,6289772.253,-0.999974012
2019,326370.2948,6289665.109,-0.938687205
2020,326338.408,6289909.9,-0.323805094
2021,326700.9054,6290030.195,-0.713105381
2022,326359.0382,6290084.4,-0.510898948
2023,327990.1045,6287435.22,-3.782649755
2024,327870.7531,6287393.434,-5.114625454
2025,327751.1875,6287351.57,-3.892280102
2026,327631.5084,6287309.67,-2.1820333
2027,327511.7625,6287267.747,-1.515910029
2028,327392.125,6287198.502,-1.395918012
2029,327208.0646,6287172.299,-0.976846337
2030,327274.2479,6287084.142,-1.340857983
2031,335693.5524,6296744.234,-1.5
2032,335532.065,6296791.34,0.5
2033,335869.3997,6296738.105,-1.280210972
2034,329004.9151,6291677.953,-20
2035,328929.6856,6291680.058,-18
2036,329079.899,6291675.657,-11.00000954
2037,328854.2104,6291681.97,-16
2038,329162.4576,6291678.805,-6.000004768
2039,328778.4906,6291683.685,-15.0000267
2040,329260.0254,6291599.56,-0.899999976
2041,329254.5317,6291693.086,-0.899999976
2042,328656.7681,6291690.055,-11
2043,326041.1384,6289700.994,-1
2044,326076.8787,6289595.45,-1
2045,327994.1607,6287382.785,-4.298785686
2046,327894.0756,6287333.223,-5.20051384
2047,327793.885,6287283.611,-3.797361374
2048,327693.6389,6287233.973,-2.50632596
2049,327593.3607,6287184.32,-1.534644365
2050,327478.3011,6287119.584,-1.504912972
2051,327358.2671,6287016.707,-1.435147047
2052,327096.9543,6287031.557,-1.025596738
2053,327173.0699,6286954.292,-1.330528975
2054,327265.7293,6286888.23,-1.306988955
2055,335815.8982,6296867.244,-1.499999881
2056,335969.6896,6296860.054,-0.880621076
2057,328999.5875,6291835.344,-16
2058,328929.7411,6291823.361,-18
2059,329069.1876,6291847.19,-11.00000095
2060,328859.6514,6291811.234,-16.00004578
2061,329150.4446,6291832.679,-6.000027657
2062,328789.3213,6291798.967,-16
2063,329249.0787,6291785.921,-0.899999976
2064,328683.3327,6291786.856,-11
2065,325863.2481,6289642.036,0
2066,325896.5337,6289522.826,0
2067,325783.7294,6289755.583,3.15E-06
2068,327999.0615,6287337.327,-5.008728981
2069,327919.912,6287284.365,-5.360517025
2070,327840.6002,6287231.296,-4.017469883
2071,327761.2122,6287178.174,-2.977609158
2072,327681.781,6287125.023,-2.204851866
2073,327573.2636,6287063.447,-1.434720159
2074,327452.1495,6286964.685,-1.545524955
2075,327368.9323,6286830.948,-1.456631184
2076,327009.7524,6286900.27,-1.073922873
2077,327096.5932,6286826.789,-1.043877125
2078,326854.3093,6287011.922,-0.946790457
2079,327198.9546,6286755.759,-1.10728097
2080,327312.4446,6286686.557,-1.017884135
2081,336014.4451,6297014.571,-1.49998498
2082,336097.7914,6296995.262,-1.00003922
2083,328989.2131,6291990.26,-15.99973488
2084,328921.7452,6291961.365,-16
2085,329056.5843,6292019.118,-11.00006104
2086,328854.1868,6291932.433,-16
2087,329138.429,6291986.578,-0.900080144
2088,328786.5498,6291903.468,-15.00003242
2089,329243.6599,6291878.172,-0.899999976
2090,328689.8611,6291869.034,-11
2091,325750.0638,6289611.162,0
2092,325768.8641,6289484.622,0
2093,325673.7235,6289726.004,0.499997526
2094,325679.9829,6289858.512,3.27E-06
2095,325570.7069,6289837.513,0.499998689
2096,328005.5148,6287292.967,-5.195390701
2097,327953.9862,6287234.111,-5.564268589
2098,327901.5552,6287174.228,-4.659450054
2099,327848.8788,6287114.058,-4.255723953
2100,327796.099,6287053.774,-1.755860686
2101,326944.6554,6286778.378,-1.046318054
2102,327040.8283,6286704.366,-0.979447126
2103,326800.3535,6286886.838,-1.129489779
2104,327151.875,6286624.074,-0.912943006
2105,326611.0491,6287127.161,-0.672979176
2106,326590.3377,6287004.204,-0.910497129
2107,327275.5359,6286538.134,-0.865671992
2108,336209.844,6297155.815,-1
2109,336252.2106,6297123.476,-1
2110,328954.5673,6292129.929,-16
2111,328886.6771,6292087.311,-16
2112,329022.6213,6292172.554,-11.00021935
2113,328818.9503,6292044.698,-15
2114,329194,6292084,-9
2115,329175.6476,6292200.071,-0.900024891
2116,328751.3887,6292002.087,-15
2117,329269.6667,6291985.667,-0.899999976
2118,328657.0863,6291948.597,-11
2119,325605.4201,6289988.192,3.90E-06
2120,325501.983,6289979.722,0.499998063
2121,328167.1522,6287210.237,-1.461019993
2122,328108.8643,6287149.366,-4.042943001
2123,328050.594,6287088.501,-5.977447987
2124,327992.3363,6287027.66,-5.977434158
2125,327934.1171,6286966.854,-2.20841217
2126,327083.5676,6286489.936,-0.378017992
2127,327218.6456,6286398.968,-0.55892098
2128,326356.6013,6287237.825,-0.584424019
2129,326360.0525,6287100.266,-0.573925018
2130,336373.9483,6297284.659,-1
2131,336386.8333,6297237.5,-1
2132,328898.0531,6292254.505,-16
2133,328828.2353,6292199.396,-16
2134,328968.3382,6292309.585,-11.00025558
2135,328758.8824,6292144.257,-15
2136,329139.0348,6292345.494,-0.899999976
2137,328689.9926,6292089.085,-15
2138,328598.1726,6292019.327,-11.00000095
2139,325549.3968,6290129.743,3.73E-06
2140,325438.872,6290124.649,0.499992728
2141,328426.1821,6287062.692,-1.52610302
2142,328327.5804,6287011.208,-1.215692043
2143,328228.9534,6286959.705,-3.522270918
2144,328130.2905,6286908.183,-7.256411076
2145,328031.5735,6286856.639,-1.33968854
2146,326990.6634,6286349.892,-0.205893993
2147,327135.9907,6286265.919,-0.082997009
2148,326129.3686,6287301.775,-0.332053244
2149,326150.9809,6287157.521,-0.381128848
2150,336450.0136,6297425.435,-1
2151,328831.8378,6292381.972,-16
2152,328757.4905,6292319.657,-15.99999809
2153,328906.6635,6292444.228,-11.0000906
2154,328682.1563,6292290.65,-14.99999714
2155,328645.6631,6292225.868,-14.00003052
2156,329111.0641,6292490.203,-0.899999976
2157,328570.8868,6292163.184,-14
2158,328475.6054,6292080.634,-11.00000191
2159,325458.9866,6290364.609,0
2160,325330.7683,6290376.107,0
2161,325159.8908,6290361.337,0
2162,328557.461,6286862.22,-1.61805737
2163,328435.8437,6286824.383,-1.167687058
2164,328314.2382,6286786.545,-3.810743093
2165,328192.646,6286748.712,-6.308253765
2166,328071.0748,6286710.889,-0.795125484
2167,325907.9108,6287223.507,-0.165175572
2168,325942.2613,6287115.959,-0.100315392
2169,336506.689,6297682.402,-0.99999994
2170,328745.7224,6292510.832,-16
2171,328658.8007,6292442.212,-16
2172,328832.8986,6292579.398,-11.00001907
2173,328572.135,6292373.541,-14
2174,329056.5217,6292646.48,-0.899999976
2175,328485.7261,6292304.823,-14
2176,328398.3322,6292235.414,-14
2177,328290.8961,6292141.923,-11.00000381
2178,325377.115,6290619.622,7.90E-08
2179,325247.0133,6290615.441,0.49999997
2180,325540,6290617.5,0.5
2181,325466,6290643.833,0.5
2182,325003.3517,6290271.005,0
2183,328594.9089,6286639.694,-1.034237742
2184,328469.2235,6286615.766,-1.429294944
2185,328343.538,6286591.835,-4.094929218
2186,328217.8538,6286567.903,-5.240272999
2187,328092.1707,6286543.975,-0.695725083
2188,336550.3944,6297870.504,-0.5
2189,336377.5495,6297920.792,-0.5
2190,336854.2575,6297823.671,-0.5
2191,328648.2858,6292625.787,-13
2192,328541.3372,6292543.501,-13
2193,328755.3174,6292708.051,-10.99999332
2194,328434.4733,6292461.19,-13
2195,328969.8325,6292821.296,-0.829716921
2196,328327.6945,6292378.86,-13
2197,328220.7191,6292296.304,-13
2198,328094.3939,6292183.138,-10.00000191
2199,325306.6329,6290786.905,0
2200,325150.7995,6290752.508,0.49999997
2201,325477.7571,6290784.421,1.46E-08
2202,325657.9071,6290736.126,0.5
2203,324929.2315,6290168.556,0
2204,328537.2315,6286397.92,-1.558619022
2205,328702.8684,6286304.324,-0.786118388
2206,328429.3536,6286388.952,-2.876816034
2207,328321.4083,6286379.98,-4.50622797
2208,328213.3787,6286370.995,-4.628330231
2209,328105.2424,6286362.006,-1.095142603
2210,336288,6298003,-0.5
2211,337118.0811,6297837.965,-0.5
2212,328559.2674,6292719.601,-10.99999714
2213,328436.9472,6292632.59,-11
2214,328681.6343,6292806.581,-2.358730793
2215,328314.678,6292545.555,-11
2216,328883.7586,6292959.566,-0.634310126
2217,328192.4618,6292458.495,-11
2218,329032.2126,6293087.319,-3.41E-07
2219,328068.3961,6292371.269,-11
2220,327916.6196,6292250.108,-0.841237009
2221,325253.9803,6290928.534,9.88E-08
2222,325060.3602,6290895.244,0.5
2223,325489.2591,6290932.339,0
2224,325750.055,6290904.953,0.5
2225,324877.8953,6290058.173,0
2226,328385.379,6286116.755,-3.405845165
2227,328297.3992,6286126.462,-4.775402069
2228,328927.3811,6286201.474,-0.620374858
2229,328965.209,6286031.54,-0.445056021
2230,328246.3697,6286173.01,-4.843081474
2231,328164.9515,6286138.214,-3.582318068
2232,328076.998,6286147.917,-1.552484512
2233,337215.9334,6297957.436,-0.5
2234,328485.8352,6292800.515,-9
2235,328358.1707,6292721.636,-11
2236,328613.6262,6292879.353,-1.68600595
2237,328230.6362,6292642.721,-10.99999428
2238,328741.9013,6292980.53,-1.328326106
2239,328103.2342,6292563.773,-11
2240,328703.8207,6293038.11,-0.445294172
2241,327971.4134,6292484.326,-11
2242,327799.3721,6292377.8,-1.099287033
2243,327624.2049,6292270.979,-0.212927997
2244,325234.9883,6291068.415,0.499998629
2245,325060.6929,6291034.705,0.5
2246,325454.8919,6291087.134,0.499999046
2247,325722.6138,6291086.52,0.5
2248,324831.3606,6289909.609,0
2249,328313.73,6285851.186,-5.735137463
2250,328221.7036,6285873.557,-5.006237984
2251,328129.6703,6285895.928,-3.215831041
2252,329148.3021,6286149.208,-0.485400945
2253,329148.0022,6286028.03,-0.433376431
2254,328037.6308,6285918.302,-1.910243154
2255,337285.2214,6298116.663,-0.5
2256,337421.0768,6298127.926,-0.5
2257,328397.4474,6292863.447,-8.999998093
2258,328262.0472,6292791.793,-10
2259,328532.9378,6292935.062,-1.02294302
2260,328175.306,6292724.767,-10.00000191
2261,328600.9737,6293000.707,-0.952991784
2262,328063.3332,6292684.624,-10
