Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 2.4,27.5, 5.0,203.1, 26.6, 0.35, 14.30,0.290,0.0,0.0,14.30,0.1, 0.00, 240.0,  60.0,14.280000,1.335180,0.079254,1.468800,0.118238,0.008519,4.080000,0.459000,0.019584,0.204000,0.028050,0.000622
100.0, 2.4,27.5, 5.0,203.1, 26.6, 0.35, 14.30,0.290,0.0,0.0,14.30,0.1, 0.00, 240.0,  60.0,14.280000,1.335180,0.079254,1.468800,0.118238,0.008519,4.080000,0.459000,0.019584,0.204000,0.028050,0.000622
