Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
01/07/1985,8,80,10.5,6.9,33,,55,0.34,0.44,1.5,0.3,1.2,2.7,,,7.95,9.6,,
08/07/1985,,,,,,,,,,,,,,,,,,,
16/07/1985,,,,,,,,,,,,,,,,,,,
30/07/1985,,,,,,,,,,,,,,,,,,,
13/08/1985,,,,,,,,,,,,,,,,,,,
27/08/1985,,,,,,,,,,,,,,,,,,,
09/09/1985,,,,,,,,,,,,,,,,,,,
23/09/1985,8,91,17,7.1,31,,37,0.15,0.31,0.45,0.07,0.95,1.4,,,26.77,2.4,,
08/10/1985,,,,,,,,,,,,,,,,,,,
21/10/1985,8,88,14.8,7.1,16,,19,0.022,0.054,0.11,0.01,0.4,0.51,,,3.6,7.5,,
04/11/1985,8,92,15.4,7.2,17,,12.1,0.02,0.058,0.18,,0.3,0.48,,,3.1,8.1,,
11/11/1985,8,89,18.7,7.1,19.8,53,169,0.029,0.12,0.26,0.12,1.2,1.46,,,4.5,8.1,,
25/11/1985,,,,,,,,,,,,,,,,,,,
09/12/1985,8,92,20,6.9,15.8,,39,0.028,0.07,0.2,0.05,0.7,0.9,,,3.16,8.1,,
30/12/1985,10,130,28.2,8.5,21.5,,11.2,,0.1,0.01,0.01,0.55,0.56,,,8.86,7.3,,
13/01/1986,,,,,,,,,,,,,,,,,,,
28/01/1986,,,,,,,,,,,,,,,,,,,
10/02/1986,8,111,25.8,8.1,24,,7.3,0.16,0.2,0.03,0.07,0.65,0.68,,,21.21,6.2,,
24/02/1986,6,83,24.7,7.6,26,,9.5,0.24,0.285,0.08,0.17,0.8,0.88,,,23.69,7.5,,
10/03/1986,7,90,23.3,7.5,31,,9.4,0.335,0.375,0.27,0.16,0.95,1.22,,,19.62,8.1,,
25/03/1986,,,,,,,,,,,,,,,,,,,
14/04/1986,,,,,,,,,,,,,,,,,,,
28/04/1986,,,,,,,,,,,,,,,,,,,
12/05/1986,8,90,18.3,7.3,37,,13.3,0.75,0.83,1.3,0.04,0.75,2.05,,,26.17,5.6,,
26/05/1986,9,102,15.7,7.6,34,,10.6,0.53,0.58,1.1,0.02,0.7,1.8,,,40.35,2.8,,
10/06/1986,12,123,14.3,8.4,32,,10.2,0.54,0.62,1,0.02,0.85,1.85,,,45.27,3,,
24/06/1986,,,,,,,,,,,,,,,,,,,
08/07/1986,12,121,11.4,8.5,31,,6.5,0.6,1,1.3,0.06,0.75,2.05,,,28.77,2.1,,
21/07/1986,,,,,,,,,,,,,,,,,,,
05/08/1986,,,,,,,,,,,,,,,,,,,
18/08/1986,10,94,11.3,6.9,14,,180,,,0.42,0.09,0.65,1.07,,,2.55,,,
04/09/1986,,,,,,,,,,,,,,,,,,,
15/09/1986,,,,,,,,,,,,,,,,,,,
29/09/1986,8,94,16.5,7,16.7,,53,0.028,0.075,0.58,0.03,0.6,1.18,,,15.52,9.4,,
13/10/1986,,,,,,,,,,,,,,,,,,,
22/10/1986,,,,,,,,,0.096,0.52,0.05,0.45,0.97,,,,9.2,,
24/10/1986,,,,,,,,,0.054,0.44,0.02,0.45,0.89,,,,9.4,,
27/10/1986,,,,,,,,,,,,,,,,,,,
29/10/1986,,,,,,,,,0.092,0.25,0.01,0.75,1,,,,7.3,,
31/10/1986,,,,,,,,,0.235,0.8,0.06,0.85,1.65,,,,5.6,,
03/11/1986,,,,,,,,,0.25,0.65,0.08,1.3,1.95,,,,4.5,,
10/11/1986,,,,,,,,,,,,,,,,,,,
11/11/1986,,,,,,,,,0.26,0.61,0.02,1,1.61,,,,1.7,,
19/11/1986,,,,,,,,,0.03,0.27,0.01,0.45,0.72,,,,8.8,,
24/11/1986,9,100,18.3,7.1,15.4,,26,0.013,0.031,0.27,0.17,0.6,0.87,,,3.84,8.1,,
25/11/1986,,,,,,,,,0.028,0.23,0.03,0.5,0.73,,,,8.1,,
03/12/1986,,,,,,,,,0.035,0.45,0.05,0.8,1.25,,,,10.3,,
08/12/1986,9,105,20.7,7.7,64.7,,36,0.039,0.098,0.1,0.05,0.9,1,,,15.01,4.5,,
09/12/1986,,,,,,,,,0.061,0.45,0.05,0.45,0.9,,,,10.3,,
17/12/1986,,,,,,,,,,0.05,0.04,0.75,0.8,,,,,,
18/12/1986,,,,,,,,,,,,,,,,,,,
29/12/1986,7,95,28.4,7.7,81,,22,0.019,0.068,0.08,0.01,0.95,1.03,,,4.28,3.4,,
30/12/1986,,,,,,,,,,,,,,,,,,,
05/01/1987,,,,,,,,,,1.3,0.27,1.1,2.4,,,,,,
14/01/1987,,,,,,,,,,0.53,0.01,0.7,1.23,,,,,,
19/01/1987,,,,,,,,,,,,,,,,,,,
21/01/1987,,,,,,,,,,0.08,0.21,0.9,0.98,,,,,,
29/01/1987,,,,,,,,,0.245,0.07,0.06,0.85,0.92,,,,8.1,,
03/02/1987,,,,,,,,,,,,,,,,,,,
05/02/1987,,,,,,,,,0.36,0.06,0.17,1.3,1.36,,,,4.9,,
12/02/1987,,,,,,,,0.2,0.25,0.28,0.15,1,1.28,,,,3.9,,
16/02/1987,,,,,,,,,,,,,,,,,,,
18/02/1987,,,,,,,,0.325,0.4,0.25,0.35,2.7,2.95,,,,8.6,,
23/02/1987,,,,,,,,0.26,0.34,0.15,0.03,0.95,1.1,,,,8.6,,
02/03/1987,,,,,,,,,,,,,,,,,,,
03/03/1987,,,,,,,,0.91,0.98,1.4,0.24,1.1,2.5,,,,7.1,,
04/03/1987,7,,20,7,,29,,,0.35,0.23,0.37,1,1.23,,,,,,
13/03/1987,,,,,,,,0.083,0.11,0.11,0.03,0.55,0.66,,,,8.3,,
17/03/1987,,,,,,,,,,,,,,,,,,,
18/03/1987,,,,,,,,0.143,0.21,0.24,0.19,0.9,1.14,,,,9,,
24/03/1987,,,,,,,,0.28,0.329,0.55,0.07,0.7,1.25,,,,8.1,,
30/03/1987,,,,,,,,,,,,,,,,,,,
01/04/1987,,,,,,,,0.006,0.33,0.55,0.19,0.8,1.35,,,,7.3,,
03/04/1987,,,,,,,,0.103,0.21,0.18,0.05,0.6,0.78,,,,6.4,,
13/04/1987,,,,,,,,,,,,,,,,,,,
15/04/1987,,,,,,,,0.129,0.184,0.33,0.18,0.9,1.23,,,,5.3,,
21/04/1987,,,,,,,,0.147,0.242,0.62,0.27,1.2,1.82,,,,5.3,,
28/04/1987,10,115,19.5,7.6,27.1,,7.1,0.245,0.37,1.1,0.07,0.7,1.8,,,35.27,4.1,,
29/04/1987,,,,,,,,0.28,0.35,1.1,0.06,1.3,2.4,,,,4.1,,
06/05/1987,,,,,,,,0.39,0.42,1.2,0.11,0.9,2.1,,,,4.1,,
12/05/1987,,,,,,,,,,,,,,,,,,,
13/05/1987,,,,,,,,0.6,0.7,1.7,0.12,1,2.7,,,,6.6,,
18/05/1987,,,,,,,,0.389,0.448,1.3,0.13,1.2,2.5,,,,6.4,,
25/05/1987,9,95,16.4,7,22.5,,9.6,0.3,0.36,1,0.04,0.5,1.5,,,25.19,5.8,,
27/05/1987,,,,,,,,0.239,0.3,1.1,0.05,0.6,1.7,,,,5.3,,
02/06/1987,,,,,,,,0.259,0.319,1.2,0.04,0.65,1.85,,,,4.1,,
10/06/1987,,,,,,,,,,,,,,,,,,,
16/06/1987,,,,,,,,0.27,0.44,,,,,,,,3.4,,
22/06/1987,,,,,,,,,,,,,,,,,,,
23/06/1987,,,,,,,,0.314,0.372,1.5,0.08,0.7,2.2,,,,3.4,,
29/06/1987,,,,,,,,0.313,0.421,1.4,0.04,0.8,2.2,,,,4.5,,
07/07/1987,,,,,,,,,,,,,,,,,,,
09/07/1987,,,,,,,,0.36,0.52,,,,,,,,4.3,,
15/07/1987,12,,14,7.4,,,10,,0.46,1.5,0.12,1.6,3.1,,,,,,
20/07/1987,,,,,,,,,,,,,,,,,,,
30/07/1987,,,,,,,,0.47,0.53,2,0.22,1.2,3.2,,,,3.6,,
04/08/1987,,,,,,,,,,,,,,,,,,,
12/08/1987,,,,,,,,0.12,0.34,1.7,0.31,1,2.7,,,,7.7,,
17/08/1987,,,,,,,,,,,,,,,,,,,
20/08/1987,,,,,,,,0.035,0.151,0.18,0.03,0.7,0.88,,,,7.1,,
31/08/1987,8,92,15.6,7,13,,50,0.028,0.112,0.28,0.07,0.75,1.03,,,6.71,9.4,,
03/09/1987,,,,,,,,0.024,0.057,0.29,0.02,0.35,0.64,,,,9.6,,
14/09/1987,10,109,16,7.1,19,,10.4,0.023,0.045,0.24,0.02,0.35,0.59,,,17.99,9.6,,
17/09/1987,,,,,,,,0.023,0.037,0.2,0.04,0.6,0.8,,,,7.5,,
28/09/1987,,,,,,,,,,,,,,,,,,,
08/10/1987,,,,,,,,0.113,,,,,,,,,0.4,,
13/10/1987,9,106,19.5,8.2,27.6,,4.4,0.18,0.23,0.82,0.12,0.75,1.57,,,13.34,0.9,,
14/10/1987,,,,,,,,0.173,0.207,,,,,,,,0.9,,
26/10/1987,7,77,18.2,6.7,22.1,,200,0.072,0.126,0.03,0.05,1.1,1.13,,,,9.4,,
29/10/1987,,,,,,,,,,,,,,,,,,,
10/11/1987,6,73,22.2,7,23.5,,18.3,0.036,0.076,0.07,0.02,0.75,0.82,,,16.37,8.6,,
23/11/1987,7,86,21.5,7.1,29,,29,0.071,0.097,0.07,0.12,0.95,1.02,,,7.44,9.4,,
25/11/1987,,,,,,,,0.094,0.107,0.02,0.01,0.95,0.97,,,,9,,
08/12/1987,,,,,,,,,,,,,,,,,,,
09/12/1987,,,,,,,,0.017,0.055,0.01,0.02,0.9,0.91,,,,9.4,,
21/12/1987,5,70,24.9,7.4,25,,14.8,,0.25,0.03,0.43,1.65,1.68,,,12.9,1.9,,
04/01/1988,,,,,,,,,,,,,,,,,,,
18/01/1988,7,97,26.4,7.7,22.8,,12.3,0.172,0.235,0.2,0.14,0.76,0.96,,,21.47,6.6,,
01/02/1988,9,124,26.1,8.7,24.6,,10,0.215,0.265,0.72,0.01,0.85,1.57,,,29.51,6.6,,
16/02/1988,,,,,,,,,,,,,,,,,,,
24/02/1988,,,,,,,,,0.163,0.56,0.28,0.91,1.47,,,,,,
29/02/1988,9,120,25.8,8.4,24.3,,6.2,0.147,0.176,0.69,0.04,0.39,1.08,,,22.79,5.1,,
14/03/1988,7,93,22.1,7.3,29.2,,8.9,0.157,0.195,1.38,0.08,0.27,1.65,,,56.21,2.1,,
23/03/1988,,,,,,,,,0.243,1.7,0.1,0.97,2.67,,,,,,
28/03/1988,9,114,23.1,7.6,32.9,,8.8,0.241,0.274,1.7,0.01,0.71,2.41,,,42.53,0.4,,
11/04/1988,8,90,18.5,6.7,12.7,,108,0.042,0.096,0.12,0.01,0.51,0.63,,,8.05,7.1,,
14/04/1988,,,,,,,,,0.062,0.13,0.01,0.67,0.8,,,,,,
26/04/1988,8,97,18.1,7.1,18.6,,11,0.073,0.106,0.35,0.12,0.81,1.16,,,14.33,7.9,,
09/05/1988,9,106,18.3,6.9,14.8,,16,0.007,0.018,0.09,0.01,0.39,0.48,,,2.47,7.7,,
23/05/1988,9,96,16.6,7.1,20,,11.7,0.03,0.046,0.55,0.12,0.52,1.07,,,7.64,8.8,,
26/05/1988,,,,,,,,,0.047,0.5,0.12,0.75,1.25,,,,,,
06/06/1988,8,89,15.5,7,22,,46,0.101,0.148,0.71,0.01,0.76,1.47,,,,7.9,,
02/08/1988,,,13,7.1,4,,,0.052,0.078,0.76,0.26,,1.57,,,10.9,,,
02/08/1988,10,105,13,7.1,4,,14,0.052,0.078,0.76,0.26,0.81,1.57,,,10.89,9,,
22/08/1988,,,,,,,,,,,,,,,,,,,
06/09/1988,,,16.5,7.1,16,,,,0.068,0.23,0.19,,0.8,,,16.4,,,
06/09/1988,9,104,16.5,7.1,16,,8,,0.068,0.23,0.19,0.57,0.8,,,16.4,,,
19/09/1988,,,16,7.2,23,,,,0.019,0.19,1.18,,1.13,,,21,,,
19/09/1988,9,98,16,7.2,23,,18,,0.019,0.19,1.18,0.94,1.13,,,20.99,,,
04/10/1988,,,19.7,7.5,21,,,0.003,0.033,0.12,0.11,,0.88,,,31.7,,,
04/10/1988,9,111,19.7,7.5,21,,7,0.003,0.033,0.12,0.11,0.76,0.88,,,31.67,10.3,,
18/10/1988,,,,,,,,,,,,,,,,,,,
31/10/1988,,,,,,,,,,,,,,,,,,,
14/11/1988,,,,,,,,,,,,,,,,,,,
16/11/1988,,,,,,,,,,,,,,,,,,,
17/11/1988,,,,,,,,,,,,,,,,,,,
20/11/1988,,,,,,,,,,,,,,,,8.95,,,
29/11/1988,,,21.7,7,18,,,0.127,0.212,0.69,0.47,,1.87,,,,,,
29/11/1988,6,73,21.7,7,18,,222,0.127,0.212,0.69,0.47,1.18,1.87,,,,,,
12/12/1988,,,24.7,7.2,34,,,0.091,0.145,0.55,0.22,,1.38,,,14.9,,,
12/12/1988,6,74,24.7,7.2,34,,30,0.091,0.145,0.55,0.22,0.83,1.38,,,14.9,,,
29/12/1988,,,23.7,7,24,,,0.028,0.057,0.13,0.04,,2.21,,,11.4,,,
29/12/1988,6,78,23.7,7,24,,36,0.028,0.057,0.13,0.04,2.08,2.21,,,11.41,6,,
09/01/1989,,,21.3,7.1,15,,,0.029,0.041,0.21,0.04,,0.69,,,5.6,,,
09/01/1989,8,96,21.3,7.1,15,,19,0.029,0.041,0.21,0.04,0.48,0.69,,,5.6,,,
24/01/1989,,,,,,,,,,,,,,,,,,,
06/02/1989,,,,,,,,,,,,,,,,,,,
21/02/1989,,,22.7,7.1,21,,,0.089,0.123,0.39,0.07,,0.71,,,30.7,,,
21/02/1989,7,83,22.7,7.1,21,,10,0.089,0.123,0.39,0.07,0.32,0.71,,,30.68,,,
07/03/1989,,,,,,,,,,,,,,,,,,,
21/03/1989,,,18.2,7.1,15.5,,,,0.03,0.22,,,0.43,,,4.3,,,
21/03/1989,8,93,18.2,7.1,15.5,,8,,0.03,0.22,,0.21,0.43,,,4.28,,,
10/04/1989,,,19.1,7.2,14,,,,,,,,,,,,,,
10/04/1989,9,103,19.1,7.2,14,,18,,,,,,,,,,,,
17/04/1989,,,19,7.2,15,,,,0.027,0.15,0.01,,0.51,,,1.6,,,
17/04/1989,9,101,19,7.2,15,,9,,0.027,0.15,0.01,0.36,0.51,,,1.6,,,
01/05/1989,,,18,7.1,14,,,,0.054,0.16,0.02,,0.54,,,0.5,,,
01/05/1989,9,105,18,7.1,14,,13,,0.054,0.16,0.02,0.38,0.54,,,0.5,,,
17/05/1989,,,16.2,7.1,16,,,,0.072,0.28,0.05,,0.82,,,2.8,,,
17/05/1989,7,83,16.2,7.1,16,,29,,0.072,0.28,0.05,0.54,0.82,,,2.8,,,
29/05/1989,,,15.1,7,14,,,,0.039,0.28,0.07,,0.76,,,0.2,,,
29/05/1989,8,82,15.1,7,14,,1,,0.039,0.28,0.07,0.48,0.76,,,0.2,,,
13/06/1989,,,14.8,7.2,14,,,,0.031,0.26,0.04,,0.54,,,0.2,,,
13/06/1989,8,90,14.8,7.2,14,,4,,0.031,0.26,0.04,0.28,0.54,,,0.24,,,
26/06/1989,,,13,7.2,13,,,,0.038,0.24,0.02,,0.65,,,1,,,
26/06/1989,9,90,13,7.2,13,,27,,0.038,0.24,0.02,0.41,0.65,,,0.95,,,
10/07/1989,,,12.2,7.1,16,,,,0.056,0.35,0.1,,0.86,,,2.5,,,
10/07/1989,9,92,12.2,7.1,16,,9,,0.056,0.35,0.1,0.51,0.86,,,2.48,,,
26/07/1989,,,11.3,7.1,22,,,,0.034,0.5,0.03,,1,,,1.8,,,
26/07/1989,9,95,11.3,7.1,22,,7,,0.034,0.5,0.03,0.5,1,,,1.83,,,
07/08/1989,,,11.9,7.3,19,,,,0.026,0.2,0.6,,0.8,,,1.4,,,
07/08/1989,9,95,11.9,7.3,19,,7,,0.026,0.2,0.6,0.6,0.8,,,1.43,,,
22/08/1989,,,13.6,7.4,25,,,,0.054,0.55,0.15,,1.47,,,14.6,,,
22/08/1989,10,106,13.6,7.4,25,,11,,0.054,0.55,0.15,0.92,1.47,,,14.6,,,
04/09/1989,,,,,,,,,,,,,,,,,,,
12/09/1989,,,,,,,,,,,,,,,,49.9,,,
12/09/1989,,,,,,11,,,,,,,,,,49.85,,,
18/09/1989,,,,,,,,,,,,,,,,,,,
19/09/1989,,,15.9,,29,,,,,0.81,0.14,,1.11,,,,,,
19/09/1989,12,125,15.9,,29,,5,,,0.81,0.14,0.3,1.11,,,,,,
03/10/1989,,,,,,,,,,,,,,,,,,,
16/10/1989,,,,,,,,,,,,,,,,,,,
31/10/1989,,,21.4,7.6,38,,,,0.047,1.1,0.07,,2.27,,,15.4,,,
31/10/1989,7,90,21.4,7.6,38,,7,,0.047,1.1,0.07,1.17,2.27,,,15.4,,,
14/11/1989,,,22.5,7.7,42,,,,0.177,1.52,0.29,,2.09,,,28.9,,,
14/11/1989,8,103,22.5,7.7,42,,6,,0.177,1.52,0.29,0.57,2.09,,,28.9,,,
24/11/1989,,,,,,,,,,,,,,,,,,,
27/11/1989,,,,,,,,,,,,,,,,,,,
13/12/1989,,,24,6.7,25,,,,0.093,0.63,0.09,,1.77,,,22.2,,,
13/12/1989,7,85,24,6.7,25,,35,,0.093,0.63,0.09,1.14,1.77,,,22.2,,,
28/12/1989,,,25.7,8.6,29,,,,0.036,0.33,0.21,,0.91,,,13.4,,,
28/12/1989,9,118,25.7,8.6,29,,5,,0.036,0.33,0.21,0.58,0.91,,,13.4,,,
08/01/1990,,,,,,,,,,,,,,,,,,,
22/01/1990,,,24.2,7.8,28,,,,0.259,0.56,0.22,,1.25,,,40.9,,,
22/01/1990,9,111,24.2,7.8,28,,2,,0.259,0.56,0.22,0.69,1.25,,,40.9,,,
12/02/1990,,,20.3,7,14,,,,0.81,0.18,0.12,,0.44,,,2.7,,,
12/02/1990,9,104,20.3,7,14,,282,,0.81,0.18,0.12,0.26,0.44,,,2.7,,,
26/02/1990,,,18.7,6.9,15,,,,0.036,0.18,0.04,,0.79,,,2.4,,,
26/02/1990,9,99,18.7,6.9,15,,42,,0.036,0.18,0.04,0.61,0.79,,,2.4,,,
12/03/1990,,,16.2,7.1,19,,,,0.044,0.33,,,0.75,,,3.1,,,
12/03/1990,7,102,16.2,7.1,19,,12,,0.044,0.33,,0.42,0.75,,,3.1,,,
02/04/1990,,,23.3,7.2,26,,,,0.099,1.11,0.03,,1.69,,,35.1,,,
02/04/1990,9,110,23.3,7.2,26,,17,,0.099,1.11,0.03,0.58,1.69,,,35.1,,,
18/04/1990,,,17.4,7,14,,,,0.036,0.26,0.01,,0.49,,,0.9,,,
18/04/1990,8,90,17.4,7,14,,9,,0.036,0.26,0.01,0.23,0.49,,,0.9,,,
01/05/1990,,,15.7,7.1,16,,,,0.024,0.24,0.03,,0.72,,,0.9,,,
01/05/1990,8,88,15.7,7.1,16,,15,,0.024,0.24,0.03,0.48,0.72,,,0.9,,,
14/05/1990,,,,,,,,,,,,,,,,,,,
30/05/1990,,,15,7.1,14,,,,0.023,0.08,0.06,,0.93,,,1.4,,,
30/05/1990,8,91,15,7.1,14,,14,,0.023,0.08,0.06,0.85,0.93,,,1.4,,,
14/06/1990,,,13,7.2,17,,,,0.021,0.23,0.04,,0.4,,,0.9,,,
14/06/1990,8,84,13,7.2,17,,19,,0.021,0.23,0.04,0.17,0.4,,,0.9,,,
18/06/1990,,,13,6.8,18,,,,0.021,0.29,0.06,,0.45,,,1.3,,,
18/06/1990,8,83,13,6.8,18,,10,,0.021,0.29,0.06,0.16,0.45,,,1.32,,,
03/07/1990,,,12.5,6.9,19,,,,0.014,0.25,0.1,,0.93,,,3.4,,,
03/07/1990,10,103,12.5,6.9,19,,15,,0.014,0.25,0.1,0.68,0.93,,,3.4,,,
19/07/1990,,,12.1,7.2,17,,,,0.015,0.26,0.01,,0.6,,,3,,,
19/07/1990,9,93,12.1,7.2,17,,10,,0.015,0.26,0.01,0.34,0.6,,,3,,,
23/07/1990,,,11.7,7.1,21,,,,0.023,0.91,0.01,,1.27,,,2.5,,,
23/07/1990,11,107,11.7,7.1,21,,15,,0.023,0.91,0.01,0.36,1.27,,,2.5,,,
31/07/1990,,,11.9,7.4,20,,,,0.018,0.28,0.08,,0.83,,,2.5,,,
31/07/1990,9,95,11.9,7.4,20,,8,,0.018,0.28,0.08,0.55,0.83,,,2.5,,,
13/08/1990,,,11.9,7.1,13,,,,0.02,0.19,0.02,,0.55,,,1.4,,,
13/08/1990,11,105,11.9,7.1,13,,70,,0.02,0.19,0.02,0.36,0.55,,,1.4,,,
27/08/1990,,,11.4,7.1,14,,,,0.051,0.29,0.01,,0.59,,,1.2,,,
27/08/1990,10,96,11.4,7.1,14,,48,,0.051,0.29,0.01,0.3,0.59,,,1.2,,,
