Theresa Park Weir Structure Function - pre upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2,y1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,43.6,43.8,44,44.2,44.4,44.6,44.8,45,45.2,45.4,45.6,45.8,46,46.2,46.3,46.4,46.6,46.8,47,47.2,47.4,47.6,47.8,48,48.2,50,200
0,0,0,0.162037037,0.34837963,0.465277778,0.489583333,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
43.6,0,0,0.162037037,0.34837963,0.465277778,0.489583333,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
43.8,-0.162037037,-0.162037037,0,0.34837963,0.465277778,0.489583333,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
44,-0.34837963,-0.34837963,-0.34837963,0,0.465277778,0.489583333,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
44.2,-0.465277778,-0.465277778,-0.465277778,-0.465277778,0,0.489583333,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
44.4,-0.489583333,-0.489583333,-0.489583333,-0.489583333,-0.489583333,0,0.510416667,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
44.6,-0.510416667,-0.510416667,-0.510416667,-0.510416667,-0.510416667,-0.510416667,0,0.53125,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
44.8,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,0,0.550925926,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
45,-0.550925926,-0.550925926,-0.550925926,-0.550925926,-0.550925926,-0.550925926,-0.550925926,-0.550925926,0,0.570601852,0.587962963,0.630787037,0.681712963,0.732638889,0.782407407,0.805555556,1.918981481,10.83217593,24.52546296,41.7025463,62.51388889,86.58564815,115.5208333,150,184.4791667,212.7430556,10000,10000
