ID,NCS_fs1,NCS_fs2,NCS_tau_0,NCS_epsilon
1,0.9000,0.0000,0.2000,0.0015
2,0.9000,0.0000,0.2000,0.0015
3,0.9000,0.0000,0.2000,0.0015
4,0.9000,0.0000,0.2000,0.0015
5,0.9000,0.0000,0.2000,0.0015
6,0.9000,0.0000,0.2000,0.0015
7,0.9000,0.0000,0.2000,0.0015
8,0.9000,0.0000,0.1500,0.0050
9,0.9000,0.0000,0.2000,0.0015
10,0.9000,0.0000,0.2000,0.0015
11,0.9000,0.0000,0.2000,0.0015
12,0.9000,0.0000,0.2000,0.0015
13,0.9000,0.0000,0.2000,0.0015
14,0.9000,0.0000,0.2000,0.0015
15,0.9000,0.0000,0.2000,0.0015
16,0.9000,0.0000,0.2000,0.0015
17,0.9000,0.0000,0.2000,0.0015
18,0.9000,0.0000,0.1500,0.0050
19,0.9000,0.0000,0.1500,0.0050
20,0.9000,0.0000,0.2000,0.0015
21,0.9000,0.0000,0.2000,0.0015
22,0.9000,0.0000,0.2000,0.0015
23,0.9000,0.0000,0.2000,0.0015
24,0.9000,0.0000,0.2000,0.0015
25,0.9000,0.0000,0.2000,0.0015
26,0.9000,0.0000,0.2000,0.0015
27,0.9000,0.0000,0.2000,0.0015
28,0.9000,0.0000,0.2000,0.0015
29,0.9000,0.0000,0.2000,0.0015
30,0.9000,0.0000,0.2000,0.0015
31,0.9000,0.0000,0.1500,0.0050
32,0.9000,0.0000,0.1500,0.0050
33,0.9000,0.0000,0.1500,0.0050
34,0.9000,0.0000,0.2000,0.0015
35,0.9000,0.0000,0.2000,0.0015
36,0.9000,0.0000,0.2000,0.0015
37,0.9000,0.0000,0.2000,0.0015
38,0.9000,0.0000,0.2000,0.0015
39,0.9000,0.0000,0.2000,0.0015
40,0.9000,0.0000,0.2000,0.0015
41,0.9000,0.0000,0.2000,0.0015
42,0.9000,0.0000,0.2000,0.0015
43,0.9000,0.0000,0.2000,0.0015
44,0.9000,0.0000,0.2000,0.0015
45,0.9000,0.0000,0.2000,0.0015
46,0.9000,0.0000,0.1500,0.0050
47,0.9000,0.0000,0.1500,0.0050
48,0.9000,0.0000,0.1500,0.0050
49,0.9000,0.0000,0.1500,0.0050
50,0.9000,0.0000,0.1500,0.0050
51,0.9000,0.0000,0.1500,0.0050
52,0.9000,0.0000,0.2000,0.0015
53,0.9000,0.0000,0.2000,0.0015
54,0.9000,0.0000,0.2000,0.0015
