ID,NCS_fs1,NCS_fs2,NCS_tau_0,NCS_epsilon
55,0.9000,0.0000,0.2000,0.0015
56,0.9000,0.0000,0.2000,0.0015
57,0.9000,0.0000,0.2000,0.0015
58,0.9000,0.0000,0.2000,0.0015
59,0.9000,0.0000,0.2000,0.0015
60,0.9000,0.0000,0.2000,0.0015
61,0.9000,0.0000,0.2000,0.0015
62,0.9000,0.0000,0.2000,0.0015
63,0.9000,0.0000,0.2000,0.0015
64,0.9000,0.0000,0.2000,0.0015
65,0.9000,0.0000,0.2000,0.0015
66,0.9000,0.0000,0.1500,0.0050
67,0.9000,0.0000,0.1500,0.0050
68,0.9000,0.0000,0.1500,0.0050
69,0.9000,0.0000,0.1500,0.0050
70,0.9000,0.0000,0.1500,0.0050
71,0.9000,0.0000,0.1500,0.0050
72,0.9000,0.0000,0.1500,0.0050
73,0.9000,0.0000,0.2000,0.0015
74,0.9000,0.0000,0.2000,0.0015
75,0.9000,0.0000,0.2000,0.0015
76,0.9000,0.0000,0.2000,0.0015
77,0.9000,0.0000,0.2000,0.0015
78,0.9000,0.0000,0.2000,0.0015
79,0.9000,0.0000,0.2000,0.0015
80,0.9000,0.0000,0.2000,0.0015
81,0.9000,0.0000,0.2000,0.0015
82,0.9000,0.0000,0.2000,0.0015
83,0.9000,0.0000,0.2000,0.0015
84,0.9000,0.0000,0.2000,0.0015
85,0.9000,0.0000,0.2000,0.0015
86,0.9000,0.0000,0.2000,0.0015
87,0.9000,0.0000,0.2000,0.0015
88,0.9000,0.0000,0.2000,0.0015
89,0.9000,0.0000,0.2000,0.0015
90,0.9000,0.0000,0.1500,0.0050
91,0.9000,0.0000,0.1500,0.0050
92,0.9000,0.0000,0.1500,0.0050
93,0.9000,0.0000,0.1500,0.0050
94,0.9000,0.0000,0.1500,0.0050
95,0.9000,0.0000,0.1500,0.0050
96,0.9000,0.0000,0.1500,0.0050
97,0.9000,0.0000,0.1500,0.0050
98,0.9000,0.0000,0.2000,0.0015
99,0.9000,0.0000,0.2000,0.0015
100,0.9000,0.0000,0.2000,0.0015
101,0.9000,0.0000,0.2000,0.0015
102,0.9000,0.0000,0.2000,0.0015
103,0.9000,0.0000,0.2000,0.0015
104,0.9000,0.0000,0.2000,0.0015
105,0.9000,0.0000,0.2000,0.0015
106,0.9000,0.0000,0.2000,0.0015
107,0.9000,0.0000,0.2000,0.0015
108,0.9000,0.0000,0.2000,0.0015
109,0.9000,0.0000,0.2000,0.0015
110,0.9000,0.0000,0.2000,0.0015
111,0.9000,0.0000,0.2000,0.0015
112,0.9000,0.0000,0.2000,0.0015
113,0.9000,0.0000,0.2000,0.0015
114,0.9000,0.0000,0.2000,0.0015
115,0.9000,0.0000,0.2000,0.0015
116,0.9000,0.0000,0.2000,0.0015
117,0.9000,0.0000,0.2000,0.0015
118,0.9000,0.0000,0.2000,0.0015
119,0.9000,0.0000,0.1500,0.0050
120,0.9000,0.0000,0.1500,0.0050
121,0.9000,0.0000,0.1500,0.0050
122,0.9000,0.0000,0.1500,0.0050
123,0.9000,0.0000,0.1500,0.0050
124,0.9000,0.0000,0.2000,0.0015
125,0.9000,0.0000,0.2000,0.0015
126,0.9000,0.0000,0.2000,0.0015
127,0.9000,0.0000,0.2000,0.0015
128,0.9000,0.0000,0.2000,0.0015
129,0.9000,0.0000,0.2000,0.0015
130,0.9000,0.0000,0.2000,0.0015
131,0.9000,0.0000,0.2000,0.0015
132,0.9000,0.0000,0.1500,0.0050
133,0.9000,0.0000,0.1500,0.0050
134,0.9000,0.0000,0.1500,0.0050
135,0.9000,0.0000,0.1500,0.0050
136,0.9000,0.0000,0.1500,0.0050
137,0.9000,0.0000,0.2000,0.0015
138,0.9000,0.0000,0.2000,0.0015
139,0.9000,0.0000,0.2000,0.0015
140,0.9000,0.0000,0.2000,0.0015
141,0.9000,0.0000,0.2000,0.0015
142,0.9000,0.0000,0.2000,0.0015
143,0.9000,0.0000,0.1500,0.0050
144,0.9000,0.0000,0.1500,0.0050
145,0.9000,0.0000,0.1500,0.0050
146,0.9000,0.0000,0.1500,0.0050
147,0.9000,0.0000,0.1500,0.0050
148,0.9000,0.0000,0.2000,0.0015
149,0.9000,0.0000,0.2000,0.0015
150,0.9000,0.0000,0.2000,0.0015
151,0.9000,0.0000,0.2000,0.0015
152,0.9000,0.0000,0.2000,0.0015
153,0.9000,0.0000,0.2000,0.0015
154,0.9000,0.0000,0.1500,0.0050
155,0.9000,0.0000,0.1500,0.0050
156,0.9000,0.0000,0.1500,0.0050
157,0.9000,0.0000,0.1500,0.0050
158,0.9000,0.0000,0.1500,0.0050
159,0.9000,0.0000,0.1500,0.0050
160,0.9000,0.0000,0.1500,0.0050
161,0.9000,0.0000,0.2000,0.0015
162,0.9000,0.0000,0.2000,0.0015
163,0.9000,0.0000,0.2000,0.0015
164,0.9000,0.0000,0.2000,0.0015
165,0.9000,0.0000,0.2000,0.0015
166,0.9000,0.0000,0.1500,0.0050
167,0.9000,0.0000,0.1500,0.0050
168,0.9000,0.0000,0.1500,0.0050
169,0.9000,0.0000,0.1500,0.0050
170,0.9000,0.0000,0.1500,0.0050
171,0.9000,0.0000,0.1500,0.0050
172,0.9000,0.0000,0.1500,0.0050
173,0.9000,0.0000,0.2000,0.0015
174,0.9000,0.0000,0.2000,0.0015
175,0.9000,0.0000,0.2000,0.0015
176,0.9000,0.0000,0.2000,0.0015
177,0.9000,0.0000,0.2000,0.0015
178,0.9000,0.0000,0.1500,0.0050
179,0.9000,0.0000,0.1500,0.0050
180,0.9000,0.0000,0.1500,0.0050
181,0.9000,0.0000,0.1500,0.0050
182,0.9000,0.0000,0.1500,0.0050
183,0.9000,0.0000,0.1500,0.0050
184,0.9000,0.0000,0.1500,0.0050
185,0.9000,0.0000,0.1500,0.0050
186,0.9000,0.0000,0.1500,0.0050
187,0.9000,0.0000,0.2000,0.0015
188,0.9000,0.0000,0.2000,0.0015
189,0.9000,0.0000,0.2000,0.0015
190,0.9000,0.0000,0.2000,0.0015
191,0.9000,0.0000,0.2000,0.0015
192,0.9000,0.0000,0.1500,0.0050
193,0.9000,0.0000,0.1500,0.0050
194,0.9000,0.0000,0.1500,0.0050
195,0.9000,0.0000,0.1500,0.0050
196,0.9000,0.0000,0.1500,0.0050
197,0.9000,0.0000,0.1500,0.0050
198,0.9000,0.0000,0.1500,0.0050
199,0.9000,0.0000,0.1500,0.0050
200,0.9000,0.0000,0.1500,0.0050
201,0.9000,0.0000,0.1500,0.0050
202,0.9000,0.0000,0.1500,0.0050
203,0.9000,0.0000,0.2000,0.0015
204,0.9000,0.0000,0.2000,0.0015
205,0.9000,0.0000,0.2000,0.0015
206,0.9000,0.0000,0.2000,0.0015
207,0.9000,0.0000,0.2000,0.0015
208,0.9000,0.0000,0.2000,0.0015
209,0.9000,0.0000,0.1500,0.0050
210,0.9000,0.0000,0.1500,0.0050
211,0.9000,0.0000,0.1500,0.0050
212,0.9000,0.0000,0.1500,0.0050
213,0.9000,0.0000,0.1500,0.0050
214,0.9000,0.0000,0.1500,0.0050
215,0.9000,0.0000,0.1500,0.0050
216,0.9000,0.0000,0.1500,0.0050
217,0.9000,0.0000,0.1500,0.0050
218,0.9000,0.0000,0.1500,0.0050
219,0.9000,0.0000,0.1500,0.0050
220,0.9000,0.0000,0.1500,0.0050
221,0.9000,0.0000,0.1500,0.0050
222,0.9000,0.0000,0.2000,0.0015
223,0.9000,0.0000,0.2000,0.0015
224,0.9000,0.0000,0.2000,0.0015
225,0.9000,0.0000,0.2000,0.0015
226,0.9000,0.0000,0.2000,0.0015
227,0.9000,0.0000,0.2000,0.0015
228,0.9000,0.0000,0.2000,0.0015
229,0.9000,0.0000,0.1500,0.0050
230,0.9000,0.0000,0.1500,0.0050
231,0.9000,0.0000,0.1500,0.0050
232,0.9000,0.0000,0.1500,0.0050
233,0.9000,0.0000,0.1500,0.0050
234,0.9000,0.0000,0.1500,0.0050
235,0.9000,0.0000,0.1500,0.0050
236,0.9000,0.0000,0.1500,0.0050
237,0.9000,0.0000,0.1500,0.0050
238,0.9000,0.0000,0.2000,0.0015
239,0.9000,0.0000,0.2000,0.0015
240,0.9000,0.0000,0.2000,0.0015
241,0.9000,0.0000,0.2000,0.0015
242,0.9000,0.0000,0.2000,0.0015
243,0.9000,0.0000,0.2000,0.0015
244,0.9000,0.0000,0.2000,0.0015
245,0.9000,0.0000,0.2000,0.0015
246,0.9000,0.0000,0.2000,0.0015
247,0.9000,0.0000,0.2000,0.0015
248,0.9000,0.0000,0.1500,0.0050
249,0.9000,0.0000,0.1500,0.0050
250,0.9000,0.0000,0.1500,0.0050
251,0.9000,0.0000,0.1500,0.0050
252,0.9000,0.0000,0.1500,0.0050
253,0.9000,0.0000,0.1500,0.0050
254,0.9000,0.0000,0.1500,0.0050
255,0.9000,0.0000,0.1500,0.0050
256,0.9000,0.0000,0.1500,0.0050
257,0.9000,0.0000,0.2000,0.0015
258,0.9000,0.0000,0.2000,0.0015
259,0.9000,0.0000,0.2000,0.0015
260,0.9000,0.0000,0.2000,0.0015
261,0.9000,0.0000,0.2000,0.0015
262,0.9000,0.0000,0.2000,0.0015
263,0.9000,0.0000,0.2000,0.0015
264,0.9000,0.0000,0.2000,0.0015
265,0.9000,0.0000,0.2000,0.0015
266,0.9000,0.0000,0.2000,0.0015
267,0.9000,0.0000,0.2000,0.0015
268,0.9000,0.0000,0.2000,0.0015
269,0.9000,0.0000,0.2000,0.0015
270,0.9000,0.0000,0.1500,0.0050
271,0.9000,0.0000,0.1500,0.0050
272,0.9000,0.0000,0.1500,0.0050
273,0.9000,0.0000,0.1500,0.0050
274,0.9000,0.0000,0.1500,0.0050
275,0.9000,0.0000,0.1500,0.0050
276,0.9000,0.0000,0.1500,0.0050
277,0.9000,0.0000,0.1500,0.0050
278,0.9000,0.0000,0.2000,0.0015
279,0.9000,0.0000,0.2000,0.0015
280,0.9000,0.0000,0.2000,0.0015
281,0.9000,0.0000,0.2000,0.0015
282,0.9000,0.0000,0.2000,0.0015
283,0.9000,0.0000,0.2000,0.0015
284,0.9000,0.0000,0.2000,0.0015
285,0.9000,0.0000,0.2000,0.0015
286,0.9000,0.0000,0.2000,0.0015
287,0.9000,0.0000,0.1500,0.0050
288,0.9000,0.0000,0.1500,0.0050
289,0.9000,0.0000,0.1500,0.0050
290,0.9000,0.0000,0.1500,0.0050
291,0.9000,0.0000,0.1500,0.0050
292,0.9000,0.0000,0.1500,0.0050
293,0.9000,0.0000,0.1500,0.0050
294,0.9000,0.0000,0.1500,0.0050
295,0.9000,0.0000,0.1500,0.0050
296,0.9000,0.0000,0.1500,0.0050
297,0.9000,0.0000,0.2000,0.0015
298,0.9000,0.0000,0.2000,0.0015
299,0.9000,0.0000,0.2000,0.0015
300,0.9000,0.0000,0.2000,0.0015
301,0.9000,0.0000,0.2000,0.0015
302,0.9000,0.0000,0.2000,0.0015
303,0.9000,0.0000,0.2000,0.0015
304,0.9000,0.0000,0.2000,0.0015
305,0.9000,0.0000,0.2000,0.0015
306,0.9000,0.0000,0.2000,0.0015
307,0.9000,0.0000,0.1500,0.0050
308,0.9000,0.0000,0.1500,0.0050
309,0.9000,0.0000,0.1500,0.0050
310,0.9000,0.0000,0.1500,0.0050
311,0.9000,0.0000,0.1500,0.0050
312,0.9000,0.0000,0.1500,0.0050
313,0.9000,0.0000,0.1500,0.0050
314,0.9000,0.0000,0.1500,0.0050
315,0.9000,0.0000,0.1500,0.0050
316,0.9000,0.0000,0.1500,0.0050
317,0.9000,0.0000,0.1500,0.0050
318,0.9000,0.0000,0.2000,0.0015
319,0.9000,0.0000,0.2000,0.0015
320,0.9000,0.0000,0.2000,0.0015
321,0.9000,0.0000,0.2000,0.0015
322,0.9000,0.0000,0.2000,0.0015
323,0.9000,0.0000,0.2000,0.0015
324,0.9000,0.0000,0.2000,0.0015
325,0.9000,0.0000,0.2000,0.0015
326,0.9000,0.0000,0.2000,0.0015
327,0.9000,0.0000,0.2000,0.0015
328,0.9000,0.0000,0.1500,0.0050
329,0.9000,0.0000,0.1500,0.0050
330,0.9000,0.0000,0.1500,0.0050
331,0.9000,0.0000,0.1500,0.0050
332,0.9000,0.0000,0.1500,0.0050
333,0.9000,0.0000,0.1500,0.0050
334,0.9000,0.0000,0.1500,0.0050
335,0.9000,0.0000,0.1500,0.0050
336,0.9000,0.0000,0.1500,0.0050
337,0.9000,0.0000,0.1500,0.0050
338,0.9000,0.0000,0.1500,0.0050
339,0.9000,0.0000,0.2000,0.0015
340,0.9000,0.0000,0.2000,0.0015
341,0.9000,0.0000,0.2000,0.0015
342,0.9000,0.0000,0.2000,0.0015
343,0.9000,0.0000,0.2000,0.0015
344,0.9000,0.0000,0.2000,0.0015
345,0.9000,0.0000,0.2000,0.0015
346,0.9000,0.0000,0.2000,0.0015
347,0.9000,0.0000,0.2000,0.0015
348,0.9000,0.0000,0.1500,0.0050
349,0.9000,0.0000,0.1500,0.0050
350,0.9000,0.0000,0.1500,0.0050
351,0.9000,0.0000,0.1500,0.0050
352,0.9000,0.0000,0.1500,0.0050
353,0.9000,0.0000,0.1500,0.0050
354,0.9000,0.0000,0.1500,0.0050
355,0.9000,0.0000,0.1500,0.0050
356,0.9000,0.0000,0.2000,0.0015
357,0.9000,0.0000,0.2000,0.0015
358,0.9000,0.0000,0.2000,0.0015
359,0.9000,0.0000,0.2000,0.0015
360,0.9000,0.0000,0.2000,0.0015
361,0.9000,0.0000,0.2000,0.0015
362,0.9000,0.0000,0.2000,0.0015
363,0.9000,0.0000,0.2000,0.0015
364,0.9000,0.0000,0.1500,0.0050
365,0.9000,0.0000,0.1500,0.0050
366,0.9000,0.0000,0.1500,0.0050
367,0.9000,0.0000,0.1500,0.0050
368,0.9000,0.0000,0.1500,0.0050
369,0.9000,0.0000,0.1500,0.0050
370,0.9000,0.0000,0.1500,0.0050
371,0.9000,0.0000,0.1500,0.0050
372,0.9000,0.0000,0.1500,0.0050
373,0.9000,0.0000,0.1500,0.0050
374,0.9000,0.0000,0.2000,0.0015
375,0.9000,0.0000,0.2000,0.0015
376,0.9000,0.0000,0.2000,0.0015
377,0.9000,0.0000,0.2000,0.0015
378,0.9000,0.0000,0.2000,0.0015
379,0.9000,0.0000,0.2000,0.0015
380,0.9000,0.0000,0.2000,0.0015
381,0.9000,0.0000,0.1500,0.0050
382,0.9000,0.0000,0.1500,0.0050
383,0.9000,0.0000,0.1500,0.0050
384,0.9000,0.0000,0.1500,0.0050
385,0.9000,0.0000,0.1500,0.0050
386,0.9000,0.0000,0.1500,0.0050
387,0.9000,0.0000,0.1500,0.0050
388,0.9000,0.0000,0.1500,0.0050
389,0.9000,0.0000,0.1500,0.0050
390,0.9000,0.0000,0.2000,0.0015
391,0.9000,0.0000,0.2000,0.0015
392,0.9000,0.0000,0.2000,0.0015
393,0.9000,0.0000,0.2000,0.0015
394,0.9000,0.0000,0.2000,0.0015
395,0.9000,0.0000,0.2000,0.0015
396,0.9000,0.0000,0.2000,0.0015
397,0.9000,0.0000,0.2000,0.0015
398,0.9000,0.0000,0.1500,0.0050
399,0.9000,0.0000,0.1500,0.0050
400,0.9000,0.0000,0.1500,0.0050
401,0.9000,0.0000,0.1500,0.0050
402,0.9000,0.0000,0.1500,0.0050
403,0.9000,0.0000,0.1500,0.0050
404,0.9000,0.0000,0.1500,0.0050
405,0.9000,0.0000,0.1500,0.0050
406,0.9000,0.0000,0.1500,0.0050
407,0.9000,0.0000,0.1500,0.0050
408,0.9000,0.0000,0.1500,0.0050
409,0.9000,0.0000,0.1500,0.0050
410,0.9000,0.0000,0.1500,0.0050
411,0.9000,0.0000,0.2000,0.0015
412,0.9000,0.0000,0.2000,0.0015
413,0.9000,0.0000,0.2000,0.0015
414,0.9000,0.0000,0.2000,0.0015
415,0.9000,0.0000,0.2000,0.0015
416,0.9000,0.0000,0.2000,0.0015
417,0.9000,0.0000,0.2000,0.0015
418,0.9000,0.0000,0.2000,0.0015
419,0.9000,0.0000,0.1500,0.0050
420,0.9000,0.0000,0.1500,0.0050
421,0.9000,0.0000,0.1500,0.0050
422,0.9000,0.0000,0.1500,0.0050
423,0.9000,0.0000,0.1500,0.0050
424,0.9000,0.0000,0.1500,0.0050
425,0.9000,0.0000,0.1500,0.0050
426,0.9000,0.0000,0.1500,0.0050
427,0.9000,0.0000,0.1500,0.0050
428,0.9000,0.0000,0.1500,0.0050
429,0.9000,0.0000,0.1500,0.0050
430,0.9000,0.0000,0.2000,0.0015
431,0.9000,0.0000,0.2000,0.0015
432,0.9000,0.0000,0.2000,0.0015
433,0.9000,0.0000,0.2000,0.0015
434,0.9000,0.0000,0.2000,0.0015
435,0.9000,0.0000,0.2000,0.0015
436,0.9000,0.0000,0.2000,0.0015
437,0.9000,0.0000,0.1500,0.0050
438,0.9000,0.0000,0.1500,0.0050
439,0.9000,0.0000,0.1500,0.0050
440,0.9000,0.0000,0.1500,0.0050
441,0.9000,0.0000,0.1500,0.0050
442,0.9000,0.0000,0.1500,0.0050
443,0.9000,0.0000,0.1500,0.0050
444,0.9000,0.0000,0.1500,0.0050
445,0.9000,0.0000,0.1500,0.0050
446,0.9000,0.0000,0.1500,0.0050
447,0.9000,0.0000,0.1500,0.0050
448,0.9000,0.0000,0.1500,0.0050
449,0.9000,0.0000,0.1500,0.0050
450,0.9000,0.0000,0.1500,0.0050
451,0.9000,0.0000,0.2000,0.0015
452,0.9000,0.0000,0.2000,0.0015
453,0.9000,0.0000,0.2000,0.0015
454,0.9000,0.0000,0.2000,0.0015
455,0.9000,0.0000,0.2000,0.0015
456,0.9000,0.0000,0.2000,0.0015
457,0.9000,0.0000,0.2000,0.0015
458,0.9000,0.0000,0.1500,0.0050
459,0.9000,0.0000,0.1500,0.0050
460,0.9000,0.0000,0.1500,0.0050
461,0.9000,0.0000,0.1500,0.0050
462,0.9000,0.0000,0.1500,0.0050
463,0.9000,0.0000,0.1500,0.0050
464,0.9000,0.0000,0.1500,0.0050
465,0.9000,0.0000,0.1500,0.0050
466,0.9000,0.0000,0.1500,0.0050
467,0.9000,0.0000,0.1500,0.0050
468,0.9000,0.0000,0.1500,0.0050
469,0.9000,0.0000,0.1500,0.0050
470,0.9000,0.0000,0.1500,0.0050
471,0.9000,0.0000,0.1500,0.0050
472,0.9000,0.0000,0.1500,0.0050
473,0.9000,0.0000,0.2000,0.0015
474,0.9000,0.0000,0.2000,0.0015
475,0.9000,0.0000,0.2000,0.0015
476,0.9000,0.0000,0.2000,0.0015
477,0.9000,0.0000,0.2000,0.0015
478,0.9000,0.0000,0.2000,0.0015
479,0.9000,0.0000,0.2000,0.0015
480,0.9000,0.0000,0.1500,0.0050
481,0.9000,0.0000,0.1500,0.0050
482,0.9000,0.0000,0.1500,0.0050
483,0.9000,0.0000,0.1500,0.0050
484,0.9000,0.0000,0.1500,0.0050
485,0.9000,0.0000,0.1500,0.0050
486,0.9000,0.0000,0.1500,0.0050
487,0.9000,0.0000,0.1500,0.0050
488,0.9000,0.0000,0.1500,0.0050
489,0.9000,0.0000,0.1500,0.0050
490,0.9000,0.0000,0.1500,0.0050
491,0.9000,0.0000,0.1500,0.0050
492,0.9000,0.0000,0.1500,0.0050
493,0.9000,0.0000,0.1500,0.0050
494,0.9000,0.0000,0.1500,0.0050
495,0.9000,0.0000,0.1500,0.0050
496,0.9000,0.0000,0.1500,0.0050
497,0.9000,0.0000,0.1500,0.0050
498,0.9000,0.0000,0.2000,0.0015
499,0.9000,0.0000,0.2000,0.0015
500,0.9000,0.0000,0.2000,0.0015
501,0.9000,0.0000,0.2000,0.0015
502,0.9000,0.0000,0.2000,0.0015
503,0.9000,0.0000,0.2000,0.0015
504,0.9000,0.0000,0.1500,0.0050
505,0.9000,0.0000,0.1500,0.0050
506,0.9000,0.0000,0.1500,0.0050
507,0.9000,0.0000,0.1500,0.0050
508,0.9000,0.0000,0.1500,0.0050
509,0.9000,0.0000,0.1500,0.0050
510,0.9000,0.0000,0.1500,0.0050
511,0.9000,0.0000,0.1500,0.0050
512,0.9000,0.0000,0.1500,0.0050
513,0.9000,0.0000,0.1500,0.0050
514,0.9000,0.0000,0.1500,0.0050
515,0.9000,0.0000,0.1500,0.0050
516,0.9000,0.0000,0.1500,0.0050
517,0.9000,0.0000,0.1500,0.0050
518,0.9000,0.0000,0.1500,0.0050
519,0.9000,0.0000,0.1500,0.0050
520,0.9000,0.0000,0.1500,0.0050
521,0.9000,0.0000,0.1500,0.0050
522,0.9000,0.0000,0.1500,0.0050
523,0.9000,0.0000,0.1500,0.0050
524,0.9000,0.0000,0.1500,0.0050
525,0.9000,0.0000,0.1500,0.0050
526,0.9000,0.0000,0.2000,0.0015
527,0.9000,0.0000,0.2000,0.0015
528,0.9000,0.0000,0.2000,0.0015
529,0.9000,0.0000,0.2000,0.0015
530,0.9000,0.0000,0.2000,0.0015
531,0.9000,0.0000,0.1500,0.0050
532,0.9000,0.0000,0.1500,0.0050
533,0.9000,0.0000,0.1500,0.0050
534,0.9000,0.0000,0.1500,0.0050
535,0.9000,0.0000,0.1500,0.0050
536,0.9000,0.0000,0.1500,0.0050
537,0.9000,0.0000,0.1500,0.0050
538,0.9000,0.0000,0.1500,0.0050
539,0.9000,0.0000,0.1500,0.0050
540,0.9000,0.0000,0.1500,0.0050
541,0.9000,0.0000,0.1500,0.0050
542,0.9000,0.0000,0.1500,0.0050
543,0.9000,0.0000,0.1500,0.0050
544,0.9000,0.0000,0.1500,0.0050
545,0.9000,0.0000,0.1500,0.0050
546,0.9000,0.0000,0.1500,0.0050
547,0.9000,0.0000,0.1500,0.0050
548,0.9000,0.0000,0.1500,0.0050
549,0.9000,0.0000,0.1500,0.0050
550,0.9000,0.0000,0.1500,0.0050
551,0.9000,0.0000,0.1500,0.0050
552,0.9000,0.0000,0.1500,0.0050
553,0.9000,0.0000,0.1500,0.0050
554,0.9000,0.0000,0.1500,0.0050
555,0.9000,0.0000,0.1500,0.0050
556,0.9000,0.0000,0.1500,0.0050
557,0.9000,0.0000,0.1500,0.0050
558,0.9000,0.0000,0.2000,0.0015
559,0.9000,0.0000,0.2000,0.0015
560,0.9000,0.0000,0.2000,0.0015
561,0.9000,0.0000,0.2000,0.0015
562,0.9000,0.0000,0.2000,0.0015
563,0.9000,0.0000,0.2000,0.0015
564,0.9000,0.0000,0.1500,0.0050
565,0.9000,0.0000,0.1500,0.0050
566,0.9000,0.0000,0.1500,0.0050
567,0.9000,0.0000,0.1500,0.0050
568,0.9000,0.0000,0.1500,0.0050
569,0.9000,0.0000,0.1500,0.0050
570,0.9000,0.0000,0.1500,0.0050
571,0.9000,0.0000,0.1500,0.0050
572,0.9000,0.0000,0.1500,0.0050
573,0.9000,0.0000,0.1500,0.0050
574,0.9000,0.0000,0.1500,0.0050
575,0.9000,0.0000,0.1500,0.0050
576,0.9000,0.0000,0.1500,0.0050
577,0.9000,0.0000,0.1500,0.0050
578,0.9000,0.0000,0.1500,0.0050
579,0.9000,0.0000,0.1500,0.0050
580,0.9000,0.0000,0.1500,0.0050
581,0.9000,0.0000,0.1500,0.0050
582,0.9000,0.0000,0.1500,0.0050
583,0.9000,0.0000,0.1500,0.0050
584,0.9000,0.0000,0.1500,0.0050
585,0.9000,0.0000,0.1500,0.0050
586,0.9000,0.0000,0.1500,0.0050
587,0.9000,0.0000,0.1500,0.0050
588,0.9000,0.0000,0.2000,0.0015
589,0.9000,0.0000,0.2000,0.0015
590,0.9000,0.0000,0.2000,0.0015
591,0.9000,0.0000,0.2000,0.0015
592,0.9000,0.0000,0.2000,0.0015
593,0.9000,0.0000,0.2000,0.0015
594,0.9000,0.0000,0.2000,0.0015
595,0.9000,0.0000,0.1500,0.0050
596,0.9000,0.0000,0.1500,0.0050
597,0.9000,0.0000,0.1500,0.0050
598,0.9000,0.0000,0.1500,0.0050
599,0.9000,0.0000,0.1500,0.0050
600,0.9000,0.0000,0.1500,0.0050
601,0.9000,0.0000,0.1500,0.0050
602,0.9000,0.0000,0.1500,0.0050
603,0.9000,0.0000,0.1500,0.0050
604,0.9000,0.0000,0.1500,0.0050
605,0.9000,0.0000,0.1500,0.0050
606,0.9000,0.0000,0.1500,0.0050
607,0.9000,0.0000,0.1500,0.0050
608,0.9000,0.0000,0.1500,0.0050
609,0.9000,0.0000,0.1500,0.0050
610,0.9000,0.0000,0.1500,0.0050
611,0.9000,0.0000,0.1500,0.0050
612,0.9000,0.0000,0.1500,0.0050
613,0.9000,0.0000,0.1500,0.0050
614,0.9000,0.0000,0.1500,0.0050
615,0.9000,0.0000,0.1500,0.0050
616,0.9000,0.0000,0.1500,0.0050
617,0.9000,0.0000,0.1500,0.0050
618,0.9000,0.0000,0.1500,0.0050
619,0.9000,0.0000,0.1500,0.0050
620,0.9000,0.0000,0.2000,0.0015
621,0.9000,0.0000,0.2000,0.0015
622,0.9000,0.0000,0.2000,0.0015
623,0.9000,0.0000,0.2000,0.0015
624,0.9000,0.0000,0.2000,0.0015
625,0.9000,0.0000,0.2000,0.0015
626,0.9000,0.0000,0.2000,0.0015
627,0.9000,0.0000,0.2000,0.0015
628,0.9000,0.0000,0.2000,0.0015
629,0.9000,0.0000,0.1500,0.0050
630,0.9000,0.0000,0.1500,0.0050
631,0.9000,0.0000,0.1500,0.0050
632,0.9000,0.0000,0.1500,0.0050
633,0.9000,0.0000,0.1500,0.0050
