Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,08/07/1997 00:00:00,23/02/2017 00:00:00,317.000
WQ_OXY_SAT,02/03/1981 00:00:00,23/02/2017 00:00:00,808.000
TEMP,25/01/1980 00:00:00,23/02/2017 00:00:00,1158.000
WQ_CAR_PH,25/01/1980 00:00:00,23/02/2017 00:00:00,1165.000
COND,16/03/1983 00:00:00,23/02/2017 00:00:00,1070.000
WQ_DIAG_TOT_TSS,05/11/1981 00:00:00,10/05/2002 00:00:00,553.000
WQ_DIAG_TOT_TURBIDITY,22/10/1981 00:00:00,23/02/2017 00:00:00,939.000
WQ_PHS_FRP,25/01/1980 00:00:00,14/03/2017 00:00:00,1418.000
WQ_DIAG_TOT_TP,25/01/1980 00:00:00,14/03/2017 00:00:00,1429.000
WQ_NIT_NIT,17/06/1982 00:00:00,14/03/2017 00:00:00,1347.000
WQ_NIT_AMM,17/06/1982 00:00:00,14/03/2017 00:00:00,1287.000
WQ_DIAG_TOT_TKN,17/06/1982 00:00:00,11/10/1994 00:00:00,496.000
WQ_DIAG_TOT_TN,17/06/1982 00:00:00,14/03/2017 00:00:00,1569.000
WQ_DIAG_TOT_TOC,28/12/1983 00:00:00,17/04/2012 00:00:00,94.000
WQ_DIAG_PHY_TCHA,04/07/2001 00:00:00,17/04/2012 00:00:00,12.000
WQ_RSI_SIL,25/01/1980 00:00:00,14/03/2017 00:00:00,1514.000
ENT,25/01/1980 00:00:00,20/09/2001 00:00:00,822.000
FC,15/07/1996 00:00:00,14/08/2013 00:00:00,596.000
