FVC file = HN_Cal_2017_2018_3D_wq.fvc, Simulation Execution: 19/10/2020 09:38:32
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.34390246201300E+06, 0.62837689152400E+07, -0.1194302E+02,           1,  0.1862197E+06,          45
, 0.34382663126134E+06, 0.62834180046696E+07, -0.8610037E+01,          20,  0.8871217E+05,          46
, 0.34378711121028E+06, 0.62831680622905E+07, -0.6878823E+01,          20,  0.9428002E+05,          47
, 0.34409756217556E+06, 0.62828355418568E+07, -0.3714870E+01,          20,  0.1008604E+06,          48
, 0.34439077179536E+06, 0.62827378706468E+07, -0.1854407E+01,          20,  0.5794967E+05,          49
, 0.34446739336282E+06, 0.62829052631407E+07, -0.1940622E+01,          20,  0.3410040E+05,          50
, 0.34373157297142E+06, 0.62828948572981E+07, -0.5825247E+01,          20,  0.1072312E+06,          51
, 0.34385660547776E+06, 0.62863598661580E+07, -0.1105576E+02,           1,  0.2157524E+06,          52
, 0.34380107159967E+06, 0.62859431096876E+07, -0.5703732E+01,           1,  0.2180855E+06,          53
, 0.34390036036262E+06, 0.62867521107419E+07, -0.1003665E+02,           1,  0.2063621E+06,          54
, 0.34374280586686E+06, 0.62855154245309E+07, -0.8062492E+01,           1,  0.2080796E+06,          55
, 0.34393923479392E+06, 0.62871345885523E+07, -0.9067300E+01,           1,  0.2101904E+06,          56
, 0.34368454049832E+06, 0.62850877359684E+07, -0.1205162E+02,           1,  0.1980758E+06,          57
, 0.34433808933333E+06, 0.62876704266667E+07, -0.8861059E+01,           1,  0.9000077E+05,          58
, 0.34394965625883E+06, 0.62875058675398E+07, -0.8312786E+01,           1,  0.1896592E+06,          59
, 0.34362627480023E+06, 0.62846600422559E+07, -0.1210845E+02,           1,  0.1880698E+06,          60
, 0.34538704492199E+06, 0.62881982180713E+07, -0.2815405E+01,           1,  0.2423106E+06,          61
, 0.34491768640378E+06, 0.62881477558503E+07, -0.8491992E+01,           1,  0.2249935E+06,          62
, 0.34445110317573E+06, 0.62880479473975E+07, -0.8468157E+01,           1,  0.2122303E+06,          63
, 0.34356800693855E+06, 0.62842323375225E+07, -0.1253740E+02,           1,  0.1780710E+06,          64
, 0.34350973707306E+06, 0.62838046205275E+07, -0.1136660E+02,           1,  0.1680656E+06,          65
, 0.34346438324885E+06, 0.62834809715499E+07, -0.9295781E+01,          20,  0.8056456E+05,          66
, 0.34343692914702E+06, 0.62832392750347E+07, -0.7732228E+01,          20,  0.9348005E+05,          67
, 0.34337443388524E+06, 0.62829544970979E+07, -0.6594421E+01,          20,  0.1132905E+06,          68
, 0.34401779959968E+06, 0.62825717391727E+07, -0.3283940E+01,          20,  0.1100965E+06,          69
, 0.34431668208565E+06, 0.62825175634891E+07, -0.1534509E+01,          20,  0.4767876E+05,          70
, 0.34361872359939E+06, 0.62826073772515E+07, -0.5060608E+01,          20,  0.1190674E+06,          71
, 0.34323348886627E+06, 0.62826421969675E+07, -0.5780478E+01,          20,  0.1263158E+06,          72
, 0.34335281752970E+06, 0.62862234226397E+07, -0.8853863E+01,           1,  0.1722382E+06,          73
, 0.34331511460398E+06, 0.62858327155295E+07, -0.7086643E+01,           1,  0.1734382E+06,          74
, 0.34338713971908E+06, 0.62866010394174E+07, -0.9423605E+01,           1,  0.1721755E+06,          75
, 0.34328057788940E+06, 0.62854345327619E+07, -0.1015853E+02,           1,  0.1665241E+06,          76
, 0.34342094424315E+06, 0.62869764683256E+07, -0.8535291E+01,           1,  0.1744927E+06,          77
, 0.34324604097718E+06, 0.62850363443110E+07, -0.1050811E+02,           1,  0.1596103E+06,          78
, 0.34348321107340E+06, 0.62873481349558E+07, -0.7870192E+01,           1,  0.1490219E+06,          79
, 0.34321150247470E+06, 0.62846381524551E+07, -0.1085248E+02,           1,  0.1526945E+06,          80
, 0.34400375987010E+06, 0.62879271725226E+07, -0.7759217E+01,           1,  0.1778381E+06,          81
, 0.34360044478079E+06, 0.62877529244067E+07, -0.7561588E+01,           1,  0.1266422E+06,          82
, 0.34317696491619E+06, 0.62842399535273E+07, -0.1100869E+02,           1,  0.1457821E+06,          83
, 0.34544316859725E+06, 0.62886797635492E+07, -0.2113573E+01,           1,  0.2087654E+06,          84
, 0.34498944999837E+06, 0.62886558914752E+07, -0.4055288E+01,           1,  0.2271041E+06,          85
, 0.34576650000000E+06, 0.62887060000000E+07, -0.3287540E+01,           1,  0.5154375E+05,          86
, 0.34453621608037E+06, 0.62885721444666E+07, -0.7188022E+01,           1,  0.2525336E+06,          87
, 0.34409396614772E+06, 0.62884585756643E+07, -0.6924326E+01,           1,  0.2537061E+06,          88
, 0.34314242587917E+06, 0.62838417437811E+07, -0.1056459E+02,           1,  0.1388681E+06,          89
, 0.34311711100000E+06, 0.62835620000000E+07, -0.6240478E+01,          20,  0.4035321E+05,          90
, 0.34322225000000E+06, 0.62834759166667E+07, -0.7786005E+01,          20,  0.1716983E+05,          91
, 0.34321063900000E+06, 0.62833174166667E+07, -0.3685023E+01,          20,  0.2196517E+05,          92
, 0.34315884366667E+06, 0.62829953533333E+07, -0.4435198E+01,          20,  0.2154499E+05,          93
, 0.34392171817381E+06, 0.62823128386902E+07, -0.2876925E+01,          20,  0.1197119E+06,          94
, 0.34423609712698E+06, 0.62822973492314E+07, -0.1432140E+01,          20,  0.3689354E+05,          95
, 0.34346196323304E+06, 0.62823318057649E+07, -0.4784224E+01,          20,  0.1192945E+06,          96
, 0.34302319397794E+06, 0.62823489362559E+07, -0.4975440E+01,          20,  0.1168442E+06,          97
, 0.34308656100000E+06, 0.62862056900000E+07, -0.4250791E+01,           1,  0.1960415E+05,          98
, 0.34293490371472E+06, 0.62856995401334E+07, -0.9226340E+01,           1,  0.1118982E+06,          99
, 0.34311541166667E+06, 0.62865615133333E+07, -0.7050680E+01,           1,  0.1996927E+05,         100
, 0.34306863933333E+06, 0.62864285366667E+07, -0.6137371E+01,           1,  0.1805425E+05,         101
, 0.34291212780911E+06, 0.62853345275730E+07, -0.9981442E+01,           1,  0.1114063E+06,         102
, 0.34313563400000E+06, 0.62868052900000E+07, -0.3949260E+01,           1,  0.1996987E+05,         103
, 0.34288935265418E+06, 0.62849695147936E+07, -0.1069866E+02,           1,  0.1109127E+06,         104
, 0.34315505286531E+06, 0.62873342019078E+07, -0.7526832E+01,           1,  0.9369250E+05,         105
, 0.34304016666667E+06, 0.62871118333333E+07, -0.7292453E+01,           1,  0.3351600E+05,         106
, 0.34286657559195E+06, 0.62846044983189E+07, -0.1043264E+02,           1,  0.1104219E+06,         107
, 0.34329083333333E+06, 0.62876141666667E+07, -0.6858587E+01,           1,  0.6017650E+05,         108
, 0.34284379907474E+06, 0.62842394763695E+07, -0.1016714E+02,           1,  0.1099300E+06,         109
, 0.34369226192636E+06, 0.62882708799928E+07, -0.6506926E+01,           1,  0.2218532E+06,         110
, 0.34341216666667E+06, 0.62882065000000E+07, -0.2702623E+01,           1,  0.9068650E+05,         111
, 0.34282102236650E+06, 0.62838744514008E+07, -0.9590425E+01,           1,  0.1094380E+06,         112
, 0.34547673407121E+06, 0.62891150919517E+07, -0.2628934E+01,           1,  0.1947374E+06,         113
, 0.34502914164093E+06, 0.62891263323768E+07, -0.9587020E+00,           1,  0.1865502E+06,         114
, 0.34578416666667E+06, 0.62889813333333E+07, -0.1250000E-06,           1,  0.5154375E+05,         115
, 0.34458090558916E+06, 0.62890654192115E+07, -0.2235937E+01,           1,  0.1895978E+06,         116
, 0.34413550112009E+06, 0.62889667400790E+07, -0.4365570E+01,           1,  0.1756792E+06,         117
, 0.34372713137688E+06, 0.62887749993698E+07, -0.2679049E+01,           1,  0.1420990E+06,         118
, 0.34382567945809E+06, 0.62820589410146E+07, -0.2715839E+01,          20,  0.1337252E+06,         119
, 0.34415234418250E+06, 0.62820779278924E+07, -0.1266153E+01,          20,  0.2761288E+05,         120
, 0.34333110609869E+06, 0.62820578415015E+07, -0.4694194E+01,          20,  0.1435665E+06,         121
, 0.34286314427281E+06, 0.62820548437909E+07, -0.4372159E+01,          20,  0.1494249E+06,         122
, 0.34251101826860E+06, 0.62820569731552E+07, -0.9030993E+01,          20,  0.9302850E+05,         123
, 0.34260125481247E+06, 0.62855879357602E+07, -0.7938303E+01,           1,  0.1138619E+06,         124
, 0.34258788538567E+06, 0.62852606218326E+07, -0.1054509E+02,           1,  0.1094430E+06,         125
, 0.34257451547301E+06, 0.62849332870862E+07, -0.1101098E+02,           1,  0.1050207E+06,         126
, 0.34256114638728E+06, 0.62846059283920E+07, -0.1150000E+02,           1,  0.1006015E+06,         127
, 0.34254777596556E+06, 0.62842785420427E+07, -0.1150000E+02,           1,  0.9617923E+05,         128
, 0.34253440244209E+06, 0.62839511249904E+07, -0.9391966E+01,           1,  0.9176008E+05,         129
, 0.34345216666667E+06, 0.62886491666667E+07, -0.2162821E+01,           1,  0.4475500E+05,         130
, 0.34334850000000E+06, 0.62884751666667E+07, -0.1941860E+01,           1,  0.4676075E+05,         131
, 0.34374616763830E+06, 0.62817952541210E+07, -0.2771834E+01,          20,  0.1312695E+06,         132
, 0.34406291933333E+06, 0.62818728333333E+07, -0.1373701E+01,          20,  0.1356830E+05,         133
, 0.34325180798033E+06, 0.62817601755481E+07, -0.4281722E+01,          20,  0.1405440E+06,         134
, 0.34278857020224E+06, 0.62817246242123E+07, -0.5147009E+01,          20,  0.1447971E+06,         135
, 0.34249300000000E+06, 0.62817613333333E+07, -0.5130147E+01,          20,  0.4518400E+05,         136
, 0.34224488484222E+06, 0.62855807866350E+07, -0.7918140E+01,           1,  0.1097136E+06,         137
, 0.34224471183461E+06, 0.62852738480818E+07, -0.1131888E+02,           1,  0.1062178E+06,         138
, 0.34224453884200E+06, 0.62849669056215E+07, -0.1103292E+02,           1,  0.1027183E+06,         139
, 0.34224436699093E+06, 0.62846599666298E+07, -0.1200000E+02,           1,  0.9921741E+05,         140
, 0.34224419254389E+06, 0.62843530321849E+07, -0.1200000E+02,           1,  0.9571814E+05,         141
, 0.34224402122058E+06, 0.62840460985001E+07, -0.9046945E+01,           1,  0.9221880E+05,         142
, 0.34366739113099E+06, 0.62814442729313E+07, -0.7187264E+01,          20,  0.2108706E+06,         143
, 0.34393430566667E+06, 0.62813819700000E+07, -0.4198866E+01,          20,  0.3236226E+05,         144
, 0.34320034611962E+06, 0.62813901913106E+07, -0.1644257E+02,          20,  0.2018688E+06,         145
, 0.34276760813883E+06, 0.62813363664817E+07, -0.1519296E+02,          20,  0.1899545E+06,         146
, 0.34243098922873E+06, 0.62812472507378E+07, -0.7087836E+01,          20,  0.1165940E+06,         147
, 0.34188011074595E+06, 0.62856121251389E+07, -0.8349438E+01,           1,  0.1206722E+06,         148
, 0.34189328267765E+06, 0.62852751336116E+07, -0.1276282E+02,           1,  0.1163881E+06,         149
, 0.34196340533333E+06, 0.62850181733333E+07, -0.1086460E+02,           1,  0.5153563E+05,         150
, 0.34191010651373E+06, 0.62847902676702E+07, -0.1200000E+02,           1,  0.1099578E+06,         151
, 0.34192326990303E+06, 0.62844534926884E+07, -0.1200000E+02,           1,  0.1056734E+06,         152
, 0.34193643472362E+06, 0.62841166580401E+07, -0.9500000E+01,           1,  0.1013846E+06,         153
, 0.34357930789692E+06, 0.62809972512165E+07, -0.1570357E+02,          20,  0.1848713E+06,         154
, 0.34385630566667E+06, 0.62810846366667E+07, -0.5207620E+01,          20,  0.3236226E+05,         155
, 0.34317023922789E+06, 0.62809393030036E+07, -0.1313171E+02,          20,  0.1755915E+06,         156
, 0.34279638035425E+06, 0.62808812590660E+07, -0.1238333E+02,          20,  0.1630999E+06,         157
, 0.34251989568418E+06, 0.62808613459853E+07, -0.1352784E+02,          20,  0.8015882E+05,         158
, 0.34221487959754E+06, 0.62810246682209E+07, -0.5374448E+01,          20,  0.7501706E+05,         159
, 0.34233211179627E+06, 0.62807803730621E+07, -0.1290842E+02,          20,  0.5948605E+05,         160
, 0.34153000824336E+06, 0.62856695278234E+07, -0.8272130E+01,           1,  0.1275622E+06,         161
, 0.34155649266952E+06, 0.62852985618305E+07, -0.1216273E+02,           1,  0.1234849E+06,         162
, 0.34158297620630E+06, 0.62849275954552E+07, -0.1200000E+02,           1,  0.1194096E+06,         163
, 0.34160946106283E+06, 0.62845566309932E+07, -0.1200000E+02,           1,  0.1153308E+06,         164
, 0.34163594361636E+06, 0.62841856717704E+07, -0.1000000E+02,           1,  0.1112540E+06,         165
, 0.34358961784946E+06, 0.62806062973724E+07, -0.1528562E+02,          20,  0.1180698E+06,         166
, 0.34316904798540E+06, 0.62805312451732E+07, -0.1525210E+02,          20,  0.1133936E+06,         167
, 0.34338960033333E+06, 0.62804918666667E+07, -0.1555493E+02,          20,  0.4612673E+05,         168
, 0.34280041770513E+06, 0.62804570846311E+07, -0.1223298E+02,          20,  0.1059784E+06,         169
, 0.34297829233333E+06, 0.62804112066667E+07, -0.1604747E+02,          20,  0.3888976E+05,         170
, 0.34206381977648E+06, 0.62807575052411E+07, -0.8732400E+01,          20,  0.4097661E+05,         171
, 0.34217052033645E+06, 0.62806251674657E+07, -0.1376712E+02,          20,  0.3504249E+05,         172
, 0.34117571648660E+06, 0.62857506395589E+07, -0.9092916E+01,           1,  0.1348098E+06,         173
, 0.34121626028585E+06, 0.62853633640193E+07, -0.1162877E+02,           1,  0.1294061E+06,         174
, 0.34125680396407E+06, 0.62849760810140E+07, -0.1200000E+02,           1,  0.1240073E+06,         175
, 0.34129734823709E+06, 0.62845887913072E+07, -0.1200000E+02,           1,  0.1186021E+06,         176
, 0.34133789328468E+06, 0.62842014950092E+07, -0.1300000E+02,           1,  0.1132029E+06,         177
, 0.34365366028340E+06, 0.62802454955277E+07, -0.1499958E+02,          20,  0.8282249E+05,         178
, 0.34391756959278E+06, 0.62802316612041E+07, -0.1420402E+02,          20,  0.1021715E+06,         179
, 0.34340921944641E+06, 0.62802128302223E+07, -0.1532845E+02,          20,  0.7575232E+05,         180
, 0.34317555971687E+06, 0.62801811982500E+07, -0.1889411E+02,          20,  0.6183880E+05,         181
, 0.34296686214992E+06, 0.62801486668301E+07, -0.1906168E+02,          20,  0.4918978E+05,         182
, 0.34277242171766E+06, 0.62801147308132E+07, -0.1540576E+02,          20,  0.4380495E+05,         183
, 0.34261788900000E+06, 0.62800531100000E+07, -0.5044562E+01,          20,  0.1597852E+05,         184
, 0.34192266322365E+06, 0.62806001289471E+07, -0.8791205E+01,          20,  0.2292098E+05,         185
, 0.34201905929015E+06, 0.62804902482160E+07, -0.1299499E+02,          20,  0.2640026E+05,         186
, 0.34081876955621E+06, 0.62858025686056E+07, -0.7477876E+01,           1,  0.1447002E+06,         187
, 0.34087498826619E+06, 0.62853946247418E+07, -0.1112379E+02,           1,  0.1395826E+06,         188
, 0.34093120841958E+06, 0.62849866807740E+07, -0.1200000E+02,           1,  0.1344684E+06,         189
, 0.34098742722381E+06, 0.62845787366161E+07, -0.9798062E+01,           1,  0.1293509E+06,         190
, 0.34104364734802E+06, 0.62841707924702E+07, -0.1426745E+02,           1,  0.1242366E+06,         191
, 0.34364633546964E+06, 0.62799047125872E+07, -0.1000019E+02,          20,  0.8625836E+05,         192
, 0.34388457239416E+06, 0.62798853114350E+07, -0.1048993E+02,          20,  0.8035963E+05,         193
, 0.34339246335274E+06, 0.62799020247690E+07, -0.1000075E+02,          20,  0.7895474E+05,         194
, 0.34419481353668E+06, 0.62800306275367E+07, -0.1113914E+02,          20,  0.1099581E+06,         195
, 0.34409954049967E+06, 0.62797387329655E+07, -0.4999801E+01,          20,  0.8212534E+05,         196
, 0.34315093817711E+06, 0.62798988328337E+07, -0.1799357E+02,          20,  0.6409701E+05,         197
, 0.34293696302464E+06, 0.62798920265979E+07, -0.1999997E+02,          20,  0.5082156E+05,         198
, 0.34273824878787E+06, 0.62798825822729E+07, -0.1643992E+02,          20,  0.4562477E+05,         199
, 0.34254979938094E+06, 0.62798641593267E+07, -0.5010445E+01,          20,  0.3599108E+05,         200
, 0.34179577233506E+06, 0.62805098026873E+07, -0.1064056E+02,          20,  0.2251369E+05,         201
, 0.34187284803424E+06, 0.62803942689885E+07, -0.1192373E+02,          20,  0.2489130E+05,         202
, 0.34045427111009E+06, 0.62858098843266E+07, -0.6283405E+01,           1,  0.1562269E+06,         203
, 0.34054988791011E+06, 0.62853977088437E+07, -0.1101557E+02,           1,  0.1281155E+06,         204
, 0.34064691702663E+06, 0.62849883243944E+07, -0.1014650E+02,           1,  0.9953982E+05,         205
, 0.34075396733333E+06, 0.62846359466667E+07, -0.1039008E+02,           1,  0.4190907E+05,         206
, 0.34064409747177E+06, 0.62845119118500E+07, -0.1069576E+02,           1,  0.9092342E+05,         207
, 0.34080455098000E+06, 0.62841632680037E+07, -0.1500319E+02,           1,  0.6809907E+05,         208
, 0.34363896073193E+06, 0.62795641630982E+07, -0.1000019E+02,          20,  0.8972941E+05,         209
, 0.34385169428678E+06, 0.62795402137336E+07, -0.9376922E+01,          20,  0.5854796E+05,         210
, 0.34337555191087E+06, 0.62795919133803E+07, -0.1000019E+02,          20,  0.8219362E+05,         211
, 0.34400495885095E+06, 0.62794489526174E+07, -0.5896767E+01,          20,  0.5429407E+05,         212
, 0.34312610469235E+06, 0.62796174076441E+07, -0.1511158E+02,          20,  0.6635798E+05,         213
, 0.34441941525218E+06, 0.62797293118143E+07, -0.4999800E+01,          20,  0.8036257E+05,         214
, 0.34427024681991E+06, 0.62795018619156E+07, -0.4999800E+01,          20,  0.6475041E+05,         215
, 0.34412141869508E+06, 0.62792749287207E+07, -0.4999800E+01,          20,  0.4913776E+05,         216
, 0.34290690414126E+06, 0.62796361137530E+07, -0.1999997E+02,          20,  0.5241600E+05,         217
, 0.34270402322413E+06, 0.62796506999627E+07, -0.1474602E+02,          20,  0.4740525E+05,         218
, 0.34254044433333E+06, 0.62796922233333E+07, -0.5619780E+01,          20,  0.2182790E+05,         219
, 0.34167404228599E+06, 0.62803931549259E+07, -0.1112843E+02,          20,  0.1639876E+05,         220
, 0.34171786679915E+06, 0.62803066015493E+07, -0.8823677E+01,          20,  0.1751620E+05,         221
, 0.34013875654064E+06, 0.62856731954712E+07, -0.6082698E+01,           1,  0.1383305E+06,         222
, 0.34028617840672E+06, 0.62852878525694E+07, -0.1087215E+02,           1,  0.1130460E+06,         223
, 0.34001476324977E+06, 0.62859176264271E+07, -0.3648813E+01,           1,  0.5599897E+05,         224
, 0.34044000618302E+06, 0.62849071052498E+07, -0.1025130E+02,           1,  0.9041003E+05,         225
, 0.34045911946589E+06, 0.62843893834504E+07, -0.8794724E+01,           1,  0.9006455E+05,         226
, 0.34062858775774E+06, 0.62840933315283E+07, -0.2071755E+02,           1,  0.6747424E+05,         227
, 0.34026560024359E+06, 0.62847569511891E+07, -0.9935997E+01,           1,  0.9020345E+05,         228
, 0.34362357103383E+06, 0.62791875169262E+07, -0.1121515E+02,          20,  0.1122247E+06,         229
, 0.34335501640490E+06, 0.62792257558699E+07, -0.1583945E+02,          20,  0.1151619E+06,         230
, 0.34310238787417E+06, 0.62792611402512E+07, -0.1730486E+02,          20,  0.1034133E+06,         231
, 0.34288263489331E+06, 0.62792887743195E+07, -0.1854350E+02,          20,  0.9027696E+05,         232
, 0.34454663708862E+06, 0.62795018686116E+07, -0.7014239E+01,          20,  0.4930290E+05,         233
, 0.34437355231030E+06, 0.62792910871837E+07, -0.5497743E+01,          20,  0.4915141E+05,         234
, 0.34420046749934E+06, 0.62790803057160E+07, -0.4999800E+01,          20,  0.4899992E+05,         235
, 0.34267990654152E+06, 0.62793115849899E+07, -0.1617898E+02,          20,  0.9131330E+05,         236
, 0.34251684633333E+06, 0.62792549933333E+07, -0.1499959E+02,          20,  0.4152257E+05,         237
, 0.33988806544980E+06, 0.62854205659428E+07, -0.8672734E+01,           1,  0.1302895E+06,         238
, 0.34007108306671E+06, 0.62850856259156E+07, -0.1128847E+02,           1,  0.1073426E+06,         239
, 0.33975551225044E+06, 0.62856601055484E+07, -0.3911286E+01,           1,  0.5986210E+05,         240
, 0.33991412934003E+06, 0.62860431236226E+07, -0.2942082E+01,           1,  0.5860292E+05,         241
, 0.33965665269484E+06, 0.62858220719780E+07, -0.3671040E+01,           1,  0.7235038E+05,         242
, 0.34029633933333E+06, 0.62843404400000E+07, -0.8035569E+01,           1,  0.3584400E+05,         243
, 0.34022467822012E+06, 0.62841362494360E+07, -0.8687233E+01,           1,  0.9581550E+05,         244
, 0.34048000068798E+06, 0.62838932369468E+07, -0.2105929E+02,           1,  0.9302650E+05,         245
, 0.34010211589956E+06, 0.62845898565060E+07, -0.9007092E+01,           1,  0.8507559E+05,         246
, 0.33987544451223E+06, 0.62848618100443E+07, -0.1129606E+02,           1,  0.9908962E+05,         247
, 0.34360410017549E+06, 0.62787716732625E+07, -0.1375719E+02,          20,  0.1121525E+06,         248
, 0.34333539976632E+06, 0.62788001073469E+07, -0.1499958E+02,          20,  0.1152355E+06,         249
, 0.34308373220671E+06, 0.62788262418116E+07, -0.1499958E+02,          20,  0.1025048E+06,         250
, 0.34286741135143E+06, 0.62788458900016E+07, -0.1499958E+02,          20,  0.8818045E+05,         251
, 0.34266948307078E+06, 0.62788613414760E+07, -0.1097856E+02,          20,  0.8907623E+05,         252
, 0.34463151340163E+06, 0.62792964009389E+07, -0.8803205E+01,          20,  0.5492441E+05,         253
, 0.34447262431900E+06, 0.62790997549533E+07, -0.7454546E+01,          20,  0.5616181E+05,         254
, 0.34431375567521E+06, 0.62789031330171E+07, -0.6105662E+01,          20,  0.5740045E+05,         255
, 0.34251151300000E+06, 0.62789523266667E+07, -0.4999838E+01,          20,  0.4152257E+05,         256
, 0.33966534568151E+06, 0.62851421066010E+07, -0.9689496E+01,           1,  0.1212389E+06,         257
, 0.33950981602293E+06, 0.62853758753122E+07, -0.6580884E+01,           1,  0.7300008E+05,         258
, 0.33941135435386E+06, 0.62855468340500E+07, -0.5008917E+01,           1,  0.6210146E+05,         259
, 0.33984201924817E+06, 0.62862066264805E+07, -0.2779222E+01,           1,  0.6989948E+05,         260
, 0.33955467297471E+06, 0.62860161184559E+07, -0.3479609E+01,           1,  0.8384064E+05,         261
, 0.33931373154750E+06, 0.62857083009855E+07, -0.2082847E+01,           1,  0.7448957E+05,         262
, 0.33996793995890E+06, 0.62843656100056E+07, -0.7206340E+01,           1,  0.9560950E+05,         263
, 0.34006950030424E+06, 0.62838866137838E+07, -0.8454090E+01,           1,  0.1062725E+06,         264
, 0.34031387910493E+06, 0.62836363647983E+07, -0.1590971E+02,           1,  0.1164141E+06,         265
, 0.33982194099078E+06, 0.62841132952039E+07, -0.6051237E+01,           1,  0.9127692E+05,         266
, 0.34044790923174E+06, 0.62833594507027E+07, -0.1080048E+02,           1,  0.7085313E+05,         267
, 0.33970885076497E+06, 0.62846033083729E+07, -0.9972110E+01,           1,  0.1061480E+06,         268
, 0.33947467420719E+06, 0.62848543341754E+07, -0.1216158E+02,           1,  0.1045020E+06,         269
, 0.34357520318797E+06, 0.62783669255683E+07, -0.1499198E+02,          20,  0.1132212E+06,         270
, 0.34328310459059E+06, 0.62784207986693E+07, -0.1499958E+02,          20,  0.9836534E+05,         271
