Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.2,26.7, 1.0,231.3, 16.8, 0.36,  0.36,0.080,0.0,0.6,20.50,0.0, 0.07, 250.0, 250.0,1.113000,0.104066,0.006177,0.114480,0.009216,0.000664,0.318000,0.035775,0.001526,0.015900,0.002186,0.000048
100.0, 0.2,26.7, 1.0,231.3, 16.8, 0.36,  0.36,0.080,0.0,0.6,20.50,0.0, 0.07, 250.0, 250.0,1.113000,0.104066,0.006177,0.114480,0.009216,0.000664,0.318000,0.035775,0.001526,0.015900,0.002186,0.000048
