Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.2,20.1, 6.0,256.3, 78.9, 8.57, 23.80,1.550,0.0,0.6,23.00,0.0, 0.76, 450.0, 450.0,4.956000,0.463386,0.027506,0.509760,0.041036,0.002957,1.416000,0.159300,0.006797,0.070800,0.009735,0.000216
100.0, 0.2,20.1, 6.0,256.3, 78.9, 8.57, 23.80,1.550,0.0,0.6,23.00,0.0, 0.76, 450.0, 450.0,4.956000,0.463386,0.027506,0.509760,0.041036,0.002957,1.416000,0.159300,0.006797,0.070800,0.009735,0.000216
