Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.1,18.0, 2.0,314.1, 78.9, 8.57, 23.80,1.550,0.0,0.6,23.00,0.0, 0.76,  50.0, 350.0,0.630000,0.058905,0.003496,0.064800,0.005216,0.000376,0.180000,0.020250,0.000864,0.009000,0.001238,0.000027
100.0, 0.1,18.0, 2.0,314.1, 78.9, 8.57, 23.80,1.550,0.0,0.6,23.00,0.0, 0.76,  50.0, 350.0,0.630000,0.058905,0.003496,0.064800,0.005216,0.000376,0.180000,0.020250,0.000864,0.009000,0.001238,0.000027
