"Time","212295",,
"and","Level (Metres)",,
"Date","Mean","Qual",
 29377.000000,"",    255,Sites:
 29378.000000,"",    255,212295 - CATTAI CREEK AT MARAYLYA Lat:-33.59861589 Long:150.93125045 Elev:10m
 29379.000000,       0.449,     60,
 29380.000000,       0.437,     60,Variables:
 29381.000000,       0.414,     60,100 - Stream Water Level (Metres)
 29382.000000,       0.402,     60,
 29383.000000,       0.427,     60,Qualities:
 29384.000000,       0.433,     60,5 - Good quality data
 29385.000000,       0.454,     60,6 - Good quality data
 29386.000000,       0.466,     60,7 - Good quality contractors data
 29387.000000,       0.498,     60,11 - Record processed pre 16/01/1995 & coded 1 5 or 6
 29388.000000,       0.566,     60,12 - Good quality telemetered data
 29389.000000,       0.625,     60,25 - Daily totals derived from logged data
 29390.000000,       0.564,     60,40 - Good quality estimate
 29391.000000,       0.529,     60,55 - Fair quality data
 29392.000000,       0.500,     60,60 - Fair quality digitised data
 29393.000000,       0.479,     60,61 - Record processed pre 16/01/1995 & coded 55
 29394.000000,       0.473,     60,90 - Fair estimate based on correlations & other information (eg. debris marks)
 29395.000000,       0.473,     60,105 - Poor quality data
 29396.000000,       0.473,     60,111 - Record processed pre 16/01/1995 & coded 105
 29397.000000,       0.463,     60,150 - Data not yet quality coded - Hydsys default
 29398.000000,       0.448,     60,151 - Backwater affected - levels available
 29399.000000,       0.431,     60,152 - Data for which quality accuracy &/or derivation is not known
 29400.000000,       0.432,     60,160 - Range of sensor or measuring device exceeded
 29401.000000,       0.432,     60,201 - Data not recorded - logger/sensor not installed
 29402.000000,       0.440,     60,202 - Data not available for release (e.g requires extensive editing)
 29403.000000,       0.444,     60,205 - Data lost
 29404.000000,       0.446,     60,207 - Contractors data lost or not recorded
 29405.000000,       0.439,     60,255 - No data exists
 29406.000000,       0.388,     60,255 - Hydsys default - no data
 29407.000000,       0.406,     60,
 29408.000000,       0.425,     60,
 29409.000000,       0.425,     60,
 29410.000000,       0.428,     60,
 29411.000000,       0.406,     60,
 29412.000000,       0.381,     60,
 29413.000000,       0.354,     60,
 29414.000000,       0.343,     60,
 29415.000000,       0.344,     60,
 29416.000000,       0.356,     60,
 29417.000000,       0.391,     60,
 29418.000000,       0.414,     60,
 29419.000000,       0.425,     60,
 29420.000000,       0.414,     60,
 29421.000000,       0.415,     60,
 29422.000000,       0.417,     60,
 29423.000000,       0.417,     60,
 29424.000000,       0.415,     60,
 29425.000000,       0.428,     60,
 29426.000000,       0.436,     60,
 29427.000000,       0.458,     60,
 29428.000000,       0.457,     60,
 29429.000000,       0.492,     60,
 29430.000000,       0.597,     60,
 29431.000000,       0.661,     60,
 29432.000000,       0.558,     60,
 29433.000000,       0.512,     60,
 29434.000000,       0.483,     60,
 29435.000000,       0.461,     60,
 29436.000000,       0.443,     60,
 29437.000000,       0.428,     60,
 29438.000000,       0.428,     60,
 29439.000000,       0.418,     60,
 29440.000000,       0.419,     60,
 29441.000000,       0.427,     60,
 29442.000000,       0.422,     60,
 29443.000000,       0.410,     60,
 29444.000000,       0.428,     60,
 29445.000000,       0.437,     60,
 29446.000000,       0.429,     60,
 29447.000000,       0.423,     60,
 29448.000000,       0.410,     60,
 29449.000000,       0.412,     60,
 29450.000000,       0.419,     60,
 29451.000000,       0.418,     60,
 29452.000000,       0.416,     60,
 29453.000000,       0.416,     60,
 29454.000000,       0.402,     60,
 29455.000000,       0.397,     60,
 29456.000000,       0.392,     60,
 29457.000000,       0.392,     60,
 29458.000000,       0.385,     60,
 29459.000000,       0.389,     60,
 29460.000000,       0.396,     60,
 29461.000000,"",    201,
 29462.000000,"",    201,
 29463.000000,       0.415,     60,
 29464.000000,       0.414,     60,
 29465.000000,       0.405,     60,
 29466.000000,       0.400,     60,
 29467.000000,       0.379,     60,
 29468.000000,       0.361,     60,
 29469.000000,       0.364,     60,
 29470.000000,       0.337,     60,
 29471.000000,       0.335,     60,
 29472.000000,       0.343,     60,
 29473.000000,       0.361,     60,
 29474.000000,       0.379,     60,
 29475.000000,       0.379,     60,
 29476.000000,       0.375,     60,
 29477.000000,       0.374,     60,
 29478.000000,       0.368,     60,
 29479.000000,       0.367,     60,
 29480.000000,       0.369,     60,
 29481.000000,       0.369,     60,
 29482.000000,       0.375,     60,
 29483.000000,       0.382,     60,
 29484.000000,       0.373,     60,
 29485.000000,       0.355,     60,
 29486.000000,       0.363,     60,
 29487.000000,       0.343,     60,
 29488.000000,       0.326,     60,
 29489.000000,       0.338,     60,
 29490.000000,       0.329,     60,
 29491.000000,       0.329,     60,
 29492.000000,       0.314,     60,
 29493.000000,       0.302,     60,
 29494.000000,       0.303,     60,
 29495.000000,       0.308,     60,
 29496.000000,       0.304,     60,
 29497.000000,       0.291,     60,
 29498.000000,       0.277,     60,
 29499.000000,       0.266,     60,
 29500.000000,       0.254,     60,
 29501.000000,       0.264,     60,
 29502.000000,       0.274,     60,
 29503.000000,       0.267,     60,
 29504.000000,       0.272,     60,
 29505.000000,       0.289,     60,
 29506.000000,       0.280,     60,
 29507.000000,       0.272,     60,
 29508.000000,       0.267,     60,
 29509.000000,       0.258,     60,
 29510.000000,       0.253,     60,
 29511.000000,       0.251,     60,
 29512.000000,       0.255,     60,
 29513.000000,       0.260,     60,
 29514.000000,       0.251,     60,
 29515.000000,       0.249,     60,
 29516.000000,       0.260,     60,
 29517.000000,       0.261,     60,
 29518.000000,       0.431,     60,
 29519.000000,       0.444,     60,
 29520.000000,       0.472,     60,
 29521.000000,       0.563,     60,
 29522.000000,       0.505,     60,
 29523.000000,       0.478,     60,
 29524.000000,       0.452,     60,
 29525.000000,       0.416,     60,
 29526.000000,       0.399,     60,
 29527.000000,       0.379,     60,
 29528.000000,       0.384,     60,
 29529.000000,       0.383,     60,
 29530.000000,       0.355,     60,
 29531.000000,       0.356,     60,
