Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,23.7,,8.2,0.01,8.88,9.17,0.062,,0.052,,,,1.6,,110,12
29/03/2018 00:00,,21.7,,8,0.02,7.04,7.3,0.037,,0.027,,,,2.4,,600,33
18/04/2018 00:00,,21.1,,8.4,0.01,9,9.72,0.037,,0.027,,,,1.5,,18,17
07/05/2018 00:00,,20.5,,8.6,0.1,10.8,11.6,0.054,,0.045,,,,0.5,,16,16
01/06/2018 00:00,,17.4,,9.2,0.02,13.4,13.5,0.281,,0.245,,,,0.4,,210,9
20/06/2018 00:00,,12.3,,10.7,0.01,0.31,0.56,0.043,,0.025,,,,0.7,,1600,2700
10/07/2018 00:00,,10.3,,11,0.05,0.19,0.46,0.024,,0.01,,,,0.3,,5,7
30/07/2018 00:00,,10.7,,10.7,0.06,0.28,0.64,0.025,,0.009,,,,0.8,,10,36
24/08/2018 00:00,,12.3,,10.3,0.12,0.72,1.02,0.024,,0.009,,,,1.2,,1,6
11/09/2018 00:00,,14.2,,9.9,0.08,0.3,0.65,0.033,,0.014,,,,0.4,,12,18
04/10/2018 00:00,,16.3,,9.7,0.19,0.84,1.43,0.106,,0.039,,,,4.8,,3900,4500
22/10/2018 00:00,,19.4,,8.9,0.03,4.76,5.59,0.075,,0.057,,,,0.4,,8900,2200
15/11/2018 00:00,,19.2,,8.4,0.07,0.15,0.53,0.038,,0.009,,,,0.9,,240,49
10/12/2018 00:00,,22.3,,8.5,0.06,0.24,0.65,0.023,,0.008,,,,1.6,,300,55
31/12/2018 00:00,,24.1,,7.5,0.03,10.1,10.6,0.031,,0.015,,,,0.6,,250,95
