Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,23.4,,8.5,0.01,0.01,0.27,0.011,,0.004,,,,9.2,,290,68
27/03/2018 00:00,,20.9,,8.4,0.01,0.01,0.3,0.015,,0.005,,,,3.5,,100,53
17/04/2018 00:00,,22.6,,8.3,0.01,0.01,0.31,0.017,,0.005,,,,16.9,,91,66
03/05/2018 00:00,,20.3,,9,0.01,0.01,0.3,0.018,,0.005,,,,22.2,,160,86
31/05/2018 00:00,,13.8,,10.5,0.01,0.01,0.33,0.019,,0.005,,,,19.8,,79,86
19/06/2018 00:00,,10.9,,11,0.01,0.01,0.24,0.012,,0.003,,,,17.9,,52,88
12/07/2018 00:00,,11.8,,10.6,0.01,0.04,0.34,0.011,,0.004,,,,11.9,,33,60
30/07/2018 00:00,,11.6,,11.1,0.01,0.03,0.23,0.007,,0.003,,,,4.6,,32,39
28/08/2018 00:00,,10.3,,11.1,0.01,0.01,0.22,0.008,,0.003,,,,6.8,,12,35
10/09/2018 00:00,,16.4,,10,0.01,0.01,0.27,0.01,,0.004,,,,6.2,,67,95
04/10/2018 00:00,,17.4,,9.6,0.01,0.01,0.26,0.013,,0.005,,,,7.1,,180,160
22/10/2018 00:00,,22,,8.8,0.01,0.02,0.27,0.012,,0.003,,,,2.6,,130,85
16/11/2018 00:00,,21.5,,8.3,0.01,0.01,0.3,0.012,,0.004,,,,5.7,,61,71
10/12/2018 00:00,,25.2,,8.1,0.01,0.25,0.56,0.015,,0.015,,,,4.9,,41,55
28/12/2018 00:00,,26.6,,7.4,0.02,0.33,0.71,0.026,,0.006,,,,5.3,,70,130
