Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
15/08/2007 00:00,,11.4,,9.2,0.005,0.005,0.76,0.052,,,,,,25.9,,,
15/08/2007 00:00,,,,,0.005,0.05,0.87,0.064,,,,,,,,,
20/08/2007 00:00,,,,,,,,,,,,,,,,,
27/08/2007 00:00,,,,,0.06,0.33,1.52,0.128,,,,,,,,,
27/08/2007 00:00,,,,,,,,,,,,,,,,,
08/09/2007 00:00,,,,,0.07,0.69,1.71,0.112,,,,,,,,,
20/09/2007 00:00,,,,,0.005,0.39,1.51,0.116,,,,,,,,,
26/09/2007 00:00,,17.6,,8.7,0.05,0.08,1.01,0.052,,,,,,11.1,,,
02/10/2007 00:00,,,,,0.01,0.05,1.09,0.098,,,,,,,,,
14/10/2007 00:00,,,,,0.03,0.05,0.96,0.094,,,,,,,,,
14/10/2007 00:00,,,,,0.03,0.05,0.98,0.092,,,,,,,,,
15/10/2007 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
26/10/2007 00:00,,,,,0.04,0.05,1.18,0.095,,,,,,,,,
07/11/2007 00:00,,,,,0.06,0.51,1.6,0.275,,,,,,,,,
07/11/2007 00:00,,,,,0.06,0.51,1.6,0.275,,,,,,,,,
08/11/2007 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
19/11/2007 00:00,,,,,0.02,0.05,1.31,0.131,,,,,,,,,
19/11/2007 00:00,,,,,,,,,,,,,,,,,
25/11/2007 00:00,,24.2,,6.2,0.02,0.01,0.87,0.036,,,,,,9.5,,,
01/12/2007 00:00,,,,,0.07,0.05,1.17,0.108,,,,,,,,,
13/12/2007 00:00,,,,,0.02,0.18,1.5,0.18,,,,,,,,,
13/12/2007 00:00,,,,,0.01,0.18,1.6,0.191,,,,,,,,,
14/12/2007 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
19/12/2007 00:00,,20.9,,5.8,0.02,0.27,1.19,0.111,,,,,,27.9,,,
25/12/2007 00:00,,,,,0.04,0.05,1.07,0.117,,,,,,,,,
06/01/2008 00:00,,,,,0.01,0.05,1.69,0.176,,,,,,,,,
08/01/2008 00:00,,,,,,,,,,,,,,,,,
14/01/2008 00:00,,24,,3.2,0.005,0.01,1.35,0.14,,,,,,59.8,,,
18/01/2008 00:00,,,,,0.01,0.42,1.9,0.305,,,,,,,,,
24/01/2008 00:00,,23.4,,3,0.14,0.12,1,0.092,,,,,,8.4,,,
30/01/2008 00:00,,,,,0.06,0.05,1.19,0.134,,,,,,,,,
30/01/2008 00:00,,,,,0.06,0.05,1.21,0.134,,,,,,,,,
31/01/2008 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
11/02/2008 00:00,,,,,,,,,,,,,,,,,
11/02/2008 00:00,,,,,0.05,0.24,1.55,0.21,,,,,,,,,
23/02/2008 00:00,,,,,0.06,0.05,1.25,0.132,,,,,,,,,
06/03/2008 00:00,,,,,0.02,0.05,1.38,0.154,,,,,,,,,
06/03/2008 00:00,,,,,0.03,0.05,1.29,0.149,,,,,,,,,
07/03/2008 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
12/03/2008 00:00,,21.7,,4,0.05,0.07,1.03,0.093,,,,,,20,,,
18/03/2008 00:00,,,,,0.09,0.05,1.05,0.126,,,,,,,,,
30/03/2008 00:00,,,,,0.02,0.05,1.03,0.088,,,,,,,,,
30/03/2008 00:00,,,,,0.02,0.05,1.04,0.09,,,,,,,,,
31/03/2008 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
11/04/2008 00:00,,,,,0.03,0.05,0.92,0.094,,,,,,,,,
17/04/2008 00:00,,16.6,,6.5,0.005,0.02,0.72,0.062,,,,,,34.1,,,
23/04/2008 00:00,,,,,0.04,0.1,0.9,0.084,,,,,,,,,
05/05/2008 00:00,,14.4,,5.6,0.13,0.16,0.8,0.056,,,,,,3.7,,,
05/05/2008 00:00,,,,,,,,,,,,,,,,,
11/05/2008 00:00,,,,,0.09,0.08,0.96,0.085,,,,,,,,,
12/05/2008 00:00,,,,,0.005,0.05,0.025,0.001,,,,,,,,,
17/05/2008 00:00,,,,,0.03,0.05,0.96,0.082,,,,,,,,,
29/05/2008 00:00,,,,,0.06,0.05,0.84,0.089,,,,,,,,,
10/06/2008 00:00,,14,,7.5,0.07,0.4,1.44,0.124,,,,,,21.1,,,
10/06/2008 00:00,,,,,0.08,0.25,1.52,0.151,,,,,,,,,
22/06/2008 00:00,,,,,0.08,0.21,1.13,0.096,,,,,,,,,
04/07/2008 00:00,,,,,0.05,0.1,0.2,0.014,,,,,,,,,
16/07/2008 00:00,,10.1,,8.7,0.02,0.04,0.59,0.028,,,,,,11.9,,,
16/07/2008 00:00,,,,,0.01,0.05,0.95,0.07,,,,,,,,,
28/07/2008 00:00,,,,,0.01,0.05,0.91,0.064,,,,,,,,,
09/08/2008 00:00,,,,,0.02,0.05,1.05,0.076,,,,,,,,,
21/08/2008 00:00,,9.7,,9.5,0.02,0.01,0.55,0.024,,,,,,8.3,,,
21/08/2008 00:00,,,,,0.005,0.05,0.78,0.061,,,,,,,,,
26/09/2008 00:00,,16.5,,7.9,0.01,0.07,0.78,0.057,,,,,,15.6,,,
15/10/2008 00:00,,17.8,,4.8,0.05,0.15,0.69,0.057,,,,,,3.1,,,
20/11/2008 00:00,,19.6,,6,0.03,0.62,1.53,0.2,,,,,,5.4,,,
08/12/2008 00:00,,23.7,,5,0.005,0.05,0.76,0.058,,,,,,13.1,,,
13/01/2009 00:00,,26.2,,11.9,0.005,0.02,0.73,0.041,,,,,,7.1,,,
12/02/2009 00:00,,21.6,,4.9,0.04,0.005,0.84,0.084,,,,,,27.6,,,
02/03/2009 00:00,,22.7,,4.7,0.005,0.005,0.88,0.11,,,,,,37.2,,,
07/04/2009 00:00,,19.7,,3.7,0.23,0.12,1.12,0.094,,,,,,9.8,,,
01/05/2009 00:00,,13,,6.4,0.01,0.005,0.91,0.074,,,,,,92.8,,,
18/06/2009 00:00,,10.4,,2.8,0.13,0.13,0.81,0.053,,,,,,4.4,,,
24/07/2009 00:00,,11,,9.8,0.01,0.04,0.63,0.033,,,,,,28.7,,,
17/08/2009 00:00,,13,,10.4,0.01,0.005,0.49,0.02,,,,,,8.7,,,
