Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/07/2008 00:00,,9.2,,11.2,0.01,0.13,0.22,0.005,,0.003,,,,0.3,,,
10/07/2008 00:00,,,,,0.01,0.13,0.22,0.005,,0.003,,,,0.1,,,
29/07/2008 00:00,,9.9,,11.2,0.01,0.14,0.23,0.004,,0.002,,,,0.3,,,
29/07/2008 00:00,,,,,0.01,0.14,0.21,0.004,,0.002,,,,0.3,,,
14/08/2008 00:00,,10.2,,11.4,0.01,0.16,0.22,0.004,,0.001,,,,0.5,,,
14/08/2008 00:00,,,,,0.01,0.15,0.22,0.003,,0.002,,,,0.5,,,
03/09/2008 00:00,,13.8,,10.4,0.01,0.11,0.19,0.005,,0.003,,,,0.4,,,
03/09/2008 00:00,,,,,0.01,0.11,0.19,0.005,,0.003,,,,0.6,,,
24/09/2008 00:00,,16.4,,9.2,0.01,0.16,0.26,0.005,,0.003,,,,0.1,,,
24/09/2008 00:00,,,,,0.01,0.16,0.26,0.006,,0.004,,,,0.5,,,
15/10/2008 00:00,,18.9,,8.2,0.01,0.05,0.17,0.007,,0.003,,,,1.7,,,
15/10/2008 00:00,,,,,0.01,0.05,0.15,0.007,,0.003,,,,1.2,,,
04/11/2008 00:00,,21.2,,7.5,0.005,0.08,0.21,0.007,,0.003,,,,1.3,,,
04/11/2008 00:00,,,,,0.01,0.08,0.21,0.006,,0.003,,,,1.5,,,
25/11/2008 00:00,,21.7,,7.7,0.005,0.01,0.15,0.007,,0.003,,,,1.3,,,
25/11/2008 00:00,,,,,0.005,0.01,0.14,0.006,,0.003,,,,1.6,,,
17/12/2008 00:00,,22.4,,7.1,0.01,0.06,0.32,0.016,,0.007,,,,1.3,,,
17/12/2008 00:00,,,,,0.01,0.06,0.3,0.016,,0.006,,,,1.7,,,
07/01/2009 00:00,,27.6,,6.1,0.01,0.05,0.2,0.007,,0.004,,,,1.1,,,
07/01/2009 00:00,,,,,0.01,0.05,0.2,0.006,,0.004,,,,1.1,,,
27/01/2009 00:00,,25.3,,6.2,0.01,0.04,0.16,0.006,,0.003,,,,1.6,,,
27/01/2009 00:00,,,,,0.01,0.03,0.16,0.006,,0.003,,,,1.5,,,
18/02/2009 00:00,,18.6,,7.6,0.01,0.12,0.44,0.018,,0.006,,,,1.8,,,
18/02/2009 00:00,,,,,0.01,0.12,0.44,0.017,,0.006,,,,1.5,,,
09/03/2009 00:00,,22.9,,6.4,0.01,0.04,0.19,0.009,,0.005,,,,1.3,,,
09/03/2009 00:00,,,,,0.01,0.04,0.2,0.009,,0.005,,,,1.4,,,
01/04/2009 00:00,,21,,7.3,0.01,0.04,0.21,0.014,,0.006,,,,1.3,,,
01/04/2009 00:00,,,,,0.01,0.05,0.19,0.014,,0.006,,,,1.5,,,
23/04/2009 00:00,,17.6,,8.8,0.01,0.05,0.17,0.009,,0.005,,,,1.8,,,
23/04/2009 00:00,,,,,0.01,0.05,0.16,0.008,,0.005,,,,1.8,,,
15/05/2009 00:00,,13.4,,9.4,0.01,0.06,0.14,0.006,,0.004,,,,0.4,,,
15/05/2009 00:00,,,,,0.01,0.06,0.16,0.006,,0.005,,,,0.3,,,
02/06/2009 00:00,,14,,9.5,0.01,0.05,0.19,0.006,,0.003,,,,0.4,,,
02/06/2009 00:00,,,,,0.01,0.06,0.17,0.006,,0.004,,,,0.4,,,
23/06/2009 00:00,,13.1,,9.9,0.01,0.06,0.14,0.006,,0.004,,,,0.4,,,
23/06/2009 00:00,,,,,0.01,0.06,0.15,0.006,,0.004,,,,0.1,,,
15/07/2009 00:00,,10.1,,11.3,0.01,0.08,0.13,0.003,,0.002,,,,0.1,,,
15/07/2009 00:00,,,,,0.01,0.09,0.15,0.004,,0.002,,,,0.4,,,
03/08/2009 00:00,,10.5,,11.8,0.01,0.07,0.13,0.005,,0.004,,,,0.4,,,
03/08/2009 00:00,,,,,0.01,0.07,0.13,0.005,,0.004,,,,0.2,,,
27/08/2009 00:00,,14.1,,9.8,0.01,0.07,0.16,0.005,,0.003,,,,0.5,,,
27/08/2009 00:00,,,,,0.01,0.07,0.15,0.005,,0.003,,,,0.5,,,
15/09/2009 00:00,,17.7,,8.8,0.01,0.05,0.16,0.006,,0.004,,,,0.9,,,
15/09/2009 00:00,,,,,0.005,0.05,0.16,0.006,,0.004,,,,0.9,,,
06/10/2009 00:00,,17.2,,8.8,0.01,0.06,0.16,0.005,,0.002,,,,1.1,,,
06/10/2009 00:00,,,,,0.01,0.06,0.16,0.006,,0.002,,,,1.6,,,
