Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
16/07/2009 00:00,,12.8,,8.2,0.02,0.17,0.45,0.017,,0.014,,,,0.7,,,
16/07/2009 00:00,,,,,0.02,0.16,0.35,0.017,,0.015,,,,0.7,,,
07/08/2009 00:00,,14.6,,10.2,0.01,0.01,0.33,0.009,,0.004,,,,3,,,
07/08/2009 00:00,,,,,0.005,0.01,0.3,0.01,,0.005,,,,3,,,
27/08/2009 00:00,,16,,8.7,0.01,0.01,0.23,0.013,,0.01,,,,1.4,,,
27/08/2009 00:00,,,,,0.01,0.01,0.21,0.014,,0.009,,,,1.9,,,
18/09/2009 00:00,,18.5,,7.6,0.01,0.01,0.26,0.018,,0.011,,,,2.3,,,
18/09/2009 00:00,,,,,0.01,0.01,0.32,0.018,,0.011,,,,2.4,,,
09/10/2009 00:00,,16.9,,7.8,0.01,0.05,0.33,0.023,,0.018,,,,2,,,
09/10/2009 00:00,,,,,0.01,0.06,0.3,0.022,,0.019,,,,2.1,,,
29/10/2009 00:00,,22,,7,0.01,0.05,0.51,0.028,,0.01,,,,9.2,,,
29/10/2009 00:00,,,,,0.01,0.05,0.47,0.029,,0.008,,,,9,,,
20/11/2009 00:00,,26.5,,7.4,0.005,0.005,0.33,0.025,,0.014,,,,4.1,,,
20/11/2009 00:00,,,,,0.005,0.01,0.4,0.024,,0.013,,,,4,,,
10/12/2009 00:00,,25.8,,6.5,0.005,0.005,0.25,0.029,,0.015,,,,3.5,,,
10/12/2009 00:00,,,,,0.005,0.005,0.25,0.025,,0.015,,,,2.9,,,
22/12/2009 00:00,,27.2,,8.9,0.005,0.005,0.24,0.025,,0.013,,,,4.9,,,
22/12/2009 00:00,,,,,0.01,0.005,0.25,0.028,,0.014,,,,5.6,,,
18/01/2010 00:00,,26.8,,6.7,0.005,0.01,0.38,0.033,,0.014,,,,10.4,,,
18/01/2010 00:00,,,,,0.005,0.005,0.35,0.036,,0.013,,,,13.9,,,
11/02/2010 00:00,,28.3,,6.3,0.12,0.59,1.34,0.062,,0.026,,,,12,,,
11/02/2010 00:00,,,,,0.12,0.61,1.31,0.061,,0.026,,,,11.1,,,
18/02/2010 00:00,,25.3,,4.6,0.08,0.34,0.8,0.034,,0.018,,,,5.7,,,
18/02/2010 00:00,,,,,0.08,0.34,0.81,0.035,,0.019,,,,5.8,,,
