Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/04/2013 00:00,,,,,0.005,0.06,0.29,0.027,,,,,,,,,
1/05/2013 00:00,,,,,0.01,0.05,0.31,0.022,,,,,,,,,
22/05/2013 00:00,,,,,0.01,0.03,0.24,0.03,,,,,,,,,
23/10/2013 00:00,,,,,0.01,0.01,0.26,0.021,,,,,,,,,
6/11/2013 00:00,,,,,0.01,0.01,0.27,0.026,,,,,,,,,
4/12/2013 00:00,,,,,0.005,0.01,0.24,0.022,,,,,,,,,
10/01/2014 00:00,,,,,0.01,0.01,0.3,0.021,,,,,,,,,
5/02/2014 00:00,,,,,0.02,0.01,0.36,0.026,,,,,,,,,
26/02/2014 00:00,,,,,0.01,0.04,0.28,0.021,,,,,,,,,
19/03/2014 00:00,,,,,0.02,0.03,0.29,0.015,,,,,,,,,
9/04/2014 00:00,,,,,0.01,0.06,0.34,0.027,,,,,,,,,
30/04/2014 00:00,,,,,0.01,0.06,0.3,0.026,,,,,,,,,
21/05/2014 00:00,,,,,0.01,0.03,0.24,0.023,,,,,,,,,
18/06/2014 00:00,,,,,0.005,0.08,0.3,0.018,,,,,,,,,
9/07/2014 00:00,,,,,0.01,0.02,0.24,0.015,,,,,,,,,
6/08/2014 00:00,,,,,0.005,0.01,0.24,0.017,,,,,,,,,
9/09/2014 00:00,,,,,0.02,0.1,0.32,0.012,,,,,,,,,
1/10/2014 00:00,,,,,0.005,0.03,0.32,0.019,,,,,,,,,
22/10/2014 00:00,,,,,0.02,0.07,0.36,0.017,,,,,,,,,
12/11/2014 00:00,,,,,0.01,0.03,0.27,0.019,,,,,,,,,
3/12/2014 00:00,,,,,0.01,0.03,0.28,0.017,,,,,,,,,
18/12/2014 00:00,,,,,0.01,0.01,0.3,0.017,,,,,,,,,
14/01/2015 00:00,,,,,0.01,0.03,0.33,0.027,,,,,,,,,
5/02/2015 00:00,,,,,0.01,0.07,0.32,0.024,,,,,,,,,
25/02/2015 00:00,,,,,0.02,0.02,0.35,0.034,,0.007,,,,,,,
18/03/2015 00:00,,,,,0.01,0.03,0.26,0.023,,0.006,,,,,,,
29/04/2015 00:00,,,,,0.11,0.26,0.81,0.047,,0.012,,,,,,,
20/05/2015 00:00,,,,,0.07,0.15,0.6,0.028,,0.01,,,,,,,
16/06/2015 00:00,,,,,0.02,0.12,0.34,0.016,,0.009,,,,,,,
8/07/2015 00:00,,,,,0.01,0.1,0.38,0.016,,0.004,,,,,,,
12/08/2015 00:00,,,,,0.01,0.03,0.25,0.01,,0.001,,,,,,,
9/09/2015 00:00,,,,,0.03,0.22,0.5,0.016,,0.004,,,,,,,
30/09/2015 00:00,,,,,0.02,0.04,0.29,0.022,,0.006,,,,,,,
21/10/2015 00:00,,,,,0.01,0.01,0.35,0.02,,0.003,,,,,,,
11/11/2015 00:00,,,,,0.02,0.05,0.3,0.017,,0.005,,,,,,,
1/12/2015 00:00,,,,,0.005,0.005,0.28,0.016,,0.004,,,,,,,
16/12/2015 00:00,,,,,0.01,0.01,0.25,0.02,,0.007,,,,,,,
13/01/2016 00:00,,,,,0.05,0.12,0.59,0.029,,0.004,,,,,,,
3/02/2016 00:00,,,,,0.01,0.11,0.57,0.031,,,,,,,,,
24/02/2016 00:00,,,,,0.005,0.04,0.43,0.027,,0.002,,,,,,,
16/03/2016 00:00,,,,,0.02,0.03,0.33,0.027,,0.005,,,,,,,
20/04/2016 00:00,,,,,0.01,0.07,0.31,0.019,,0.004,,,,,,,
18/05/2016 00:00,,,,,0.005,0.05,0.31,0.019,,0.004,,,,,,,
15/06/2016 00:00,,,,,0.11,0.41,0.89,0.03,,0.009,,,,,,,
14/07/2016 00:00,,,,,0.02,0.19,0.5,0.016,,0.003,,,,,,,
10/08/2016 00:00,,,,,0.005,0.16,0.45,0.011,,0.001,,,,,,,
7/09/2016 00:00,,,,,0.02,0.12,0.44,0.016,,0.004,,,,,,,
28/09/2016 00:00,,,,,0.02,0.14,0.45,0.02,,0.007,,,,,,,
19/10/2016 00:00,,,,,0.01,0.02,0.33,0.025,,0.005,,,,,,,
9/11/2016 00:00,,,,,0.01,0.005,0.29,0.018,,0.002,,,,,,,
30/11/2016 00:00,,,,,0.01,0.01,0.2,0.018,,0.005,,,,,,,
20/12/2016 00:00,,,,,0.005,0.03,0.32,0.024,,0.004,,,,,,,
18/01/2017 00:00,,,,,0.005,0.01,0.34,0.029,,0.004,,,,,,,
2/02/2017 00:00,,,,,0.005,0.03,0.3,0.026,,0.009,,,,,,,
23/02/2017 00:00,,,,,0.01,0.005,0.24,0.053,,0.001,,,,,,,
22/03/2017 00:00,,,,,0.06,0.28,0.69,0.05,,0.008,,,,,,,
5/04/2017 00:00,,,,,0.04,0.19,0.61,0.036,,0.014,,,,,,,
27/04/2017 00:00,,,,,0.01,0.06,0.38,0.033,,0.011,,,,,,,
17/05/2017 00:00,,,,,0.01,0.07,0.37,0.024,,0.01,,,,,,,
14/06/2017 00:00,,,,,0.02,0.15,0.47,0.065,,0.007,,,,,,,
5/07/2017 00:00,,,,,0.02,0.12,0.35,0.016,,0.008,,,,,,,
9/08/2017 00:00,,,,,0.01,0.05,0.24,0.013,,0.002,,,,,,,
7/09/2017 00:00,,,,,0.01,0.005,0.27,0.02,,0.004,,,,,,,
4/10/2017 00:00,,,,,0.01,0.01,0.28,0.022,,0.003,,,,,,,
25/10/2017 00:00,,,,,0.01,0.02,0.21,0.042,,0.006,,,,,,,
22/11/2017 00:00,,,,,0.01,0.01,0.24,0.028,,0.006,,,,,,,
19/12/2017 00:00,,,,,0.01,0.005,0.24,0.019,,0.005,,,,,,,
11/01/2018 00:00,,,,,0.02,0.02,0.27,0.031,,0.006,,,,,,,
18/01/2018 00:00,,,,,,0.005,0.28,0.024,,0.003,,,,,,,
6/02/2018 00:00,,,,,0.005,0.005,0.31,0.028,,0.004,,,,,,,
27/02/2018 00:00,,,,,0.005,0.05,0.29,0.029,,0.009,,,,,,,
20/03/2018 00:00,,,,,0.005,0.02,0.25,0.023,,0.007,,,,,,,
10/04/2018 00:00,,,,,0.03,0.02,0.29,0.024,,0.001,,,,,,,
1/05/2018 00:00,,,,,0.01,0.06,0.26,0.022,,0.011,,,,,,,
22/05/2018 00:00,,,,,0.01,0.02,0.23,0.021,,0.006,,,,,,,
13/06/2018 00:00,,,,,0.01,0.01,0.22,0.024,,0.006,,,,,,,
11/07/2018 00:00,,,,,0.005,0.01,0.21,0.014,,0.004,,,,,,,
2/08/2018 00:00,,,,,0.005,0.005,0.18,0.011,,0.004,,,,,,,
30/08/2018 00:00,,,,,0.01,0.005,0.2,0.017,,0.005,,,,,,,
8/10/2018 00:00,,,,,0.01,0.01,0.24,0.016,,0.006,,,,,,,
16/10/2018 00:00,,,,,0.01,0.005,0.34,0.017,,0.001,,,,,,,
13/11/2018 00:00,,,,,0.01,0.005,0.22,0.018,,0.002,,,,,,,
21/11/2018 00:00,,,,,0.01,0.005,0.25,0.02,,0.002,,,,,,,
18/12/2018 00:00,,,,,0.005,0.005,0.3,0.021,,0.001,,,,,,,
