Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
25/09/2006 00:00,,,,,,,,,,, ,, ,, ,, 
25/09/2006 00:00,,,,,,,,,,, ,, ,, ,, 
27/09/2006 00:00,,18,,9.8,0.01,0.76,1.08,0.01,,0.004, ,, ,3.2,1,3,1
27/09/2006 00:00,,,,,0.01,0.76,1.13,0.013,,0.004, ,, ,3.2,1,4,1
27/09/2006 00:00,,19,,9.6,0.03,1.1,1.63,0.013,,0.005, ,, ,4.2,7,12,7
27/09/2006 00:00,,,,,0.03,1.1,1.64,0.014,,0.006, ,, ,5.9,47,210,47
30/04/2008 00:00,,,6,,,,,,2.86,, ,, ,3.4, ,, 
30/05/2008 00:00,,16.5,5,9,0.01,0.82,1.13,0.015,3.62,0.005, ,, ,6.4,75,25,75
30/05/2008 00:00,,,5,,0.01,0.82,1.14,0.016,3.62,0.006, ,, ,4.6,100,39,100
23/06/2008 00:00,,15.1,6,8.5,0.03,0.73,1.1,0.023,2.98,0.006, ,, ,6.5,59,23,59
23/06/2008 00:00,,,6,,0.03,0.73,1.12,0.024,2.98,0.007, ,, ,4.9,63,23,63
08/07/2008 00:00,,10.9,,8.1,0.03,0.6,0.96,0.038,,0.008, ,, ,6.7,950,350,950
08/07/2008 00:00,,,,,0.03,0.6,0.94,0.04,,0.008, ,, ,9.2,880,380,880
28/07/2008 00:00,,10.2,,10.2,0.005,0.69,1.01,0.021,,0.005, ,, ,9.3,7,11,7
28/07/2008 00:00,,10.2,,10.2,0.005,0.69,1.02,0.024,,0.005, ,, ,10.1,7,11,7
12/08/2008 00:00,,10.2,,11.4,0.005,0.65,1.11,0.029,,0.005, ,, ,16.1,14,16,14
12/08/2008 00:00,,,,,0.005,0.65,1.12,0.027,,0.005, ,, ,15.6,19,16,19
02/09/2008 00:00,,13,,12.9,0.01,0.94,1.5,0.03,,0.005, ,, ,22.6,12,14,12
02/09/2008 00:00,,,,,0.01,0.95,1.42,0.028,,0.005, ,, ,21.6,17,15,17
23/09/2008 00:00,,17.9,,10,0.01,1.66,2,0.023,,0.007, ,, ,12.8,30,17,30
23/09/2008 00:00,,,,,0.01,1.67,2,0.023,,0.007, ,, ,13.4,31,6,31
14/10/2008 00:00,,20.6,4,8.9,0.005,0.93,1.27,0.016,2.42,0.005, ,, ,6.9,76,58,76
14/10/2008 00:00,,,4,,0.005,0.94,1.32,0.019,2.42,0.005, ,, ,7.4,65,55,65
07/11/2008 00:00,,22.8,,8.5,0.01,0.55,0.94,0.015,,0.006, ,, ,2.9,21,15,21
07/11/2008 00:00,,,,,0.01,0.54,0.93,0.014,,0.005, ,, ,2.6,9,29,9
28/11/2008 00:00,,22.8,,8.3,0.01,0.34,0.67,0.016,,0.006, ,, ,4.5,32,37,32
28/11/2008 00:00,,,,,0.01,0.33,0.68,0.016,,0.006, ,, ,4.4,48,36,48
18/12/2008 00:00,,25.2,,9.6,0.005,0.17,0.64,0.02,,0.007, ,, ,10.2,33,15,33
18/12/2008 00:00,,,,,0.005,0.17,0.68,0.022,,0.007, ,, ,11.9,18,11,18
06/01/2009 00:00,,26.9,,7.5,0.01,0.09,0.47,0.012,,0.006, ,, ,1.8,45,37,45
06/01/2009 00:00,,,,,0.01,0.08,0.47,0.013,,0.006, ,, ,2.4,38,30,38
30/01/2009 00:00,,23.1,,6.3,0.01,0.01,0.41,0.019,,0.006, ,, ,4,230,30,230
30/01/2009 00:00,,,,,0.01,0.02,0.44,0.023,,0.007, ,, ,4.9,240,23,240
17/02/2009 00:00,,22,,5.6,0.03,0.04,0.45,0.019,,0.006, ,, ,7.8,1000,97,1000
17/02/2009 00:00,,,,,0.03,0.04,0.44,0.019,,0.006, ,, ,8.8,780,62,780
11/03/2009 00:00,,23,,6.5,0.01,0.02,0.44,0.023,,0.006, ,, ,9.3,3,45,3
11/03/2009 00:00,,,,,0.01,0.01,0.43,0.021,,0.006, ,, ,14.4,10,42,10
30/03/2009 00:00,,23,10,6.9,0.02,0.04,0.43,0.019,0.8,0.007, ,, ,4.5,90,30,90
30/03/2009 00:00,,,10,,0.02,0.02,0.42,0.02,0.8,0.006, ,, ,7.1,55,24,55
21/04/2009 00:00,,18.9,,6.5,0.02,0.27,0.6,0.016,,0.006, ,, ,5.5,75,61,75
21/04/2009 00:00,,,,,0.02,0.31,0.63,0.018,,0.006, ,, ,6.5,68,57,68
12/05/2009 00:00,,14.6,,8,0.01,0.16,0.51,0.013,,0.005, ,, ,2.7,50,21,50
12/05/2009 00:00,,,,,0.02,0.16,0.51,0.013,,0.005, ,, ,2.6,51,24,51
02/06/2009 00:00,,14.9,,7.8,0.005,0.61,0.98,0.022,,0.008, ,, ,17,47,23,47
02/06/2009 00:00,,,,,0.01,0.61,1.01,0.024,,0.007, ,, ,15.8,45,13,45
23/06/2009 00:00,,12.1,6,8.4,0.02,0.31,0.6,0.018,0.87,0.005, ,, ,8.5,62,13,62
23/06/2009 00:00,,,6,,0.02,0.31,0.58,0.016,0.87,0.005, ,, ,7.4,66,10,66
14/07/2009 00:00,,10.8,,10.4,0.01,0.66,0.9,0.014,,0.004, ,, ,8,17,7,17
14/07/2009 00:00,,,,,0.01,0.65,0.9,0.015,,0.004, ,, ,7.1,21,4,21
04/08/2009 00:00,,10.4,,11.2,0.01,0.74,1.04,0.013,,0.003, ,, ,8.5,18,16,18
04/08/2009 00:00,,,,,0.01,0.75,1.02,0.013,,0.003, ,, ,6.7,11,15,11
25/08/2009 00:00,,14.2,2,12.3,0.01,0.46,0.78,0.016,0.25,0.004, ,, ,8.2,31,12,31
25/08/2009 00:00,,,2,,0.01,0.47,0.81,0.018,0.25,0.004, ,, ,7.7,30,15,30
18/09/2009 00:00,,18.4,,9.1,0.02,0.27,0.62,0.017,,0.006, ,, ,5.5,23,29,23
18/09/2009 00:00,,18.4,,9.1,0.02,0.28,0.62,0.017,,0.005, ,, ,4,23,29,23
18/09/2009 00:00,,,,,,,,,,, ,, ,, ,, 
