Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL
02/02/2016 00:00,,22.8,,6,0.07,0.3,0.81,0.086,,0.032,,,,4.3,,
10/02/2016 00:00,,25,,8.1,0.01,0.12,0.79,0.065,,0.022,,,,27,,
10/02/2016 00:00,,,,,0.01,0.12,0.8,0.068,,0.018,,,,25.9,,
10/02/2016 00:00,,25,,8.1,0.01,0.12,0.82,0.062,,0.016,,,,24.5,,
17/02/2016 00:00,,25.3,,6.2,0.02,0.13,0.56,0.03,,0.011,,,,6.2,,
17/02/2016 00:00,,,,,,,,,,,,,,,,
23/02/2016 00:00,,29.6,,9.9,0.02,0.17,0.58,0.03,,0.011,,,,7.3,,
23/02/2016 00:00,,,,,,,,,,,,,,,,
02/03/2016 00:00,,24.8,,6.7,0.01,0.17,0.53,0.02,,0.008,,,,5.3,,
02/03/2016 00:00,,,,,0.01,0.17,0.53,0.02,,0.008,,,,4.9,,
02/03/2016 00:00,,,,,,,,,,,,,,,,
09/03/2016 00:00,,27,,6.6,0.01,0.06,0.4,0.014,,0.006,,,,4.3,,
09/03/2016 00:00,,,,,,,,,,,,,,,,
15/03/2016 00:00,,25.7,,6.3,0.01,0.36,0.74,0.017,,0.008,,,,9.5,,
15/03/2016 00:00,,,,,,,,,,,,,,,,
22/03/2016 00:00,,23.1,,9.6,0.01,0.1,0.44,0.017,,0.008,,,,5.7,,
22/03/2016 00:00,,,,,0.01,0.11,0.44,0.017,,0.008,,,,6.1,,
22/03/2016 00:00,,,,,,,,,,,,,,,,
31/03/2016 00:00,,21.1,,7.2,0.02,0.15,0.4,0.014,,0.006,,,,3.9,,
31/03/2016 00:00,,,,,,,,,,,,,,,,
05/04/2016 00:00,,25.5,,10,0.02,0.07,0.37,0.015,,0.005,,,,6.5,,
05/04/2016 00:00,,,,,,,,,,,,,,,,
14/04/2016 00:00,,21.1,,8.3,0.01,0.11,0.42,0.013,,0.006,,,,3.7,,
14/04/2016 00:00,,,,,0.01,0.11,0.41,0.014,,0.006,,,,3.9,,
14/04/2016 00:00,,,,,,,,,,,,,,,,
18/04/2016 00:00,,,,,,,,,,,,,,,,
29/04/2016 00:00,,,,,,,,,,,,,,,,
05/05/2016 00:00,,17.9,,8.6,0.02,0.21,0.47,0.014,,0.005,,,,4.7,,
05/05/2016 00:00,,,,,0.01,0.21,0.46,0.013,,0.005,,,,4.7,,
05/05/2016 00:00,,,,,,,,,,,,,,,,
10/05/2016 00:00,,19.8,,9.1,0.01,0.2,0.47,0.014,,0.005,,,,5.1,,
19/05/2016 00:00,,,,,,,,,,,,,,,,
25/05/2016 00:00,,15.1,,9.1,0.005,0.2,0.47,0.013,,0.005,,,,10.7,,
25/05/2016 00:00,,,,,0.005,0.2,0.45,0.014,,0.005,,,,11.5,,
25/05/2016 00:00,,,,,,,,,,,,,,,,
17/06/2016 00:00,,12.7,,8.9,0.11,0.5,0.87,0.028,,0.009,,,,1.6,,
17/06/2016 00:00,,,,,0.11,0.49,0.86,0.033,,0.009,,,,1.2,,
06/07/2016 00:00,,12.3,,9.6,0.02,0.29,0.6,0.014,,0.007,,,,1.8,,
06/07/2016 00:00,,,,,0.02,0.29,0.64,0.015,,0.006,,,,1.8,,
28/07/2016 00:00,,11.9,,10.5,0.01,0.17,0.49,0.012,,0.005,,,,2.7,,
28/07/2016 00:00,,,,,0.01,0.17,0.48,0.013,,0.005,,,,2.8,,
17/08/2016 00:00,,12.5,,10.7,0.01,0.19,0.49,0.01,,0.003,,,,3,,
17/08/2016 00:00,,,,,0.01,0.19,0.49,0.011,,0.005,,,,3.2,,
09/09/2016 00:00,,14.2,,10.2,0.02,0.22,0.48,0.013,,0.006,,,,4.2,,
09/09/2016 00:00,,,,,0.01,0.22,0.5,0.011,,0.006,,,,4.1,,
26/09/2016 00:00,,16.4,,9.6,0.01,0.19,0.55,0.016,,0.005,,,,3.8,,
26/09/2016 00:00,,,,,0.01,0.2,0.54,0.013,,0.005,,,,2.9,,
18/10/2016 00:00,,18.5,,8.8,0.02,0.19,0.49,0.015,,0.005,,,,3.7,,
18/10/2016 00:00,,,,,0.02,0.19,0.49,0.013,,0.006,,,,3.7,,
11/11/2016 00:00,,24.5,,9.1,0.01,0.16,0.47,0.015,,0.006,,,,8.5,,
11/11/2016 00:00,,,,,0.01,0.16,0.47,0.015,,0.006,,,,7.3,,
02/12/2016 00:00,,25.9,,8.2,0.005,0.08,0.43,0.016,,0.004,,,,24.3,,
02/12/2016 00:00,,,,,0.005,0.08,0.42,0.017,,0.004,,,,23.2,,
20/12/2016 00:00,,25.7,,8.4,0.01,0.1,0.44,0.018,,0.005,,,,5.5,,
20/12/2016 00:00,,,,,0.01,0.09,0.42,0.019,,0.005,,,,5,,
12/01/2017 00:00,,28.8,,8.5,0.01,0.04,0.43,0.038,,0.008,,,,12,,
12/01/2017 00:00,,,,,0.01,0.04,0.37,0.022,,0.007,,,,6.9,,
30/01/2017 00:00,,29.9,,8.4,0.01,0.23,0.59,0.012,,0.006,,,,3.4,,
30/01/2017 00:00,,,,,0.01,0.23,0.58,0.013,,0.006,,,,4.7,,
23/02/2017 00:00,,28.5,,9,0.01,0.12,0.44,0.015,,0.006,,,,0.4,,
23/02/2017 00:00,,,,,0.01,0.12,0.44,0.014,,0.008,,,,4.1,,
14/03/2017 00:00,,23.2,,7,0.02,0.29,0.6,0.022,,0.011,,,,6.9,,
14/03/2017 00:00,,,,,0.02,0.3,0.61,0.021,,0.01,,,,4.9,,
04/04/2017 00:00,,20.7,,8.4,0.03,0.27,0.75,0.032,,0.017,,,,2.9,,
04/04/2017 00:00,,,,,0.03,0.27,0.74,0.034,,0.017,,,,2.8,,
28/04/2017 00:00,,18.7,,9.6,0.01,0.41,0.69,0.016,,0.009,,,,2.2,,
28/04/2017 00:00,,,,,0.01,0.4,0.7,0.017,,0.009,,,,2.4,,
19/05/2017 00:00,,17.7,,9.3,0.01,0.56,0.8,0.017,,0.009,,,,2.8,,
19/05/2017 00:00,,,,,0.01,0.56,0.8,0.017,,0.009,,,,3.2,,
06/06/2017 00:00,,15.2,,10.6,0.01,0.74,1.02,0.017,,0.008,,,,2.6,,
06/06/2017 00:00,,,,,0.02,0.73,0.99,0.017,,0.008,,,,2.8,,
27/06/2017 00:00,,12.7,,10.8,0.01,1.06,1.28,0.017,,0.006,,,,3.1,,
27/06/2017 00:00,,,,,0.01,1.05,1.29,0.014,,0.006,,,,3.1,,
21/07/2017 00:00,,11.6,,10.7,0.02,0.65,0.99,0.022,,0.006,,,,2.7,,
21/07/2017 00:00,,,,,0.01,0.67,0.99,0.021,,0.006,,,,2.7,,
08/08/2017 00:00,,13.6,,10.6,0.01,0.9,1.22,0.022,,0.007,,,,3.3,,
08/08/2017 00:00,,,,,0.01,0.89,1.19,0.021,,0.007,,,,3.5,,
31/08/2017 00:00,,13.9,,12.9,0.01,0.83,1.13,0.017,,0.007,,,,5.7,,
31/08/2017 00:00,,,,,0.01,0.78,1.07,0.016,,0.007,,,,5,,
21/09/2017 00:00,,20.5,,10.1,0.02,0.65,0.93,0.016,,0.006,,,,4.3,,
21/09/2017 00:00,,,,,0.02,0.65,0.92,0.015,,0.006,,,,4,,
09/10/2017 00:00,,24.2,,8.4,0.04,0.39,0.63,0.015,,0.008,,,,2.4,,
09/10/2017 00:00,,,,,0.04,0.37,0.63,0.013,,0.009,,,,2.4,,
31/10/2017 00:00,,20.5,,8.4,0.03,0.18,0.57,0.023,,0.005,,,,4.8,,
31/10/2017 00:00,,,,,0.02,0.27,0.58,0.022,,0.007,,,,4.5,,
23/11/2017 00:00,,23.1,,8.5,0.01,0.27,0.61,0.019,,0.006,,,,7.5,,
23/11/2017 00:00,,,,,0.02,0.27,0.62,0.022,,0.007,,,,7.2,,
14/12/2017 00:00,,28.1,,7.8,0.03,0.08,0.37,0.015,,0.007,,,,2.5,,
14/12/2017 00:00,,,,,0.03,0.08,0.37,0.014,,0.007,,,,2.2,,
05/01/2018 00:00,,26.2,,8.4,0.01,0.06,0.36,0.016,,0.006,,,,4.9,,
05/01/2018 00:00,,,,,0.01,0.06,0.35,0.015,,0.006,,,,4.4,,
31/01/2018 00:00,,24.8,,7.6,0.01,0.02,0.29,0.015,,0.007,,,,4.6,,
31/01/2018 00:00,,,,,0.01,0.02,0.26,0.013,,0.007,,,,3.2,,
15/02/2018 00:00,,27.4,,8.3,0.01,0.02,0.28,0.015,,0.01,,,,2.3,,
15/02/2018 00:00,,,,,0.01,0.02,0.26,0.014,,0.008,,,,1.6,,
06/03/2018 00:00,,22.7,,7.9,0.01,0.05,0.33,0.015,,0.007,,,,1.4,,
06/03/2018 00:00,,,,,0.02,0.06,0.32,0.015,,0.007,,,,2.1,,
27/03/2018 00:00,,22.4,,8.6,0.01,0.08,0.34,0.013,,0.006,,,,1.9,,
27/03/2018 00:00,,,,,0.01,0.07,0.32,0.012,,0.006,,,,2,,
20/04/2018 00:00,,24.9,,11.7,0.01,0.03,0.28,0.01,,0.008,,,,2.6,,
20/04/2018 00:00,,,,,0.01,0.02,0.29,0.01,,0.008,,,,2.9,,
11/05/2018 00:00,,18,,10.6,0.01,0.06,0.34,0.017,,0.007,,,,4.8,,
11/05/2018 00:00,,,,,0.01,0.06,0.41,0.021,,0.008,,,,5.4,,
31/05/2018 00:00,,15.5,,10.5,0.005,0.08,0.36,0.029,,0.009,,,,6.3,,
31/05/2018 00:00,,,,,0.005,0.08,0.35,0.017,,0.007,,,,6.8,,
19/06/2018 00:00,,12.2,,10.4,0.005,0.28,0.63,0.021,,0.007,,,,4.6,,
19/06/2018 00:00,,,,,0.005,0.28,0.62,0.023,,0.008,,,,4.9,,
09/07/2018 00:00,,10.2,,11.4,0.05,0.32,0.61,0.01,,0.005,,,,1.2,,
09/07/2018 00:00,,,,,0.05,0.31,0.64,0.01,,0.006,,,,1.6,,
03/08/2018 00:00,,10.9,,10.5,0.05,0.68,1.16,0.022,,0.01,,,,18.8,,
03/08/2018 00:00,,,,,0.05,0.68,1.16,0.024,,0.008,,,,19,,
23/08/2018 00:00,,13.2,,10.6,0.03,0.6,1,0.023,,0.007,,,,11.9,,
23/08/2018 00:00,,,,,0.03,0.6,1.02,0.023,,0.007,,,,11.6,,
14/09/2018 00:00,,19.9,,9.9,0.005,0.48,0.86,0.023,,0.009,,,,6.7,,
14/09/2018 00:00,,,,,0.01,0.37,0.74,0.018,,0.005,,,,5.8,,
04/10/2018 00:00,,18.6,,9.3,0.03,0.2,0.58,0.026,,0.006,,,,8.6,,
04/10/2018 00:00,,,,,0.03,0.19,0.58,0.026,,0.007,,,,18.7,,
29/10/2018 00:00,,20.9,,8.6,0.02,0.12,0.4,0.016,,0.006,,,,3.8,,
29/10/2018 00:00,,,,,0.02,0.1,0.41,0.02,,0.006,,,,18,,
16/11/2018 00:00,,21.3,,7.7,0.03,0.09,0.39,0.018,,0.006,,,,2.6,,
16/11/2018 00:00,,,,,0.03,0.09,0.37,0.014,,0.005,,,,2.1,,
11/12/2018 00:00,,24.9,,8.2,0.02,0.09,0.4,0.018,,0.007,,,,4.5,,
11/12/2018 00:00,,,,,0.01,0.09,0.39,0.016,,0.007,,,,3.4,,
24/12/2018 00:00,,,,,,,,,,,,,,,,
24/12/2018 00:00,,,,,,,,,,,,,,,,
