Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
9/03/2018,,23,,8.9,0.01,0.59,0.81,0.017,,0.008,,,,4.5,,12,45
27/03/2018,,24.7,,10.5,0.01,0.06,0.92,0.021,,0.006,,,,3,,42,35
20/04/2018,,23.2,,9,0.01,1.01,1.21,0.019,,0.013,,,,2,,35,18
11/05/2018,,16.6,,10.3,0.01,0.87,1.05,0.019,,0.011,,,,1.6,,27,18
31/05/2018,,14.9,,11.6,0.01,0.67,0.92,0.025,,0.025,,,,5.3,,40,50
19/06/2018,,13.3,,11.2,0.01,0.74,1.03,0.023,,0.011,,,,13.9,,15,37
11/07/2018,,10.3,,10.6,0.02,1.31,1.57,0.017,,0.008,,,,2.9,,12,25
1/08/2018,,10.5,,10.9,0.04,1.22,1.55,0.024,,0.008,,,,7.5,,18,29
20/08/2018,,11.5,,10.2,0.02,1.45,1.84,0.029,,0.007,,,,10.1,,44,14
15/09/2018,,17,,8.6,0.02,0.6,1.07,0.026,,0.006,,,,3.1,,43,56
3/10/2018,,,,9.2,0.07,1.35,1.67,0.026,,0.013,,,,3.9,,20,25
26/10/2018,,20.7,,8.3,0.02,0.66,0.97,0.021,,0.008,,,,4.6,,9,22
12/11/2018,,22.9,,8.3,0.02,1.12,1.28,0.022,,0.011,,,,1.7,,4,22
5/12/2018,,22.9,,6.8,0.04,0.48,0.89,0.035,,0.013,,,,7.4,,130,71
24/12/2018,,24.3,,7.7,0.02,1.07,1.54,0.028,,0.011,,,,4.1,,18,28
