Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
20/11/2006 00:00,,,,,,,,,,,,,,,,,
20/11/2006 00:00,,,,,,,,,,,,,,,,,
18/12/2006 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
22/02/2007 00:00,,,,,,,,,,,,,,,,,
30/03/2007 00:00,,,,,,,,,,,,,,,,,
23/04/2007 00:00,,,,,,,,,,,,,,,,,
23/05/2007 00:00,,,,,,,,,,,,,,,,,
22/06/2007 00:00,,,,,,,,,,,,,,,,,
24/07/2007 00:00,,,,,,,,,,,,,,,,,
15/08/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,,,,,,,,,,,,,,,,
19/04/2012 00:00,,,155,,1.01,0.55,4.77,0.625,5.4,,24.1,,23.8,,,20000,330
19/04/2012 00:00,,,63,,0.28,0.86,3.23,0.495,6.1,,20.9,,17.7,,,1100,70
20/04/2012 00:00,,,47,,0.21,0.79,2.93,0.456,6.2,,19.8,,18.5,,,680,66
20/04/2012 00:00,,,38,,0.17,0.75,2.87,0.44,6.2,,20.5,,18.8,,,640,56
20/04/2012 00:00,,,33,,0.15,0.74,2.83,0.437,6.2,,20.9,,18.9,,,480,64
20/04/2012 00:00,,,25,,0.18,0.67,2.86,0.398,6.3,,22.5,,18.6,,,420,33
20/04/2012 00:00,,,21,,0.17,0.6,2.97,0.41,6.2,,21.9,,18.4,,,400,42
20/04/2012 00:00,,,31,,0.16,0.6,3.04,0.42,6.2,,21.9,,18.5,,,520,55
21/04/2012 00:00,,,23,,0.14,0.58,3.04,0.422,6.3,,23.1,,18.6,,,420,68
21/04/2012 00:00,,,32,,0.12,0.6,2.96,0.413,6.4,,22.3,,18.4,,,400,66
21/04/2012 00:00,,,24,,0.09,0.6,2.86,0.412,6.4,,21.5,,18.4,,,480,46
21/04/2012 00:00,,,33,,0.02,0.63,2.78,0.41,6.4,,52.4,,52.3,,,400,66
