Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,17.3,,8.1,0.03,0.012,0.21,0.025,,0.012,,,,0.5,,200,77
29/03/2018 00:00,,17.5,,7.1,0.01,0.002,0.23,0.023,,0.002,,,,0.9,,270,48
18/04/2018 00:00,,16.8,,4.7,0.02,0.006,0.17,0.018,,0.006,,,,0.2,,20,25
07/05/2018 00:00,,12.7,,7.4,0.01,0.006,0.17,0.026,,0.006,,,,3.3,,56,11
01/06/2018 00:00,,10.5,,8.9,0.01,0.007,0.27,0.031,,0.007,,,,2,,210,92
20/06/2018 00:00,,10.8,,10.7,0.01,0.023,0.61,0.046,,0.023,,,,0.4,,2200,2100
10/07/2018 00:00,,8.2,,10.1,0.01,0.003,0.16,0.01,,0.003,,,,0.2,,55,22
30/07/2018 00:00,,8.8,,9.1,0.01,0.003,0.12,0.01,,0.003,,,,1.1,,5,5
24/08/2018 00:00,,10,,8.2,0.03,0.004,0.15,0.011,,0.004,,,,1.1,,4,1
11/09/2018 00:00,,11.3,,8.1,0.01,0.005,0.16,0.012,,0.005,,,,0.7,,11,6
04/10/2018 00:00,,14.5,,7.2,0.04,0.005,0.17,0.017,,0.005,,,,1,,750,190
22/10/2018 00:00,,17,,8.9,0.68,0.034,2.03,0.071,,0.034,,,,0.2,,16000,3200
15/11/2018 00:00,,16.2,,5.8,0.02,0.01,0.23,0.023,,0.01,,,,0.2,,50,38
10/12/2018 00:00,,19.3,,5.2,0.02,0.008,0.25,0.021,,0.008,,,,0.4,,18,53
31/12/2018 00:00,,23.9,,6.5,0.03,0.007,0.27,0.026,,0.007,,,,0.3,,50,260
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
