Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonium_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL,Conductivity_microSpercm
12/09/2005 0:00,,,,,0.01,0.05,0.6,0.039,,0.01,,,,4,78,370,370,
12/09/2005 0:00,,,,,,,,,,,,,,10.2,,,,
25/10/2005 0:00,0.295369394,19.2,,3.3,0.04,0.07,0.51,0.029,,0.008,,,,4.1,200,220,220,677
25/10/2005 0:00,,,,,0.04,0.07,0.51,0.03,,0.009,,,,4.2,180,280,280,
24/11/2005 0:00,0.190659417,19.4,,3,0.11,0.42,1.12,0.109,,0.025,,,,2.9,1500,5100,5100,437
24/11/2005 0:00,,,,,0.11,0.42,1.13,0.107,,0.026,,,,3.5,1600,5700,5700,
12/12/2005 0:00,0.362122004,22.9,,2.6,0.06,0.66,1.87,0.151,,0.041,,,,6.3,510,750,750,830
12/12/2005 0:00,,,,,0.06,0.65,1.87,0.15,,0.04,,,,6.6,490,760,760,
11/01/2006 0:00,0.304531517,24.5,,2.6,0.03,0.1,0.77,0.057,,0.02,,,,9.4,290,280,280,698
11/01/2006 0:00,,,,,0.03,0.1,0.75,0.056,,0.02,,,,6.4,210,250,250,
20/01/2006 0:00,0.144848802,22.1,,4.3,0.04,0.41,0.98,0.082,,0.021,,,,,510,340,340,332
20/01/2006 0:00,,,,,0.06,0.41,0.99,0.088,,0.022,,,,,450,470,470,
16/02/2006 0:00,0.284898396,22.5,,0.5,0.005,0.005,0.79,0.062,,0.015,,,,12.8,280,92,92,653
16/02/2006 0:00,,,,,,,,,,,,,,17.9,,,,
1/03/2006 0:00,,,,,,,,,,,,,,,,,,
1/03/2006 0:00,,,,,,,,,,,,,,,,,,
24/03/2006 0:00,,,,,0.07,0.05,0.8,0.071,,0.017,,,,23.5,1600,1500,1500,
24/03/2006 0:00,,,,,,,,,,,,,,24.5,,,,
11/04/2006 0:00,,,,,0.005,0.005,0.55,0.061,,0.012,,,,43.9,44,33,33,
11/04/2006 0:00,,,,,,,,,,,,,,46.5,,,,
17/05/2006 0:00,,,,,0.005,0.005,0.59,0.081,,0.011,,,,57.3,37,14,14,
17/05/2006 0:00,,,,,,,,,,,,,,61.9,,,,
16/06/2006 0:00,0.195894915,8.4,,4.8,0.06,0.21,0.4,0.027,,0.013,,,,1.8,66,180,180,449
16/06/2006 0:00,,,,,0.06,0.2,0.45,0.031,,0.012,,,,1.5,58,210,210,
27/07/2006 0:00,0.16928113,11.3,,7.5,0.04,0.29,0.55,0.04,,0.008,,,,3.4,1000,470,470,388
27/07/2006 0:00,,,,,0.04,0.29,0.57,0.045,,0.008,,,,3,980,460,460,
15/08/2006 0:00,,,,,0.01,0.27,0.58,0.04,,0.007,,,,10.5,36,280,280,
15/08/2006 0:00,,,,,,,,,,,,,,12.4,,,,
9/09/2006 0:00,0.219018369,12.2,,7.9,0.06,0.79,1.2,0.08,,0.023,,,,,3200,3100,3100,502
9/09/2006 0:00,,,,,0.06,0.79,1.2,0.084,,0.023,,,,,4000,3100,3100,
15/09/2006 0:00,0.208111079,13.6,,8.1,0.005,0.65,1.3,0.107,,0.017,,,,2.9,110,200,200,477
15/09/2006 0:00,,,,,0.06,0.67,1.33,0.107,,0.016,,,,4.2,170,130,130,
27/10/2006 0:00,0.514387762,17.4,,3.5,0.02,0.06,0.83,0.058,,0.01,,,,18.4,46,72,72,1179
27/10/2006 0:00,,,,,0.03,0.06,0.76,0.036,,0.01,,,,16.1,46,110,110,
20/11/2006 0:00,0.361685712,18.6,,3.5,0.005,0.005,0.57,0.047,,0.012,,,,12.4,98,30,30,829
20/11/2006 0:00,,,,,0.005,0.005,0.51,0.04,,0.012,,,,11.8,86,46,46,
20/11/2006 0:00,,,,,,,,,,,,,,,,,,
20/11/2006 0:00,,,,,,,,,,,,,,,,,,
18/12/2006 0:00,0.314566223,19.8,,1.7,0.14,0.09,0.81,0.05,,0.018,,,,6.4,160,88,88,721
18/12/2006 0:00,,,,,0.14,0.09,0.82,0.05,,0.018,,,,6.9,180,110,110,
18/12/2006 0:00,,,,,,,,,,,,,,,,,,
23/01/2007 0:00,0.245632155,24,,1.2,0.005,0.005,0.43,0.053,,0.009,,,,10.2,300,46,46,563
23/01/2007 0:00,,,,,0.005,0.005,0.43,0.054,,0.009,,,,11,310,58,58,
23/01/2007 0:00,,,,,,,,,,,,,,,,,,
23/01/2007 0:00,,,,,,,,,,,,,,,,,,
23/01/2007 0:00,,,,,,,,,,,,,,,,,,
14/02/2007 0:00,0.27486369,22.6,,4.8,0.29,3.56,5.4,0.379,,0.234,,,,,370,800,800,630
14/02/2007 0:00,,,,,0.3,3.54,5.4,0.395,,0.233,,,,,410,880,880,
22/02/2007 0:00,0.361685712,24.2,,3.1,0.17,1.33,2.57,0.137,,0.055,,,,7.8,5,270,270,829
22/02/2007 0:00,,,,,0.16,1.32,2.59,0.142,,0.06,,,,6.6,5,220,220,
22/02/2007 0:00,,,,,,,,,,,,,,,,,,
30/03/2007 0:00,0.34423405,18.8,,3.8,0.1,0.1,1.1,0.133,,0.041,,,,3.2,94,240,240,789
30/03/2007 0:00,,,,,0.1,0.1,1.08,0.128,,0.041,,,,3.2,130,240,240,
30/03/2007 0:00,,,,,,,,,,,,,,,,,,
23/04/2007 0:00,0.329836428,17.8,,2.5,0.06,0.04,0.75,0.079,,0.024,,,,13.8,140,59,59,756
23/04/2007 0:00,,,,,0.06,0.04,0.75,0.08,,0.024,,,,33,140,53,53,
23/04/2007 0:00,,,,,,,,,,,,,,,,,,
23/05/2007 0:00,,13.4,,4.7,0.07,0.15,0.81,0.063,,0.018,,,,3,120,170,170,
23/05/2007 0:00,,,,,0.07,0.15,0.8,0.064,,0.018,,,,3.4,110,130,130,
23/05/2007 0:00,,,,,,,,,,,,,,,,,,
8/06/2007 0:00,0.075914733,12.8,,8.2,0.11,0.39,1.03,0.12,,0.036,,,,,8800,5200,5200,174
8/06/2007 0:00,,,,,0.11,0.39,0.97,0.11,,0.038,,,,,7800,5800,5800,
22/06/2007 0:00,0.196767499,9.6,,8.9,0.31,2.2,4.18,0.598,,0.415,,,,2.4,5,5,5,451
22/06/2007 0:00,,,,,0.32,2.2,4.16,0.627,,0.413,,,,3.9,350,390,390,
22/06/2007 0:00,,,,,,,,,,,,,,,,,,
24/07/2007 0:00,0.450689193,9.6,,8.9,0.06,1.79,2.72,0.209,,0.044,,,,3.7,44,14,14,1033
24/07/2007 0:00,,,,,0.06,1.8,2.71,0.209,,0.044,,,,3.9,50,12,12,
24/07/2007 0:00,,,,,,,,,,,,,,,,,,
15/08/2007 0:00,0.489082851,10.6,,10.9,0.01,0.47,2.81,0.261,,0.049,,,,288,11,5,5,1121
15/08/2007 0:00,,,,,0.01,0.49,2.31,0.188,,0.034,,,,183.6,11,6,6,
15/08/2007 0:00,,,,,,,,,,,,,,,,,,
26/09/2007 0:00,0.475557813,14.6,,5.3,0.05,0.34,1.15,0.078,,0.019,,,,10.9,64,680,680,1090
26/09/2007 0:00,,,,,0.05,0.34,1.13,0.076,,0.018,,,,10.3,27,870,870,
26/09/2007 0:00,,,,,,,,,,,,,,,,,,
19/11/2007 0:00,0.24170553,22,,3.5,0.06,0.09,0.96,0.146,,0.032,,,,26.8,420,350,350,554
19/11/2007 0:00,,,,,0.06,0.09,0.9,0.147,,0.034,,,,25.8,290,540,540,
25/11/2007 0:00,0.371284127,20.3,,5.3,0.07,0.24,1.07,0.127,,0.027,,,,7.7,820,960,960,851
25/11/2007 0:00,,,,,0.07,0.25,1.1,0.094,,0.027,,,,4.5,760,640,640,
19/12/2007 0:00,0.348160674,21.4,,5.3,0.05,0.23,1.08,0.136,,0.032,,,,8.9,440,440,440,798
19/12/2007 0:00,,,,,0.05,0.23,1.1,0.135,,0.032,,,,18.5,510,430,430,
24/01/2008 0:00,0.44981661,21.1,,4.5,0.07,0.13,1.02,0.112,,0.022,,,,4,670,450,450,1031
24/01/2008 0:00,,,,,0.07,0.13,1.03,0.107,,0.023,,,,5.3,520,470,470,
5/02/2008 0:00,0.10820031,22,,6,0.03,0.39,1.56,0.233,,0.127,,,,,18000,6000,6000,248
5/02/2008 0:00,,,,,0.03,0.38,1.5,0.23,,0.123,,,,,22000,5600,5600,
11/02/2008 0:00,0.125215681,20.4,,5.9,0.17,0.85,2.79,0.752,,0.488,,,,7,900,4300,4300,287
11/02/2008 0:00,,,,,0.17,0.86,2.58,0.695,,0.489,,,,2.9,490,3100,3100,
12/03/2008 0:00,0.430183489,21.4,,3.9,0.06,0.08,1.16,0.179,,0.029,,,,47.2,300,620,620,986
12/03/2008 0:00,,,,,0.06,0.08,1.22,0.183,,0.029,,,,29.1,360,480,480,
12/03/2008 0:00,0.429747198,21.4,,4.2,,,,,,,,,,,,,,985
17/04/2008 0:00,0.475557813,16.8,,5.7,0.07,0.13,0.94,0.081,,0.02,,,,4.9,340,260,260,1090
17/04/2008 0:00,,,,,0.07,0.13,0.96,0.092,,0.02,,,,6.9,250,350,350,
5/05/2008 0:00,0.505225639,12.4,,6,0.04,0.16,0.79,0.049,,0.013,,,,4.3,68,82,82,1158
5/05/2008 0:00,,,,,0.04,0.16,0.8,0.05,,0.014,,,,4.7,110,100,100,
10/06/2008 0:00,0.64134861,14,,6.8,0.16,1.96,3.09,0.177,,0.046,,,,5.9,210,290,290,1470
10/06/2008 0:00,,,,,0.16,1.95,3.29,0.185,,0.045,,,,9.3,270,240,240,
21/07/2008 0:00,0.554962878,9,,8.7,0.02,0.62,1.49,0.058,,0.016,,,,10.5,28,72,72,1272
21/07/2008 0:00,,,,,0.02,0.63,1.53,0.061,,0.017,,,,11.4,25,90,90,
6/08/2008 0:00,0.54710963,9.1,,8.6,0.01,0.21,0.93,0.042,,0.013,,,,17.7,5,27,27,1254
6/08/2008 0:00,,,,,0.01,0.21,1,0.048,,0.012,,,,26.4,7,27,27,
6/08/2008 0:00,,,,,,,,,,,,,,,,,,
9/09/2008 0:00,0.341180009,12.8,,8.8,0.04,0.29,1.1,0.12,,0.019,,,,15.5,960,790,790,782
9/09/2008 0:00,,,,,0.04,0.3,1.08,0.105,,0.02,,,,13.8,1000,900,900,
14/10/2008 0:00,0.574159708,18.1,,5.8,0.02,0.03,0.72,0.055,,0.016,,,,15,44,76,76,1316
14/10/2008 0:00,,,,,0.02,0.06,0.79,0.056,,0.019,,,,17.2,52,69,69,
11/11/2008 0:00,0.474248938,19.4,,3,0.08,0.04,0.61,0.054,,0.014,,,,10.4,75,100,100,1087
11/11/2008 0:00,,,,,0.07,0.04,0.67,0.058,,0.017,,,,13.3,88,110,110,
9/12/2008 0:00,0.340307425,22.9,,5.1,0.005,0.005,0.89,0.107,,0.019,,,,102.6,290,320,320,780
9/12/2008 0:00,,,,,0.005,0.02,0.96,0.115,,0.018,,,,106.3,240,200,200,
15/01/2009 0:00,0.689340682,26,,5.5,0.005,0.01,1.05,0.07,,0.016,,,,34.4,160,210,210,1580
15/01/2009 0:00,,,,,0.005,0.005,1.03,0.071,,0.015,,,,35.1,140,200,200,
11/02/2009 0:00,0.584630705,22.4,,1.8,0.12,0.02,1,0.079,,0.026,,,,19,460,540,540,1340
11/02/2009 0:00,,,,,0.12,0.02,1.03,0.082,,0.028,,,,20.4,410,410,410,
18/03/2009 0:00,0.325909804,21.1,,4.4,0.04,0.27,0.88,0.053,,0.015,,,,10,210,220,220,747
18/03/2009 0:00,,,,,0.04,0.27,0.91,0.053,,0.015,,,,10.4,200,230,230,
14/04/2009 0:00,0.467268273,19.7,,6.3,0.06,0.4,1.29,0.093,,0.047,,,,7.8,12000,28000,28000,1071
14/04/2009 0:00,,,,,0.05,0.39,1.21,0.094,,0.047,,,,8.2,12000,35000,35000,
5/05/2009 0:00,0.566742751,14.3,,4.8,0.04,0.17,1.03,0.051,,0.018,,,,8.5,82,270,270,1299
5/05/2009 0:00,,,,,0.04,0.18,1.03,0.05,,0.017,,,,10.2,110,260,260,
9/06/2009 0:00,0.482102186,13.1,,8.2,0.05,1.86,3.11,0.203,,0.052,,,,3,140,220,220,1105
9/06/2009 0:00,,,,,0.05,1.91,3.21,0.201,,0.052,,,,2.9,130,190,190,
6/07/2009 0:00,0.56368871,8.9,,7,0.04,0.9,2.07,0.119,,0.027,,,,5.3,60,240,240,1292
6/07/2009 0:00,,,,,0.04,0.89,2.05,0.119,,0.027,,,,5.1,27,210,210,
11/08/2009 0:00,0.556271753,8.2,,8.1,0.02,0.07,1.01,0.054,,0.018,,,,32.3,32,58,58,1275
11/08/2009 0:00,,,,,0.02,0.07,0.94,0.053,,0.017,,,,32.4,40,71,71,
8/09/2009 0:00,0.626078405,13.2,,6.2,0.005,0.02,0.86,0.048,,0.018,,,,22.6,40,250,250,1435
8/09/2009 0:00,,,,,0.005,0.03,0.84,0.046,,0.018,,,,23.2,38,200,200,
27/10/2009 0:00,0.207238496,16.8,,4.8,0.07,0.28,0.8,0.085,,0.032,,,,4.3,630,1300,1300,475
27/10/2009 0:00,,,,,0.07,0.28,0.84,0.083,,0.031,,,,4.6,580,1100,1100,
11/11/2009 0:00,0.383063999,21.3,,2.9,0.09,0.07,0.71,0.059,,0.021,,,,9.5,160,120,120,878
11/11/2009 0:00,,,,,0.09,0.08,0.71,0.059,,0.02,,,,8.8,180,140,140,
1/12/2009 0:00,0.286643562,21.3,,2.6,0.17,0.07,0.84,0.066,,0.029,,,,11.7,160,380,380,657
1/12/2009 0:00,,,,,0.17,0.07,0.84,0.064,,0.027,,,,9.3,220,330,330,
17/03/2010 0:00,0.571541958,19.7,,2.2,0.13,0.04,0.88,0.061,,0.022,,,,6.7,80,62,62,1310
17/03/2010 0:00,,,,,0.13,0.04,0.86,0.06,,0.022,,,,7.1,91,58,58,
24/03/2010 0:00,0.56107096,20.4,,2,0.02,0.01,1.94,0.19,,0.015,,,,168.7,100,34,34,1286
24/03/2010 0:00,,,,,0.01,0.01,1.72,0.18,,0.014,,,,177.5,100,41,41,
31/03/2010 0:00,0.286207271,20.7,,5.6,0.01,0.23,0.86,0.087,,0.028,,,,7.4,5300,6000,6000,656
31/03/2010 0:00,,,,,0.02,0.23,0.86,0.084,,0.027,,,,6.1,5100,7000,7000,
16/09/2010 0:00,0.409241494,15.7,,8.4,0.04,0.43,1.36,0.077,,0.023,,,,16.9,580,490,490,938
16/09/2010 0:00,,,,,0.04,0.43,1.34,0.072,,0.021,,,,17.6,540,520,520,
13/10/2010 0:00,0.662726897,17.7,,5,0.07,0.57,1.52,0.072,,0.028,,,,2.8,100,130,130,1519
13/10/2010 0:00,,,,,0.06,0.56,1.49,0.071,,0.027,,,,2.4,170,110,110,
17/11/2010 0:00,0.25828461,21.8,,4.8,0.06,0.33,1.56,0.148,,0.076,,,,2.7,360,640,640,592
17/11/2010 0:00,,,,,0.06,0.33,1.57,0.153,,0.075,,,,2,220,550,550,
15/12/2010 0:00,0.508715972,24.5,,3.6,0.09,0.25,1.71,0.177,,0.071,,,,7.3,290,94,94,1166
15/12/2010 0:00,,,,,0.09,0.25,1.68,0.182,,0.07,,,,8.9,300,98,98,
15/12/2010 0:00,,,,,,,,,,,,,,,,,,
18/01/2011 0:00,0.414913284,24.6,,2.3,0.06,0.01,0.9,0.088,,0.042,,,,11,210,140,140,951
18/01/2011 0:00,,,,,0.06,0.01,0.91,0.09,,0.045,,,,11.4,170,110,110,
7/02/2011 0:00,0.51089743,23.8,,1.4,0.01,0.01,1.06,0.105,,0.025,,,,45,100,150,150,1171
7/02/2011 0:00,,,,,0.005,0.005,1.09,0.107,,0.025,,,,40.2,110,100,100,
8/03/2011 0:00,0.414913284,20.4,,2.4,0.02,0.01,0.76,0.087,,0.018,,,,39.7,62,35,35,951
8/03/2011 0:00,,,,,0.01,0.01,0.77,0.089,,0.018,,,,36.8,68,29,29,
13/04/2011 0:00,0.238651489,16.5,,3.2,0.09,0.12,0.65,0.056,,0.013,,,,3.7,110,170,170,547
13/04/2011 0:00,,,,,0.09,0.12,0.63,0.052,,0.013,,,,3.3,72,160,160,
10/05/2011 0:00,0.285334688,12.4,,4.2,0.05,0.13,0.59,0.04,,0.01,,,,9.3,28,46,46,654
10/05/2011 0:00,,,,,0.05,0.13,0.59,0.039,,0.009,,,,9.1,21,49,49,
15/06/2011 0:00,0.456360983,12.6,,8.6,0.08,1.38,1.99,0.089,,0.023,,,,0.6,2700,5500,5500,1046
15/06/2011 0:00,,,,,0.08,1.4,2.01,0.091,,0.02,,,,0.1,1900,5100,5100,
6/07/2011 0:00,0.670580145,10.7,,7.7,0.04,1.73,2.53,0.04,,0.013,,,,3.9,23,50,50,1537
6/07/2011 0:00,,,,,0.04,1.73,2.5,0.039,,0.013,,,,3.9,25,42,42,
15/08/2011 0:00,,,,,,,,,,,,,,,,,,
15/08/2011 0:00,,,,,,,,,,,,,,,,,,
15/08/2011 0:00,0.602954951,10.9,,7.3,1.1,2,4.15,0.098,,0.039,,,,6.2,310,50,50,1382
15/08/2011 0:00,,,,,1.1,2,4.08,0.096,,0.039,,,,7.2,370,45,45,
14/09/2011 0:00,0.567615334,12.9,,6.4,0.07,0.7,1.6,0.07,,0.025,,,,7.2,46,51,51,1301
14/09/2011 0:00,,,,,0.06,0.7,1.63,0.069,,0.025,,,,7,42,49,49,
19/10/2011 0:00,0.734278714,17,,4.9,0.04,0.33,1.33,0.058,,0.024,,,,7.6,31,46,46,1683
19/10/2011 0:00,,,,,0.04,0.33,1.31,0.057,,0.025,,,,7.6,39,41,41,
15/11/2011 0:00,0.453743234,22.8,,1.8,0.15,0.03,0.86,0.106,,0.044,,,,9,110,260,260,1040
15/11/2011 0:00,,,,,0.15,0.03,0.87,0.106,,0.042,6,,5.1,8.6,120,240,240,
7/12/2011 0:00,0.570669375,18.6,,4.1,0.07,0.84,2.21,0.16,,0.06,,,,5.2,1700,310,310,1308
7/12/2011 0:00,,,,,0.07,0.84,2.17,0.155,,0.059,,,,5.8,1800,300,300,
7/12/2011 0:00,,,,,,,,,,,17,,15.9,,,,,
10/01/2012 0:00,0.409241494,23.6,,7.9,0.06,0.2,1.14,0.116,,0.058,,,,11.1,340,710,710,938
10/01/2012 0:00,,,,,0.06,0.2,1.12,0.116,,0.055,,,,11.8,390,710,710,
10/01/2012 0:00,,,,,,,,,,,12.9,,11.7,,,,,
14/02/2012 0:00,0.347288091,22.4,,6.8,0.05,0.87,2.59,0.422,,0.252,,,,4.6,390,520,520,796
14/02/2012 0:00,,,,,0.06,0.86,2.59,0.425,,0.247,,,,4.7,300,500,500,
14/02/2012 0:00,,,,,,,,,,,26.9,,26.2,,,,,
22/03/2012 0:00,0.397897913,21,,6.3,0.07,0.65,1.92,0.299,,0.124,,,,6.6,220,330,330,912
22/03/2012 0:00,,,,,0.07,0.65,1.92,0.303,,0.124,,,,7.4,260,400,400,
22/03/2012 0:00,,,,,,,,,,,19.5,,17.3,,,,,
23/04/2012 0:00,0.342925175,19.2,,6.8,0.1,0.79,2.36,0.294,,0.131,,,,37.4,290,650,650,786
23/04/2012 0:00,,,,,0.1,0.78,2.38,0.3,,0.129,,,,36.9,280,620,620,
23/04/2012 0:00,,,,,,,,,,,18.1,,14.6,,,,,
23/05/2012 0:00,0.657927689,11.6,,6.9,0.05,0.26,1.13,0.118,,0.027,,,,21.9,18,51,51,1508
23/05/2012 0:00,,,,,0.05,0.25,1.11,0.11,,0.029,,,,21.7,16,53,53,
22/06/2012 0:00,0.473376355,10.5,,9.3,0.08,1.24,2.52,0.252,,0.076,,,,10.8,80,180,180,1085
22/06/2012 0:00,,,,,0.08,1.25,2.48,0.254,,0.077,,,,10.1,86,180,180,
17/07/2012 0:00,0.613425949,9.3,,8.3,0.02,0.73,1.52,0.089,,0.021,,,,10.2,57,44,44,1406
17/07/2012 0:00,,,,,0.02,0.73,1.55,0.09,,0.02,,,,9.6,56,60,60,
14/08/2012 0:00,,,,,0.01,0.01,0.92,0.071,,0.02,,,,38.4,25,80,80,
14/08/2012 0:00,0.778344163,9.8,,8.6,0.005,0.005,1.03,0.07,,0.02,,,,35.6,22,110,110,1784
21/09/2012 0:00,1.020049693,15.1,,6.8,0.01,0.08,0.96,0.08,,0.027,,,,62,52,70,70,2338
21/09/2012 0:00,,,,,0.01,0.08,0.95,0.08,,0.03,,,,60.4,57,63,63,
12/10/2012 0:00,0.854695188,14.6,,5.7,0.01,0.16,0.98,0.139,,0.028,,,,57.2,510,850,850,1959
12/10/2012 0:00,,,,,0.01,0.16,0.98,0.131,,0.03,,,,56.8,500,790,790,
9/11/2012 0:00,0.625205821,20.6,,2.4,0.09,0.49,1.37,0.135,,0.023,,,,7.2,7300,73000,73000,1433
9/11/2012 0:00,,,,2.71,0.1,0.48,1.34,0.136,,0.023,,,,6.4,5500,72000,72000,
11/12/2012 0:00,0.391789831,20.2,,1.3,0.02,0.01,0.6,0.094,,0.023,,,,29.5,81,110,110,898
11/12/2012 0:00,,,,,0.03,0.01,0.61,0.095,,0.029,,,,30.5,68,120,120,
24/01/2013 0:00,0.373901876,23.3,,1.7,0.04,0.01,0.65,0.091,,0.016,,,,33,64,88,88,857
24/01/2013 0:00,,,,,0.04,0.01,0.65,0.096,,0.02,,,,42.5,96,92,92,
12/02/2013 0:00,0.331581594,22.7,,3.2,0.07,1.07,2.37,0.2,,0.07,,,,7.4,190,400,400,760
12/02/2013 0:00,,,,,0.07,1.07,2.38,0.203,,0.072,,,,6,210,370,370,
13/03/2013 0:00,0.396589038,22.2,,3.9,0.09,0.65,1.91,0.248,,0.078,,,,11.4,70,160,160,909
13/03/2013 0:00,,,,,0.09,0.64,1.86,0.247,,0.074,,,,18,110,140,140,
19/04/2013 0:00,0.392226122,18.2,,4.2,0.06,0.18,1,0.091,,0.034,,,,15.5,200,180,180,899
19/04/2013 0:00,,,,,0.06,0.17,1,0.088,,0.034,,,,14.8,180,250,250,
15/05/2013 0:00,0.643966359,13.8,,4.8,0.03,0.07,1.01,0.066,,0.021,,,,19.8,56,80,80,1476
15/05/2013 0:00,,,,,0.03,0.07,1.01,0.067,,0.021,,,,20.1,46,68,68,
19/06/2013 0:00,0.627823571,10.4,,7.5,0.05,1.41,2.29,0.071,,0.019,,,,2.7,48,90,90,1439
19/06/2013 0:00,,,,,0.05,1.41,2.32,0.071,,0.017,,,,2.4,52,72,72,
19/07/2013 0:00,0.486465102,12.4,,7.8,0.04,1.09,2.28,0.224,,0.054,,,,17.2,55,180,180,1115
19/07/2013 0:00,,,,,0.04,1.1,2.34,0.226,,0.054,,,,12.7,36,150,150,
20/08/2013 0:00,0.569796792,10.9,,7.5,0.02,0.06,1.27,0.11,,0.023,,,,33.1,44,130,130,1306
20/08/2013 0:00,,,,,0.02,0.06,1.26,0.113,,0.022,,,,53.8,44,140,140,
14/09/2018 0:00,0.457233567,19,,8.1,0.02,0.1,0.45,0.018,,0.008,,,,3.8,,52,62,1048
4/10/2018 0:00,0.471631188,16,,8.4,0.06,0.18,0.68,0.036,,0.012,,,,9.2,,75,100,1081
31/10/2018 0:00,0.50260789,20.5,,5.8,0.08,0.25,1.08,0.067,,0.02,,,,8.4,,110,160,1152
14/11/2018 0:00,0.493445767,20.6,,5.3,0.01,0.05,0.77,0.044,,0.016,,,,16.7,,70,50,1131
