Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3, BGA _ugL,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL
04/02/2018 10:00:00,0.24,26.18,,8.16,,,,,,,,,,5.77,6.62,,
04/02/2018 10:30:00,0.24,26.13,,8.1,,,,,,,,,,8.94,7.55,,
04/02/2018 11:00:00,0.24,26.14,,8.01,,,,,,,,,,8.92,8.26,,
04/02/2018 11:30:00,0.24,26.16,,8.07,,,,,,,,,,8.68,9.4,,
04/02/2018 12:00:00,0.25,26.17,,8.07,,,,,,,,,,7.91,9.21,,
04/02/2018 12:30:00,0.25,26.25,,8.18,,,,,,,,,,6.32,7.39,,
04/02/2018 13:00:00,0.25,26.23,,8.16,,,,,,,,,,7.1,7.52,,
04/02/2018 13:30:00,0.26,26.34,,8.18,,,,,,,,,,7.23,7.91,,
04/02/2018 14:00:00,0.27,26.45,,8.15,,,,,,,,,,7.28,8.74,,
04/02/2018 14:30:00,0.27,26.56,,8.19,,,,,,,,,,7.58,8.53,,
04/02/2018 15:00:00,0.28,26.63,,8.22,,,,,,,,,,9.21,9.73,,
04/02/2018 15:30:00,0.29,26.7,,8.27,,,,,,,,,,11.74,10.7,,
04/02/2018 16:00:00,0.29,26.72,,8.3,,,,,,,,,,6.63,7.79,,
04/02/2018 16:30:00,0.29,26.77,,8.42,,,,,,,,,,6.44,5.98,,
04/02/2018 17:00:00,0.28,26.82,,8.53,,,,,,,,,,8.08,7.34,,
04/02/2018 17:30:00,0.28,26.76,,8.54,,,,,,,,,,8.38,7.81,,
04/02/2018 18:00:00,0.27,26.66,,8.53,,,,,,,,,,10.13,9.46,,
04/02/2018 18:30:00,0.26,26.43,,8.44,,,,,,,,,,18.82,9.1,,
04/02/2018 19:00:00,0.26,26.29,,8.33,,,,,,,,,,10.04,13.03,,
04/02/2018 19:30:00,0.26,26.2,,8.33,,,,,,,,,,12.87,27.21,,
04/02/2018 20:00:00,0.25,26.12,,8.31,,,,,,,,,,10.57,13.09,,
04/02/2018 20:30:00,0.25,26.05,,8.32,,,,,,,,,,11.29,10.54,,
04/02/2018 21:00:00,0.25,26.01,,8.28,,,,,,,,,,9.53,9.83,,
04/02/2018 21:30:00,0.24,26.03,,8.29,,,,,,,,,,12.79,11.05,,
04/02/2018 22:00:00,0.24,26.02,,8.28,,,,,,,,,,15.26,10.29,,
04/02/2018 22:30:00,0.24,26.02,,8.25,,,,,,,,,,12.32,16.2,,
04/02/2018 23:00:00,0.24,25.98,,8.23,,,,,,,,,,14.19,14.51,,
04/02/2018 23:30:00,0.24,25.98,,8.21,,,,,,,,,,9.4,12.1,,
05/02/2018 00:00:00,0.24,25.94,,8.16,,,,,,,,,,7.67,7.02,,
05/02/2018 00:30:00,0.24,25.95,,8.15,,,,,,,,,,8.96,10.24,,
05/02/2018 01:00:00,0.24,25.96,,8.11,,,,,,,,,,8.5,8.56,,
05/02/2018 01:30:00,0.25,25.87,,8.07,,,,,,,,,,8.28,16.71,,
05/02/2018 02:00:00,0.25,25.86,,8.05,,,,,,,,,,12.08,10.02,,
05/02/2018 02:30:00,0.26,25.86,,8.03,,,,,,,,,,9.42,9.24,,
05/02/2018 03:00:00,0.26,25.87,,8.02,,,,,,,,,,8.88,13.31,,
05/02/2018 03:30:00,0.26,25.88,,8.01,,,,,,,,,,10.55,12.73,,
05/02/2018 04:00:00,0.27,25.92,,8.02,,,,,,,,,,11.06,9.25,,
05/02/2018 04:30:00,0.27,25.94,,8,,,,,,,,,,8.38,8.42,,
05/02/2018 05:00:00,0.27,25.87,,7.99,,,,,,,,,,9.09,8.18,,
05/02/2018 05:30:00,0.26,25.77,,7.96,,,,,,,,,,15.03,8.08,,
05/02/2018 06:00:00,0.26,25.7,,7.94,,,,,,,,,,18.13,14.63,,
05/02/2018 06:30:00,0.26,25.62,,7.93,,,,,,,,,,7.57,6.69,,
05/02/2018 07:00:00,0.25,25.61,,7.92,,,,,,,,,,10.33,6.88,,
05/02/2018 07:30:00,0.25,25.69,,7.96,,,,,,,,,,7.07,6.58,,
05/02/2018 08:00:00,0.25,25.74,,8,,,,,,,,,,10.75,8.31,,
05/02/2018 08:30:00,0.24,25.91,,8.06,,,,,,,,,,8.13,7.99,,
05/02/2018 09:00:00,0.24,25.99,,8.12,,,,,,,,,,9.34,8.26,,
05/02/2018 09:30:00,0.24,26.11,,8.18,,,,,,,,,,6.9,6.78,,
05/02/2018 10:00:00,0.24,26.22,,8.24,,,,,,,,,,8.83,7.16,,
05/02/2018 10:30:00,0.24,26.32,,8.33,,,,,,,,,,6.43,6.55,,
05/02/2018 11:00:00,0.24,26.57,,8.43,,,,,,,,,,4.93,4.73,,
05/02/2018 11:30:00,0.24,26.69,,8.5,,,,,,,,,,5.01,4.51,,
05/02/2018 12:00:00,0.24,26.63,,8.46,,,,,,,,,,5.97,5.47,,
05/02/2018 12:30:00,0.24,26.44,,8.33,,,,,,,,,,6,6.55,,
05/02/2018 13:00:00,0.25,26.57,,8.47,,,,,,,,,,8.2,5.8,,
05/02/2018 13:30:00,0.25,26.63,,8.52,,,,,,,,,,5.79,6.46,,
05/02/2018 14:00:00,0.25,26.64,,8.53,,,,,,,,,,7.41,5.93,,
05/02/2018 14:30:00,0.26,26.67,,8.52,,,,,,,,,,8,7.22,,
05/02/2018 15:00:00,0.26,26.72,,8.5,,,,,,,,,,8.94,7.65,,
05/02/2018 15:30:00,0.27,26.76,,8.52,,,,,,,,,,7.43,6.73,,
05/02/2018 16:00:00,0.27,26.81,,8.55,,,,,,,,,,9.59,6.28,,
05/02/2018 16:30:00,0.27,26.82,,8.59,,,,,,,,,,7.68,6.4,,
05/02/2018 17:00:00,0.28,26.82,,8.63,,,,,,,,,,5.98,5.24,,
05/02/2018 17:30:00,0.27,26.77,,8.7,,,,,,,,,,6.93,5.85,,
05/02/2018 18:00:00,0.27,26.74,,8.76,,,,,,,,,,7.97,6.49,,
05/02/2018 18:30:00,0.26,26.69,,8.8,,,,,,,,,,8.78,6.4,,
05/02/2018 19:00:00,0.26,26.56,,8.79,,,,,,,,,,8.93,7.27,,
05/02/2018 19:30:00,0.26,26.45,,8.65,,,,,,,,,,8.83,8.72,,
05/02/2018 20:00:00,0.25,26.39,,8.6,,,,,,,,,,13.02,11.12,,
05/02/2018 20:30:00,0.25,26.39,,8.6,,,,,,,,,,10.16,10.7,,
05/02/2018 21:00:00,0.25,26.38,,8.59,,,,,,,,,,12.72,11.45,,
05/02/2018 21:30:00,0.24,26.38,,8.57,,,,,,,,,,9.84,10.49,,
05/02/2018 22:00:00,0.24,26.36,,8.52,,,,,,,,,,12.12,9.72,,
05/02/2018 22:30:00,0.24,26.31,,8.52,,,,,,,,,,11.69,9.52,,
05/02/2018 23:00:00,0.24,26.29,,8.51,,,,,,,,,,9.82,9.23,,
05/02/2018 23:30:00,0.24,26.26,,8.48,,,,,,,,,,9.71,11.88,,
06/02/2018 00:00:00,0.24,26.26,,8.45,,,,,,,,,,11.06,9.61,,
06/02/2018 00:30:00,0.24,26.19,,8.41,,,,,,,,,,13.98,8.63,,
06/02/2018 01:00:00,0.24,26.26,,8.38,,,,,,,,,,10.53,15.16,,
06/02/2018 01:30:00,0.24,26.19,,8.35,,,,,,,,,,9.17,8.21,,
06/02/2018 02:00:00,0.24,26.16,,8.32,,,,,,,,,,10.83,10.02,,
06/02/2018 02:30:00,0.25,26.11,,8.3,,,,,,,,,,10.04,9.28,,
06/02/2018 03:00:00,0.25,26.04,,8.28,,,,,,,,,,7.73,8.52,,
06/02/2018 03:30:00,0.26,26.04,,8.27,,,,,,,,,,13.36,7.75,,
06/02/2018 04:00:00,0.26,26.06,,8.25,,,,,,,,,,11.32,7.8,,
06/02/2018 04:30:00,0.26,26,,8.24,,,,,,,,,,11.58,7.7,,
06/02/2018 05:00:00,0.27,25.99,,8.21,,,,,,,,,,13.86,7.97,,
06/02/2018 05:30:00,0.27,25.98,,8.18,,,,,,,,,,10.04,7.07,,
06/02/2018 06:00:00,0.27,25.94,,8.2,,,,,,,,,,6.79,5.9,,
06/02/2018 06:30:00,0.26,25.95,,8.19,,,,,,,,,,8.35,6.81,,
06/02/2018 07:00:00,0.26,25.89,,8.21,,,,,,,,,,7.53,6.31,,
06/02/2018 07:30:00,0.25,25.91,,8.21,,,,,,,,,,7.41,6.9,,
06/02/2018 08:00:00,0.25,26.04,,8.26,,,,,,,,,,6.66,5.08,,
06/02/2018 08:30:00,0.25,26.14,,8.29,,,,,,,,,,7.78,6.62,,
06/02/2018 09:00:00,0.25,26.2,,8.32,,,,,,,,,,6.49,6.39,,
06/02/2018 09:30:00,0.24,26.32,,8.36,,,,,,,,,,5.62,5.95,,
06/02/2018 10:00:00,0.24,26.4,,8.39,,,,,,,,,,11.2,5.86,,
06/02/2018 10:30:00,0.24,26.47,,8.43,,,,,,,,,,7.3,6.13,,
06/02/2018 11:00:00,0.24,26.59,,8.51,,,,,,,,,,5.46,5.69,,
06/02/2018 11:30:00,0.24,26.69,,8.59,,,,,,,,,,6.94,5.63,,
06/02/2018 12:00:00,0.24,26.92,,8.7,,,,,,,,,,5.16,4.3,,
06/02/2018 12:30:00,0.24,26.73,,8.53,,,,,,,,,,6.96,5.67,,
06/02/2018 13:00:00,0.24,27.07,,8.77,,,,,,,,,,6.07,3.67,,
06/02/2018 13:30:00,0.24,26.96,,8.64,,,,,,,,,,4.74,4.3,,
06/02/2018 14:00:00,0.25,26.94,,8.72,,,,,,,,,,6.31,5.19,,
06/02/2018 14:30:00,0.25,26.94,,8.75,,,,,,,,,,6.41,5.58,,
06/02/2018 15:00:00,0.25,26.89,,8.75,,,,,,,,,,6.45,5.09,,
06/02/2018 15:30:00,0.26,26.87,,8.73,,,,,,,,,,9.15,5.21,,
06/02/2018 16:00:00,0.26,26.82,,8.7,,,,,,,,,,7.16,6.41,,
06/02/2018 16:30:00,0.26,26.84,,8.71,,,,,,,,,,6.58,4.88,,
06/02/2018 17:00:00,0.27,26.83,,8.7,,,,,,,,,,6.72,6.44,,
06/02/2018 17:30:00,0.27,26.83,,8.72,,,,,,,,,,7.91,5.9,,
06/02/2018 18:00:00,0.27,26.74,,8.74,,,,,,,,,,6.31,5.96,,
06/02/2018 18:30:00,0.26,26.64,,8.81,,,,,,,,,,9.04,6.29,,
06/02/2018 19:00:00,0.26,26.56,,8.84,,,,,,,,,,10.42,9.01,,
06/02/2018 19:30:00,0.26,26.54,,8.86,,,,,,,,,,9.64,7.64,,
06/02/2018 20:00:00,0.25,26.57,,8.87,,,,,,,,,,8.86,7.32,,
06/02/2018 20:30:00,0.25,26.53,,8.74,,,,,,,,,,11.46,11.39,,
06/02/2018 21:00:00,0.25,26.5,,8.72,,,,,,,,,,9.95,10.81,,
06/02/2018 21:30:00,0.25,26.51,,8.67,,,,,,,,,,15.63,7.59,,
06/02/2018 22:00:00,0.24,26.47,,8.65,,,,,,,,,,11.67,8.26,,
06/02/2018 22:30:00,0.24,26.47,,8.61,,,,,,,,,,10.75,10.46,,
06/02/2018 23:00:00,0.24,26.48,,8.58,,,,,,,,,,25.23,7.53,,
06/02/2018 23:30:00,0.24,26.44,,8.56,,,,,,,,,,6.86,6.92,,
07/02/2018 00:00:00,0.24,26.4,,8.55,,,,,,,,,,7.72,7.11,,
07/02/2018 00:30:00,0.24,26.33,,8.52,,,,,,,,,,9.87,6.38,,
07/02/2018 01:00:00,0.24,26.37,,8.47,,,,,,,,,,8.15,8.62,,
07/02/2018 01:30:00,0.24,26.36,,8.45,,,,,,,,,,11.86,7.36,,
07/02/2018 02:00:00,0.24,26.37,,8.43,,,,,,,,,,7.88,6.28,,
07/02/2018 02:30:00,0.24,26.33,,8.41,,,,,,,,,,13,6.78,,
07/02/2018 03:00:00,0.25,26.26,,8.39,,,,,,,,,,9.45,8.75,,
07/02/2018 03:30:00,0.25,26.21,,8.37,,,,,,,,,,8.06,8.01,,
07/02/2018 04:00:00,0.25,26.2,,8.36,,,,,,,,,,20.01,20.76,,
07/02/2018 04:30:00,0.26,26.13,,8.33,,,,,,,,,,9.18,8.22,,
07/02/2018 05:00:00,0.26,26.1,,8.3,,,,,,,,,,11.55,7.25,,
07/02/2018 05:30:00,0.26,26.07,,8.26,,,,,,,,,,14.59,6.35,,
07/02/2018 06:00:00,0.27,26.03,,8.25,,,,,,,,,,8.86,6.61,,
07/02/2018 06:30:00,0.27,26.08,,8.24,,,,,,,,,,7.5,5.84,,
07/02/2018 07:00:00,0.26,26,,8.27,,,,,,,,,,6,5.58,,
07/02/2018 07:30:00,0.26,26.03,,8.3,,,,,,,,,,7.28,6.08,,
07/02/2018 08:00:00,0.26,26.15,,8.38,,,,,,,,,,7.21,4.54,,
07/02/2018 08:30:00,0.25,26.3,,8.42,,,,,,,,,,7.07,5.63,,
07/02/2018 09:00:00,0.25,26.43,,8.46,,,,,,,,,,6.4,5,,
07/02/2018 09:30:00,0.25,26.55,,8.49,,,,,,,,,,6.13,3.98,,
07/02/2018 10:00:00,0.25,26.64,,8.53,,,,,,,,,,7.55,4.93,,
07/02/2018 10:30:00,0.24,26.76,,8.53,,,,,,,,,,6.3,6.01,,
07/02/2018 11:00:00,0.24,26.8,,8.57,,,,,,,,,,8.76,5.2,,
07/02/2018 11:30:00,0.24,26.91,,8.62,,,,,,,,,,6.04,5.02,,
07/02/2018 12:00:00,0.24,27.02,,8.67,,,,,,,,,,7.99,5.56,,
07/02/2018 12:30:00,0.24,27.14,,8.76,,,,,,,,,,5.86,4.95,,
07/02/2018 13:00:00,0.24,27.7,,8.8,,,,,,,,,,4.02,2.4,,
07/02/2018 13:30:00,0.24,27.83,,8.88,,,,,,,,,,4.43,2.6,,
07/02/2018 14:00:00,0.24,27.13,,8.65,,,,,,,,,,8.41,5.06,,
07/02/2018 14:30:00,0.24,27.11,,8.69,,,,,,,,,,7.67,5.42,,
07/02/2018 15:00:00,0.25,27.25,,8.83,,,,,,,,,,5.76,4.36,,
07/02/2018 15:30:00,0.25,27.23,,8.94,,,,,,,,,,6.66,5.55,,
07/02/2018 16:00:00,0.25,27.18,,8.93,,,,,,,,,,6.37,4.85,,
07/02/2018 16:30:00,0.25,27.1,,8.91,,,,,,,,,,6.95,5.47,,
07/02/2018 17:00:00,0.26,27.05,,8.89,,,,,,,,,,7.58,5.42,,
07/02/2018 17:30:00,0.26,26.99,,8.86,,,,,,,,,,7.87,5.39,,
07/02/2018 18:00:00,0.26,26.93,,8.83,,,,,,,,,,6.47,4.72,,
07/02/2018 18:30:00,0.26,26.84,,8.83,,,,,,,,,,6.05,5.32,,
07/02/2018 19:00:00,0.26,26.77,,8.87,,,,,,,,,,9.9,5.46,,
07/02/2018 19:30:00,0.25,26.7,,8.89,,,,,,,,,,8.43,6.12,,
07/02/2018 20:00:00,0.25,26.72,,8.92,,,,,,,,,,8.91,6.44,,
07/02/2018 20:30:00,0.25,26.76,,8.91,,,,,,,,,,8.72,7.56,,
07/02/2018 21:00:00,0.25,26.75,,8.86,,,,,,,,,,10.58,7.59,,
07/02/2018 21:30:00,0.25,26.75,,8.77,,,,,,,,,,10.26,6.95,,
07/02/2018 22:00:00,0.24,26.71,,8.71,,,,,,,,,,10.94,7.51,,
07/02/2018 22:30:00,0.24,26.71,,8.67,,,,,,,,,,10.53,6.53,,
07/02/2018 23:00:00,0.24,26.68,,8.66,,,,,,,,,,9.78,6.72,,
07/02/2018 23:30:00,0.24,26.66,,8.63,,,,,,,,,,10.22,7.37,,
08/02/2018 00:00:00,0.24,26.63,,8.59,,,,,,,,,,10.5,6.81,,
08/02/2018 00:30:00,0.24,26.58,,8.55,,,,,,,,,,11.96,7.84,,
08/02/2018 01:00:00,0.24,26.53,,8.52,,,,,,,,,,8.9,6.61,,
08/02/2018 01:30:00,0.24,26.54,,8.49,,,,,,,,,,8.44,6.89,,
08/02/2018 02:00:00,0.24,26.57,,8.47,,,,,,,,,,9.78,8.29,,
08/02/2018 02:30:00,0.24,26.55,,8.46,,,,,,,,,,8.87,7.54,,
08/02/2018 03:00:00,0.24,26.54,,8.46,,,,,,,,,,13.63,6.82,,
08/02/2018 03:30:00,0.24,26.46,,8.42,,,,,,,,,,9.35,6.53,,
08/02/2018 04:00:00,0.25,26.38,,8.4,,,,,,,,,,7.69,7.67,,
08/02/2018 04:30:00,0.25,26.37,,8.4,,,,,,,,,,8.89,6.74,,
08/02/2018 05:00:00,0.25,26.31,,8.37,,,,,,,,,,8.25,7.04,,
08/02/2018 05:30:00,0.25,26.23,,8.36,,,,,,,,,,7.3,6.91,,
08/02/2018 06:00:00,0.26,26.24,,8.33,,,,,,,,,,8.29,6.27,,
08/02/2018 06:30:00,0.26,26.24,,8.3,,,,,,,,,,6.99,5.47,,
08/02/2018 07:00:00,0.26,26.24,,8.28,,,,,,,,,,7.23,5.31,,
08/02/2018 07:30:00,0.26,26.25,,8.32,,,,,,,,,,7.24,5.5,,
08/02/2018 08:00:00,0.26,26.34,,8.43,,,,,,,,,,6.24,4.07,,
08/02/2018 08:30:00,0.26,26.4,,8.48,,,,,,,,,,7.37,5.35,,
08/02/2018 09:00:00,0.25,26.51,,8.58,,,,,,,,,,5.13,4.62,,
08/02/2018 09:30:00,0.25,26.59,,8.58,,,,,,,,,,9.22,4.7,,
08/02/2018 10:00:00,0.25,26.71,,8.62,,,,,,,,,,6.39,3.98,,
08/02/2018 10:30:00,0.25,26.82,,8.64,,,,,,,,,,6.65,4.56,,
08/02/2018 11:00:00,0.25,26.93,,8.66,,,,,,,,,,6.09,4.66,,
08/02/2018 11:30:00,0.24,27.03,,8.66,,,,,,,,,,5.91,4.25,,
08/02/2018 12:00:00,0.24,27.14,,8.72,,,,,,,,,,7.04,3.73,,
08/02/2018 12:30:00,0.24,27.21,,8.77,,,,,,,,,,7.08,4.72,,
08/02/2018 13:00:00,0.24,27.32,,8.81,,,,,,,,,,6.46,4.51,,
08/02/2018 13:30:00,0.24,27.45,,8.9,,,,,,,,,,6.47,4.32,,
08/02/2018 14:00:00,0.24,27.77,,9,,,,,,,,,,5.33,3.45,,
08/02/2018 14:30:00,0.24,27.78,,9.09,,,,,,,,,,6.43,3.63,,
08/02/2018 15:00:00,0.24,27.55,,8.83,,,,,,,,,,5.35,4.58,,
08/02/2018 15:30:00,0.24,27.54,,8.88,,,,,,,,,,6.4,3.87,,
08/02/2018 16:00:00,0.24,27.56,,8.81,,,,,,,,,,6.21,4.03,,
08/02/2018 16:30:00,0.25,27.61,,8.93,,,,,,,,,,8.88,5.19,,
08/02/2018 17:00:00,0.25,27.56,,9,,,,,,,,,,8.81,5.59,,
08/02/2018 17:30:00,0.25,27.48,,9.01,,,,,,,,,,10.11,4.98,,
08/02/2018 18:00:00,0.25,27.38,,9,,,,,,,,,,7.2,5.31,,
08/02/2018 18:30:00,0.25,27.25,,8.99,,,,,,,,,,11.19,6.69,,
08/02/2018 19:00:00,0.25,27.16,,8.94,,,,,,,,,,6.86,5.69,,
08/02/2018 19:30:00,0.25,27.09,,8.93,,,,,,,,,,8.38,5.43,,
08/02/2018 20:00:00,0.25,27.04,,8.93,,,,,,,,,,12.79,5.02,,
08/02/2018 20:30:00,0.25,27.03,,8.9,,,,,,,,,,8.85,5.73,,
08/02/2018 21:00:00,0.25,27.01,,8.89,,,,,,,,,,13.51,7.14,,
08/02/2018 21:30:00,0.25,27.02,,8.85,,,,,,,,,,22.43,7.67,,
08/02/2018 22:00:00,0.25,27.04,,8.82,,,,,,,,,,12.14,6.81,,
08/02/2018 22:30:00,0.24,27.02,,8.74,,,,,,,,,,12.95,6.56,,
08/02/2018 23:00:00,0.24,27,,8.71,,,,,,,,,,11.86,7.66,,
08/02/2018 23:30:00,0.24,27,,8.67,,,,,,,,,,11.96,8.08,,
09/02/2018 00:00:00,0.24,27.01,,8.67,,,,,,,,,,9.01,7.55,,
09/02/2018 00:30:00,0.24,26.98,,8.66,,,,,,,,,,9.27,9.54,,
09/02/2018 01:00:00,0.24,26.96,,8.63,,,,,,,,,,6.7,8.33,,
09/02/2018 01:30:00,0.24,26.92,,8.6,,,,,,,,,,10.61,7.02,,
09/02/2018 02:00:00,0.24,26.85,,8.58,,,,,,,,,,10.27,5.28,,
09/02/2018 02:30:00,0.24,26.91,,8.53,,,,,,,,,,8.75,5.23,,
09/02/2018 03:00:00,0.24,26.89,,8.53,,,,,,,,,,16.54,4.99,,
09/02/2018 03:30:00,0.24,26.87,,8.48,,,,,,,,,,11.46,6.47,,
09/02/2018 04:00:00,0.24,26.83,,8.46,,,,,,,,,,6.05,5.97,,
09/02/2018 04:30:00,0.24,26.72,,8.43,,,,,,,,,,7.65,5.8,,
09/02/2018 05:00:00,0.25,26.71,,8.4,,,,,,,,,,11.02,5.76,,
09/02/2018 05:30:00,0.25,26.66,,8.4,,,,,,,,,,11.43,6.24,,
09/02/2018 06:00:00,0.25,26.61,,8.39,,,,,,,,,,9.44,5.25,,
09/02/2018 06:30:00,0.26,26.62,,8.38,,,,,,,,,,7.34,4.1,,
09/02/2018 07:00:00,0.26,26.63,,8.36,,,,,,,,,,7.68,4.54,,
09/02/2018 07:30:00,0.26,26.64,,8.34,,,,,,,,,,5.74,4.44,,
09/02/2018 08:00:00,0.26,26.67,,8.34,,,,,,,,,,5.91,5.67,,
09/02/2018 08:30:00,0.26,26.76,,8.42,,,,,,,,,,5.39,4.08,,
09/02/2018 09:00:00,0.26,26.86,,8.48,,,,,,,,,,5.66,4.96,,
09/02/2018 09:30:00,0.26,27.02,,8.61,,,,,,,,,,5.14,3.17,,
09/02/2018 10:00:00,0.25,27.05,,8.68,,,,,,,,,,8.64,4.88,,
09/02/2018 10:30:00,0.25,27.12,,8.7,,,,,,,,,,6.25,4.17,,
09/02/2018 11:00:00,0.25,27.21,,8.69,,,,,,,,,,9.04,4.92,,
09/02/2018 11:30:00,0.25,27.23,,8.62,,,,,,,,,,8.9,4.87,,
09/02/2018 12:00:00,0.25,27.37,,8.69,,,,,,,,,,6.32,4.28,,
09/02/2018 12:30:00,0.24,27.52,,8.69,,,,,,,,,,8.89,4.2,,
09/02/2018 13:00:00,0.24,27.62,,8.72,,,,,,,,,,5.52,3.82,,
09/02/2018 13:30:00,0.24,27.76,,8.77,,,,,,,,,,5.77,3.82,,
09/02/2018 14:00:00,0.24,27.85,,8.8,,,,,,,,,,6.47,4.26,,
09/02/2018 14:30:00,0.24,27.91,,8.84,,,,,,,,,,6.41,5.3,,
09/02/2018 15:00:00,0.24,28.06,,8.95,,,,,,,,,,5.52,4.31,,
09/02/2018 15:30:00,0.24,28.25,,9.02,,,,,,,,,,5.29,3.94,,
09/02/2018 16:00:00,0.24,27.72,,8.72,,,,,,,,,,7.68,4.25,,
09/02/2018 16:30:00,0.24,27.56,,8.74,,,,,,,,,,7.13,4.96,,
09/02/2018 17:00:00,0.24,27.42,,8.71,,,,,,,,,,7.18,4.73,,
09/02/2018 17:30:00,0.25,27.41,,8.79,,,,,,,,,,8.31,4.83,,
09/02/2018 18:00:00,0.25,27.43,,8.86,,,,,,,,,,11.16,5.7,,
09/02/2018 18:30:00,0.25,27.35,,8.83,,,,,,,,,,10.43,5.46,,
09/02/2018 19:00:00,0.25,27.29,,8.8,,,,,,,,,,15.14,6.96,,
09/02/2018 19:30:00,0.25,27.26,,8.79,,,,,,,,,,9.92,7.74,,
09/02/2018 20:00:00,0.25,27.2,,8.78,,,,,,,,,,11.11,7.11,,
09/02/2018 20:30:00,0.25,27.17,,8.76,,,,,,,,,,8.22,6.96,,
09/02/2018 21:00:00,0.25,27.13,,8.73,,,,,,,,,,10.5,6.94,,
09/02/2018 21:30:00,0.25,27.11,,8.69,,,,,,,,,,10.68,7.26,,
09/02/2018 22:00:00,0.25,27.08,,8.64,,,,,,,,,,9.02,6.57,,
09/02/2018 22:30:00,0.25,27.09,,8.61,,,,,,,,,,9.37,6.87,,
09/02/2018 23:00:00,0.25,27.11,,8.55,,,,,,,,,,10.44,10.48,,
09/02/2018 23:30:00,0.24,27.05,,8.49,,,,,,,,,,7.38,7.13,,
10/02/2018 00:00:00,0.24,27.1,,8.46,,,,,,,,,,16.6,7.31,,
10/02/2018 00:30:00,0.24,27.08,,8.43,,,,,,,,,,10.09,7.65,,
10/02/2018 01:00:00,0.24,27.09,,8.44,,,,,,,,,,9.06,8.73,,
10/02/2018 01:30:00,0.24,27.07,,8.43,,,,,,,,,,9.66,7.57,,
10/02/2018 02:00:00,0.24,27.06,,8.42,,,,,,,,,,9.73,7.07,,
10/02/2018 02:30:00,0.24,27.05,,8.4,,,,,,,,,,8.53,7.17,,
10/02/2018 03:00:00,0.24,27.02,,8.37,,,,,,,,,,8.11,5.48,,
10/02/2018 03:30:00,0.24,27.04,,8.3,,,,,,,,,,8.08,6.46,,
10/02/2018 04:00:00,0.24,27.02,,8.27,,,,,,,,,,6.44,5.02,,
10/02/2018 04:30:00,0.24,27.01,,8.25,,,,,,,,,,10.5,6.54,,
10/02/2018 05:00:00,0.24,26.97,,8.22,,,,,,,,,,9.87,5.88,,
10/02/2018 05:30:00,0.25,26.91,,8.2,,,,,,,,,,7.18,5.53,,
10/02/2018 06:00:00,0.25,26.91,,8.19,,,,,,,,,,8.59,5.52,,
10/02/2018 06:30:00,0.25,26.87,,8.22,,,,,,,,,,7.5,5.58,,
10/02/2018 07:00:00,0.26,26.9,,8.22,,,,,,,,,,8.95,5.27,,
10/02/2018 07:30:00,0.26,26.92,,8.19,,,,,,,,,,7.23,5.92,,
10/02/2018 08:00:00,0.26,26.91,,8.19,,,,,,,,,,6.31,5.89,,
10/02/2018 08:30:00,0.27,26.93,,8.19,,,,,,,,,,6.51,5.06,,
10/02/2018 09:00:00,0.27,26.96,,8.19,,,,,,,,,,6.98,5.12,,
10/02/2018 09:30:00,0.27,27.13,,8.28,,,,,,,,,,5.26,4.75,,
10/02/2018 10:00:00,0.27,27.32,,8.44,,,,,,,,,,4.65,2.63,,
10/02/2018 10:30:00,0.26,27.28,,8.45,,,,,,,,,,8.99,4.89,,
10/02/2018 11:00:00,0.26,27.42,,8.56,,,,,,,,,,6.85,4.76,,
10/02/2018 11:30:00,0.26,27.49,,8.64,,,,,,,,,,6.16,4.76,,
10/02/2018 12:00:00,0.25,27.6,,8.7,,,,,,,,,,6.18,4.78,,
10/02/2018 12:30:00,0.25,27.67,,8.66,,,,,,,,,,7.93,4.35,,
10/02/2018 13:00:00,0.25,27.74,,8.65,,,,,,,,,,6.62,5.09,,
10/02/2018 13:30:00,0.25,27.86,,8.63,,,,,,,,,,6.51,4.44,,
10/02/2018 14:00:00,0.25,27.92,,8.68,,,,,,,,,,15.67,4.74,,
10/02/2018 14:30:00,0.24,27.99,,8.7,,,,,,,,,,7.31,5.55,,
10/02/2018 15:00:00,0.24,28.12,,8.73,,,,,,,,,,12.86,5.23,,
10/02/2018 15:30:00,0.24,28.23,,8.8,,,,,,,,,,11.64,5.45,,
10/02/2018 16:00:00,0.24,28.47,,8.9,,,,,,,,,,5.75,4.55,,
10/02/2018 16:30:00,0.24,28.41,,8.96,,,,,,,,,,6.47,5.15,,
10/02/2018 17:00:00,0.24,28.13,,8.68,,,,,,,,,,9.19,6.88,,
10/02/2018 17:30:00,0.25,28.14,,8.77,,,,,,,,,,8.36,5.09,,
10/02/2018 18:00:00,0.25,27.95,,8.63,,,,,,,,,,9.29,6.1,,
10/02/2018 18:30:00,0.25,27.93,,8.76,,,,,,,,,,9.67,6.5,,
10/02/2018 19:00:00,0.25,27.86,,8.79,,,,,,,,,,9.5,6.97,,
10/02/2018 19:30:00,0.25,27.81,,8.73,,,,,,,,,,9.92,7.49,,
