Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/01/2005 00:00,,23.1,,8,0.02,5.1,5.4,0.037,,0.031,,,,1,190,230,190
10/01/2005 00:00,,,,,0.02,5.1,5.3,0.036,,0.032,,,,1.3,100,230,100
03/02/2005 00:00,,22.1,,7.7,0.07,3,4.01,0.098,,0.061,,,,,1000,6700,1000
03/02/2005 00:00,,,,,0.07,3,4.06,0.101,,0.06,,,,,1100,7000,1100
09/02/2005 00:00,,25.1,,6.7,0.03,2.3,3.24,0.036,,0.027,,,,2.3,180,310,180
09/02/2005 00:00,,,,,0.03,2.3,3.19,0.036,,0.027,,,,2.9,220,360,220
11/03/2005 00:00,,24.1,,7.3,0.005,3.3,4.67,0.048,,0.022,,,,10.1,51,290,51
11/03/2005 00:00,,,,,,,,,,,,,,11.3,,,
04/04/2005 00:00,,21.6,,7.1,0.02,3.6,4.47,0.033,,0.018,,,,16,390,330,390
04/04/2005 00:00,,,,,,,,,,,,,,16.2,,,
04/05/2005 00:00,,21.2,,7.7,0.02,3.5,4.13,0.031,,0.021,,,,3.9,96,560,96
04/05/2005 00:00,,,,,0.02,3.4,4.17,0.03,,0.02,,,,4,110,670,110
09/06/2005 00:00,,19.4,,8.4,0.02,3.2,3.84,0.018,,0.013,,,,0.7,22,390,22
09/06/2005 00:00,,,,,0.02,3.1,3.92,0.018,,0.013,,,,0.7,24,370,24
01/07/2005 00:00,,17.4,,9,0.04,3.2,4.03,0.096,,0.026,,,,,1000,2600,1000
01/07/2005 00:00,,,,,0.04,3.1,4.03,0.094,,0.028,,,,,1200,2200,1200
21/07/2005 00:00,,18.1,,9.2,0.03,3.6,4.55,0.016,,0.012,,,,0.7,10,37,10
21/07/2005 00:00,,,,,0.03,3.6,4.65,0.017,,0.012,,,,0.5,4,52,4
21/07/2005 00:00,,,,,,,,,,,,,,,,,
21/07/2005 00:00,,,,,,,,,,,,,,,,,
25/08/2005 00:00,,18.7,,9,0.02,2.6,3.43,0.024,,0.016,,,,1.4,13,10,13
25/08/2005 00:00,,,,,0.02,2.7,3.48,0.024,,0.016,,,,1.3,13,12,13
12/09/2005 00:00,,19.5,,9,0.02,3,3.8,0.051,,0.041,,,,1.4,33,40,33
12/09/2005 00:00,,,,,0.02,3,3.66,0.05,,0.041,,,,1.1,40,38,40
25/10/2005 00:00,,23.1,,8.5,0.03,2,3.11,0.036,,0.026,,,,0.4,96,53,96
25/10/2005 00:00,,,,,0.03,2,3.07,0.035,,0.026,,,,1.3,62,53,62
24/11/2005 00:00,,22.2,,7.6,0.02,2.45,3.54,0.078,,0.062,,,,0.8,390,310,390
24/11/2005 00:00,,,,,0.02,2.46,3.48,0.078,,0.063,,,,1,360,340,360
12/12/2005 00:00,,24.8,,7.8,0.01,3,3.91,0.065,,0.057,,,,1.4,87,86,87
12/12/2005 00:00,,,,,0.01,3,3.65,0.064,,0.057,,,,1.2,73,79,73
11/01/2006 00:00,,28.2,,7.7,0.03,1.84,2.46,0.061,,0.051,,,,2.2,220,500,220
11/01/2006 00:00,,,,,0.02,1.83,2.47,0.063,,0.051,,,,2.1,250,550,250
20/01/2006 00:00,,24.5,,7.9,0.01,4.2,4.74,0.047,,0.033,,,,,290,420,290
20/01/2006 00:00,,,,,0.01,4.1,4.6,0.046,,0.032,,,,,240,350,240
16/02/2006 00:00,,25.6,,7.1,0.02,2,3.14,0.046,,0.035,,,,3.8,170,150,170
16/02/2006 00:00,,,,,0.02,2.2,3.1,0.044,,0.034,,,,4,200,210,200
01/03/2006 00:00,,,,,,,,,,,,,,,,,
01/03/2006 00:00,,,,,,,,,,,,,,,,,
24/03/2006 00:00,,22.5,,6.9,0.005,1.32,1.96,0.088,,0.042,,,,3.7,31000,31000,31000
24/03/2006 00:00,,,,,0.005,1.44,1.82,0.081,,0.043,,,,2.6,25000,29000,25000
11/04/2006 00:00,,22.1,,6.9,0.02,3.2,3.46,0.037,,0.032,,,,2.5,290,570,290
11/04/2006 00:00,,,,,0.02,3.1,3.53,0.027,,0.031,,,,3.4,230,590,230
17/05/2006 00:00,,21.6,,7.9,0.01,3.6,4.04,0.018,,0.015,,,,1.1,44,200,44
17/05/2006 00:00,,,,,0.01,3.6,4.05,0.017,,0.014,,,,1.1,44,190,44
16/06/2006 00:00,,16.8,,8.9,0.02,4.3,4.49,0.028,,0.023,,,,0.9,51,73,51
16/06/2006 00:00,,,,,0.02,4,4.43,0.027,,0.022,,,,0.6,68,76,68
27/07/2006 00:00,,18.4,,8.7,1.76,2.6,4.76,0.04,,0.023,,,,1,48,660,48
27/07/2006 00:00,,,,,1.8,2.6,4.86,0.044,,0.022,,,,1,29,520,29
15/08/2006 00:00,,17.2,,8.9,0.02,3.4,4.06,0.027,,0.018,,,,0.5,81,110,81
15/08/2006 00:00,,,,,0.02,3.2,4.02,0.032,,0.018,,,,0.5,78,110,78
09/09/2006 00:00,,15.3,,9.3,0.05,4.4,4.55,0.091,,0.043,,,,,2900,5300,2900
09/09/2006 00:00,,,,,0.06,4.3,4.49,0.09,,0.042,,,,,2600,4800,2600
15/09/2006 00:00,,19.3,,9.1,0.02,2.6,3.49,0.05,,0.028,,,,0.7,55,29,55
15/09/2006 00:00,,,,,0.02,2.6,3.57,0.051,,0.028,,,,0.8,59,31,59
27/10/2006 00:00,,22.3,,8.3,0.01,2.8,3.78,0.05,,0.041,,,,1.9,50,89,50
27/10/2006 00:00,,,,,0.01,2.8,3.75,0.05,,0.041,,,,1.3,55,76,55
20/11/2006 00:00,,23.2,,7.6,0.02,4,4.61,0.048,,0.04,,,,1.5,210,350,210
20/11/2006 00:00,,,,,0.02,3.9,4.58,0.047,,0.04,,,,1.3,440,330,440
20/11/2006 00:00,,,,,,,,,,,,,,,,,
20/11/2006 00:00,,,,,,,,,,,,,,,,,
18/12/2006 00:00,,24,,8.4,0.02,4,5.02,0.038,,0.031,,,,2.2,79,270,79
18/12/2006 00:00,,,,,0.02,4,4.98,0.041,,0.031,,,,2.8,66,250,66
18/12/2006 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,26.2,,7.8,0.03,3.7,4.32,0.05,,0.033,,,,15.7,240,590,240
23/01/2007 00:00,,,,,0.03,3.7,4.37,0.052,,0.034,,,,11.9,290,580,290
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
14/02/2007 00:00,,23.9,,7.1,0.03,3.71,4.54,0.067,,0.051,,,,,370,660,370
14/02/2007 00:00,,,,,0.03,3.81,4.64,0.069,,0.051,,,,,470,720,470
22/02/2007 00:00,,26.9,,7.8,0.03,3,3.84,0.042,,0.036,,,,5.1,150,440,150
22/02/2007 00:00,,,,,0.04,3.1,3.88,0.047,,0.035,,,,4.7,160,480,160
22/02/2007 00:00,,,,,,,,,,,,,,,,,
30/03/2007 00:00,,24.2,,7.9,0.02,3.4,4.58,0.024,,0.019,,,,1.6,44,170,44
30/03/2007 00:00,,,,,0.01,3.4,4.5,0.024,,0.019,,,,1.5,30,200,30
30/03/2007 00:00,,,,,,,,,,,,,,,,,
23/04/2007 00:00,,22.2,,7.4,0.03,2.7,3.28,0.048,,0.026,,,,1.8,3700,5000,3700
23/04/2007 00:00,,,,,0.03,2.6,3.31,0.049,,0.027,,,,1.7,4400,4700,4400
23/04/2007 00:00,,,,,,,,,,,,,,,,,
23/05/2007 00:00,,20.9,,8.2,0.01,2.7,3.4,0.026,,0.018,,,,0.7,31,82,31
23/05/2007 00:00,,,,,0.01,2.7,3.43,0.026,,0.019,,,,0.8,30,93,30
23/05/2007 00:00,,,,,,,,,,,,,,,,,
08/06/2007 00:00,,15.1,,8.9,0.19,2,2.85,0.146,,0.081,,,,,45000,8800,45000
08/06/2007 00:00,,,,,0.19,2.05,2.88,0.142,,0.082,,,,,32000,9600,32000
22/06/2007 00:00,,15.3,,9.5,0.02,2.6,3.58,0.073,,0.033,,,,0.4,600,3900,600
22/06/2007 00:00,,,,,0.02,2.6,3.62,0.078,,0.035,,,,0.4,1800,3000,1800
22/06/2007 00:00,,,,,,,,,,,,,,,,,
24/07/2007 00:00,,13.8,,10.2,0.09,1.92,2.53,0.035,,0.023,,,,1.9,26,120,26
24/07/2007 00:00,,,,,0.09,1.94,2.51,0.035,,0.023,,,,1.9,27,130,27
24/07/2007 00:00,,,,,,,,,,,,,,,,,
15/08/2007 00:00,,17.9,,9.4,0.02,2.6,3.55,0.031,,0.021,,,,2.1,260,310,260
15/08/2007 00:00,,,,,0.01,2.6,3.5,0.027,,0.02,,,,2.3,370,390,370
15/08/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,20.5,,9.1,0.02,2.6,3.36,0.067,,0.056,,,,1.3,27,33,27
26/09/2007 00:00,,,,,0.02,2.4,3.36,0.068,,0.055,,,,1.4,42,34,42
26/09/2007 00:00,,,,,,,,,,,,,,,,,
19/11/2007 00:00,,24.3,,8.1,0.02,2.2,3.1,0.118,,0.109,,,,1.6,72,330,72
19/11/2007 00:00,,,,,0.02,2.2,3.07,0.117,,0.108,,,,1.6,80,350,80
