Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,23.2,,8.1,0.01,2.25,2.9,0.048,,0.023,,,,0.7,,78,41
29/03/2018 00:00,,21.9,,7,0.01,1.62,2.27,0.036,,0.025,,,,0.5,,70,72
18/04/2018 00:00,,21.8,,8.1,0.01,4.42,5.02,0.045,,0.028,,,,1.3,,72,92
07/05/2018 00:00,,20.5,,8.2,0.01,3.62,4.43,0.048,,0.029,,,,0.7,,57,110
01/06/2018 00:00,,17.9,,8.7,0.01,4.61,5,0.035,,0.023,,,,0.6,,56,180
20/06/2018 00:00,,15.8,,9.3,0.01,1.56,2.05,0.07,,0.034,,,,0.24,,480,510
10/07/2018 00:00,,16.9,,8.8,0.01,1.48,2.2,0.17,,0.136,,,,0.4,,25,90
30/07/2018 00:00,,17.2,,8.4,0.03,0.06,1.25,0.152,,0.047,,,,8.5,,100,400
24/08/2018 00:00,,17.7,,8.8,0.02,0.12,1.09,0.077,,0.035,,,,4.3,,880,77
11/09/2018 00:00,,18.3,,8.4,0.02,1.31,2.24,0.067,,0.037,,,,3.9,,25,56
04/10/2018 00:00,,19.5,,7.8,0.1,0.61,2.09,0.196,,0.083,,,,0.8,,3,31
22/10/2018 00:00,,18.3,,9,0.02,0.38,0.81,0.042,,0.025,,,,0.7,,2800,650
15/11/2018 00:00,,21.7,,7.7,0.03,0.99,1.75,0.083,,0.06,,,,1,,30,16
10/12/2018 00:00,,23.2,,8.2,0.01,3.23,3.96,0.07,,0.033,,,,0.6,,520,79
31/12/2018 00:00,,26.6,,9.7,0.02,1.23,1.77,0.052,,0.028,,,,1,,650,24
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
