Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,21.6,,7.2,0.04,0.17,0.67,0.031,,0.019,,,,2.9,,38,36
29/03/2018 00:00,,20.7,,5.7,0.02,0.1,0.59,0.031,,0.023,,,,1.2,,25,42
18/04/2018 00:00,,19.1,,6.9,0.01,0.01,0.5,0.023,,0.012,,,,2.5,,90,20
07/05/2018 00:00,,17.1,,7.5,0.03,0.08,0.63,0.031,,0.015,,,,4.1,,11,14
01/06/2018 00:00,,11.3,,8.4,0.01,0.15,0.58,0.016,,0.009,,,,1.3,,220,250
20/06/2018 00:00,,11.8,,9.9,0.01,0.43,0.85,0.057,,0.026,,,,1.7,,2800,3000
10/07/2018 00:00,,10.9,,8.3,0.01,0.08,0.45,0.018,,0.01,,,,3.6,,4,20
30/07/2018 00:00,,10.4,,10,0.01,0.01,0.36,0.011,,0.007,,,,1.4,,19,16
24/08/2018 00:00,,11.8,,10.4,0.01,0.01,0.42,0.014,,0.007,,,,1.2,,25,34
11/09/2018 00:00,,14.8,,7.9,0.01,0.26,0.71,0.025,,0.012,,,,0.9,,79,41
04/10/2018 00:00,,15.5,,6.6,0.04,0.43,1.08,0.05,,0.022,,,,1.5,,2100,2700
22/10/2018 00:00,,19.5,,7.2,0.03,0.78,1.32,0.046,,0.027,,,,0.4,,250,110
15/11/2018 00:00,,20.6,,4.5,0.04,0.04,0.56,0.034,,0.02,,,,0.8,,650,180
10/12/2018 00:00,,22.6,,5.9,0.03,0.03,0.72,0.045,,0.024,,,,1.9,,30,71
31/12/2018 00:00,,24.8,,4.3,0.05,0.04,0.75,0.047,,0.027,,,,8.3,,45,260
