Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
15/08/2007 00:00,,11.7,,9.7,0.01,1.83,2.33,0.036,,,,,,8.4,,,
26/09/2007 00:00,,17.4,,7.8,0.01,1.31,1.73,0.038,,,,,,13.3,,,
19/11/2007 00:00,,,,,,,,,,,,,,,,,
25/11/2007 00:00,,25,,6.6,0.03,0.45,1.06,0.053,,,,,,24.8,,,
19/12/2007 00:00,,21.8,,5,0.06,0.9,1.41,0.068,,,,,,4,,,
08/01/2008 00:00,,,,,,,,,,,,,,,,,
14/01/2008 00:00,,25.5,,5.8,0.03,0.48,1.08,0.045,,,,,,36,,,
24/01/2008 00:00,,22.4,,3.7,0.08,0.66,1.18,0.075,,,,,,8.8,,,
11/02/2008 00:00,,20.6,,5.9,0.04,0.58,1.52,0.159,,,,,,1.9,,,
12/03/2008 00:00,,22.1,,4.6,0.07,0.5,1.14,0.084,,,,,,4.9,,,
17/04/2008 00:00,,18.8,,7.8,0.02,0.68,1.04,0.044,,,,,,23.7,,,
05/05/2008 00:00,,16.4,,8.9,0.01,0.67,0.97,0.036,,,,,,16,,,
10/06/2008 00:00,,14.4,,7.6,0.06,1.08,1.74,0.086,,,,,,2.1,,,
10/07/2008 00:00,,10.8,,8.5,0.02,1.74,2.15,0.036,,0.011,,,,8.9,,,
10/07/2008 00:00,,,,,0.02,1.75,2.16,0.037,,0.011,,,,8.6,,,
16/07/2008 00:00,,,,,,,,,,,,,,,,,
29/07/2008 00:00,,10.1,,9.4,0.01,2.2,2.7,0.025,,0.006,,,,14.6,,,
29/07/2008 00:00,,,,,0.01,2.2,2.65,0.025,,0.006,,,,10.5,,,
14/08/2008 00:00,,9.8,,9.6,0.005,2.6,3.17,0.028,,0.006,,,,10,,,
14/08/2008 00:00,,,,,0.005,2.6,3.17,0.026,,0.006,,,,10.7,,,
03/09/2008 00:00,,11.6,,10.3,0.01,3,3.68,0.026,,0.008,,,,10.2,,,
03/09/2008 00:00,,,,,0.01,3,3.72,0.026,,0.008,,,,10.3,,,
24/09/2008 00:00,,16.3,,5.8,0.08,1.34,1.72,0.054,,0.014,,,,4.8,,,
24/09/2008 00:00,,,,,0.08,1.35,1.73,0.052,,0.014,,,,5.3,,,
15/10/2008 00:00,,18.8,,5.2,0.03,1.41,1.92,0.036,,0.009,,,,7.2,,,
15/10/2008 00:00,,,,,0.03,1.37,1.9,0.039,,0.009,,,,7.6,,,
