Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,,,,,,,,,,,,,,,85,64
28/03/2018 00:00,,,,,,,,,,,,,,,,35,110
11/05/2018 00:00,,,,,,,,,,,,,,,,47,1200
01/06/2018 00:00,,,,,,,,,,,,,,,,47,110
20/06/2018 00:00,,,,,,,,,,,,,,,,49,16
10/07/2018 00:00,,,,,,,,,,,,,,,,7,9
31/07/2018 00:00,,,,,,,,,,,,,,,,6,13
20/08/2018 00:00,,,,,,,,,,,,,,,,16,630
10/09/2018 00:00,,,,,,,,,,,,,,,,99,38
05/10/2018 00:00,,,,,,,,,,,,,,,,620,400
29/10/2018 00:00,,,,,,,,,,,,,,,,61,60
13/11/2018 00:00,,,,,,,,,,,,,,,,30,26
05/12/2018 00:00,,,,,,,,,,,,,,,,86,84
21/12/2018 00:00,,,,,,,,,,,,,,,,490,330
