Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
15/08/2007 00:00,,10.4,,11.3,0.02,4,4.84,0.027,,,,,,2.3,,,
26/09/2007 00:00,,15.4,,9.7,0.01,2.2,2.74,0.026,,,,,,2.2,,,
19/11/2007 00:00,,,,,,,,,,,,,,,,,
25/11/2007 00:00,,22,,7.2,0.02,4.6,5.46,0.036,,,,,,2.9,,,
19/12/2007 00:00,,20.4,,7.3,0.03,1.41,1.78,0.064,,,,,,2.2,,,
08/01/2008 00:00,,,,,,,,,,,,,,,,,
14/01/2008 00:00,,23.6,,6.3,0.01,5,5.98,0.117,,,,,,6.8,,,
24/01/2008 00:00,,20.6,,7.8,0.05,1.44,1.88,0.063,,,,,,3.5,,,
11/02/2008 00:00,,20.8,,7.7,0.08,1.18,1.99,0.133,,,,,,1.1,,,
12/03/2008 00:00,,20.9,,7.8,0.05,1.53,2.04,0.071,,,,,,1.7,,,
17/04/2008 00:00,,15.9,,9,0.02,4.2,4.82,0.052,,,,,,1.8,,,
05/05/2008 00:00,,12,,10.3,0.03,5,5.2,0.037,,,,,,0.7,,,
10/06/2008 00:00,,14,,9.3,0.06,2.2,2.77,0.069,,,,,,1.6,,,
16/07/2008 00:00,,9.8,,11.2,0.02,3.9,4.32,0.024,,,,,,1.4,,,
21/08/2008 00:00,,8.4,,12.2,0.01,5.14,5.55,0.02,,,,,,0.8,,,
26/09/2008 00:00,,14.3,,10.5,0.02,3.8,4.54,0.032,,,,,,1.1,,,
15/10/2008 00:00,,17.9,,8.3,0.06,2,2.73,0.095,,,,,,3.5,,,
20/11/2008 00:00,,20.1,,7.3,0.02,0.92,1.65,0.226,,,,,,8.3,,,
08/12/2008 00:00,,21.7,,6.8,0.02,1.3,1.8,0.047,,,,,,10.7,,,
13/01/2009 00:00,,22.4,,6.7,0.02,0.77,1.22,0.04,,,,,,6.4,,,
12/02/2009 00:00,,20.6,,6.1,0.1,0.97,1.54,0.044,,,,,,11,,,
02/03/2009 00:00,,21.7,,6.4,0.03,1.45,1.86,0.043,,,,,,4.7,,,
07/04/2009 00:00,,19,,7.9,0.04,1.38,1.9,0.051,,,,,,1.4,,,
01/05/2009 00:00,,12.7,,9.8,0.02,3.5,3.74,0.036,,,,,,1,,,
18/06/2009 00:00,,10.4,,11.2,0.02,4.4,5.5,0.038,,,,,,0.4,,,
24/07/2009 00:00,,9.6,,11.3,0.005,3.2,3.99,0.031,,,,,,7.3,,,
17/08/2009 00:00,,11.2,,11.3,0.01,2.6,3.16,0.025,,,,,,3.3,,,
22/09/2009 00:00,,17.3,,9.4,0.01,3.8,4.56,0.03,,,,,,2.4,,,
22/10/2009 00:00,,18.1,,7.5,0.01,2.8,3.23,0.029,,,,,,2.1,,,
27/11/2009 00:00,,23.2,,5.4,0.01,1.8,2.71,0.029,,,,,,6.8,,,
21/12/2009 00:00,,22.7,,5.6,0.04,0.52,1,0.045,,,,,,3.6,,,
14/01/2010 00:00,,23.8,,4.2,0.02,0.69,1.27,0.043,,,,,,6,,,
25/02/2010 00:00,,22.1,,6.9,0.05,1.95,2.48,0.042,,,,,,7.1,,,
09/03/2010 00:00,,22.3,,6.6,0.03,1.12,1.57,0.044,,,,,,5.5,,,
08/04/2010 00:00,,20.2,,8.5,0.02,3.4,3.9,0.068,,,,,,3.1,,,
14/05/2010 00:00,,12.1,,10.5,0.01,4.2,5.01,0.02,,,,,,0.8,,,
07/06/2010 00:00,,13.4,,10,0.07,1.77,2.44,0.081,,,,,,1.3,,,
19/07/2010 00:00,,9.4,,12.3,0.01,3,3.38,0.022,,,,,,1.1,,,
12/08/2010 00:00,,12.1,,11.2,0.01,1.13,1.62,0.049,,,,,,2.8,,,
