Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,0.02,,5.1,0.02,0.02,0.3,0.054,,0.025,,,,1.3,,630,200
29/03/2018 00:00,,0.06,,6.2,0.01,0.06,0.34,0.036,,0.024,,,,0.4,,380,80
18/04/2018 00:00,,0.01,,2.2,0.09,0.01,0.41,0.084,,0.011,,,,0.9,,670,58
07/05/2018 00:00,,0.01,,4.9,0.02,0.01,0.38,0.102,,0.023,,,,3.7,,590,78
01/06/2018 00:00,,0.13,,8,0.01,0.13,0.45,0.031,,0.012,,,,0.9,,740,240
20/06/2018 00:00,,0.88,,10.5,0.01,0.88,1.14,0.084,,0.039,,,,0.3,,2500,2300
10/07/2018 00:00,,0.06,,6.6,0.05,0.06,0.3,0.035,,0.009,,,,0.3,,80,66
30/07/2018 00:00,,0.1,,7.7,0.03,0.1,0.3,0.022,,0.01,,,,0.3,,62,21
24/08/2018 00:00,,0.15,,10.2,0.03,0.15,0.47,0.039,,0.033,,,,2.8,,940,630
11/09/2018 00:00,,0.05,,7.7,0.06,0.05,0.35,0.036,,0.019,,,,0.9,,250,99
04/10/2018 00:00,,0.2,,7.3,0.07,0.2,0.79,0.112,,0.075,,,,4.2,,1800,3000
22/10/2018 00:00,,0.75,,9.4,0.06,0.75,1.16,0.034,,0.025,,,,0.5,,8000,750
15/11/2018 00:00,,0.03,,4.1,0.04,0.03,0.32,0.054,,0.024,,,,0.7,,210,33
10/12/2018 00:00,,0.02,,3.8,0.04,0.02,0.42,0.058,,0.017,,,,0.7,,290,26
31/12/2018 00:00,,0.01,,2.6,0.01,0.01,0.49,0.091,,0.019,,,,0.34,,400,810
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
