Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
27/09/2006 00:00,,20,,7.8,0.06,0.52,0.89,0.021,,0.011,,,,3.3,15,26,15
27/09/2006 00:00,,,,,0.06,0.51,0.9,0.022,,0.011,,,,3.4,27,34,27
30/04/2008 00:00,,,2,,,,,,2.87,,,,,8.1,,,
09/07/2008 00:00,,11.8,,10.3,0.01,1.37,1.63,0.019,,0.006,,,,8.8,,,
09/07/2008 00:00,,,,,0.01,1.36,1.63,0.021,,0.006,,,,9.7,,,
30/07/2008 00:00,,11.3,,11.3,0.01,1.58,1.77,0.016,,0.007,,,,3.5,,,
30/07/2008 00:00,,,,,0.01,1.59,1.81,0.016,,0.007,,,,4.4,,,
13/08/2008 00:00,,10.9,,11.2,0.005,1.45,1.68,0.018,,0.007,,,,4.9,,,
13/08/2008 00:00,,,,,0.01,1.44,1.7,0.019,,0.007,,,,5.1,,,
02/09/2008 00:00,,15.4,,12.3,0.01,1.77,2.18,0.016,,0.006,,,,3,,,
02/09/2008 00:00,,,,,0.01,1.78,2.12,0.016,,0.006,,,,3.3,,,
23/09/2008 00:00,,18.1,,7.5,0.02,0.82,1.09,0.018,,0.007,,,,2.7,,,
23/09/2008 00:00,,,,,0.03,0.85,1.13,0.018,,0.007,,,,2.4,,,
17/10/2008 00:00,,18.8,3,7.5,0.02,0.75,1.12,0.018,3.45,0.009,,,,1.7,,,
17/10/2008 00:00,,,3,,0.02,0.76,1.12,0.018,3.45,0.009,,,,1.5,,,
06/11/2008 00:00,,22.4,,8.5,0.02,0.59,0.92,0.018,,0.009,,,,1.9,,,
06/11/2008 00:00,,,,,0.02,0.53,0.89,0.018,,0.009,,,,2,,,
06/11/2008 00:00,,,,,,,,,,,,,,,,,
06/11/2008 00:00,,,,,,,,,,,,,,,,,
27/11/2008 00:00,,23.2,3,9.4,0.01,0.62,0.91,0.014,,0.007,,,,2.5,66,33,66
27/11/2008 00:00,,,,,0.01,0.59,0.92,0.015,,0.006,,,,2.6,,,
18/12/2008 00:00,,25.6,2,8.1,0.01,0.32,0.61,0.02,,0.01,,,,5.5,180,90,180
18/12/2008 00:00,,,,,0.01,0.29,0.61,0.019,,0.009,,,,5.4,,,
08/01/2009 00:00,,25.3,3,6.3,0.02,0.34,0.75,0.02,1.72,0.011,,,,6.7,370,51,370
08/01/2009 00:00,,,,,0.03,0.3,0.73,0.021,1.72,0.01,,,,6.4,,,
