Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
15/08/2007 08:00,,12,,11.5,0.06,2.4,3.48,0.041,,,,,,5,,,
15/08/2007 08:00,,,,,0.005,1.88,19.6,0.048,,,,,,,,,
27/08/2007 08:00,,,,,,,,,,,,,,,,,
27/08/2007 08:00,,,,,0.005,1.24,15.7,0.055,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.49,4.36,0.058,,,,,,,,,
29/08/2007 08:00,,,,,0.04,1.74,2.65,0.052,,,,,,,,,
29/08/2007 08:00,,,,,0.03,1.77,2.76,0.054,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.75,2.84,0.054,,,,,,,,,
29/08/2007 08:00,,,,,,,,,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.74,2.61,0.055,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.68,2.97,0.054,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.69,2.74,0.054,,,,,,,,,
29/08/2007 08:00,,,,,,,,,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.68,2.8,0.049,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.7,2.78,0.049,,,,,,,,,
29/08/2007 08:00,,,,,,,,,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.8,2.82,0.046,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.83,2.88,0.045,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.85,2.89,0.045,,,,,,,,,
29/08/2007 08:00,,,,,,,,,,,,,,,,,
29/08/2007 08:00,,,,,0.005,1.81,2.8,0.045,,,,,,,,,
29/08/2007 08:00,,,,,0.03,1.58,2.6,0.057,,,,,,,,,
29/08/2007 08:00,,,,,,,,,,,,,,,,,
29/08/2007 08:00,,,,,0.04,1.6,2.61,0.056,,,,,,,,,
29/08/2007 08:00,,,,,0.06,1.63,2.76,0.052,,,,,,,,,
29/08/2007 08:00,,,,,0.06,1.65,2.69,0.054,,,,,,,,,
29/08/2007 08:00,,,,,0.05,1.68,2.73,0.054,,,,,,,,,
29/08/2007 08:00,,,,,0.05,1.69,2.63,0.048,,,,,,,,,
29/08/2007 08:00,,,,,0.01,1.67,2.78,0.051,,,,,,,,,
08/09/2007 09:00,,,,,0.005,1.4,7.9,0.079,,,,,,,,,
20/09/2007 09:00,,,,,0.005,3.33,6.6,0.036,,,,,,,,,
26/09/2007 09:00,,,,,0.005,3.63,7.88,0.03,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.12,5.44,0.02,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.1,5.52,0.02,,,,,,,,,
26/09/2007 09:00,,,,,,,,,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.02,5.62,0.022,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.02,5.7,0.022,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.03,5.54,0.02,,,,,,,,,
26/09/2007 09:00,,,,,0.005,3.98,5.5,0.02,,,,,,,,,
26/09/2007 09:00,,,,,0.005,3.92,5.68,0.022,,,,,,,,,
26/09/2007 09:00,,,,,0.005,3.89,5.54,0.022,,,,,,,,,
26/09/2007 09:00,,,,,0.005,3.9,5.92,0.178,,,,,,,,,
26/09/2007 09:00,,,,,0.005,4.29,6.32,0.026,,,,,,,,,
