Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/01/2012 00:00,,,,,0.01,0.005,0.67,0.086,,0.006,,,,,,,
8/02/2012 00:00,,,,,0.01,0.2,0.65,0.034,,0.016,,,,,,,
12/03/2012 00:00,,,,,0.03,0.25,0.76,0.054,,0.016,,,,,,,
11/04/2012 00:00,,,,,0.005,0.07,0.42,0.028,,0.005,,,,,,,
7/05/2012 00:00,,,,,0.005,0.19,0.58,0.038,,,,,,,,,
7/06/2012 00:00,,,,,0.04,0.22,0.56,0.035,,0.01,,,,,,,
6/07/2012 00:00,,,,,0.01,0.07,0.27,0.014,,0.005,,,,,,,
20/08/2012 00:00,,,,,0.01,0.04,0.32,0.011,,,,,,,,,
18/09/2012 00:00,,,,,0.01,0.01,0.27,0.018,,,,,,,,,
17/10/2012 00:00,,,,,0.01,0.005,0.28,0.011,,0.001,,,,,,,
15/11/2012 00:00,,,,,0.01,0.01,0.26,0.025,,,,,,,,,
13/12/2012 00:00,,,,,0.01,0.005,0.34,0.036,,0.01,,,,,,,
11/01/2013 00:00,,,,,0.005,0.005,0.28,0.04,,0.016,,,,,,,
11/02/2013 00:00,,,,,0.01,0.005,0.53,0.038,,,,,,,,,
12/03/2013 00:00,,,,,0.01,0.06,0.74,0.065,,0.001,,,,,,,
10/04/2013 00:00,,,,,0.005,0.02,0.46,0.049,,,,,,,,,
11/04/2013 00:00,,,,,0.02,0.04,0.46,0.04,,0.007,,,,,,,
1/05/2013 00:00,,,,,0.005,0.06,0.35,0.022,,,,,,,,,
22/05/2013 00:00,,,,,0.01,0.02,0.32,0.021,,,,,,,,,
27/05/2013 00:00,,,,,0.005,0.05,0.5,0.009,,,,,,,,,
25/06/2013 00:00,,,,,0.09,0.23,0.61,0.039,,,,,,,,,
25/07/2013 00:00,,,,,0.01,0.18,0.47,0.017,,,,,,,,,
22/08/2013 00:00,,,,,0.01,0.05,0.34,0.02,,,,,,,,,
20/09/2013 00:00,,,,,0.02,0.01,0.28,0.016,,,,,,,,,
21/10/2013 00:00,,,,,0.005,0.005,0.31,0.024,,,,,,,,,
6/11/2013 00:00,,,,,0.01,0.005,0.25,0.026,,,,,,,,,
19/11/2013 00:00,,,,,0.13,0.38,1.04,0.081,,,,,,,,,
4/12/2013 00:00,,,,,0.01,0.005,0.37,0.029,,,,,,,,,
10/01/2014 00:00,,,,,0.01,0.005,0.37,0.039,,,,,,,,,
16/01/2014 00:00,,,,,0.01,0.005,0.37,0.045,,,,,,,,,
5/02/2014 00:00,,,,,0.01,0.01,0.35,0.037,,,,,,,,,
14/02/2014 00:00,,,,,0.005,0.005,0.39,0.05,,,,,,,,,
26/02/2014 00:00,,,,,0.005,0.005,0.34,0.035,,,,,,,,,
19/03/2014 00:00,,,,,0.005,0.04,0.41,0.032,,,,,,,,,
3/04/2014 00:00,,,,,0.01,0.01,0.37,0.031,,,,,,,,,
9/04/2014 00:00,,,,,0.005,0.005,0.3,0.047,,,,,,,,,
16/04/2014 00:00,,,,,0.02,0.05,0.32,0.025,,,,,,,,,
30/04/2014 00:00,,,,,0.02,0.05,0.39,0.022,,,,,,,,,
15/05/2014 00:00,,,,,0.01,0.02,0.36,0.024,,0.004,,,,,,,
21/05/2014 00:00,,,,,0.03,0.04,0.31,0.023,,,,,,,,,
16/06/2014 00:00,,,,,0.02,0.12,0.35,0.022,,,,,,,,,
18/06/2014 00:00,,,,,0.02,0.12,0.38,0.023,,,,,,,,,
9/07/2014 00:00,,,,,0.01,0.03,0.3,0.017,,,,,,,,,
15/07/2014 00:00,,,,,0.01,0.03,0.34,0.015,,,,,,,,,
6/08/2014 00:00,,,,,0.01,0.03,0.27,0.015,,,,,,,,,
25/08/2014 00:00,,,,,0.04,0.23,0.58,0.029,,,,,,,,,
