Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonium_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL,Conductivity_microSpercm
25/05/2010 0:00,,14.1,,6.9,0.35,2.6,3.62,0.068,,0.028,,,,2.3,,,,
16/06/2010 0:00,,10.8,,6.7,0.25,3.6,4.88,0.142,,0.056,,,,2.7,,,,
6/07/2010 0:00,,10.4,,9,0.06,2.8,3.8,0.058,,0.023,,,,2.6,,,,
28/07/2010 0:00,,12.7,,7.6,0.2,1.5,2.43,0.158,,0.063,,,,8.6,,,,
17/08/2010 0:00,,12.6,,7.5,0.08,1.84,2.55,0.094,,0.032,,,,2.9,,,,
7/09/2010 0:00,,15.9,,7.9,0.04,1.43,1.91,0.071,,0.027,,,,12,,,,
28/09/2010 0:00,,18.6,,6.4,0.06,1.2,1.73,0.076,,0.027,,,,8,,,,
22/10/2010 0:00,,19.6,,4.7,0.06,1.04,1.72,0.094,,0.028,,,,6.8,,,,
11/11/2010 0:00,,21.5,,6.2,0.07,1.15,2.25,0.245,,0.1,,,,2.9,,,,
2/12/2010 0:00,,26.7,,5.7,0.14,0.74,1.73,0.197,,0.101,,,,3.4,,,,
23/12/2010 0:00,,22.6,,3.1,0.11,0.7,1.57,0.158,,0.043,,,,2.7,,,,
13/01/2011 0:00,,26.2,,3.7,0.07,0.75,1.47,0.106,,0.04,,,,4.4,,,,
3/02/2011 0:00,,28.6,,3.6,0.05,0.41,1.05,0.117,,0.043,,,,9.7,,,,
24/02/2011 0:00,,24.2,,3.9,0.06,0.61,1.25,0.085,,0.029,,,,12.4,,,,
17/03/2011 0:00,,24.4,,4.9,0.02,0.56,1.25,0.086,,0.027,,,,30.5,,,,
7/04/2011 0:00,,20.7,,4.8,0.04,1.23,1.73,0.091,,0.029,,,,3.4,,,,
29/04/2011 0:00,,17.9,,7,0.04,1.23,1.6,0.073,,0.027,,,,5.1,,,,
19/05/2011 0:00,,13,,6.4,0.03,1.61,1.93,0.064,,0.02,,,,2.8,,,,
8/06/2011 0:00,,12.5,,7.4,0.18,1.8,2.43,0.115,,0.032,,,,1.6,,,,
29/06/2011 0:00,0.432801239,11.2,,8.6,0.12,1.77,2.6,0.077,,0.021,,,,1.9,,,,992
20/07/2011 0:00,0.464214232,11,,10.2,0.08,2.1,2.85,0.063,,0.025,,,,10.9,,,,1064
10/08/2011 0:00,0.563252418,12.7,,9,0.11,1.99,2.97,0.093,,0.028,,,,10.7,,,,1291
1/09/2011 0:00,0.554090295,15.9,,7.7,0.14,1.62,2.51,0.104,,0.029,,,,7,,,,1270
21/09/2011 0:00,0.57197825,18.5,,6.6,0.08,1.64,2.47,0.077,,0.025,,,,7.3,,,,1311
12/10/2011 0:00,0.315875098,17.8,,6,0.23,1.4,2.44,0.145,,0.044,,,,3.9,,,,724
2/11/2011 0:00,0.537074924,21.4,,4.9,0.16,1.04,1.8,0.089,,0.032,,,,10.7,,,,1231
24/11/2011 0:00,0.16666338,18.4,,6.8,0.19,0.93,1.82,0.183,,0.093,,,,3.4,,,,382
13/12/2011 0:00,0.206365913,20,,6.8,0.1,0.82,2.13,0.258,,0.129,,,,4.3,,,,473
6/01/2012 0:00,0.44719886,25.2,,3.6,0.09,0.93,1.9,0.208,,0.082,,,,5.2,,,,1025
24/01/2012 0:00,0.33594451,23.4,,3.7,0.11,0.72,1.46,0.194,,0.057,,,,3.2,,,,770
15/02/2012 0:00,0.24999507,22.5,,5.1,0.1,0.96,2.2,0.335,,0.16,,,,3.6,,,,573
16/03/2012 0:00,0.337689676,23.1,,2.7,0.32,0.94,2.67,0.315,,0.133,,,,25,,,,774
29/03/2012 0:00,0.496063516,21.6,,4.5,0.12,1.19,2.56,0.23,,0.051,,,,98.5,,,,1137
20/04/2012 0:00,0.151393175,19.1,,5,0.16,1.14,2.47,0.435,,0.272,,,,6.8,,,,347
9/05/2012 0:00,0.580704081,16.2,,6.1,0.3,1.8,2.76,0.111,,0.035,,,,6,,,,1331
30/05/2012 0:00,0.606881575,13.2,,7.6,0.12,2.6,2.93,0.073,,0.028,,,,4.8,,,,1391
19/06/2012 0:00,0.414476993,12.1,,8.9,0.14,1.78,2.72,0.22,,0.082,,,,3.5,,,,950
10/07/2012 0:00,0.602954951,11.8,,8.4,0.3,1.95,2.88,0.092,,0.028,,,,3.2,,,,1382
1/08/2012 0:00,0.678433393,10.9,,9.3,0.29,1.88,2.83,0.065,,0.019,,,,16.7,,,,1555
22/08/2012 0:00,0.671016436,12.7,,13.2,0.06,1.8,2.97,0.102,,0.014,,,,126.6,,,,1538
14/09/2012 0:00,0.621279197,15.8,,9.5,0.06,1.7,2.6,0.133,,0.026,,,,82.1,,,,1424
3/10/2012 0:00,0.572850833,19.1,,5.5,0.18,1.22,2.05,0.111,,0.036,,,,31.3,,,,1313
25/10/2012 0:00,0.43585528,20.2,,7.1,0.02,0.75,1.64,0.121,,0.023,,,,77.4,,,,999
14/11/2012 0:00,0.462032774,22.1,,4.3,0.16,1.47,2.44,0.101,,0.028,,,,27.3,,,,1059
7/12/2012 0:00,0.375210751,24.2,,5,0.07,1.03,1.87,0.084,,0.021,,,,31.7,,,,860
18/12/2012 0:00,0.40531487,23.2,,5,0.14,0.69,1.51,0.089,,0.031,,,,14.5,,,,929
17/01/2013 0:00,0.407496327,25.4,,3.8,0.09,0.73,1.59,0.097,,0.025,,,,25.9,,,,934
7/02/2013 0:00,0.338125968,23.1,,4.2,0.21,2.1,3.93,0.22,,0.107,,,,6.9,,,,775
28/02/2013 0:00,0.234724865,25.4,,4.9,0.18,1.33,2.35,0.24,,0.131,,,,5.3,,,,538
22/03/2013 0:00,0.184551335,22.7,,3,0.1,0.37,1.01,0.063,,0.022,,,,9,,,,423
12/04/2013 0:00,0.465086815,19.8,,4.7,0.09,1.13,1.84,0.124,,0.037,,,,8.9,,,,1066
3/05/2013 0:00,0.324164637,18,,5.1,0.06,1.26,1.68,0.094,,0.025,,,,4.3,,,,743
22/05/2013 0:00,0.407496327,14.6,,6.7,0.07,1.74,2.29,0.072,,0.022,,,,9.4,,,,934
12/06/2013 0:00,0.430183489,13.6,,6.8,0.12,1.46,2.17,0.102,,0.026,,,,5.2,,,,986
2/07/2013 0:00,0.247813612,12.5,,8.6,0.26,1.54,3.06,0.402,,0.263,,,,4.1,,,,568
26/07/2013 0:00,0.492136892,11.7,,7.3,0.22,2,3.68,0.125,,0.036,,,,2.3,,,,1128
14/08/2013 0:00,0.517878095,12.8,,7.9,0.17,1.95,2.89,0.094,,0.031,,,,9.2,,,,1187
5/09/2013 0:00,0.541874131,16.6,,10.1,0.01,1.75,2.62,0.107,,0.015,,,,98.5,,,,1242
26/09/2013 0:00,0.434546405,20.7,,4.9,0.17,1.63,2.34,0.083,,0.029,,,,14,,,,996
18/10/2013 0:00,0.501735307,20.1,,7.2,0.01,0.83,1.8,0.121,,0.019,,,,93,,,,1150
8/11/2013 0:00,0.506970806,23.4,,5.3,0.37,1.74,2.82,0.096,,0.028,,,,39.7,,,,1162
29/11/2013 0:00,0.275736273,22.6,,3.7,0.17,0.8,1.68,0.156,,0.063,,,,6.8,,,,632
18/12/2013 0:00,0.571541958,25.9,,3.8,0.04,0.82,1.78,0.112,,0.033,,,,19.5,,,,1310
11/01/2014 0:00,0.361685712,25.6,,4,0.06,0.82,1.39,0.079,,0.02,,,,14.2,,,,829
31/01/2014 0:00,0.404005995,24.7,,4.3,0.03,1.01,1.89,0.112,,0.025,,,,32.1,,,,926
21/02/2014 0:00,0.181933585,23.3,,3.6,0.15,0.84,1.46,0.141,,0.039,,,,3.7,,,,417
14/03/2014 0:00,0.295805685,23.6,,3.9,0.05,1.33,1.84,0.108,,0.029,,,,17,,,,678
1/04/2014 0:00,0.204184455,20.8,,5.5,0.17,1.72,2.66,0.239,,0.106,,,,6.8,,,,468
23/04/2014 0:00,0.35819538,18.3,,5.5,0.06,1.39,1.98,0.087,,0.026,,,,7.2,,,,821
15/05/2014 0:00,0.446326277,15.8,,6.1,0.1,2.2,3.5,0.069,,0.026,,,,9.6,,,,1023
6/06/2014 0:00,0.443272236,15.5,,7,0.07,2.1,3,0.069,,0.025,,,,10.3,,,,1016
25/06/2014 0:00,0.365176045,12.8,,7.8,0.15,1.94,2.4,0.061,,0.019,,,,3.7,,,,837
18/07/2014 0:00,0.396152747,10.4,,8.9,0.15,2.95,4.09,0.063,,0.022,,,,7.8,,,,908
8/08/2014 0:00,0.352087298,11.7,,8.1,0.44,1.9,3.37,0.097,,0.042,,,,19.1,,,,807
27/08/2014 0:00,0.19720379,14.1,,8.9,0.21,1.52,2.81,0.434,,0.256,,,,4.1,,,,452
17/09/2014 0:00,,,,,0.18,1.9,2.74,0.135,,0.034,,,,3.3,,,,
10/10/2014 0:00,0.364303462,20.7,,4.5,0.14,1.74,2.48,0.108,,0.03,,,,10,,,,835
28/10/2014 0:00,0.342052592,22.1,,5.1,0.19,1.64,2.5,0.111,,0.03,,,,8.3,,,,784
20/11/2014 0:00,0.318056555,24.9,,3.9,0.12,1.84,2.67,0.12,,0.035,,,,10.1,,,,729
11/12/2014 0:00,0.20549333,23.3,,5.3,0.09,0.82,1.8,0.295,,0.11,,,,1.6,,,,471
9/01/2015 0:00,0.367357503,28.5,,4.3,0.05,0.6,1.38,0.158,,0.044,,,,46.7,,,,842
23/01/2015 0:00,0.312384765,26.4,,3.8,0.1,0.96,17,0.45,,0.019,,,,19.4,,,,716
15/02/2015 0:00,0.514824054,24.7,,3.7,0.14,0.95,2.05,0.136,,0.043,,,,7.6,,,,1180
8/03/2015 0:00,0.407932619,24,,5.1,0.03,1.07,1.71,0.122,,0.032,,,,13.7,,,,935
26/03/2015 0:00,0.295805685,21.9,,5.7,0.05,0.59,1.53,0.186,,0.037,,,,33.1,,,,678
14/04/2015 0:00,0.32765497,20.8,,5.2,0.26,1.85,2.95,0.161,,0.061,,,,5.5,,,,751
8/05/2015 0:00,0.359067963,16.6,,5.7,0.14,1.68,3.01,0.282,,0.12,,,,2.9,,,,823
26/05/2015 0:00,0.451561776,14.3,,7.6,0.25,1.51,2.46,0.13,,0.046,,,,2.3,,,,1035
19/06/2015 0:00,0.243014405,13,,10.4,0.22,0.89,1.98,0.354,,0.145,,,,2.4,,,,557
16/07/2015 0:00,0.538383799,10.6,,7.8,0.34,1.72,2.76,0.117,,0.036,,,,2.5,,,,1234
7/08/2015 0:00,0.609063033,10.9,,8.3,0.23,2.5,3.91,0.095,,0.034,,,,12.7,,,,1396
27/08/2015 0:00,0.438473029,14.2,,8.2,0.17,1.13,1.53,0.158,,0.056,,,,6.7,,,,1005
17/09/2015 0:00,0.562379835,17.7,,5.8,0.15,1.95,2.96,0.089,,0.026,,,,5.9,,,,1289
16/10/2015 0:00,0.536638632,22.2,,6,0.09,2,3.1,0.091,,0.036,,,,17.2,,,,1230
30/10/2015 0:00,0.391353539,20.2,,3.3,0.16,1.5,2.13,0.11,,0.037,,,,4.1,,,,897
21/11/2015 0:00,0.415349576,24.1,,4.4,0.06,1.3,2.22,0.171,,0.081,,,,3.7,,,,952
9/12/2015 0:00,0.540128965,25.2,,8.4,0.05,0.88,1.93,0.134,,0.065,,,,8.5,,,,1238
6/01/2016 0:00,0.095984146,19.3,,6.4,0.08,0.95,1.82,0.307,,0.209,,,,1.7,,,,220
22/01/2016 0:00,0.243886988,25.2,,5.2,0.16,0.7,1.82,0.276,,0.112,,,,3.3,,,,559
12/02/2016 0:00,0.406187453,25.4,,3.6,0.07,1.23,2.1,0.221,,0.065,,,,5.7,,,,931
4/03/2016 0:00,0.469449731,26.4,,4.5,0.02,1.24,1.98,0.114,,0.044,,,,13.2,,,,1076
22/03/2016 0:00,0.502171598,21.8,,5,0.03,1.87,2.8,0.109,,0.037,,,,58.5,,,,1151
13/04/2016 0:00,0.446762569,20.5,,5.2,0.05,1.52,2.06,0.069,,0.034,,,,9.7,,,,1024
6/05/2016 0:00,0.443272236,17,,6.5,0.01,1.9,2.63,0.092,,0.029,,,,24.2,,,,1016
26/05/2016 0:00,0.442399653,14.7,,8.6,0.01,2.25,2.94,0.083,,0.028,,,,36.1,,,,1014
16/06/2016 0:00,0.346415507,11.7,,9.2,0.19,2.24,2.99,0.214,,0.084,,,,0.8,,,,794
21/06/2016 0:00,,,,,,,,,,,,,,,,,,
8/07/2016 0:00,0.45810615,11.7,,8.5,0.12,2.9,3.73,0.119,,0.044,,,,2.3,,,,1050
29/07/2016 0:00,0.416222159,12.3,,7.3,0.28,2.3,3.26,0.16,,0.079,,,,4.8,,,,954
15/08/2016 0:00,0.478611854,13.2,,7.8,0.09,1.88,2.61,0.1,,0.037,,,,4.6,,,,1097
6/09/2016 0:00,0.307585558,15,,7.6,0.15,1.51,2.58,0.345,,0.189,,,,4.1,,,,705
28/09/2016 0:00,0.423202824,18.1,,6.6,0.09,1.79,2.29,0.115,,0.036,,,,6,,,,970
13/10/2016 0:00,0.530966842,19.5,,6.9,0.08,1.87,2.56,0.101,,0.033,,,,13.2,,,,1217
10/11/2016 0:00,0.512642596,22.6,,6.6,0.06,1.43,2.15,0.108,,0.032,,,,39.4,,,,1175
30/11/2016 0:00,0.470322314,24.7,,7,0.02,1.29,1.95,0.11,,0.031,,,,37.1,,,,1078
22/12/2016 0:00,0.248686196,23.7,,3.7,0.16,0.89,1.49,0.13,,0.032,,,,11,,,,570
13/01/2017 0:00,0.309767016,26.9,,4.9,0.04,1.02,1.62,0.12,,0.031,,,,10.8,,,,710
3/02/2017 0:00,0.401824537,26.1,,4.6,0.05,1.46,2.21,0.12,,0.036,,,,15.4,,,,921
24/02/2017 0:00,0.31369364,25.4,,5.2,0.09,1.38,2.14,0.115,,0.029,,,,9.7,,,,719
12/03/2017 0:00,0.540565257,22.3,,6.1,0.05,1.62,2.55,0.11,,0.036,,,,11,,,,1239
7/04/2017 0:00,0.286207271,19.8,,7.2,0.06,1.2,2.44,0.295,,0.116,,,,2,,,,656
29/04/2017 0:00,0.461596482,19,,6.5,0.05,2.5,3.38,0.105,,0.036,,,,4.4,,,,1058
16/05/2017 0:00,0.465086815,17.9,,7.1,0.04,3.76,4.54,0.068,,0.033,,,,5.3,,,,1066
6/06/2017 0:00,0.44981661,13.1,,8.1,0.06,2.68,3.43,0.081,,0.035,,,,3,,,,1031
26/06/2017 0:00,0.493882059,13,,7.2,0.4,2.72,3.78,0.111,,0.039,,,,1.8,,,,1132
19/07/2017 0:00,0.5331483,11.3,,8.9,0.08,3.24,3.91,0.062,,0.02,,,,2.5,,,,1222
11/08/2017 0:00,0.425820573,14.9,,8.3,0.13,1.85,2.8,0.078,,0.023,,,,13.6,,,,976
1/09/2017 0:00,0.463341649,14.6,,9.6,0.08,2.83,3.79,0.059,,0.02,,,,21.4,,,,1062
21/09/2017 0:00,0.442835945,17.5,,7.8,0.18,3.06,4.07,0.081,,0.032,,,,8.2,,,,1015
10/10/2017 0:00,0.489955434,21.3,,6,0.08,2.25,3.09,0.062,,0.031,,,,5,,,,1123
30/10/2017 0:00,0.354705047,23.6,,4.8,0.15,1.17,1.84,0.103,,0.042,,,,3.9,,,,813
23/11/2017 0:00,0.404442286,23.2,,4.9,0.16,1.9,2.76,0.09,,0.039,,,,7.6,,,,927
13/12/2017 0:00,0.335508218,25.7,,4.2,0.04,1.16,1.62,0.102,,0.032,,,,5.5,,,,769
5/01/2018 0:00,0.366048628,24.9,,4.8,0.03,1.26,1.64,0.1,,0.042,,,,5.7,,,,839
31/01/2018 0:00,0.352087298,25.2,,5,0.01,1.45,1.86,0.112,,0.03,,,,32.9,,,,807
16/02/2018 0:00,0.392226122,26.8,,5,0.03,1.46,2.13,0.081,,0.03,,,,10.2,,,,899
9/03/2018 0:00,0.267010442,22.8,,4.6,0.07,1.48,1.76,0.091,,0.025,,,,4.1,,,,612
28/03/2018 0:00,0.266137858,22.1,,7.3,0.06,1.2,1.62,0.08,,0.026,,,,1.6,,,,610
18/04/2018 0:00,0.359504255,21.1,,5.3,0.04,1.95,2.47,0.081,,0.027,,,,2.5,,,,824
4/05/2018 0:00,0.443272236,21,,7.3,0.05,1.93,2.67,0.08,,0.023,,,,3.3,,,,1016
1/06/2018 0:00,0.383500291,13.2,,7.4,0.72,4.61,5.7,0.055,,0.025,,,,1.9,,,,879
22/06/2018 0:00,0.301477476,13.4,,8.1,0.35,3.04,4.37,0.102,,0.036,,,,1.4,,,,691
11/07/2018 0:00,0.299296018,12.5,,8.1,0.07,2.75,3.71,0.084,,0.028,,,,2.6,,,,686
31/07/2018 0:00,0.399643079,11.8,,10,0.02,3.75,4.89,0.063,,0.024,,,,11.8,,,,916
25/08/2018 0:00,0.373465585,13.5,,9.5,0.03,3.96,4.71,0.058,,0.025,,,,6.1,,,,856
7/09/2018 0:00,0.37215671,16,,8.7,0.04,3.35,4.14,0.06,,0.026,,,,5.6,,,,853
4/10/2018 0:00,0.296678268,17.8,,6.8,0.18,2,2.83,0.085,,0.038,,,,2.5,,,,680
23/10/2018 0:00,0.316747681,20.9,,7.6,0.24,1.45,2.3,0.155,,0.061,,,,1.8,,,,726
14/11/2018 0:00,0.424511699,22.7,,4.8,0.1,1.77,2.5,0.099,,0.044,,,,9.9,,,,973
7/12/2018 0:00,0.298859726,22.8,,5.8,0.12,1.75,2.45,0.124,,0.032,,,,3.4,,,,685
28/12/2018 0:00,0.277045148,25.5,,3.8,0.09,1.52,2.34,0.147,,0.049,,,,2.5,,,,635
18/01/2019 0:00,0.259157193,,,,,,,,,,,,,,,,,594
19/02/2019 0:00,0.290133895,,,,,,,,,,,,,,,,,665
6/03/2019 0:00,0.335508218,,,,,,,,,,,,,,,,,769
25/03/2019 0:00,0.293624227,,,,,,,,,,,,,,,,,673
11/04/2019 0:00,0.271373357,,,,,,,,,,,,,,,,,622
3/05/2019 0:00,0.438909321,,,,,,,,,,,,,,,,,1006
23/05/2019 0:00,0.407496327,,,,,,,,,,,,,,,,,934
14/06/2019 0:00,0.316311389,,,,,,,,,,,,,,,,,725
