Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
08/03/2018 00:00,,21.4,,8.7,0.02,2.37,3,0.028,,0.021,,,,0.9,,26,10
29/03/2018 00:00,,20.9,,8.5,0.05,12,12.7,0.041,,0.023,,,,1.7,,15,35
18/04/2018 00:00,,20.1,,8.7,0.01,3.82,4.49,0.031,,0.025,,,,0.4,,5,70
07/05/2018 00:00,,18.5,,8.6,0.05,1.95,2.83,0.061,,0.052,,,,0.7,,8,72
01/06/2018 00:00,,17,,9.4,0.02,6.7,6.89,0.061,,0.047,,,,0.3,,3,48
20/06/2018 00:00,,14.3,,10.1,0.02,0.7,1.26,0.038,,0.021,,,,0.5,,510,700
10/07/2018 00:00,,15.1,,10,0.02,1.99,3.21,0.065,,0.016,,,,0.4,,5,36
30/07/2018 00:00,,16,,9.6,0.02,0.41,1.43,0.09,,0.022,,,,0.2,,4,44
24/08/2018 00:00,,17,,9.4,0.02,3.93,4.93,0.042,,0.02,,,,0.5,,6,42
11/09/2018 00:00,,17.6,,9.4,0.02,0.3,1.18,0.037,,0.024,,,,0.2,,3,48
04/10/2018 00:00,,18.7,,9,0.02,6.71,7.27,0.047,,0.026,,,,1.1,,3,35
22/10/2018 00:00,,18.8,,8.8,0.22,2.26,3.19,0.03,,0.02,,,,0.4,,6800,1800
15/11/2018 00:00,,20.9,,8.4,0.02,8.78,9.04,0.03,,0.019,,,,0.6,,6,61
10/12/2018 00:00,,22.6,,8.2,0.03,3.59,4.17,0.045,,0.033,,,,0.5,,10,38
31/12/2018 00:00,,26.1,,7.3,16.7,1.15,19.4,0.201,,0.145,,,,2.7,,100,100
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
