Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
5/01/2005 00:00,,25.1,,7.2,,,,,,,,,,,,,
5/01/2005 00:00,,25.1,,7,0.03,0.2,0.62,0.064,,0.012,,,,16.3,28,12,28
5/01/2005 00:00,,25.1,,6.9,,,,,,,,,,,,,
5/01/2005 00:00,,,,,,,,,,,,,,16.5,,,
21/01/2005 00:00,,28.8,,8.6,,,,,,,,,,,,,
21/01/2005 00:00,,,,,0.005,0.24,0.75,0.041,,0.007,,,,14.2,18,28,18
21/01/2005 00:00,,27,,8.3,,,,,,,,,,,,,
21/01/2005 00:00,,,,,,,,,,,,,,14.2,,,
4/02/2005 00:00,,18.7,,8.2,,,,,,,,,,,,,
4/02/2005 00:00,,18.5,,8.2,0.01,0.22,0.67,0.074,,0.035,,,,,160,320,160
4/02/2005 00:00,,,,,0.04,0.25,0.71,0.082,,0.037,,,,,120,390,120
4/02/2005 00:00,,18.5,,8.1,,,,,,,,,,,,,
14/02/2005 00:00,,25.3,,5,,,,,,,,,,,,,
14/02/2005 00:00,,25.2,,5.2,0.04,0.36,0.76,0.056,,0.021,,,,5.2,32,16,32
14/02/2005 00:00,,,,,0.04,0.38,0.81,0.054,,0.022,,,,8.9,26,30,26
14/02/2005 00:00,,24.9,,4.9,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,,,,,,,,,,,,,,,,
10/03/2005 00:00,,25.3,,6.5,,,,,,,,,,,,,
10/03/2005 00:00,,25.4,,6.4,0.01,0.3,0.7,0.034,,0.014,,,,8.3,20,50,20
10/03/2005 00:00,,,,,0.01,0.27,0.69,0.033,,0.013,,,,6.4,26,28,26
10/03/2005 00:00,,25.4,,6.4,,,,,,,,,,,,,
21/04/2005 00:00,,22.2,,7.3,,,,,,,,,,,,,
21/04/2005 00:00,,22.2,,7.3,0.02,0.61,0.86,0.027,,0.01,,,,8.8,23,110,23
21/04/2005 00:00,,22.2,,7.2,,,,,,,,,,,,,
21/04/2005 00:00,,,,,,,,,,,,,,10.6,,,
27/05/2005 00:00,,15.7,,8.5,,,,,,,,,,,,,
27/05/2005 00:00,,15.7,,8.6,0.01,0.81,1.21,0.027,,0.01,,,,8.5,21,29,21
27/05/2005 00:00,,,,,0.01,0.82,1.13,0.026,,0.01,,,,9.3,38,30,38
27/05/2005 00:00,,15.7,,8.6,,,,,,,,,,,,,
20/06/2005 00:00,,13.6,,10.1,,,,,,,,,,,,,
20/06/2005 00:00,,13.6,,10.2,0.02,1.08,1.37,0.023,,0.008,,,,6.7,30,62,30
20/06/2005 00:00,,,,,0.02,1.02,1.28,0.023,,0.007,,,,5.9,37,49,37
20/06/2005 00:00,,13.5,,10.1,,,,,,,,,,,,,
2/07/2005 00:00,,12.9,,8.6,,,,,,,,,,,,,
2/07/2005 00:00,,12.8,,8.5,0.04,0.52,0.87,0.034,,0.011,,,,,460,950,460
2/07/2005 00:00,,,,,0.04,0.52,0.87,0.033,,0.01,,,,,610,1000,610
2/07/2005 00:00,,12.9,,8.1,,,,,,,,,,,,,
20/07/2005 00:00,,11.7,,10,,,,,,,,,,,,,
20/07/2005 00:00,,11.7,,10,0.005,0.41,0.66,0.026,,0.007,,,,7.6,22,28,22
20/07/2005 00:00,,11.7,,9.9,,,,,,,,,,,,,
20/07/2005 00:00,,,,,,,,,,,,,,10.6,,,
